county_fips,year,fema_disaster_any,fema_disaster_count,fema_disaster_cum,fema_disaster_flood,fema_disaster_hurricane,fema_disaster_fire
01001,2010,0,0,0,0,0,0
01001,2011,1,2,2,0,0,0
01001,2012,0,0,2,0,0,0
01001,2013,0,0,2,0,0,0
01001,2014,0,0,2,0,0,0
01001,2015,0,0,2,0,0,0
01001,2016,1,1,3,0,0,0
01001,2017,1,3,6,0,1,0
01001,2018,0,0,6,0,0,0
01001,2019,0,0,6,0,0,0
01001,2020,1,2,8,0,1,0
01001,2021,0,0,8,0,0,0
01001,2022,0,0,8,0,0,0
01001,2023,1,1,9,0,0,0
01001,2024,1,1,10,0,1,0
01001,2025,0,0,10,0,0,0
01003,2010,0,0,0,0,0,0
01003,2011,1,2,2,0,0,0
01003,2012,1,1,3,0,1,0
01003,2013,0,0,3,0,0,0
01003,2014,1,1,4,0,0,0
01003,2015,0,0,4,0,0,0
01003,2016,0,0,4,0,0,0
01003,2017,1,3,7,0,1,0
01003,2018,1,1,8,0,1,0
01003,2019,0,0,8,0,0,0
01003,2020,1,2,10,0,1,0
01003,2021,0,0,10,0,0,0
01003,2022,0,0,10,0,0,0
01003,2023,0,0,10,0,0,0
01003,2024,1,1,11,0,1,0
01003,2025,0,0,11,0,0,0
01005,2010,0,0,0,0,0,0
01005,2011,1,2,2,0,0,0
01005,2012,0,0,2,0,0,0
01005,2013,0,0,2,0,0,0
01005,2014,0,0,2,0,0,0
01005,2015,0,0,2,0,0,0
01005,2016,1,1,3,0,0,0
01005,2017,1,2,5,0,1,0
01005,2018,1,1,6,0,1,0
01005,2019,0,0,6,0,0,0
01005,2020,1,3,9,0,1,0
01005,2021,0,0,9,0,0,0
01005,2022,0,0,9,0,0,0
01005,2023,1,1,10,0,0,0
01005,2024,1,1,11,0,1,0
01005,2025,0,0,11,0,0,0
01007,2010,0,0,0,0,0,0
01007,2011,1,2,2,0,0,0
01007,2012,0,0,2,0,0,0
01007,2013,0,0,2,0,0,0
01007,2014,0,0,2,0,0,0
01007,2015,0,0,2,0,0,0
01007,2016,0,0,2,0,0,0
01007,2017,1,2,4,0,1,0
01007,2018,0,0,4,0,0,0
01007,2019,0,0,4,0,0,0
01007,2020,1,1,5,0,1,0
01007,2021,1,1,6,0,0,0
01007,2022,0,0,6,0,0,0
01007,2023,0,0,6,0,0,0
01007,2024,1,1,7,0,1,0
01007,2025,0,0,7,0,0,0
01009,2010,0,0,0,0,0,0
01009,2011,1,2,2,0,0,0
01009,2012,0,0,2,0,0,0
01009,2013,0,0,2,0,0,0
01009,2014,1,1,3,0,0,0
01009,2015,0,0,3,0,0,0
01009,2016,1,1,4,0,0,0
01009,2017,1,1,5,0,1,0
01009,2018,0,0,5,0,0,0
01009,2019,1,1,6,0,0,0
01009,2020,1,3,9,0,1,0
01009,2021,0,0,9,0,0,0
01009,2022,0,0,9,0,0,0
01009,2023,0,0,9,0,0,0
01009,2024,1,1,10,0,1,0
01009,2025,0,0,10,0,0,0
01011,2010,0,0,0,0,0,0
01011,2011,1,2,2,0,0,0
01011,2012,0,0,2,0,0,0
01011,2013,0,0,2,0,0,0
01011,2014,1,1,3,0,0,0
01011,2015,0,0,3,0,0,0
01011,2016,1,1,4,0,0,0
01011,2017,1,2,6,0,1,0
01011,2018,1,1,7,0,1,0
01011,2019,0,0,7,0,0,0
01011,2020,1,1,8,0,1,0
01011,2021,0,0,8,0,0,0
01011,2022,0,0,8,0,0,0
01011,2023,0,0,8,0,0,0
01011,2024,1,1,9,0,1,0
01011,2025,0,0,9,0,0,0
01013,2010,0,0,0,0,0,0
01013,2011,1,2,2,0,0,0
01013,2012,0,0,2,0,0,0
01013,2013,0,0,2,0,0,0
01013,2014,1,1,3,0,0,0
01013,2015,0,0,3,0,0,0
01013,2016,1,1,4,0,0,0
01013,2017,1,2,6,0,1,0
01013,2018,1,1,7,0,1,0
01013,2019,0,0,7,0,0,0
01013,2020,1,4,11,0,1,0
01013,2021,0,0,11,0,0,0
01013,2022,0,0,11,0,0,0
01013,2023,0,0,11,0,0,0
01013,2024,1,1,12,0,1,0
01013,2025,0,0,12,0,0,0
01015,2010,0,0,0,0,0,0
01015,2011,1,2,2,0,0,0
01015,2012,0,0,2,0,0,0
01015,2013,0,0,2,0,0,0
01015,2014,0,0,2,0,0,0
01015,2015,0,0,2,0,0,0
01015,2016,0,0,2,0,0,0
01015,2017,1,1,3,0,1,0
01015,2018,1,1,4,0,0,0
01015,2019,0,0,4,0,0,0
01015,2020,1,2,6,0,1,0
01015,2021,1,1,7,0,0,0
01015,2022,0,0,7,0,0,0
01015,2023,0,0,7,0,0,0
01015,2024,1,1,8,0,1,0
01015,2025,0,0,8,0,0,0
01017,2010,0,0,0,0,0,0
01017,2011,1,2,2,0,0,0
01017,2012,0,0,2,0,0,0
01017,2013,0,0,2,0,0,0
01017,2014,0,0,2,0,0,0
01017,2015,0,0,2,0,0,0
01017,2016,1,1,3,0,0,0
01017,2017,1,1,4,0,1,0
01017,2018,0,0,4,0,0,0
01017,2019,0,0,4,0,0,0
01017,2020,1,2,6,0,1,0
01017,2021,0,0,6,0,0,0
01017,2022,0,0,6,0,0,0
01017,2023,1,2,8,0,0,0
01017,2024,1,1,9,0,1,0
01017,2025,0,0,9,0,0,0
01019,2010,0,0,0,0,0,0
01019,2011,1,2,2,0,0,0
01019,2012,0,0,2,0,0,0
01019,2013,0,0,2,0,0,0
01019,2014,0,0,2,0,0,0
01019,2015,0,0,2,0,0,0
01019,2016,1,1,3,0,0,0
01019,2017,1,1,4,0,1,0
01019,2018,0,0,4,0,0,0
01019,2019,1,1,5,0,0,0
01019,2020,1,2,7,0,1,0
01019,2021,0,0,7,0,0,0
01019,2022,0,0,7,0,0,0
01019,2023,0,0,7,0,0,0
01019,2024,1,1,8,0,1,0
01019,2025,0,0,8,0,0,0
01021,2010,0,0,0,0,0,0
01021,2011,1,2,2,0,0,0
01021,2012,1,1,3,0,0,0
01021,2013,0,0,3,0,0,0
01021,2014,0,0,3,0,0,0
01021,2015,0,0,3,0,0,0
01021,2016,0,0,3,0,0,0
01021,2017,1,2,5,0,1,0
01021,2018,0,0,5,0,0,0
01021,2019,0,0,5,0,0,0
01021,2020,1,3,8,0,1,0
01021,2021,0,0,8,0,0,0
01021,2022,0,0,8,0,0,0
01021,2023,0,0,8,0,0,0
01021,2024,1,1,9,0,1,0
01021,2025,0,0,9,0,0,0
01023,2010,0,0,0,0,0,0
01023,2011,1,2,2,0,0,0
01023,2012,0,0,2,0,0,0
01023,2013,0,0,2,0,0,0
01023,2014,0,0,2,0,0,0
01023,2015,0,0,2,0,0,0
01023,2016,0,0,2,0,0,0
01023,2017,1,3,5,0,1,0
01023,2018,0,0,5,0,0,0
01023,2019,0,0,5,0,0,0
01023,2020,1,3,8,0,1,0
01023,2021,0,0,8,0,0,0
01023,2022,0,0,8,0,0,0
01023,2023,0,0,8,0,0,0
01023,2024,1,1,9,0,1,0
01023,2025,0,0,9,0,0,0
01025,2010,0,0,0,0,0,0
01025,2011,1,2,2,0,0,0
01025,2012,0,0,2,0,0,0
01025,2013,0,0,2,0,0,0
01025,2014,0,0,2,0,0,0
01025,2015,0,0,2,0,0,0
01025,2016,0,0,2,0,0,0
01025,2017,1,3,5,0,1,0
01025,2018,0,0,5,0,0,0
01025,2019,0,0,5,0,0,0
01025,2020,1,3,8,0,1,0
01025,2021,0,0,8,0,0,0
01025,2022,0,0,8,0,0,0
01025,2023,0,0,8,0,0,0
01025,2024,1,1,9,0,1,0
01025,2025,0,0,9,0,0,0
01027,2010,0,0,0,0,0,0
01027,2011,1,2,2,0,0,0
01027,2012,0,0,2,0,0,0
01027,2013,0,0,2,0,0,0
01027,2014,0,0,2,0,0,0
01027,2015,0,0,2,0,0,0
01027,2016,1,1,3,0,0,0
01027,2017,1,1,4,0,1,0
01027,2018,0,0,4,0,0,0
01027,2019,0,0,4,0,0,0
01027,2020,1,2,6,0,1,0
01027,2021,1,1,7,0,0,0
01027,2022,0,0,7,0,0,0
01027,2023,0,0,7,0,0,0
01027,2024,1,1,8,0,1,0
01027,2025,0,0,8,0,0,0
01029,2010,0,0,0,0,0,0
01029,2011,1,2,2,0,0,0
01029,2012,0,0,2,0,0,0
01029,2013,0,0,2,0,0,0
01029,2014,0,0,2,0,0,0
01029,2015,0,0,2,0,0,0
01029,2016,1,1,3,0,0,0
01029,2017,1,1,4,0,1,0
01029,2018,0,0,4,0,0,0
01029,2019,0,0,4,0,0,0
01029,2020,1,1,5,0,1,0
01029,2021,0,0,5,0,0,0
01029,2022,0,0,5,0,0,0
01029,2023,0,0,5,0,0,0
01029,2024,1,1,6,0,1,0
01029,2025,0,0,6,0,0,0
01031,2010,0,0,0,0,0,0
01031,2011,1,2,2,0,0,0
01031,2012,0,0,2,0,0,0
01031,2013,0,0,2,0,0,0
01031,2014,0,0,2,0,0,0
01031,2015,0,0,2,0,0,0
01031,2016,1,1,3,0,0,0
01031,2017,1,2,5,0,1,0
01031,2018,1,1,6,0,1,0
01031,2019,0,0,6,0,0,0
01031,2020,1,3,9,0,1,0
01031,2021,0,0,9,0,0,0
01031,2022,0,0,9,0,0,0
01031,2023,0,0,9,0,0,0
01031,2024,1,1,10,0,1,0
01031,2025,0,0,10,0,0,0
01033,2010,0,0,0,0,0,0
01033,2011,1,2,2,0,0,0
01033,2012,0,0,2,0,0,0
01033,2013,0,0,2,0,0,0
01033,2014,0,0,2,0,0,0
01033,2015,0,0,2,0,0,0
01033,2016,1,1,3,0,0,0
01033,2017,1,1,4,0,1,0
01033,2018,0,0,4,0,0,0
01033,2019,1,1,5,0,0,0
01033,2020,1,2,7,0,1,0
01033,2021,0,0,7,0,0,0
01033,2022,0,0,7,0,0,0
01033,2023,1,1,8,0,0,0
01033,2024,1,1,9,0,1,0
01033,2025,0,0,9,0,0,0
01035,2010,0,0,0,0,0,0
01035,2011,1,2,2,0,0,0
01035,2012,0,0,2,0,0,0
01035,2013,0,0,2,0,0,0
01035,2014,0,0,2,0,0,0
01035,2015,0,0,2,0,0,0
01035,2016,1,1,3,0,0,0
01035,2017,1,2,5,0,1,0
01035,2018,1,1,6,0,1,0
01035,2019,0,0,6,0,0,0
01035,2020,1,2,8,0,1,0
01035,2021,0,0,8,0,0,0
01035,2022,0,0,8,0,0,0
01035,2023,1,1,9,0,0,0
01035,2024,1,1,10,0,1,0
01035,2025,0,0,10,0,0,0
01037,2010,0,0,0,0,0,0
01037,2011,1,2,2,0,0,0
01037,2012,0,0,2,0,0,0
01037,2013,0,0,2,0,0,0
01037,2014,0,0,2,0,0,0
01037,2015,0,0,2,0,0,0
01037,2016,0,0,2,0,0,0
01037,2017,1,2,4,0,1,0
01037,2018,0,0,4,0,0,0
01037,2019,0,0,4,0,0,0
01037,2020,1,3,7,0,1,0
01037,2021,0,0,7,0,0,0
01037,2022,0,0,7,0,0,0
01037,2023,1,2,9,0,0,0
01037,2024,1,1,10,0,1,0
01037,2025,0,0,10,0,0,0
01039,2010,0,0,0,0,0,0
01039,2011,1,2,2,0,0,0
01039,2012,1,1,3,0,1,0
01039,2013,0,0,3,0,0,0
01039,2014,1,1,4,0,0,0
01039,2015,0,0,4,0,0,0
01039,2016,1,1,5,0,0,0
01039,2017,1,2,7,0,1,0
01039,2018,1,1,8,0,1,0
01039,2019,0,0,8,0,0,0
01039,2020,1,4,12,0,1,0
01039,2021,0,0,12,0,0,0
01039,2022,0,0,12,0,0,0
01039,2023,0,0,12,0,0,0
01039,2024,1,1,13,0,1,0
01039,2025,0,0,13,0,0,0
01041,2010,0,0,0,0,0,0
01041,2011,1,2,2,0,0,0
01041,2012,0,0,2,0,0,0
01041,2013,0,0,2,0,0,0
01041,2014,1,1,3,0,0,0
01041,2015,0,0,3,0,0,0
01041,2016,1,1,4,0,0,0
01041,2017,1,2,6,0,1,0
01041,2018,1,1,7,0,1,0
01041,2019,0,0,7,0,0,0
01041,2020,1,4,11,0,1,0
01041,2021,0,0,11,0,0,0
01041,2022,0,0,11,0,0,0
01041,2023,0,0,11,0,0,0
01041,2024,1,1,12,0,1,0
01041,2025,0,0,12,0,0,0
01043,2010,0,0,0,0,0,0
01043,2011,1,2,2,0,0,0
01043,2012,0,0,2,0,0,0
01043,2013,0,0,2,0,0,0
01043,2014,0,0,2,0,0,0
01043,2015,0,0,2,0,0,0
01043,2016,1,1,3,0,0,0
01043,2017,1,1,4,0,1,0
01043,2018,1,1,5,0,0,0
01043,2019,0,0,5,0,0,0
01043,2020,1,3,8,0,1,0
01043,2021,0,0,8,0,0,0
01043,2022,0,0,8,0,0,0
01043,2023,0,0,8,0,0,0
01043,2024,1,1,9,0,1,0
01043,2025,0,0,9,0,0,0
01045,2010,0,0,0,0,0,0
01045,2011,1,2,2,0,0,0
01045,2012,0,0,2,0,0,0
01045,2013,0,0,2,0,0,0
01045,2014,1,1,3,0,0,0
01045,2015,0,0,3,0,0,0
01045,2016,1,1,4,0,0,0
01045,2017,1,2,6,0,1,0
01045,2018,1,2,8,0,1,0
01045,2019,0,0,8,0,0,0
01045,2020,1,2,10,0,1,0
01045,2021,0,0,10,0,0,0
01045,2022,0,0,10,0,0,0
01045,2023,0,0,10,0,0,0
01045,2024,1,1,11,0,1,0
01045,2025,0,0,11,0,0,0
01047,2010,0,0,0,0,0,0
01047,2011,1,2,2,0,0,0
01047,2012,1,1,3,0,1,0
01047,2013,0,0,3,0,0,0
01047,2014,0,0,3,0,0,0
01047,2015,0,0,3,0,0,0
01047,2016,0,0,3,0,0,0
01047,2017,1,3,6,0,1,0
01047,2018,0,0,6,0,0,0
01047,2019,0,0,6,0,0,0
01047,2020,1,3,9,0,1,0
01047,2021,0,0,9,0,0,0
01047,2022,0,0,9,0,0,0
01047,2023,1,1,10,0,0,0
01047,2024,1,1,11,0,1,0
01047,2025,0,0,11,0,0,0
01049,2010,1,1,1,0,0,0
01049,2011,1,2,3,0,0,0
01049,2012,0,0,3,0,0,0
01049,2013,0,0,3,0,0,0
01049,2014,1,1,4,0,0,0
01049,2015,0,0,4,0,0,0
01049,2016,1,1,5,0,0,0
01049,2017,1,1,6,0,1,0
01049,2018,0,0,6,0,0,0
01049,2019,1,1,7,0,0,0
01049,2020,1,2,9,0,1,0
01049,2021,0,0,9,0,0,0
01049,2022,0,0,9,0,0,0
01049,2023,0,0,9,0,0,0
01049,2024,1,1,10,0,1,0
01049,2025,0,0,10,0,0,0
01051,2010,0,0,0,0,0,0
01051,2011,1,2,2,0,0,0
01051,2012,0,0,2,0,0,0
01051,2013,0,0,2,0,0,0
01051,2014,0,0,2,0,0,0
01051,2015,0,0,2,0,0,0
01051,2016,1,1,3,0,0,0
01051,2017,1,2,5,0,1,0
01051,2018,0,0,5,0,0,0
01051,2019,0,0,5,0,0,0
01051,2020,1,2,7,0,1,0
01051,2021,0,0,7,0,0,0
01051,2022,0,0,7,0,0,0
01051,2023,1,2,9,0,0,0
01051,2024,1,1,10,0,1,0
01051,2025,0,0,10,0,0,0
01053,2010,0,0,0,0,0,0
01053,2011,1,2,2,0,0,0
01053,2012,0,0,2,0,0,0
01053,2013,0,0,2,0,0,0
01053,2014,0,0,2,0,0,0
01053,2015,0,0,2,0,0,0
01053,2016,1,1,3,0,0,0
01053,2017,1,2,5,0,1,0
01053,2018,1,1,6,0,1,0
01053,2019,0,0,6,0,0,0
01053,2020,1,2,8,0,1,0
01053,2021,0,0,8,0,0,0
01053,2022,0,0,8,0,0,0
01053,2023,0,0,8,0,0,0
01053,2024,1,1,9,0,1,0
01053,2025,0,0,9,0,0,0
01055,2010,0,0,0,0,0,0
01055,2011,1,2,2,0,0,0
01055,2012,0,0,2,0,0,0
01055,2013,0,0,2,0,0,0
01055,2014,1,1,3,0,0,0
01055,2015,0,0,3,0,0,0
01055,2016,0,0,3,0,0,0
01055,2017,1,1,4,0,1,0
01055,2018,1,1,5,0,0,0
01055,2019,0,0,5,0,0,0
01055,2020,1,2,7,0,1,0
01055,2021,0,0,7,0,0,0
01055,2022,0,0,7,0,0,0
01055,2023,0,0,7,0,0,0
01055,2024,1,1,8,0,1,0
01055,2025,0,0,8,0,0,0
01057,2010,0,0,0,0,0,0
01057,2011,1,2,2,0,0,0
01057,2012,0,0,2,0,0,0
01057,2013,0,0,2,0,0,0
01057,2014,0,0,2,0,0,0
01057,2015,0,0,2,0,0,0
01057,2016,1,1,3,0,0,0
01057,2017,1,1,4,0,1,0
01057,2018,0,0,4,0,0,0
01057,2019,0,0,4,0,0,0
01057,2020,1,2,6,0,1,0
01057,2021,0,0,6,0,0,0
01057,2022,0,0,6,0,0,0
01057,2023,0,0,6,0,0,0
01057,2024,1,1,7,0,1,0
01057,2025,0,0,7,0,0,0
01059,2010,0,0,0,0,0,0
01059,2011,1,2,2,0,0,0
01059,2012,0,0,2,0,0,0
01059,2013,0,0,2,0,0,0
01059,2014,1,1,3,0,0,0
01059,2015,0,0,3,0,0,0
01059,2016,1,1,4,0,0,0
01059,2017,1,1,5,0,1,0
01059,2018,0,0,5,0,0,0
01059,2019,1,1,6,0,0,0
01059,2020,1,1,7,0,1,0
01059,2021,0,0,7,0,0,0
01059,2022,0,0,7,0,0,0
01059,2023,0,0,7,0,0,0
01059,2024,1,1,8,0,1,0
01059,2025,0,0,8,0,0,0
01061,2010,0,0,0,0,0,0
01061,2011,1,2,2,0,0,0
01061,2012,1,1,3,0,1,0
01061,2013,0,0,3,0,0,0
01061,2014,1,1,4,0,0,0
01061,2015,0,0,4,0,0,0
01061,2016,1,1,5,0,0,0
01061,2017,1,2,7,0,1,0
01061,2018,1,2,9,0,1,0
01061,2019,0,0,9,0,0,0
01061,2020,1,2,11,0,1,0
01061,2021,0,0,11,0,0,0
01061,2022,0,0,11,0,0,0
01061,2023,0,0,11,0,0,0
01061,2024,1,1,12,0,1,0
01061,2025,0,0,12,0,0,0
01063,2010,0,0,0,0,0,0
01063,2011,1,2,2,0,0,0
01063,2012,0,0,2,0,0,0
01063,2013,0,0,2,0,0,0
01063,2014,0,0,2,0,0,0
01063,2015,0,0,2,0,0,0
01063,2016,0,0,2,0,0,0
01063,2017,1,2,4,0,1,0
01063,2018,0,0,4,0,0,0
01063,2019,1,1,5,0,0,0
01063,2020,1,2,7,0,1,0
01063,2021,0,0,7,0,0,0
01063,2022,0,0,7,0,0,0
01063,2023,1,1,8,0,0,0
01063,2024,1,1,9,0,1,0
01063,2025,0,0,9,0,0,0
01065,2010,0,0,0,0,0,0
01065,2011,1,2,2,0,0,0
01065,2012,0,0,2,0,0,0
01065,2013,0,0,2,0,0,0
01065,2014,0,0,2,0,0,0
01065,2015,0,0,2,0,0,0
01065,2016,0,0,2,0,0,0
01065,2017,1,2,4,0,1,0
01065,2018,0,0,4,0,0,0
01065,2019,0,0,4,0,0,0
01065,2020,1,2,6,0,1,0
01065,2021,1,1,7,0,0,0
01065,2022,0,0,7,0,0,0
01065,2023,1,1,8,0,0,0
01065,2024,1,1,9,0,1,0
01065,2025,0,0,9,0,0,0
01067,2010,0,0,0,0,0,0
01067,2011,1,2,2,0,0,0
01067,2012,0,0,2,0,0,0
01067,2013,0,0,2,0,0,0
01067,2014,0,0,2,0,0,0
01067,2015,0,0,2,0,0,0
01067,2016,1,1,3,0,0,0
01067,2017,1,2,5,0,1,0
01067,2018,1,2,7,0,1,0
01067,2019,0,0,7,0,0,0
01067,2020,1,2,9,0,1,0
01067,2021,0,0,9,0,0,0
01067,2022,0,0,9,0,0,0
01067,2023,0,0,9,0,0,0
01067,2024,1,1,10,0,1,0
01067,2025,0,0,10,0,0,0
01069,2010,0,0,0,0,0,0
01069,2011,1,2,2,0,0,0
01069,2012,0,0,2,0,0,0
01069,2013,0,0,2,0,0,0
01069,2014,1,1,3,0,0,0
01069,2015,0,0,3,0,0,0
01069,2016,1,1,4,0,0,0
01069,2017,1,2,6,0,1,0
01069,2018,1,2,8,0,1,0
01069,2019,0,0,8,0,0,0
01069,2020,1,2,10,0,1,0
01069,2021,0,0,10,0,0,0
01069,2022,0,0,10,0,0,0
01069,2023,0,0,10,0,0,0
01069,2024,1,1,11,0,1,0
01069,2025,0,0,11,0,0,0
01071,2010,0,0,0,0,0,0
01071,2011,1,2,2,0,0,0
01071,2012,0,0,2,0,0,0
01071,2013,0,0,2,0,0,0
01071,2014,0,0,2,0,0,0
01071,2015,0,0,2,0,0,0
01071,2016,1,1,3,0,0,0
01071,2017,1,1,4,0,1,0
01071,2018,0,0,4,0,0,0
01071,2019,1,1,5,0,0,0
01071,2020,1,2,7,0,1,0
01071,2021,0,0,7,0,0,0
01071,2022,0,0,7,0,0,0
01071,2023,0,0,7,0,0,0
01071,2024,1,1,8,0,1,0
01071,2025,0,0,8,0,0,0
01073,2010,0,0,0,0,0,0
01073,2011,1,2,2,0,0,0
01073,2012,1,1,3,0,0,0
01073,2013,0,0,3,0,0,0
01073,2014,1,1,4,0,0,0
01073,2015,0,0,4,0,0,0
01073,2016,0,0,4,0,0,0
01073,2017,1,2,6,0,1,0
01073,2018,0,0,6,0,0,0
01073,2019,0,0,6,0,0,0
01073,2020,1,1,7,0,1,0
01073,2021,1,2,9,0,0,0
01073,2022,0,0,9,0,0,0
01073,2023,0,0,9,0,0,0
01073,2024,1,1,10,0,1,0
01073,2025,0,0,10,0,0,0
01075,2010,0,0,0,0,0,0
01075,2011,1,2,2,0,0,0
01075,2012,0,0,2,0,0,0
01075,2013,0,0,2,0,0,0
01075,2014,1,1,3,0,0,0
01075,2015,0,0,3,0,0,0
01075,2016,1,1,4,0,0,0
01075,2017,1,1,5,0,1,0
01075,2018,0,0,5,0,0,0
01075,2019,1,1,6,0,0,0
01075,2020,1,2,8,0,1,0
01075,2021,0,0,8,0,0,0
01075,2022,0,0,8,0,0,0
01075,2023,0,0,8,0,0,0
01075,2024,1,1,9,0,1,0
01075,2025,0,0,9,0,0,0
01077,2010,0,0,0,0,0,0
01077,2011,1,2,2,0,0,0
01077,2012,0,0,2,0,0,0
01077,2013,0,0,2,0,0,0
01077,2014,0,0,2,0,0,0
01077,2015,0,0,2,0,0,0
01077,2016,0,0,2,0,0,0
01077,2017,1,1,3,0,1,0
01077,2018,0,0,3,0,0,0
01077,2019,0,0,3,0,0,0
01077,2020,1,1,4,0,1,0
01077,2021,0,0,4,0,0,0
01077,2022,0,0,4,0,0,0
01077,2023,1,1,5,0,0,0
01077,2024,1,1,6,0,1,0
01077,2025,0,0,6,0,0,0
01079,2010,0,0,0,0,0,0
01079,2011,1,2,2,0,0,0
01079,2012,0,0,2,0,0,0
01079,2013,0,0,2,0,0,0
01079,2014,0,0,2,0,0,0
01079,2015,0,0,2,0,0,0
01079,2016,1,1,3,0,0,0
01079,2017,1,1,4,0,1,0
01079,2018,0,0,4,0,0,0
01079,2019,0,0,4,0,0,0
01079,2020,1,1,5,0,1,0
01079,2021,0,0,5,0,0,0
01079,2022,0,0,5,0,0,0
01079,2023,0,0,5,0,0,0
01079,2024,1,1,6,0,1,0
01079,2025,0,0,6,0,0,0
01081,2010,0,0,0,0,0,0
01081,2011,1,2,2,0,0,0
01081,2012,0,0,2,0,0,0
01081,2013,0,0,2,0,0,0
01081,2014,1,1,3,0,0,0
01081,2015,0,0,3,0,0,0
01081,2016,1,1,4,0,0,0
01081,2017,1,1,5,0,1,0
01081,2018,0,0,5,0,0,0
01081,2019,1,1,6,0,0,0
01081,2020,1,1,7,0,1,0
01081,2021,0,0,7,0,0,0
01081,2022,0,0,7,0,0,0
01081,2023,0,0,7,0,0,0
01081,2024,1,1,8,0,1,0
01081,2025,0,0,8,0,0,0
01083,2010,0,0,0,0,0,0
01083,2011,1,2,2,0,0,0
01083,2012,0,0,2,0,0,0
01083,2013,0,0,2,0,0,0
01083,2014,1,1,3,0,0,0
01083,2015,0,0,3,0,0,0
01083,2016,0,0,3,0,0,0
01083,2017,1,1,4,0,1,0
01083,2018,0,0,4,0,0,0
01083,2019,0,0,4,0,0,0
01083,2020,1,2,6,0,1,0
01083,2021,0,0,6,0,0,0
01083,2022,0,0,6,0,0,0
01083,2023,0,0,6,0,0,0
01083,2024,1,1,7,0,1,0
01083,2025,0,0,7,0,0,0
01085,2010,0,0,0,0,0,0
01085,2011,1,2,2,0,0,0
01085,2012,0,0,2,0,0,0
01085,2013,0,0,2,0,0,0
01085,2014,0,0,2,0,0,0
01085,2015,0,0,2,0,0,0
01085,2016,1,1,3,0,0,0
01085,2017,1,2,5,0,1,0
01085,2018,0,0,5,0,0,0
01085,2019,0,0,5,0,0,0
01085,2020,1,2,7,0,1,0
01085,2021,0,0,7,0,0,0
01085,2022,0,0,7,0,0,0
01085,2023,0,0,7,0,0,0
01085,2024,1,1,8,0,1,0
01085,2025,0,0,8,0,0,0
01087,2010,0,0,0,0,0,0
01087,2011,1,2,2,0,0,0
01087,2012,0,0,2,0,0,0
01087,2013,0,0,2,0,0,0
01087,2014,0,0,2,0,0,0
01087,2015,0,0,2,0,0,0
01087,2016,1,1,3,0,0,0
01087,2017,1,3,6,0,1,0
01087,2018,0,0,6,0,0,0
01087,2019,0,0,6,0,0,0
01087,2020,1,2,8,0,1,0
01087,2021,0,0,8,0,0,0
01087,2022,0,0,8,0,0,0
01087,2023,1,1,9,0,0,0
01087,2024,1,1,10,0,1,0
01087,2025,0,0,10,0,0,0
01089,2010,0,0,0,0,0,0
01089,2011,1,2,2,0,0,0
01089,2012,0,0,2,0,0,0
01089,2013,0,0,2,0,0,0
01089,2014,0,0,2,0,0,0
01089,2015,0,0,2,0,0,0
01089,2016,0,0,2,0,0,0
01089,2017,1,1,3,0,1,0
01089,2018,0,0,3,0,0,0
01089,2019,1,1,4,0,0,0
01089,2020,1,1,5,0,1,0
01089,2021,0,0,5,0,0,0
01089,2022,0,0,5,0,0,0
01089,2023,0,0,5,0,0,0
01089,2024,1,1,6,0,1,0
01089,2025,0,0,6,0,0,0
01091,2010,0,0,0,0,0,0
01091,2011,1,2,2,0,0,0
01091,2012,0,0,2,0,0,0
01091,2013,0,0,2,0,0,0
01091,2014,0,0,2,0,0,0
01091,2015,0,0,2,0,0,0
01091,2016,0,0,2,0,0,0
01091,2017,1,2,4,0,1,0
01091,2018,0,0,4,0,0,0
01091,2019,0,0,4,0,0,0
01091,2020,1,2,6,0,1,0
01091,2021,0,0,6,0,0,0
01091,2022,0,0,6,0,0,0
01091,2023,0,0,6,0,0,0
01091,2024,1,1,7,0,1,0
01091,2025,0,0,7,0,0,0
01093,2010,0,0,0,0,0,0
01093,2011,1,2,2,0,0,0
01093,2012,0,0,2,0,0,0
01093,2013,0,0,2,0,0,0
01093,2014,0,0,2,0,0,0
01093,2015,0,0,2,0,0,0
01093,2016,1,1,3,0,0,0
01093,2017,1,1,4,0,1,0
01093,2018,0,0,4,0,0,0
01093,2019,1,1,5,0,0,0
01093,2020,1,2,7,0,1,0
01093,2021,0,0,7,0,0,0
01093,2022,0,0,7,0,0,0
01093,2023,1,1,8,0,0,0
01093,2024,1,1,9,0,1,0
01093,2025,0,0,9,0,0,0
01095,2010,1,1,1,0,0,0
01095,2011,1,2,3,0,0,0
01095,2012,0,0,3,0,0,0
01095,2013,0,0,3,0,0,0
01095,2014,0,0,3,0,0,0
01095,2015,0,0,3,0,0,0
01095,2016,1,1,4,0,0,0
01095,2017,1,1,5,0,1,0
01095,2018,0,0,5,0,0,0
01095,2019,0,0,5,0,0,0
01095,2020,1,2,7,0,1,0
01095,2021,0,0,7,0,0,0
01095,2022,0,0,7,0,0,0
01095,2023,0,0,7,0,0,0
01095,2024,1,1,8,0,1,0
01095,2025,0,0,8,0,0,0
01097,2010,0,0,0,0,0,0
01097,2011,1,2,2,0,0,0
01097,2012,1,1,3,0,1,0
01097,2013,0,0,3,0,0,0
01097,2014,1,1,4,0,0,0
01097,2015,0,0,4,0,0,0
