county_fips,nfip_repetitive_loss,nfip_severe_repetitive_loss,nfip_total_properties,nfip_total_losses,nfip_mean_losses_per_property,nfip_mitigated_pct,nfip_insured_pct,nfip_most_recent_loss_year
24011,2,0,2,4,2.0,0.0,0.5,2012
24013,10,2,10,33,3.3,0.2,0.5,2021
24015,64,10,67,222,3.3134328358208953,0.014925373134328358,0.47761194029850745,2024
24017,34,5,36,93,2.5833333333333335,0.027777777777777776,0.4722222222222222,2021
24019,80,3,85,221,2.6,0.023529411764705882,0.6470588235294118,2025
24021,25,6,25,66,2.64,0.0,0.08,2021
24023,17,2,17,46,2.7058823529411766,0.0,0.0,2017
24025,10,2,13,46,3.5384615384615383,0.07692307692307693,0.23076923076923078,2024
24027,46,5,47,112,2.382978723404255,0.6382978723404256,0.6382978723404256,2018
24029,8,1,10,23,2.3,0.0,0.6,2024
24031,60,22,61,151,2.4754098360655736,0.01639344262295082,0.14754098360655737,2025
24033,81,0,81,181,2.234567901234568,0.0,0.43209876543209874,2025
24035,41,4,42,120,2.857142857142857,0.0,0.5952380952380952,2025
24037,65,5,67,153,2.283582089552239,0.029850746268656716,0.4925373134328358,2022
24039,90,5,91,238,2.6153846153846154,0.01098901098901099,0.6593406593406593,2025
24041,34,3,37,97,2.6216216216216215,0.05405405405405406,0.5945945945945946,2024
24043,45,8,48,125,2.6041666666666665,0.0,0.125,2014
24045,34,5,34,87,2.5588235294117645,0.0,0.5294117647058824,2024
24047,103,4,107,281,2.6261682242990654,0.028037383177570093,0.5046728971962616,2023
24510,71,10,73,210,2.8767123287671232,0.136986301369863,0.4383561643835616,2025
25001,179,14,185,488,2.637837837837838,0.032432432432432434,0.3621621621621622,2024
25003,30,1,31,81,2.6129032258064515,0.03225806451612903,0.22580645161290322,2021
25005,81,8,82,210,2.5609756097560976,0.0,0.34146341463414637,2024
25007,13,2,13,34,2.6153846153846154,0.0,0.23076923076923078,2012
25009,597,93,606,1867,3.080858085808581,0.00825082508250825,0.43399339933993397,2024
25011,4,0,5,11,2.2,0.0,0.4,2011
25013,9,0,9,22,2.4444444444444446,0.0,0.6666666666666666,2023
25015,25,2,26,67,2.576923076923077,0.0,0.2692307692307692,2023
25017,388,26,390,1116,2.8615384615384616,0.002564102564102564,0.3564102564102564,2024
25019,65,8,68,203,2.985294117647059,0.058823529411764705,0.4264705882352941,2022
25021,317,34,318,994,3.1257861635220126,0.0031446540880503146,0.44339622641509435,2025
25023,1163,243,1191,4506,3.783375314861461,0.0218303946263644,0.5642317380352645,2024
25025,466,45,472,1545,3.2733050847457625,0.00847457627118644,0.3177966101694915,2024
25027,61,5,63,182,2.888888888888889,0.031746031746031744,0.38095238095238093,2023
26001,1,0,1,2,2.0,0.0,0.0,2019
26005,3,0,3,9,3.0,0.0,0.6666666666666666,2020
26011,7,1,7,20,2.857142857142857,0.0,0.42857142857142855,2020
26015,41,4,42,124,2.9523809523809526,0.0,0.21428571428571427,2023
26017,38,1,38,88,2.3157894736842106,0.0,0.13157894736842105,2021
26021,17,1,17,43,2.5294117647058822,0.0,0.17647058823529413,2020
26023,5,0,5,10,2.0,0.0,0.4,2018
26025,6,0,6,15,2.5,0.0,0.5,2020
26027,1,0,1,3,3.0,0.0,1.0,2024
26037,3,1,3,9,3.0,0.0,0.6666666666666666,2023
26043,1,0,1,2,2.0,0.0,0.0,2002
26045,13,0,13,31,2.3846153846153846,0.0,0.46153846153846156,2018
26049,43,5,43,108,2.511627906976744,0.0,0.18604651162790697,2024
26051,4,0,4,12,3.0,0.0,0.25,2020
26055,2,0,2,4,2.0,0.0,0.5,2020
26061,1,0,1,2,2.0,0.0,0.0,2018
26063,5,0,5,13,2.6,0.0,0.0,1987
26065,13,0,13,34,2.6153846153846154,0.07692307692307693,0.38461538461538464,2023
26067,3,0,3,6,2.0,0.0,0.6666666666666666,2024
26069,2,0,2,9,4.5,0.0,0.0,2019
26073,2,0,2,4,2.0,0.0,0.5,2019
26075,4,0,4,13,3.25,0.0,0.25,2021
26077,23,5,23,75,3.260869565217391,0.0,0.391304347826087,2024
26081,70,10,72,205,2.8472222222222223,0.013888888888888888,0.4305555555555556,2023
26085,8,1,8,21,2.625,0.0,0.125,2019
26091,7,0,7,19,2.7142857142857144,0.0,0.42857142857142855,2015
26093,10,2,10,26,2.6,0.0,0.7,2024
26099,48,3,48,125,2.6041666666666665,0.0,0.3541666666666667,2024
26101,1,0,1,2,2.0,0.0,0.0,2020
26103,2,0,2,5,2.5,0.0,1.0,2020
26105,1,0,1,2,2.0,0.0,1.0,2008
26107,8,1,9,25,2.7777777777777777,0.1111111111111111,0.2222222222222222,2020
26109,2,0,2,4,2.0,0.0,0.0,2020
26111,120,3,121,266,2.1983471074380163,0.0,0.45454545454545453,2020
26115,114,11,114,360,3.1578947368421053,0.0,0.2631578947368421,2024
26121,5,0,5,11,2.2,0.0,0.6,2020
26123,15,2,15,40,2.6666666666666665,0.0,0.6666666666666666,2018
26125,31,4,31,82,2.6451612903225805,0.0,0.45161290322580644,2024
26133,5,0,5,11,2.2,0.0,0.2,2018
26139,29,4,29,77,2.6551724137931036,0.0,0.27586206896551724,2023
26145,49,7,50,145,2.9,0.02,0.42,2025
26147,72,4,72,181,2.513888888888889,0.013888888888888888,0.2777777777777778,2023
26149,12,3,12,41,3.4166666666666665,0.0,0.3333333333333333,2020
26155,2,0,2,4,2.0,0.0,0.5,1982
26157,12,1,12,35,2.9166666666666665,0.0,0.16666666666666666,2013
26159,4,0,4,8,2.0,0.0,0.5,2024
26161,10,1,10,29,2.9,0.0,0.5,2021
26163,183,5,184,464,2.5217391304347827,0.005434782608695652,0.5760869565217391,2025
27003,1,0,1,3,3.0,0.0,0.0,2001
27005,5,0,5,10,2.0,0.0,0.0,2012
27009,4,0,4,8,2.0,0.0,0.0,2002
27011,2,0,2,6,3.0,0.0,0.0,2011
27013,6,0,6,16,2.6666666666666665,0.0,0.6666666666666666,2025
27015,3,1,3,8,2.6666666666666665,0.0,0.6666666666666666,2024
27017,2,0,2,4,2.0,0.0,1.0,2023
27019,1,0,1,2,2.0,0.0,1.0,2010
27023,13,1,13,31,2.3846153846153846,0.0,0.15384615384615385,2019
27025,1,0,1,2,2.0,0.0,0.0,2014
27027,35,5,40,116,2.9,0.1,0.1,2019
27029,2,0,2,4,2.0,0.0,0.0,2009
27031,1,0,1,2,2.0,0.0,0.0,2019
27033,2,0,2,5,2.5,0.0,0.5,2024
27037,12,2,12,48,4.0,0.0,0.3333333333333333,2024
27039,3,1,3,9,3.0,0.0,0.6666666666666666,2019
27041,2,0,2,4,2.0,0.0,0.0,2012
27043,1,0,1,3,3.0,0.0,0.0,2010
27045,9,2,9,26,2.888888888888889,0.0,0.3333333333333333,2024
27047,4,1,4,19,4.75,0.0,0.0,2019
27049,25,5,25,65,2.6,0.0,0.36,2024
27053,25,0,25,66,2.64,0.0,0.4,2023
27055,6,1,7,19,2.7142857142857144,0.14285714285714285,0.42857142857142855,2023
27057,2,0,2,4,2.0,0.0,0.0,2001
27059,3,0,3,6,2.0,0.0,0.0,2002
27063,1,0,1,2,2.0,0.0,0.0,2018
27065,1,0,1,2,2.0,0.0,0.0,2016
27067,1,0,1,2,2.0,0.0,0.0,2009
27069,9,0,9,15,1.6666666666666667,0.0,0.0,2011
27073,2,0,2,4,2.0,0.0,0.0,2019
27075,1,0,1,3,3.0,0.0,1.0,2019
27079,5,1,5,20,4.0,0.0,0.6,2024
27083,2,0,2,5,2.5,0.0,0.0,2018
27085,2,0,2,4,2.0,0.0,0.5,2014
27089,98,17,107,267,2.4953271028037385,0.04672897196261682,0.0,2006
27093,1,0,1,2,2.0,0.0,0.0,2003
27095,3,0,3,7,2.3333333333333335,0.0,0.0,2019
27097,4,0,4,8,2.0,0.0,0.0,2020
27099,22,8,37,131,3.5405405405405403,0.3783783783783784,0.2702702702702703,2024
27101,1,0,1,2,2.0,0.0,0.0,2019
27103,5,0,5,11,2.2,0.0,0.4,2024
27105,5,0,5,10,2.0,0.0,0.2,2024
27107,13,1,14,39,2.7857142857142856,0.07142857142857142,0.0,2011
27109,6,0,6,12,2.0,0.0,0.6666666666666666,2019
27111,6,0,6,13,2.1666666666666665,0.0,0.0,2020
27115,4,0,4,9,2.25,0.0,0.0,2016
27117,2,0,2,5,2.5,0.0,0.5,2019
27119,14,1,15,33,2.2,0.06666666666666667,0.13333333333333333,2011
27123,5,0,5,10,2.0,0.0,0.2,2019
27131,9,1,9,27,3.0,0.0,0.3333333333333333,2024
27133,1,0,1,3,3.0,0.0,1.0,2018
27135,2,0,2,4,2.0,0.0,0.0,2006
27137,10,0,10,23,2.3,0.0,0.4,2024
27139,4,1,4,13,3.25,0.0,0.0,2014
27141,5,0,5,13,2.6,0.0,0.4,2023
27143,2,1,2,6,3.0,0.0,0.5,2024
27145,9,1,9,25,2.7777777777777777,0.0,0.4444444444444444,2023
27147,9,0,9,20,2.2222222222222223,0.0,0.5555555555555556,2024
27153,1,0,1,2,2.0,0.0,0.0,2014
27155,8,0,8,22,2.75,0.0,0.0,2023
27157,11,1,12,32,2.6666666666666665,0.0,0.25,2024
27161,2,0,2,4,2.0,0.0,0.5,2025
27163,69,10,69,211,3.0579710144927534,0.014492753623188406,0.3188405797101449,2023
27165,1,1,1,4,4.0,0.0,1.0,2024
27167,12,1,13,28,2.1538461538461537,0.07692307692307693,0.0,2008
27169,2,0,2,4,2.0,0.0,0.0,2001
27171,3,0,3,6,2.0,0.0,0.0,2011
27173,11,0,12,27,2.25,0.08333333333333333,0.08333333333333333,2017
28001,24,2,24,60,2.5,0.0,0.08333333333333333,2017
28003,10,0,10,21,2.1,0.0,0.2,2011
28005,1,0,1,4,4.0,0.0,0.0,1984
28007,3,0,3,7,2.3333333333333335,0.0,0.3333333333333333,2023
28011,177,27,184,575,3.125,0.03804347826086957,0.04891304347826087,2021
28013,6,2,6,19,3.1666666666666665,0.0,0.16666666666666666,2021
28015,5,0,5,10,2.0,0.0,0.0,2019
28017,1,0,1,2,2.0,0.0,0.0,1999
28019,1,0,1,2,2.0,0.0,0.0,2023
28021,59,16,67,282,4.208955223880597,0.08955223880597014,0.04477611940298507,2025
28023,7,0,7,15,2.142857142857143,0.0,0.2857142857142857,2023
28025,14,0,15,46,3.066666666666667,0.06666666666666667,0.26666666666666666,2021
28027,45,5,48,140,2.9166666666666665,0.08333333333333333,0.16666666666666666,2024
28029,2,0,2,4,2.0,0.0,0.0,2000
28031,9,0,9,24,2.6666666666666665,0.0,0.0,2016
28033,45,4,45,126,2.8,0.0,0.26666666666666666,2025
28035,92,11,94,325,3.4574468085106385,0.02127659574468085,0.26595744680851063,2022
28039,3,1,3,8,2.6666666666666665,0.0,0.3333333333333333,2021
28041,4,2,4,17,4.25,0.0,0.0,2018
28043,55,2,56,140,2.5,0.017857142857142856,0.05357142857142857,2021
28045,716,90,827,2272,2.747279322853688,0.10640870616686819,0.501813784764208,2024
28047,761,136,1055,3522,3.338388625592417,0.23222748815165878,0.3933649289099526,2025
28049,479,36,489,1319,2.6973415132924337,0.002044989775051125,0.32515337423312884,2025
28051,15,0,15,34,2.2666666666666666,0.0,0.13333333333333333,2019
28053,48,14,48,180,3.75,0.0,0.14583333333333334,2020
28055,118,19,126,377,2.992063492063492,0.047619047619047616,0.007936507936507936,2019
28059,1077,131,1249,3353,2.6845476381104882,0.1200960768614892,0.388310648518815,2024
28061,3,1,3,8,2.6666666666666665,0.0,0.0,2016
28063,11,2,11,38,3.4545454545454546,0.0,0.0,2011
28067,20,1,20,55,2.75,0.0,0.25,2022
28071,6,0,6,13,2.1666666666666665,0.0,0.16666666666666666,2021
28073,43,23,45,237,5.266666666666667,0.022222222222222223,0.15555555555555556,2025
28075,18,1,20,57,2.85,0.1,0.45,2024
28077,2,1,3,15,5.0,0.3333333333333333,0.0,2020
28079,5,0,5,11,2.2,0.0,0.4,2025
28081,13,4,14,39,2.7857142857142856,0.0,0.7142857142857143,2025
28083,39,1,39,105,2.6923076923076925,0.0,0.1794871794871795,2025
28085,3,0,3,6,2.0,0.0,0.0,1999
28087,111,18,113,363,3.2123893805309733,0.008849557522123894,0.21238938053097345,2025
28089,73,12,88,391,4.443181818181818,0.07954545454545454,0.1590909090909091,2025
28091,95,10,95,300,3.1578947368421053,0.010526315789473684,0.09473684210526316,2021
28093,1,0,1,3,3.0,0.0,0.0,1994
28095,15,2,15,43,2.8666666666666667,0.0,0.26666666666666666,2023
28099,1,0,1,2,2.0,0.0,0.0,1983
28101,1,0,1,2,2.0,0.0,0.0,1979
28103,2,0,2,5,2.5,0.0,0.5,2021
28105,3,0,3,10,3.3333333333333335,0.0,0.3333333333333333,2025
28107,7,0,7,18,2.5714285714285716,0.0,0.5714285714285714,2023
28109,86,17,93,293,3.150537634408602,0.07526881720430108,0.3010752688172043,2024
28111,13,0,13,32,2.4615384615384617,0.0,0.07692307692307693,2018
28113,16,6,17,60,3.5294117647058822,0.058823529411764705,0.058823529411764705,2016
28115,1,0,1,2,2.0,0.0,0.0,2002
28119,25,1,25,72,2.88,0.0,0.16,2021
28121,100,5,102,293,2.872549019607843,0.0196078431372549,0.4803921568627451,2025
28123,4,0,4,8,2.0,0.0,0.0,2019
28125,27,5,27,79,2.925925925925926,0.0,0.037037037037037035,2020
28127,31,5,31,115,3.7096774193548385,0.03225806451612903,0.06451612903225806,2024
28131,4,0,4,11,2.75,0.0,0.5,2019
28133,20,3,21,77,3.6666666666666665,0.047619047619047616,0.19047619047619047,2021
28135,12,0,12,28,2.3333333333333335,0.0,0.16666666666666666,2021
28137,5,2,5,16,3.2,0.0,0.4,2025
28141,1,0,2,4,2.0,0.0,0.0,2020
28143,64,8,64,177,2.765625,0.0,0.015625,2017
28145,4,1,4,9,2.25,0.0,0.0,2012
28147,33,4,33,88,2.6666666666666665,0.0,0.18181818181818182,2016
28149,166,40,240,1007,4.195833333333334,0.17916666666666667,0.058333333333333334,2024
28151,235,47,255,841,3.2980392156862743,0.06274509803921569,0.2823529411764706,2025
28153,6,1,6,22,3.6666666666666665,0.0,0.0,2018
28155,5,1,5,16,3.2,0.0,0.0,1986
28157,110,52,124,643,5.185483870967742,0.12096774193548387,0.06451612903225806,2025
28159,2,0,2,5,2.5,0.0,0.5,2023
28161,8,0,8,18,2.25,0.0,0.125,2025
28163,28,5,31,96,3.096774193548387,0.0967741935483871,0.3870967741935484,2025
29001,4,1,4,8,2.0,0.0,0.5,2023
29003,23,5,25,73,2.92,0.04,0.24,2021
29005,12,1,12,27,2.25,0.0,0.16666666666666666,2019
29007,4,0,4,15,3.75,0.0,0.25,2015
29009,7,2,7,24,3.4285714285714284,0.0,0.14285714285714285,2021
29011,1,0,1,3,3.0,0.0,0.0,1989
29013,3,1,3,9,3.0,0.0,0.6666666666666666,2019
29015,1,0,1,2,2.0,0.0,0.0,2022
29017,16,1,17,39,2.2941176470588234,0.058823529411764705,0.11764705882352941,2023
29019,13,2,13,55,4.230769230769231,0.0,0.23076923076923078,2021
29021,71,14,72,200,2.7777777777777777,0.013888888888888888,0.5277777777777778,2024
29023,74,6,75,182,2.4266666666666667,0.013333333333333334,0.28,2025
29027,24,4,25,85,3.4,0.04,0.12,2019
29029,6,0,6,13,2.1666666666666665,0.0,0.16666666666666666,2017
29031,64,14,72,238,3.3055555555555554,0.05555555555555555,0.1111111111111111,2019
29033,20,7,21,58,2.761904761904762,0.0,0.14285714285714285,2021
29035,11,2,11,31,2.8181818181818183,0.0,0.0,2017
29037,46,11,46,158,3.4347826086956523,0.0,0.30434782608695654,2025
29041,4,0,4,10,2.5,0.0,0.25,2019
29043,11,3,12,42,3.5,0.08333333333333333,0.3333333333333333,2025
29045,7,0,7,19,2.7142857142857144,0.0,0.42857142857142855,2019
29047,68,13,69,283,4.101449275362318,0.014492753623188406,0.18840579710144928,2021
29051,48,15,52,206,3.9615384615384617,0.038461538461538464,0.2692307692307692,2024
29055,20,7,20,67,3.35,0.0,0.15,2025
29061,1,0,1,2,2.0,0.0,0.0,2019
29069,4,0,4,8,2.0,0.0,0.0,2014
29071,169,35,177,501,2.830508474576271,0.03954802259887006,0.2655367231638418,2024
29073,64,29,66,281,4.257575757575758,0.030303030303030304,0.21212121212121213,2020
29075,1,0,1,2,2.0,0.0,0.0,2019
29077,17,1,18,47,2.611111111111111,0.05555555555555555,0.3333333333333333,2025
29087,183,71,231,749,3.242424242424242,0.24675324675324675,0.4588744588744589,2019
29089,4,0,4,15,3.75,0.0,0.0,2013
29091,3,1,3,9,3.0,0.0,0.6666666666666666,2025
29093,4,0,4,9,2.25,0.0,0.5,2025
29095,187,32,192,613,3.1927083333333335,0.020833333333333332,0.1875,2025
29097,19,2,19,46,2.4210526315789473,0.0,0.2631578947368421,2021
29099,379,135,436,1986,4.555045871559633,0.05963302752293578,0.1559633027522936,2025
29101,4,0,4,9,2.25,0.0,0.25,2021
29105,4,1,4,11,2.75,0.0,0.0,2015
29107,2,0,2,4,2.0,0.0,0.0,2002
29109,1,0,1,2,2.0,0.0,1.0,2021
29111,14,0,16,50,3.125,0.0625,0.125,2019
29113,174,27,201,871,4.333333333333333,0.1044776119402985,0.1791044776119403,2025
29115,5,0,5,13,2.6,0.0,0.4,2019
29117,1,0,2,5,2.5,0.0,0.0,2019
29119,42,14,43,165,3.8372093023255816,0.046511627906976744,0.32558139534883723,2025
29123,17,1,17,39,2.2941176470588234,0.0,0.058823529411764705,2022
29125,27,7,29,86,2.9655172413793105,0.034482758620689655,0.1724137931034483,2017
29127,24,2,24,64,2.6666666666666665,0.0,0.16666666666666666,2020
29131,4,2,4,18,4.5,0.0,0.25,2019
29133,8,1,9,22,2.4444444444444446,0.0,0.0,2015
29137,1,0,1,3,3.0,0.0,0.0,2009
29139,4,1,5,10,2.0,0.0,0.0,1995
29143,25,0,25,56,2.24,0.0,0.6,2014
29145,30,7,30,78,2.6,0.0,0.4666666666666667,2021
29149,2,0,3,9,3.0,0.0,0.0,1993
29151,24,4,26,71,2.730769230769231,0.07692307692307693,0.15384615384615385,2022
29153,1,0,1,2,2.0,0.0,1.0,2017
29155,7,0,8,21,2.625,0.125,0.125,2025
29157,4,0,4,9,2.25,0.0,0.25,2019
29159,5,1,5,12,2.4,0.0,0.6,2022
29161,44,17,47,152,3.234042553191489,0.06382978723404255,0.1276595744680851,2024
29163,93,22,99,567,5.7272727272727275,0.04040404040404041,0.26262626262626265,2025
29165,31,7,34,101,2.9705882352941178,0.058823529411764705,0.23529411764705882,2019
29169,40,10,42,110,2.619047619047619,0.023809523809523808,0.19047619047619047,2024
29173,7,0,7,19,2.7142857142857144,0.0,0.14285714285714285,2019
29177,6,1,6,17,2.8333333333333335,0.0,0.16666666666666666,2005
29179,9,0,9,22,2.4444444444444446,0.0,0.1111111111111111,2017
29181,43,11,43,131,3.046511627906977,0.0,0.13953488372093023,2017
29183,597,212,823,4692,5.701093560145808,0.20899149453219928,0.18712029161603888,2025
29186,78,16,82,310,3.7804878048780486,0.04878048780487805,0.06097560975609756,2019
29187,9,3,10,59,5.9,0.1,0.4,2025
29189,704,156,867,3597,4.14878892733564,0.0530565167243368,0.28719723183391005,2025
29195,1,0,1,2,2.0,0.0,0.0,1995
29201,42,5,43,144,3.3488372093023258,0.023255813953488372,0.37209302325581395,2025
29203,4,0,4,9,2.25,0.0,0.0,2017
29207,11,0,11,25,2.272727272727273,0.0,0.2727272727272727,2017
29209,15,2,15,36,2.4,0.0,0.26666666666666666,2021
29213,72,20,75,208,2.7733333333333334,0.04,0.30666666666666664,2019
29215,2,0,2,4,2.0,0.0,0.0,1998
29217,2,0,2,4,2.0,0.0,0.5,2019
29219,13,1,13,30,2.3076923076923075,0.0,0.07692307692307693,2021
29221,2,0,2,4,2.0,0.0,0.0,2005
29223,9,1,9,23,2.5555555555555554,0.0,0.1111111111111111,2023
29225,1,0,1,3,3.0,0.0,0.0,2024
29229,1,0,1,2,2.0,0.0,0.0,2013
29510,21,3,23,93,4.043478260869565,0.08695652173913043,0.13043478260869565,2023
30005,0,1,1,1,1.0,0.0,0.0,1997
30007,1,0,1,2,2.0,0.0,0.0,1979
30009,4,0,4,9,2.25,0.0,0.25,2022
30013,4,0,4,8,2.0,0.0,0.25,2018
30021,1,1,1,2,2.0,0.0,0.0,2018
30027,2,0,2,5,2.5,0.0,0.5,2011
30029,2,0,2,5,2.5,0.0,0.0,2018
30031,1,0,1,2,2.0,0.0,1.0,2011
30041,1,0,1,2,2.0,0.0,1.0,2013
30047,1,0,1,2,2.0,0.0,0.0,2003
30049,5,0,5,11,2.2,0.0,0.6,2018
30053,2,1,2,4,2.0,0.0,0.0,1999
30059,1,0,1,2,2.0,0.0,1.0,1997
30063,9,0,9,22,2.4444444444444446,0.0,0.1111111111111111,2018
30065,3,0,3,8,2.6666666666666665,0.0,0.3333333333333333,2014
30067,8,0,9,19,2.111111111111111,0.0,0.2222222222222222,2022
30071,3,0,3,5,1.6666666666666667,0.0,0.0,1979
30075,1,0,1,2,2.0,0.0,0.0,1978
30081,1,0,1,2,2.0,0.0,0.0,2003
30105,23,0,24,56,2.3333333333333335,0.041666666666666664,0.041666666666666664,2014
30111,15,0,15,39,2.6,0.0,0.26666666666666666,2022
31011,1,0,1,2,2.0,0.0,0.0,2007
31015,1,0,1,3,3.0,0.0,1.0,2019
31019,8,1,8,17,2.125,0.0,0.375,2019
31021,6,0,6,17,2.8333333333333335,0.0,0.6666666666666666,2024
31025,45,4,45,114,2.533333333333333,0.0,0.2,2024
31033,1,0,1,2,2.0,0.0,0.0,2011
31037,21,1,21,44,2.0952380952380953,0.0,0.09523809523809523,2021
31039,1,0,1,2,2.0,0.0,0.0,2019
31041,1,0,1,2,2.0,0.0,1.0,2019
31043,3,0,3,10,3.3333333333333335,0.0,1.0,2024
31047,8,0,8,18,2.25,0.0,0.0,2019
31053,58,6,59,150,2.542372881355932,0.0,0.23728813559322035,2019
31055,47,4,49,119,2.4285714285714284,0.0,0.2857142857142857,2025
31067,12,0,12,29,2.4166666666666665,0.0,0.08333333333333333,2020
31079,3,0,3,8,2.6666666666666665,0.0,0.0,2008
31081,1,0,1,3,3.0,0.0,0.0,1982
31107,1,0,1,2,2.0,0.0,1.0,2024
31109,9,1,9,25,2.7777777777777777,0.0,0.4444444444444444,2018
31119,3,0,3,6,2.0,0.0,0.0,2019
31127,1,0,1,2,2.0,0.0,0.0,1986
31131,3,0,3,6,2.0,0.0,0.0,2019
31141,3,0,3,6,2.0,0.0,0.3333333333333333,2025
31147,19,5,20,69,3.45,0.05,0.2,2024
31151,6,0,6,13,2.1666666666666665,0.0,0.0,2019
31153,123,9,128,335,2.6171875,0.0390625,0.09375,2019
31155,20,3,21,57,2.7142857142857144,0.0,0.19047619047619047,2019
31159,2,0,2,6,3.0,0.0,0.0,2019
31169,3,0,3,7,2.3333333333333335,0.0,0.6666666666666666,2015
31175,1,0,1,2,2.0,0.0,0.0,2019
31177,19,7,21,50,2.380952380952381,0.0,0.14285714285714285,2024
32001,1,0,1,2,2.0,0.0,0.0,1985
32003,15,1,17,44,2.588235294117647,0.11764705882352941,0.23529411764705882,2023
32005,12,2,14,37,2.642857142857143,0.07142857142857142,0.42857142857142855,2025
32013,1,0,1,2,2.0,0.0,0.0,2017
32019,1,1,1,4,4.0,0.0,1.0,2023
32023,4,0,4,8,2.0,0.0,1.0,2025
32031,58,3,60,135,2.25,0.0,0.5,2023
32510,3,0,4,13,3.25,0.0,0.25,2017
33001,15,4,15,41,2.7333333333333334,0.0,0.06666666666666667,2015
33003,21,1,23,55,2.391304347826087,0.0,0.17391304347826086,2023
33005,17,0,18,43,2.388888888888889,0.05555555555555555,0.2222222222222222,2021
33007,6,0,6,13,2.1666666666666665,0.0,0.3333333333333333,2019
33009,31,2,31,83,2.6774193548387095,0.0,0.12903225806451613,2023
33011,63,3,68,157,2.3088235294117645,0.04411764705882353,0.38235294117647056,2023
33013,38,2,45,115,2.5555555555555554,0.15555555555555556,0.1111111111111111,2021
33015,185,19,194,551,2.8402061855670104,0.020618556701030927,0.44329896907216493,2024
33017,14,2,14,37,2.642857142857143,0.07142857142857142,0.42857142857142855,2024
33019,3,0,3,7,2.3333333333333335,0.0,0.0,2007
34001,821,128,885,3516,3.9728813559322034,0.07344632768361582,0.4056497175141243,2025
34003,2026,450,2079,6814,3.2775372775372777,0.013949013949013949,0.5242905242905243,2025
34005,217,42,222,658,2.963963963963964,0.018018018018018018,0.44144144144144143,2024
34007,104,14,104,310,2.980769230769231,0.0,0.33653846153846156,2025
34009,2289,395,2450,9068,3.7012244897959183,0.0653061224489796,0.4342857142857143,2025
34011,71,4,73,180,2.4657534246575343,0.0273972602739726,0.3287671232876712,2024
34013,585,141,591,2060,3.485617597292724,0.001692047377326565,0.5093062605752962,2024
34015,62,0,64,161,2.515625,0.015625,0.34375,2024
34017,570,53,570,1573,2.7596491228070175,0.0,0.5859649122807018,2025
34019,228,55,235,745,3.1702127659574466,0.03404255319148936,0.548936170212766,2025
34021,307,33,313,967,3.0894568690095845,0.006389776357827476,0.40894568690095845,2024
34023,624,162,660,2185,3.3106060606060606,0.04242424242424243,0.46515151515151515,2025
34025,1266,155,1389,4219,3.037437005039597,0.07631389488840892,0.5802735781137509,2025
34027,895,293,1026,4745,4.624756335282651,0.09259259259259259,0.44834307992202727,2025
34029,1205,134,1451,4428,3.0516884906960717,0.14128187456926258,0.5058580289455548,2025
34031,1407,514,1752,8826,5.037671232876712,0.18093607305936074,0.3339041095890411,2025
34033,49,8,51,169,3.3137254901960786,0.0392156862745098,0.5490196078431373,2024
34035,1006,277,1112,3732,3.356115107913669,0.0710431654676259,0.2805755395683453,2025
34037,16,0,16,36,2.25,0.0,0.125,2011
34039,862,187,885,2859,3.230508474576271,0.011299435028248588,0.6203389830508474,2025
34041,245,60,264,771,2.9204545454545454,0.06818181818181818,0.3143939393939394,2024
35001,2,0,2,5,2.5,0.0,0.0,2015
35005,2,0,2,4,2.0,0.0,1.0,2024
35006,1,0,1,2,2.0,0.0,0.0,2007
35009,2,1,2,7,3.5,0.0,1.0,2016
35013,4,0,4,9,2.25,0.0,0.75,2015
35015,3,0,3,6,2.0,0.0,0.6666666666666666,2010
35025,5,1,5,16,3.2,0.0,0.6,2021
35027,32,5,33,83,2.515151515151515,0.0,0.7575757575757576,2025
35029,1,0,1,2,2.0,0.0,0.0,1999
35031,1,0,1,2,2.0,0.0,0.0,1990
35033,2,0,2,4,2.0,0.0,1.0,2025
35035,4,0,4,8,2.0,0.0,0.0,2006
35041,3,0,3,9,3.0,0.0,0.6666666666666666,2021
35045,4,0,4,8,2.0,0.0,0.25,2017
35047,1,1,1,4,4.0,0.0,1.0,2024
35049,1,0,1,2,2.0,0.0,0.0,2016
35053,1,0,1,2,2.0,0.0,1.0,2021
35061,3,0,3,6,2.0,0.0,1.0,2021
36001,35,5,36,104,2.888888888888889,0.0,0.4722222222222222,2024
36003,11,1,11,25,2.272727272727273,0.0,0.0,2012
36005,163,16,164,477,2.908536585365854,0.0,0.6158536585365854,2025
36007,382,44,436,1135,2.603211009174312,0.09862385321100918,0.32339449541284404,2024
36009,30,0,31,81,2.6129032258064515,0.0,0.22580645161290322,2014
36011,16,2,17,40,2.3529411764705883,0.0,0.23529411764705882,2021
36013,233,15,233,729,3.128755364806867,0.008583690987124463,0.15450643776824036,2021
36015,17,2,20,43,2.15,0.05,0.45,2018
36017,87,4,88,210,2.3863636363636362,0.011363636363636364,0.3409090909090909,2025
36019,15,0,15,39,2.6,0.0,0.26666666666666666,2023
36021,28,4,28,101,3.607142857142857,0.0,0.2857142857142857,2021
36023,38,1,39,97,2.4871794871794872,0.0,0.2564102564102564,2020
36025,194,9,198,477,2.409090909090909,0.020202020202020204,0.23232323232323232,2024
