county_fips,nfip_repetitive_loss,nfip_severe_repetitive_loss,nfip_total_properties,nfip_total_losses,nfip_mean_losses_per_property,nfip_mitigated_pct,nfip_insured_pct,nfip_most_recent_loss_year
17063,42,5,46,134,2.9130434782608696,0.0,0.2826086956521739,2020
17067,18,1,19,50,2.6315789473684212,0.05263157894736842,0.15789473684210525,2019
17069,2,0,2,9,4.5,0.0,0.0,1997
17071,35,9,40,140,3.5,0.125,0.1,2024
17073,13,3,14,49,3.5,0.0,0.2857142857142857,2017
17075,67,7,73,223,3.0547945205479454,0.0684931506849315,0.3835616438356164,2018
17077,8,1,8,20,2.5,0.0,0.25,2024
17079,2,0,2,4,2.0,0.0,0.0,2008
17081,0,0,1,2,2.0,0.0,0.0,2018
17083,64,22,124,698,5.629032258064516,0.43548387096774194,0.10483870967741936,2024
17085,22,5,24,96,4.0,0.08333333333333333,0.125,2023
17089,70,10,75,218,2.9066666666666667,0.013333333333333334,0.32,2020
17091,77,16,83,289,3.4819277108433737,0.060240963855421686,0.26506024096385544,2024
17093,17,2,19,50,2.6315789473684212,0.05263157894736842,0.2631578947368421,2019
17097,185,15,193,546,2.8290155440414506,0.03626943005181347,0.3626943005181347,2024
17099,52,12,68,210,3.088235294117647,0.19117647058823528,0.27941176470588236,2020
17101,1,1,2,6,3.0,0.5,0.0,2017
17103,18,2,18,47,2.611111111111111,0.0,0.2777777777777778,2015
17105,13,0,13,30,2.3076923076923075,0.0,0.46153846153846156,2015
17107,3,0,3,6,2.0,0.0,0.0,2008
17109,1,0,1,3,3.0,0.0,0.0,2013
17111,107,11,108,313,2.8981481481481484,0.009259259259259259,0.3611111111111111,2020
17113,14,1,14,30,2.142857142857143,0.0,0.2857142857142857,2021
17115,12,0,13,37,2.8461538461538463,0.07692307692307693,0.46153846153846156,2015
17117,1,0,1,3,3.0,0.0,0.0,1985
17119,35,5,35,104,2.9714285714285715,0.0,0.22857142857142856,2020
17121,0,0,1,2,2.0,1.0,0.0,1998
17123,12,3,13,36,2.769230769230769,0.0,0.23076923076923078,2020
17125,23,2,29,126,4.344827586206897,0.10344827586206896,0.10344827586206896,2019
17127,2,0,4,8,2.0,0.0,0.25,2019
17129,2,0,2,4,2.0,0.0,0.0,2008
17131,3,1,3,8,2.6666666666666665,0.0,0.0,2008
17133,9,1,9,27,3.0,0.0,0.0,2016
17135,2,0,2,5,2.5,0.0,0.5,2015
17137,8,0,8,18,2.25,0.0,0.125,2019
17139,1,0,1,4,4.0,0.0,0.0,2008
17141,21,3,27,104,3.8518518518518516,0.2222222222222222,0.37037037037037035,2025
17143,199,49,234,1110,4.743589743589744,0.09401709401709402,0.20085470085470086,2022
17145,2,0,2,5,2.5,0.0,0.5,2021
17147,1,0,1,2,2.0,0.0,0.0,2014
17149,21,2,28,119,4.25,0.21428571428571427,0.07142857142857142,2019
17153,3,0,3,6,2.0,0.0,0.6666666666666666,2025
17155,9,1,10,35,3.5,0.0,0.1,2020
17157,12,0,12,36,3.0,0.0,0.08333333333333333,2019
17161,160,42,175,720,4.114285714285714,0.08571428571428572,0.4685714285714286,2024
17163,78,3,79,206,2.607594936708861,0.012658227848101266,0.4050632911392405,2024
17165,1,0,1,3,3.0,0.0,1.0,2022
17167,18,2,22,79,3.590909090909091,0.18181818181818182,0.3181818181818182,2023
17169,7,0,7,16,2.2857142857142856,0.0,0.0,2015
17171,2,0,3,9,3.0,0.3333333333333333,0.3333333333333333,2015
17177,28,2,28,71,2.5357142857142856,0.0,0.5,2022
17179,33,6,33,111,3.3636363636363638,0.030303030303030304,0.09090909090909091,2019
17181,3,0,3,6,2.0,0.0,0.3333333333333333,2016
17183,13,3,14,34,2.4285714285714284,0.0,0.2857142857142857,2020
17185,1,0,1,3,3.0,0.0,0.0,1985
17187,1,0,1,2,2.0,0.0,0.0,2020
17189,1,1,1,4,4.0,0.0,0.0,2024
17191,2,0,2,4,2.0,0.0,0.0,2013
17193,3,0,4,9,2.25,0.25,0.25,2015
17195,18,1,20,55,2.75,0.1,0.3,2023
17197,188,28,195,620,3.1794871794871793,0.005128205128205128,0.2205128205128205,2025
17199,13,3,16,71,4.4375,0.1875,0.0625,2017
17201,160,17,187,526,2.8128342245989306,0.08021390374331551,0.2620320855614973,2024
17203,64,11,65,230,3.5384615384615383,0.015384615384615385,0.18461538461538463,2020
18001,3,0,3,6,2.0,0.0,0.3333333333333333,2015
18003,78,7,90,262,2.911111111111111,0.07777777777777778,0.23333333333333334,2017
18005,29,1,30,77,2.566666666666667,0.03333333333333333,0.4,2025
18011,5,0,5,11,2.2,0.0,0.4,2013
18013,24,4,25,85,3.4,0.0,0.2,2025
18015,72,9,88,273,3.102272727272727,0.125,0.5113636363636364,2018
18017,4,1,4,11,2.75,0.0,0.5,2015
18019,107,28,109,378,3.467889908256881,0.009174311926605505,0.5504587155963303,2025
18021,3,0,3,7,2.3333333333333335,0.0,0.3333333333333333,2016
18023,2,0,2,5,2.5,0.0,0.0,2013
18025,15,1,15,38,2.533333333333333,0.0,0.06666666666666667,2019
18027,1,0,1,2,2.0,0.0,1.0,2024
18029,12,1,12,35,2.9166666666666665,0.0,0.3333333333333333,2025
18031,3,1,3,9,3.0,0.0,0.3333333333333333,2021
18033,3,0,3,8,2.6666666666666665,0.0,0.6666666666666666,2025
18035,30,3,31,90,2.903225806451613,0.0,0.3225806451612903,2024
18037,1,0,1,2,2.0,0.0,1.0,2014
18039,24,4,24,78,3.25,0.0,0.375,2024
18041,2,1,2,5,2.5,0.0,0.0,2018
18043,25,4,25,78,3.12,0.0,0.44,2025
18045,2,0,2,4,2.0,0.0,0.0,2005
18047,4,1,4,10,2.5,0.0,0.25,2021
18049,36,9,37,111,3.0,0.02702702702702703,0.1891891891891892,2022
18051,4,1,4,9,2.25,0.0,0.0,2011
18053,11,2,12,50,4.166666666666667,0.08333333333333333,0.08333333333333333,2017
18057,43,4,47,139,2.9574468085106385,0.0851063829787234,0.2978723404255319,2022
18059,14,1,14,37,2.642857142857143,0.0,0.21428571428571427,2018
18061,28,5,28,95,3.392857142857143,0.0,0.5357142857142857,2025
18063,7,0,7,17,2.4285714285714284,0.0,0.42857142857142855,2015
18065,2,0,2,4,2.0,0.0,0.0,2014
18067,74,6,81,225,2.7777777777777777,0.037037037037037035,0.20987654320987653,2025
18069,15,1,15,45,3.0,0.0,0.2,2017
18071,8,0,8,20,2.5,0.0,0.125,2019
18073,7,3,7,19,2.7142857142857144,0.0,0.2857142857142857,2018
18075,4,0,4,8,2.0,0.0,0.0,2015
18077,30,3,31,82,2.6451612903225805,0.0,0.7419354838709677,2025
18079,1,0,1,2,2.0,0.0,0.0,1982
18081,37,2,38,95,2.5,0.02631578947368421,0.47368421052631576,2025
18083,10,2,10,32,3.2,0.0,0.2,2022
18085,34,5,41,121,2.951219512195122,0.14634146341463414,0.24390243902439024,2020
18087,3,0,3,6,2.0,0.0,0.0,2015
18089,191,10,193,485,2.5129533678756477,0.010362694300518135,0.17098445595854922,2022
18091,6,0,6,14,2.3333333333333335,0.0,0.16666666666666666,2018
18093,9,1,9,22,2.4444444444444446,0.0,0.1111111111111111,2025
18095,36,4,37,118,3.189189189189189,0.0,0.16216216216216217,2022
18097,208,34,211,711,3.3696682464454977,0.018957345971563982,0.23696682464454977,2025
18099,19,1,19,64,3.3684210526315788,0.0,0.15789473684210525,2018
18101,2,0,2,4,2.0,0.0,0.5,2025
18103,3,0,3,6,2.0,0.0,0.3333333333333333,2017
18105,14,1,14,38,2.7142857142857144,0.0,0.5,2025
18107,2,0,2,5,2.5,0.0,0.5,2015
18109,24,4,24,67,2.7916666666666665,0.0,0.20833333333333334,2019
18111,3,0,3,9,3.0,0.0,0.3333333333333333,2024
18113,26,3,27,81,3.0,0.037037037037037035,0.4444444444444444,2019
18117,14,1,14,47,3.357142857142857,0.0,0.07142857142857142,2018
18119,20,1,20,49,2.45,0.0,0.25,2025
18121,1,0,1,3,3.0,0.0,0.0,2008
18123,3,1,3,10,3.3333333333333335,0.0,0.3333333333333333,2025
18127,17,1,17,43,2.5294117647058822,0.0,0.23529411764705882,2021
18129,15,4,16,53,3.3125,0.0625,0.1875,2025
18131,28,3,29,77,2.6551724137931036,0.034482758620689655,0.4482758620689655,2018
18133,2,1,2,6,3.0,0.0,0.0,2008
18135,1,0,1,4,4.0,0.0,0.0,2020
18137,2,1,2,7,3.5,0.0,0.5,2021
18139,2,0,2,7,3.5,0.0,0.0,1998
18141,13,2,13,36,2.769230769230769,0.0,0.23076923076923078,2018
18145,33,5,33,98,2.9696969696969697,0.0,0.30303030303030304,2025
18149,1,0,1,3,3.0,0.0,0.0,2018
18151,3,0,3,8,2.6666666666666665,0.0,0.0,2011
18155,10,2,11,26,2.3636363636363638,0.0,0.45454545454545453,2025
18157,36,5,37,93,2.5135135135135136,0.0,0.24324324324324326,2018
18159,11,2,11,34,3.090909090909091,0.0,0.2727272727272727,2017
18163,69,8,78,246,3.1538461538461537,0.10256410256410256,0.2948717948717949,2025
18165,7,0,7,18,2.5714285714285716,0.0,0.0,2011
18167,36,9,36,129,3.5833333333333335,0.0,0.3055555555555556,2025
18169,4,0,4,8,2.0,0.0,0.25,2017
18173,7,1,7,19,2.7142857142857144,0.0,0.5714285714285714,2025
18175,9,0,10,26,2.6,0.0,0.1,2018
18177,6,1,6,15,2.5,0.0,0.0,2017
18179,2,1,2,6,3.0,0.0,0.0,2019
18181,30,2,35,93,2.657142857142857,0.11428571428571428,0.34285714285714286,2024
18183,4,0,4,8,2.0,0.0,0.0,2022
19009,1,0,1,2,2.0,0.0,0.0,2007
19011,5,0,5,12,2.4,0.0,0.4,2019
19013,146,18,158,456,2.8860759493670884,0.05063291139240506,0.4050632911392405,2020
19015,3,0,3,6,2.0,0.0,0.3333333333333333,2019
19017,88,2,91,198,2.1758241758241756,0.03296703296703297,0.18681318681318682,2021
19019,34,4,35,111,3.1714285714285713,0.02857142857142857,0.14285714285714285,2021
19023,26,0,27,65,2.4074074074074074,0.037037037037037035,0.2222222222222222,2024
19027,1,0,1,2,2.0,0.0,0.0,1996
19029,1,0,1,2,2.0,0.0,0.0,2007
19031,3,0,3,6,2.0,0.0,0.3333333333333333,2018
19033,7,0,8,24,3.0,0.0,0.125,2018
19035,27,2,27,68,2.5185185185185186,0.037037037037037035,0.2962962962962963,2024
19037,5,0,5,11,2.2,0.0,0.8,2021
19043,11,0,11,33,3.0,0.0,0.2727272727272727,2024
19045,12,2,13,51,3.923076923076923,0.07692307692307693,0.23076923076923078,2024
19047,9,2,9,25,2.7777777777777777,0.0,0.2222222222222222,2006
19049,3,0,3,6,2.0,0.0,0.3333333333333333,2025
19053,1,0,1,2,2.0,0.0,0.0,1993
19055,15,5,15,47,3.1333333333333333,0.0,0.13333333333333333,2025
19057,23,10,28,131,4.678571428571429,0.10714285714285714,0.5357142857142857,2024
19059,1,0,1,2,2.0,0.0,0.0,2024
19061,29,0,29,74,2.5517241379310347,0.0,0.13793103448275862,2025
19063,1,0,1,2,2.0,0.0,0.0,2018
19065,16,0,16,42,2.625,0.0,0.5,2021
19067,19,1,19,41,2.1578947368421053,0.0,0.47368421052631576,2024
19071,14,1,14,28,2.0,0.0,0.35714285714285715,2019
19075,1,0,1,2,2.0,0.0,0.0,2014
19077,1,0,1,2,2.0,0.0,0.0,2015
19079,1,0,1,2,2.0,0.0,0.0,2010
19081,1,0,1,2,2.0,0.0,0.0,1979
19085,8,1,8,19,2.375,0.0,0.375,2019
19091,4,0,4,8,2.0,0.0,0.0,2010
19095,3,0,3,6,2.0,0.0,0.3333333333333333,2019
19097,5,1,5,13,2.6,0.0,0.0,2019
19099,5,1,6,14,2.3333333333333335,0.0,0.16666666666666666,2024
19103,14,1,19,52,2.736842105263158,0.10526315789473684,0.42105263157894735,2016
19105,13,0,13,37,2.8461538461538463,0.0,0.23076923076923078,2016
19111,8,1,8,22,2.75,0.0,0.0,2019
19113,38,2,38,93,2.4473684210526314,0.0,0.2894736842105263,2018
19115,5,0,5,11,2.2,0.0,0.4,2014
19119,3,0,3,8,2.6666666666666665,0.0,0.0,2024
19123,1,0,1,2,2.0,0.0,0.0,2010
19125,2,0,2,4,2.0,0.0,0.0,2015
19127,2,0,2,4,2.0,0.0,0.0,2014
19129,9,1,9,19,2.111111111111111,0.0,0.2222222222222222,2019
19131,4,0,5,12,2.4,0.0,0.4,2024
19133,2,0,2,5,2.5,0.0,0.5,2019
19137,4,0,4,11,2.75,0.0,0.25,2008
19139,45,4,46,148,3.217391304347826,0.021739130434782608,0.2826086956521739,2025
19141,1,0,1,2,2.0,0.0,1.0,2024
19149,1,0,1,2,2.0,0.0,0.0,2010
19153,61,5,67,200,2.985074626865672,0.05970149253731343,0.4626865671641791,2024
19155,40,3,41,110,2.682926829268293,0.024390243902439025,0.43902439024390244,2024
19163,230,56,238,944,3.966386554621849,0.037815126050420166,0.4369747899159664,2025
19165,1,0,1,2,2.0,0.0,0.0,1993
19167,2,0,2,5,2.5,0.0,0.0,2018
19169,32,6,34,100,2.9411764705882355,0.058823529411764705,0.14705882352941177,2013
19171,23,1,23,59,2.5652173913043477,0.0,0.30434782608695654,2020
19173,1,0,1,2,2.0,0.0,0.0,2010
19175,2,0,2,4,2.0,0.0,0.0,2011
19177,1,0,1,3,3.0,0.0,0.0,2011
19179,16,3,16,38,2.375,0.0,0.3125,2019
19181,1,1,1,5,5.0,0.0,0.0,2015
19183,2,0,2,4,2.0,0.0,0.5,2014
19187,9,1,11,27,2.4545454545454546,0.18181818181818182,0.0,2011
19191,1,0,1,2,2.0,0.0,0.0,2016
19193,1,0,1,2,2.0,0.0,0.0,1983
20001,1,0,2,5,2.5,0.0,0.5,2024
20009,3,0,3,6,2.0,0.0,0.0,2013
20011,8,3,9,25,2.7777777777777777,0.1111111111111111,0.0,2013
20015,26,9,35,125,3.5714285714285716,0.14285714285714285,0.37142857142857144,2025
20021,6,1,8,22,2.75,0.25,0.125,2017
20035,9,1,10,23,2.3,0.0,0.0,2019
20037,13,1,14,39,2.7857142857142856,0.07142857142857142,0.21428571428571427,2022
20041,1,0,1,2,2.0,0.0,0.0,2007
20043,6,0,6,12,2.0,0.0,0.0,2020
20045,9,0,9,26,2.888888888888889,0.0,0.5555555555555556,2019
20051,7,0,7,16,2.2857142857142856,0.0,0.2857142857142857,2019
20057,3,0,3,6,2.0,0.0,0.0,2018
20059,4,0,4,8,2.0,0.0,0.75,2019
20079,8,0,8,16,2.0,0.0,0.375,2013
20087,2,0,2,4,2.0,0.0,0.0,2007
20091,96,10,97,282,2.9072164948453607,0.020618556701030927,0.30927835051546393,2025
20095,1,0,1,2,2.0,0.0,0.0,2018
20099,7,0,7,18,2.5714285714285716,0.0,0.14285714285714285,2021
20103,16,3,17,41,2.411764705882353,0.058823529411764705,0.29411764705882354,2019
20111,7,2,7,20,2.857142857142857,0.0,0.2857142857142857,2024
20113,3,0,3,7,2.3333333333333335,0.0,0.0,2019
20115,2,0,2,4,2.0,0.0,0.5,2021
20121,1,0,1,3,3.0,0.0,0.0,2017
20123,1,1,1,8,8.0,0.0,0.0,2019
20125,30,5,31,87,2.806451612903226,0.0,0.25806451612903225,2019
20133,3,0,4,10,2.5,0.0,0.5,2019
20139,1,0,1,2,2.0,0.0,0.0,2010
20149,1,0,1,2,2.0,0.0,0.0,2011
20155,6,1,7,23,3.2857142857142856,0.14285714285714285,0.2857142857142857,2019
20157,1,0,1,3,3.0,0.0,1.0,2019
20159,3,0,3,7,2.3333333333333335,0.0,0.3333333333333333,2019
20161,10,2,15,48,3.2,0.3333333333333333,0.26666666666666666,2025
20169,16,4,16,42,2.625,0.0,0.125,2007
20173,74,7,74,190,2.5675675675675675,0.0,0.24324324324324326,2025
20175,1,0,1,2,2.0,0.0,0.0,1991
20177,13,1,13,30,2.3076923076923075,0.0,0.46153846153846156,2019
20191,18,1,22,56,2.5454545454545454,0.0,0.36363636363636365,2019
20205,1,1,2,7,3.5,0.0,1.0,2024
20209,42,9,47,185,3.9361702127659575,0.0851063829787234,0.23404255319148937,2025
21003,1,1,1,6,6.0,0.0,0.0,2024
21005,5,1,5,17,3.4,0.0,0.4,2025
21007,2,0,2,6,3.0,0.0,0.0,2018
21009,1,0,1,3,3.0,0.0,0.0,1981
21011,9,1,11,35,3.1818181818181817,0.18181818181818182,0.36363636363636365,2025
21013,46,12,48,171,3.5625,0.041666666666666664,0.3125,2025
21015,2,0,2,4,2.0,0.0,0.0,2011
21017,53,17,58,232,4.0,0.06896551724137931,0.4482758620689655,2020
21019,69,14,71,244,3.436619718309859,0.028169014084507043,0.19718309859154928,2025
21021,2,0,2,4,2.0,0.0,1.0,2023
21023,3,0,5,13,2.6,0.0,0.0,2018
21025,20,1,20,50,2.5,0.0,0.3,2025
21027,5,0,5,11,2.2,0.0,0.0,2018
21029,17,2,18,46,2.5555555555555554,0.0,0.2777777777777778,2025
21031,6,2,6,21,3.5,0.0,0.16666666666666666,2025
21033,1,1,1,4,4.0,0.0,0.0,2010
21035,4,1,4,14,3.5,0.0,0.75,2023
21037,25,4,25,106,4.24,0.0,0.76,2025
21041,4,0,4,9,2.25,0.0,0.5,2025
21043,49,7,55,151,2.7454545454545456,0.10909090909090909,0.21818181818181817,2021
21045,1,1,1,4,4.0,0.0,1.0,2025
21047,58,13,96,444,4.625,0.375,0.2604166666666667,2025
21049,40,16,42,135,3.2142857142857144,0.0,0.42857142857142855,2025
21051,5,1,5,13,2.6,0.0,0.4,2025
21055,1,0,1,3,3.0,0.0,0.0,2025
21059,25,4,27,93,3.4444444444444446,0.037037037037037035,0.5925925925925926,2025
21065,7,0,7,16,2.2857142857142856,0.0,0.8571428571428571,2025
21067,47,6,49,141,2.877551020408163,0.04081632653061224,0.14285714285714285,2025
21069,8,0,9,20,2.2222222222222223,0.0,0.2222222222222222,2019
21071,259,61,261,1007,3.8582375478927204,0.011494252873563218,0.2796934865900383,2025
21073,124,44,131,464,3.5419847328244276,0.05343511450381679,0.29770992366412213,2025
21075,3,1,3,10,3.3333333333333335,0.0,0.6666666666666666,2024
21077,5,0,5,10,2.0,0.0,0.8,2025
21079,4,0,4,9,2.25,0.0,1.0,2025
21083,11,2,11,26,2.3636363636363638,0.0,0.09090909090909091,2025
21087,1,0,1,3,3.0,0.0,0.0,2025
21089,68,30,68,419,6.161764705882353,0.0,0.25,2025
21093,54,11,56,174,3.107142857142857,0.0,0.5357142857142857,2025
21095,20,2,20,57,2.85,0.0,0.15,2025
21097,8,1,8,20,2.5,0.0,0.25,2023
21099,0,0,1,2,2.0,0.0,0.0,2021
21101,65,17,67,205,3.0597014925373136,0.014925373134328358,0.5223880597014925,2025
21103,2,0,2,4,2.0,0.0,0.0,2004
21107,9,0,9,21,2.3333333333333335,0.0,0.2222222222222222,2025
21111,375,92,457,1961,4.291028446389497,0.175054704595186,0.38949671772428884,2025
21113,24,4,29,84,2.896551724137931,0.06896551724137931,0.4482758620689655,2025
21115,33,5,33,83,2.515151515151515,0.030303030303030304,0.48484848484848486,2025
21117,16,1,16,41,2.5625,0.0,0.4375,2025
21119,8,0,8,19,2.375,0.0,0.375,2025
21121,7,1,7,17,2.4285714285714284,0.0,0.0,2020
21123,1,0,1,4,4.0,0.0,0.0,1997
21125,1,0,1,3,3.0,0.0,1.0,2025
21127,4,1,4,15,3.75,0.0,0.25,2019
21129,5,1,5,11,2.2,0.0,0.6,2025
21131,4,0,4,14,3.5,0.0,0.0,2022
21133,18,0,18,38,2.111111111111111,0.0,0.5555555555555556,2025
21135,15,1,15,39,2.6,0.0,0.13333333333333333,2015
21137,1,0,2,3,1.5,0.0,0.0,2010
21139,2,0,2,4,2.0,0.0,1.0,2019
21141,1,0,1,3,3.0,0.0,1.0,2025
21145,36,4,40,104,2.6,0.025,0.45,2025
21149,8,0,8,19,2.375,0.0,0.375,2025
21151,12,2,13,42,3.230769230769231,0.0,0.5384615384615384,2025
21153,39,6,39,108,2.769230769230769,0.0,0.20512820512820512,2025
21155,1,0,1,2,2.0,0.0,0.0,1997
21157,7,1,7,18,2.5714285714285716,0.0,0.2857142857142857,2016
21159,43,6,44,118,2.6818181818181817,0.0,0.25,2025
21163,2,0,2,5,2.5,0.0,1.0,2025
21165,6,0,6,12,2.0,0.0,0.3333333333333333,2023
21167,22,7,25,94,3.76,0.04,0.32,2025
21169,1,0,1,4,4.0,0.0,0.0,1994
21173,17,3,17,49,2.8823529411764706,0.0,0.17647058823529413,2022
21175,6,4,7,22,3.142857142857143,0.0,0.42857142857142855,2025
21177,2,1,2,6,3.0,0.0,1.0,2023
21179,6,1,7,19,2.7142857142857144,0.0,0.42857142857142855,2025
21181,8,3,8,25,3.125,0.0,0.125,2021
21183,1,0,1,3,3.0,0.0,0.0,2012
21185,144,64,146,737,5.0479452054794525,0.04794520547945205,0.726027397260274,2025
21187,5,1,5,16,3.2,0.0,0.0,2010
21191,1,0,1,2,2.0,0.0,0.0,2013
21193,47,2,48,133,2.7708333333333335,0.020833333333333332,0.22916666666666666,2025
21195,202,33,212,712,3.358490566037736,0.02358490566037736,0.37735849056603776,2025
21197,17,3,18,50,2.7777777777777777,0.05555555555555555,0.2222222222222222,2025
21199,3,1,3,12,4.0,0.0,0.6666666666666666,2025
21203,2,1,2,7,3.5,0.0,1.0,2025
21205,45,0,48,113,2.3541666666666665,0.0625,0.4375,2024
21209,4,1,4,14,3.5,0.0,0.5,2018
21211,2,0,2,5,2.5,0.0,0.5,2022
21213,2,0,2,4,2.0,0.0,0.5,2025
21215,5,2,5,35,7.0,0.0,0.6,2025
21217,1,0,1,2,2.0,0.0,0.0,2019
21219,3,0,3,6,2.0,0.0,0.3333333333333333,2025
21223,2,0,2,4,2.0,0.0,1.0,2025
21225,1,0,1,2,2.0,0.0,0.0,2005
21227,12,1,12,29,2.4166666666666665,0.0,0.6666666666666666,2025
21229,4,0,4,9,2.25,0.0,0.5,2025
21233,1,0,1,2,2.0,0.0,1.0,2025
21239,57,15,64,219,3.421875,0.0,0.53125,2025
22001,170,10,179,433,2.4189944134078214,0.0446927374301676,0.664804469273743,2025
22003,54,11,55,181,3.290909090909091,0.0,0.41818181818181815,2024
22005,386,66,432,1420,3.287037037037037,0.0763888888888889,0.5115740740740741,2024
22007,68,2,72,194,2.6944444444444446,0.041666666666666664,0.18055555555555555,2024
22009,104,24,109,400,3.669724770642202,0.06422018348623854,0.1926605504587156,2025
22011,68,8,74,259,3.5,0.06756756756756757,0.20270270270270271,2025
22013,1,1,1,8,8.0,0.0,0.0,1997
22015,81,13,103,312,3.029126213592233,0.1941747572815534,0.42718446601941745,2025
22017,222,31,241,738,3.0622406639004147,0.04564315352697095,0.34854771784232363,2025
22019,1055,113,1266,3772,2.9794628751974725,0.14928909952606634,0.5007898894154819,2025
22021,23,1,23,55,2.391304347826087,0.0,0.17391304347826086,2019
22023,354,59,456,1036,2.2719298245614037,0.14912280701754385,0.33114035087719296,2024
22025,254,69,261,1035,3.9655172413793105,0.03065134099616858,0.0842911877394636,2025
22027,3,0,4,9,2.25,0.0,0.5,2019
22029,70,23,99,588,5.9393939393939394,0.32323232323232326,0.050505050505050504,2025
22031,6,1,6,15,2.5,0.0,0.0,2016
22033,1295,317,1535,5417,3.528990228013029,0.08338762214983714,0.5570032573289903,2025
22035,9,0,10,26,2.6,0.1,0.3,2025
22037,10,3,10,35,3.5,0.0,0.5,2021
22039,33,3,33,84,2.5454545454545454,0.0,0.30303030303030304,2022
22041,24,4,24,74,3.0833333333333335,0.0,0.125,2024
22043,38,11,45,184,4.088888888888889,0.15555555555555556,0.06666666666666667,2025
22045,359,41,403,999,2.478908188585608,0.0794044665012407,0.43672456575682383,2025
22047,52,7,55,139,2.5272727272727273,0.05454545454545454,0.32727272727272727,2021
22051,6673,1035,9158,32058,3.5005459707359687,0.1363834898449443,0.5465167067045207,2025
22053,32,4,32,82,2.5625,0.0,0.34375,2021
22055,500,77,568,1809,3.1848591549295775,0.06338028169014084,0.5352112676056338,2025
22057,411,83,458,1495,3.2641921397379914,0.08078602620087336,0.29475982532751094,2025
22059,63,23,68,331,4.867647058823529,0.08823529411764706,0.029411764705882353,2020
22061,2,0,2,5,2.5,0.0,1.0,2024
22063,1254,238,1353,4487,3.3163340724316335,0.056910569105691054,0.3939393939393939,2024
22065,27,4,29,84,2.896551724137931,0.034482758620689655,0.13793103448275862,2024
22067,27,6,27,78,2.888888888888889,0.0,0.37037037037037035,2025
22069,49,13,51,181,3.549019607843137,0.0196078431372549,0.1568627450980392,2025
22071,5324,1300,7616,27092,3.557247899159664,0.07497373949579832,0.4540441176470588,2025
22073,804,193,825,2758,3.3430303030303032,0.02303030303030303,0.48848484848484847,2025
22075,428,128,477,1255,2.631027253668763,0.11320754716981132,0.3836477987421384,2024
22077,209,58,250,1299,5.196,0.172,0.12,2025
22079,379,92,433,1587,3.6651270207852193,0.09006928406466513,0.3856812933025404,2025
22083,78,13,79,218,2.759493670886076,0.0,0.46835443037974683,2025
22085,4,1,5,11,2.2,0.0,0.4,2018
22087,521,89,859,3043,3.542491268917346,0.32363213038416766,0.3678696158323632,2025
22089,740,162,864,2527,2.9247685185185186,0.09143518518518519,0.7997685185185185,2025
22091,5,0,5,13,2.6,0.0,0.4,2021
22093,21,2,22,57,2.590909090909091,0.0,0.45454545454545453,2024
22095,2519,151,2538,5550,2.186761229314421,0.009850275807722617,0.8703703703703703,2025
22097,112,14,112,307,2.7410714285714284,0.0,0.41964285714285715,2024
22099,102,15,110,321,2.918181818181818,0.00909090909090909,0.44545454545454544,2025
22101,253,35,265,760,2.8679245283018866,0.033962264150943396,0.2528301886792453,2024
22103,3072,566,3841,12280,3.197084092684197,0.1455350169226764,0.6115594897162198,2025
22105,590,94,647,1748,2.7017001545595054,0.09119010819165378,0.6197836166924265,2024
22107,10,3,17,69,4.0588235294117645,0.35294117647058826,0.058823529411764705,2011
22109,1122,131,1501,4239,2.8241172551632245,0.20186542305129915,0.2811459027315123,2025
22111,32,5,34,112,3.2941176470588234,0.029411764705882353,0.20588235294117646,2019
22113,365,41,477,1245,2.610062893081761,0.19077568134171907,0.38155136268343814,2025
22115,52,8,53,146,2.7547169811320753,0.0,0.5471698113207547,2024
22117,92,11,99,267,2.696969696969697,0.050505050505050504,0.3939393939393939,2024
22119,35,11,37,111,3.0,0.0,0.5405405405405406,2022
22121,21,5,21,65,3.0952380952380953,0.047619047619047616,0.6666666666666666,2025
22123,4,1,4,11,2.75,0.0,0.0,2016
22125,26,9,35,137,3.914285714285714,0.2571428571428571,0.11428571428571428,2025
22127,7,1,9,29,3.2222222222222223,0.1111111111111111,0.4444444444444444,2016
23001,4,0,4,8,2.0,0.0,0.5,2023
23003,14,2,20,68,3.4,0.25,0.25,2025
23005,20,0,20,50,2.5,0.0,0.3,2024
23007,6,2,6,21,3.5,0.0,0.6666666666666666,2023
23009,2,0,2,4,2.0,0.0,0.5,2024
23011,32,5,32,101,3.15625,0.03125,0.21875,2023
23013,2,0,2,5,2.5,0.0,0.5,2024
23015,10,1,11,33,3.0,0.0,0.45454545454545453,2024
23017,18,1,18,47,2.611111111111111,0.0,0.2222222222222222,2023
23019,15,2,15,39,2.6,0.0,0.13333333333333333,2018
23021,6,0,6,15,2.5,0.0,0.0,1987
23023,3,0,3,9,3.0,0.0,0.3333333333333333,2012
23025,5,0,5,12,2.4,0.0,0.4,2023
23027,4,2,4,16,4.0,0.0,0.25,2024
23031,197,29,201,572,2.845771144278607,0.004975124378109453,0.4975124378109453,2024
24001,23,2,24,53,2.2083333333333335,0.0,0.25,2025
24003,138,15,144,383,2.6597222222222223,0.020833333333333332,0.5763888888888888,2025
24005,176,16,184,512,2.782608695652174,0.016304347826086956,0.45652173913043476,2025
24009,47,1,51,142,2.784313725490196,0.0784313725490196,0.6078431372549019,2025
