ID,Year,Row,CUSIP,Issuer Name,Yield at Issue,Amt Issued,Issue Date,Maturity,Tax Prov,Fin Typ,BICS Level 2,Self-reported Green,Mgmt of Proc,ESG Reporting,ESG Assurance Providers,Proj Sel Proc,ESG Framework,Industry,Industry_Full,Kestrel Total ESG Impact Score,ESG Project Categories,Project Subcategory,Jurisdiction_Type,Controlling_Jurisdiction,Ultimate_Political_Jurisdiction,Entity_Type,Service_Function,Independence_Level,Geographic_Scope,State_Abb_Classified,State_Name,Classification_Confidence,Issue_Year,City_Name,County_Name,Is_Municipal,State_Year,City_State_Year,city_fips7,city_geo_name,city_name_crosswalk,city_match_method,panel_year,is_in_578_panel,cusip_duplicate_flag,included,cusip_repaired
2013-1002,2015.0,1002,87354VAG5,City of Tacoma WA Solid Waste Utility Revenue,2.33,2530000.0,2015-03-18,2023-12-01,FED TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,SOLWST,Solid Waste,--,Circular Economy,Circular Design and Production ,CITY,Tacoma WA,City of Tacoma WA,Direct government,Environmental,INTEGRATED,Single city,WA,Washington,HIGH,2015.0,tacoma,,True,WA_2015,tacoma_WA_2015,5370000.0,tacoma,Tacoma,existing_city_name,2015.0,True,False,1,0
2013-1003,2015.0,1003,87354VAH3,City of Tacoma WA Solid Waste Utility Revenue,2.5,2630000.0,2015-03-18,2024-12-01,FED TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,SOLWST,Solid Waste,--,Circular Economy,Circular Design and Production ,CITY,Tacoma WA,City of Tacoma WA,Direct government,Environmental,INTEGRATED,Single city,WA,Washington,HIGH,2015.0,tacoma,,True,WA_2015,tacoma_WA_2015,5370000.0,tacoma,Tacoma,existing_city_name,2015.0,True,False,1,0
2013-1004,2015.0,1004,87354VAF7,City of Tacoma WA Solid Waste Utility Revenue,2.1,2410000.0,2015-03-18,2022-12-01,FED TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,SOLWST,Solid Waste,--,Circular Economy,Circular Design and Production ,CITY,Tacoma WA,City of Tacoma WA,Direct government,Environmental,INTEGRATED,Single city,WA,Washington,HIGH,2015.0,tacoma,,True,WA_2015,tacoma_WA_2015,5370000.0,tacoma,Tacoma,existing_city_name,2015.0,True,False,1,0
2013-1005,2015.0,1005,87354VAA8,City of Tacoma WA Solid Waste Utility Revenue,0.81,1960000.0,2015-03-18,2017-12-01,FED TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,SOLWST,Solid Waste,--,Circular Economy,Circular Design and Production ,CITY,Tacoma WA,City of Tacoma WA,Direct government,Environmental,INTEGRATED,Single city,WA,Washington,HIGH,2015.0,tacoma,,True,WA_2015,tacoma_WA_2015,5370000.0,tacoma,Tacoma,existing_city_name,2015.0,True,False,1,0
2013-1006,2015.0,1006,87354VAC4,City of Tacoma WA Solid Waste Utility Revenue,1.33,2160000.0,2015-03-18,2019-12-01,FED TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,SOLWST,Solid Waste,--,Circular Economy,Circular Design and Production ,CITY,Tacoma WA,City of Tacoma WA,Direct government,Environmental,INTEGRATED,Single city,WA,Washington,HIGH,2015.0,tacoma,,True,WA_2015,tacoma_WA_2015,5370000.0,tacoma,Tacoma,existing_city_name,2015.0,True,False,1,0
2013-1007,2015.0,1007,87354VAE0,City of Tacoma WA Solid Waste Utility Revenue,1.84,2315000.0,2015-03-18,2021-12-01,FED TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,SOLWST,Solid Waste,--,Circular Economy,Circular Design and Production ,CITY,Tacoma WA,City of Tacoma WA,Direct government,Environmental,INTEGRATED,Single city,WA,Washington,HIGH,2015.0,tacoma,,True,WA_2015,tacoma_WA_2015,5370000.0,tacoma,Tacoma,existing_city_name,2015.0,True,False,1,0
2013-1008,2015.0,1008,87354VAJ9,City of Tacoma WA Solid Waste Utility Revenue,2.64,2760000.0,2015-03-18,2025-12-01,FED TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,SOLWST,Solid Waste,--,Circular Economy,Circular Design and Production ,CITY,Tacoma WA,City of Tacoma WA,Direct government,Environmental,INTEGRATED,Single city,WA,Washington,HIGH,2015.0,tacoma,,True,WA_2015,tacoma_WA_2015,5370000.0,tacoma,Tacoma,existing_city_name,2015.0,True,False,1,0
2013-1104,2015.0,1104,167505QS8,Chicago Board of Education,5.42,20000000.0,2015-04-29,2032-12-01,FED TAX-EXEMPT/ST TAXABLE,NEW MONEY,Education,Yes,No,No,No,No,No,SCD,School District,--,Green Buildings,BREEAM Certified,SCHOOL_DISTRICT,Chicago,Chicago,School district,Education (K-12),INDEPENDENT,Single city,IL,Illinois,HIGH,2015.0,chicago,,True,IL_2015,chicago_IL_2015,1714000.0,chicago,Chicago,existing_city_name,2015.0,True,False,1,0
2013-1110,2015.0,1110,793071PD7,City of St Paul MN Sewer Revenue,2.6,470000.0,2015-05-05,2027-12-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Water/Sewer,--,Sustainable Water,"Plumbing System, Infastructure",CITY,St Paul MN,City of St Paul MN,Direct government,Water/Wastewater,INTEGRATED,Single city,MN,Minnesota,HIGH,2015.0,,,True,MN_2015,st. paul_MN_2015,2758000.0,st. paul,St. Paul,fuzzy(93),2015.0,True,False,1,0
2013-1111,2015.0,1111,793071PH8,City of St Paul MN Sewer Revenue,3.116,530000.0,2015-05-05,2031-12-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Water/Sewer,--,Sustainable Water,"Plumbing System, Infastructure",CITY,St Paul MN,City of St Paul MN,Direct government,Water/Wastewater,INTEGRATED,Single city,MN,Minnesota,HIGH,2015.0,,,True,MN_2015,st. paul_MN_2015,2758000.0,st. paul,St. Paul,fuzzy(93),2015.0,True,False,1,0
2013-1112,2015.0,1112,793071PJ4,City of St Paul MN Sewer Revenue,3.149,545000.0,2015-05-05,2032-12-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Water/Sewer,--,Sustainable Water,"Plumbing System, Infastructure",CITY,St Paul MN,City of St Paul MN,Direct government,Water/Wastewater,INTEGRATED,Single city,MN,Minnesota,HIGH,2015.0,,,True,MN_2015,st. paul_MN_2015,2758000.0,st. paul,St. Paul,fuzzy(93),2015.0,True,False,1,0
2013-1113,2015.0,1113,793071PL9,City of St Paul MN Sewer Revenue,3.239,575000.0,2015-05-05,2034-12-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Water/Sewer,--,Sustainable Water,"Plumbing System, Infastructure",CITY,St Paul MN,City of St Paul MN,Direct government,Water/Wastewater,INTEGRATED,Single city,MN,Minnesota,HIGH,2015.0,,,True,MN_2015,st. paul_MN_2015,2758000.0,st. paul,St. Paul,fuzzy(93),2015.0,True,False,1,0
2013-1114,2015.0,1114,793071PC9,City of St Paul MN Sewer Revenue,2.601,460000.0,2015-05-05,2026-12-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Water/Sewer,--,Sustainable Water,"Plumbing System, Infastructure",CITY,St Paul MN,City of St Paul MN,Direct government,Water/Wastewater,INTEGRATED,Single city,MN,Minnesota,HIGH,2015.0,,,True,MN_2015,st. paul_MN_2015,2758000.0,st. paul,St. Paul,fuzzy(93),2015.0,True,False,1,0
2013-1115,2015.0,1115,793071PB1,City of St Paul MN Sewer Revenue,2.375,445000.0,2015-05-05,2025-12-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Water/Sewer,--,Sustainable Water,"Plumbing System, Infastructure",CITY,St Paul MN,City of St Paul MN,Direct government,Water/Wastewater,INTEGRATED,Single city,MN,Minnesota,HIGH,2015.0,,,True,MN_2015,st. paul_MN_2015,2758000.0,st. paul,St. Paul,fuzzy(93),2015.0,True,False,1,0
2013-1116,2015.0,1116,793071PE5,City of St Paul MN Sewer Revenue,2.75,485000.0,2015-05-05,2028-12-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Water/Sewer,--,Sustainable Water,"Plumbing System, Infastructure",CITY,St Paul MN,City of St Paul MN,Direct government,Water/Wastewater,INTEGRATED,Single city,MN,Minnesota,HIGH,2015.0,,,True,MN_2015,st. paul_MN_2015,2758000.0,st. paul,St. Paul,fuzzy(93),2015.0,True,False,1,0
2013-1117,2015.0,1117,793071PG0,City of St Paul MN Sewer Revenue,3.081,510000.0,2015-05-05,2030-12-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Water/Sewer,--,Sustainable Water,"Plumbing System, Infastructure",CITY,St Paul MN,City of St Paul MN,Direct government,Water/Wastewater,INTEGRATED,Single city,MN,Minnesota,HIGH,2015.0,,,True,MN_2015,st. paul_MN_2015,2758000.0,st. paul,St. Paul,fuzzy(93),2015.0,True,False,1,0
2013-1118,2015.0,1118,793071PK1,City of St Paul MN Sewer Revenue,3.193,560000.0,2015-05-05,2033-12-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Water/Sewer,--,Sustainable Water,"Plumbing System, Infastructure",CITY,St Paul MN,City of St Paul MN,Direct government,Water/Wastewater,INTEGRATED,Single city,MN,Minnesota,HIGH,2015.0,,,True,MN_2015,st. paul_MN_2015,2758000.0,st. paul,St. Paul,fuzzy(93),2015.0,True,False,1,0
2013-1119,2015.0,1119,793071NU1,City of St Paul MN Sewer Revenue,1.1,390000.0,2015-05-05,2018-12-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Water/Sewer,--,Sustainable Water,"Plumbing System, Infastructure",CITY,St Paul MN,City of St Paul MN,Direct government,Water/Wastewater,INTEGRATED,Single city,MN,Minnesota,HIGH,2015.0,,,True,MN_2015,st. paul_MN_2015,2758000.0,st. paul,St. Paul,fuzzy(93),2015.0,True,False,1,0
2013-1120,2015.0,1120,793071NY3,City of St Paul MN Sewer Revenue,1.9,420000.0,2015-05-05,2022-12-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Water/Sewer,--,Sustainable Water,"Plumbing System, Infastructure",CITY,St Paul MN,City of St Paul MN,Direct government,Water/Wastewater,INTEGRATED,Single city,MN,Minnesota,HIGH,2015.0,,,True,MN_2015,st. paul_MN_2015,2758000.0,st. paul,St. Paul,fuzzy(93),2015.0,True,False,1,0
2013-1121,2015.0,1121,793071PA3,City of St Paul MN Sewer Revenue,2.25,435000.0,2015-05-05,2024-12-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Water/Sewer,--,Sustainable Water,"Plumbing System, Infastructure",CITY,St Paul MN,City of St Paul MN,Direct government,Water/Wastewater,INTEGRATED,Single city,MN,Minnesota,HIGH,2015.0,,,True,MN_2015,st. paul_MN_2015,2758000.0,st. paul,St. Paul,fuzzy(93),2015.0,True,False,1,0
2013-1122,2015.0,1122,793071NS6,City of St Paul MN Sewer Revenue,0.55,360000.0,2015-05-05,2016-12-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Water/Sewer,--,Sustainable Water,"Plumbing System, Infastructure",CITY,St Paul MN,City of St Paul MN,Direct government,Water/Wastewater,INTEGRATED,Single city,MN,Minnesota,HIGH,2015.0,,,True,MN_2015,st. paul_MN_2015,2758000.0,st. paul,St. Paul,fuzzy(93),2015.0,True,False,1,0
2013-1123,2015.0,1123,793071NV9,City of St Paul MN Sewer Revenue,1.35,395000.0,2015-05-05,2019-12-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Water/Sewer,--,Sustainable Water,"Plumbing System, Infastructure",CITY,St Paul MN,City of St Paul MN,Direct government,Water/Wastewater,INTEGRATED,Single city,MN,Minnesota,HIGH,2015.0,,,True,MN_2015,st. paul_MN_2015,2758000.0,st. paul,St. Paul,fuzzy(93),2015.0,True,False,1,0
2013-1124,2015.0,1124,793071NX5,City of St Paul MN Sewer Revenue,1.75,410000.0,2015-05-05,2021-12-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Water/Sewer,--,Sustainable Water,"Plumbing System, Infastructure",CITY,St Paul MN,City of St Paul MN,Direct government,Water/Wastewater,INTEGRATED,Single city,MN,Minnesota,HIGH,2015.0,,,True,MN_2015,st. paul_MN_2015,2758000.0,st. paul,St. Paul,fuzzy(93),2015.0,True,False,1,0
2013-1125,2015.0,1125,793071NZ0,City of St Paul MN Sewer Revenue,2,430000.0,2015-05-05,2020-12-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Water/Sewer,--,Sustainable Water,"Plumbing System, Infastructure",CITY,St Paul MN,City of St Paul MN,Direct government,Water/Wastewater,INTEGRATED,Single city,MN,Minnesota,HIGH,2015.0,,,True,MN_2015,st. paul_MN_2015,2758000.0,st. paul,St. Paul,fuzzy(93),2015.0,True,False,1,0
2013-1126,2015.0,1126,793071NW7,City of St Paul MN Sewer Revenue,1.55,405000.0,2015-05-05,2017-12-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Water/Sewer,--,Sustainable Water,"Plumbing System, Infastructure",CITY,St Paul MN,City of St Paul MN,Direct government,Water/Wastewater,INTEGRATED,Single city,MN,Minnesota,HIGH,2015.0,,,True,MN_2015,st. paul_MN_2015,2758000.0,st. paul,St. Paul,fuzzy(93),2015.0,True,False,1,0
2013-1127,2015.0,1127,793071NT4,City of St Paul MN Sewer Revenue,0.85,375000.0,2015-05-05,2020-12-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Water/Sewer,--,Sustainable Water,"Plumbing System, Infastructure",CITY,St Paul MN,City of St Paul MN,Direct government,Water/Wastewater,INTEGRATED,Single city,MN,Minnesota,HIGH,2015.0,,,True,MN_2015,st. paul_MN_2015,2758000.0,st. paul,St. Paul,fuzzy(93),2015.0,True,False,1,0
2013-1128,2015.0,1128,793071PF2,City of St Paul MN Sewer Revenue,3,500000.0,2015-05-05,2029-12-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Water/Sewer,--,Sustainable Water,"Plumbing System, Infastructure",CITY,St Paul MN,City of St Paul MN,Direct government,Water/Wastewater,INTEGRATED,Single city,MN,Minnesota,HIGH,2015.0,,,True,MN_2015,st. paul_MN_2015,2758000.0,st. paul,St. Paul,fuzzy(93),2015.0,True,False,1,0
2013-1179,2015.0,1179,79771KAN6,San Francisco City & County Public Utilities Commission Power Revenue,3.63,13100000.0,2015-05-20,2045-11-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,MUNUTIL,Municipal Utility,--,"Renewable Energy, Energy Efficiency","Solar, Wind, Bioenergy, Hydro",CITY,San Francisco,City of San Francisco,Department,Electric/Gas utility,INTEGRATED,Single city,CA,California,HIGH,2015.0,san francisco,,True,CA_2015,san francisco_CA_2015,667000.0,san francisco,San Francisco,existing_city_name,2015.0,True,False,0,0
2013-1180,2015.0,1180,79771KAD8,San Francisco City & County Public Utilities Commission Power Revenue,3.11,1125000.0,2015-05-20,2029-11-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,MUNUTIL,Municipal Utility,--,"Renewable Energy, Energy Efficiency","Solar, Wind, Bioenergy, Hydro",CITY,San Francisco,City of San Francisco,Department,Electric/Gas utility,INTEGRATED,Single city,CA,California,HIGH,2015.0,san francisco,,True,CA_2015,san francisco_CA_2015,667000.0,san francisco,San Francisco,existing_city_name,2015.0,True,False,0,0
2013-1181,2015.0,1181,79771KAF3,San Francisco City & County Public Utilities Commission Power Revenue,3.24,1240000.0,2015-05-20,2030-11-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,MUNUTIL,Municipal Utility,--,"Renewable Energy, Energy Efficiency","Solar, Wind, Bioenergy, Hydro",CITY,San Francisco,City of San Francisco,Department,Electric/Gas utility,INTEGRATED,Single city,CA,California,HIGH,2015.0,san francisco,,True,CA_2015,san francisco_CA_2015,667000.0,san francisco,San Francisco,existing_city_name,2015.0,True,False,0,0
2013-1182,2015.0,1182,79771KAE6,San Francisco City & County Public Utilities Commission Power Revenue,3.18,1185000.0,2015-05-20,2030-11-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,MUNUTIL,Municipal Utility,--,"Renewable Energy, Energy Efficiency","Solar, Wind, Bioenergy, Hydro",CITY,San Francisco,City of San Francisco,Department,Electric/Gas utility,INTEGRATED,Single city,CA,California,HIGH,2015.0,san francisco,,True,CA_2015,san francisco_CA_2015,667000.0,san francisco,San Francisco,existing_city_name,2015.0,True,False,0,0
2013-1183,2015.0,1183,79771KAB2,San Francisco City & County Public Utilities Commission Power Revenue,2.86,1020000.0,2015-05-20,2027-11-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,MUNUTIL,Municipal Utility,--,"Renewable Energy, Energy Efficiency","Solar, Wind, Bioenergy, Hydro",CITY,San Francisco,City of San Francisco,Department,Electric/Gas utility,INTEGRATED,Single city,CA,California,HIGH,2015.0,san francisco,,True,CA_2015,san francisco_CA_2015,667000.0,san francisco,San Francisco,existing_city_name,2015.0,True,False,0,0
2013-1184,2015.0,1184,79771KAC0,San Francisco City & County Public Utilities Commission Power Revenue,3,1075000.0,2015-05-20,2028-11-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,MUNUTIL,Municipal Utility,--,Renewable Energy,"Solar, Wind, Bioenergy, Hydro",CITY,San Francisco,City of San Francisco,Department,Electric/Gas utility,INTEGRATED,Single city,CA,California,HIGH,2015.0,san francisco,,True,CA_2015,san francisco_CA_2015,667000.0,san francisco,San Francisco,existing_city_name,2015.0,True,False,0,0
2013-1185,2015.0,1185,79771KAG1,San Francisco City & County Public Utilities Commission Power Revenue,3.32,1305000.0,2015-05-20,2032-11-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,MUNUTIL,Municipal Utility,--,Renewable Energy,"Solar, Wind, Bioenergy, Hydro",CITY,San Francisco,City of San Francisco,Department,Electric/Gas utility,INTEGRATED,Single city,CA,California,HIGH,2015.0,san francisco,,True,CA_2015,san francisco_CA_2015,667000.0,san francisco,San Francisco,existing_city_name,2015.0,True,False,0,0
2013-1186,2015.0,1186,79771KAJ5,San Francisco City & County Public Utilities Commission Power Revenue,3.41,1435000.0,2015-05-20,2034-11-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,MUNUTIL,Municipal Utility,--,Renewable Energy,"Solar, Wind, Bioenergy, Hydro",CITY,San Francisco,City of San Francisco,Department,Electric/Gas utility,INTEGRATED,Single city,CA,California,HIGH,2015.0,san francisco,,True,CA_2015,san francisco_CA_2015,667000.0,san francisco,San Francisco,existing_city_name,2015.0,True,False,0,0
2013-1187,2015.0,1187,79771KAK2,San Francisco City & County Public Utilities Commission Power Revenue,3.45,1510000.0,2015-05-20,2035-11-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,MUNUTIL,Municipal Utility,--,Renewable Energy,"Solar, Wind, Bioenergy, Hydro",CITY,San Francisco,City of San Francisco,Department,Electric/Gas utility,INTEGRATED,Single city,CA,California,HIGH,2015.0,san francisco,,True,CA_2015,san francisco_CA_2015,667000.0,san francisco,San Francisco,existing_city_name,2015.0,True,False,0,0
2013-1188,2015.0,1188,79771KAA4,San Francisco City & County Public Utilities Commission Power Revenue,2.75,830000.0,2015-05-20,2026-11-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,MUNUTIL,Municipal Utility,--,Renewable Energy,"Solar, Wind, Bioenergy, Hydro",CITY,San Francisco,City of San Francisco,Department,Electric/Gas utility,INTEGRATED,Single city,CA,California,HIGH,2015.0,san francisco,,True,CA_2015,san francisco_CA_2015,667000.0,san francisco,San Francisco,existing_city_name,2015.0,True,False,0,0
2013-1189,2015.0,1189,79771KAH9,San Francisco City & County Public Utilities Commission Power Revenue,3.36,1370000.0,2015-05-20,2033-11-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,MUNUTIL,Municipal Utility,--,Renewable Energy,"Solar, Wind, Bioenergy, Hydro",CITY,San Francisco,City of San Francisco,Department,Electric/Gas utility,INTEGRATED,Single city,CA,California,HIGH,2015.0,san francisco,,True,CA_2015,san francisco_CA_2015,667000.0,san francisco,San Francisco,existing_city_name,2015.0,True,False,0,0
2013-1190,2015.0,1190,79771KAM8,San Francisco City & County Public Utilities Commission Power Revenue,3.56,5245000.0,2015-05-20,2039-11-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,MUNUTIL,Municipal Utility,--,Renewable Energy,"Solar, Wind, Bioenergy, Hydro",CITY,San Francisco,City of San Francisco,Department,Electric/Gas utility,INTEGRATED,Single city,CA,California,HIGH,2015.0,san francisco,,True,CA_2015,san francisco_CA_2015,667000.0,san francisco,San Francisco,existing_city_name,2015.0,True,False,0,0
2013-1191,2015.0,1191,79771KAL0,San Francisco City & County Public Utilities Commission Power Revenue,3.48,1585000.0,2015-05-20,2036-11-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,MUNUTIL,Municipal Utility,--,Renewable Energy,"Solar, Wind, Bioenergy, Hydro",CITY,San Francisco,City of San Francisco,Department,Electric/Gas utility,INTEGRATED,Single city,CA,California,HIGH,2015.0,san francisco,,True,CA_2015,san francisco_CA_2015,667000.0,san francisco,San Francisco,existing_city_name,2015.0,True,False,0,0
2013-1211,2015.0,1211,53945CCR9,City of Los Angeles CA Wastewater System Revenue,3.55,44580000.0,2015-06-04,2044-06-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Water/Sewer,4.75,Sustainable Water,Infastructure,CITY,Los Angeles CA,City of Los Angeles CA,Direct government,Water/Wastewater,INTEGRATED,Single city,CA,California,HIGH,2015.0,los angeles,,True,CA_2015,los angeles_CA_2015,644000.0,los angeles,Los Angeles,existing_city_name,2015.0,True,False,1,0
2013-1212,2015.0,1212,53945CCK4,City of Los Angeles CA Wastewater System Revenue,3.18,9050000.0,2015-06-04,2023-06-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Water/Sewer,4.75,Sustainable Water,Infastructure,CITY,Los Angeles CA,City of Los Angeles CA,Direct government,Water/Wastewater,INTEGRATED,Single city,CA,California,HIGH,2015.0,los angeles,,True,CA_2015,los angeles_CA_2015,644000.0,los angeles,Los Angeles,existing_city_name,2015.0,True,False,1,0
2013-1213,2015.0,1213,53945CCJ7,City of Los Angeles CA Wastewater System Revenue,3.11,8650000.0,2015-06-04,2031-06-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Water/Sewer,4.75,Sustainable Water,Infastructure,CITY,Los Angeles CA,City of Los Angeles CA,Direct government,Water/Wastewater,INTEGRATED,Single city,CA,California,HIGH,2015.0,los angeles,,True,CA_2015,los angeles_CA_2015,644000.0,los angeles,Los Angeles,existing_city_name,2015.0,True,False,1,0
2013-1214,2015.0,1214,53945CCN8,City of Los Angeles CA Wastewater System Revenue,3.32,10485000.0,2015-06-04,2030-06-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Water/Sewer,4.75,Sustainable Water,Infastructure,CITY,Los Angeles CA,City of Los Angeles CA,Direct government,Water/Wastewater,INTEGRATED,Single city,CA,California,HIGH,2015.0,los angeles,,True,CA_2015,los angeles_CA_2015,644000.0,los angeles,Los Angeles,existing_city_name,2015.0,True,False,1,0
2013-1215,2015.0,1215,53945CCM0,City of Los Angeles CA Wastewater System Revenue,3.28,9980000.0,2015-06-04,2033-06-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Water/Sewer,4.75,Sustainable Water,Infastructure,CITY,Los Angeles CA,City of Los Angeles CA,Direct government,Water/Wastewater,INTEGRATED,Single city,CA,California,HIGH,2015.0,los angeles,,True,CA_2015,los angeles_CA_2015,644000.0,los angeles,Los Angeles,existing_city_name,2015.0,True,False,1,0
2013-1216,2015.0,1216,53945CCP3,City of Los Angeles CA Wastewater System Revenue,3.36,11010000.0,2015-06-04,2035-06-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Water/Sewer,4.75,Sustainable Water,Infastructure,CITY,Los Angeles CA,City of Los Angeles CA,Direct government,Water/Wastewater,INTEGRATED,Single city,CA,California,HIGH,2015.0,los angeles,,True,CA_2015,los angeles_CA_2015,644000.0,los angeles,Los Angeles,existing_city_name,2015.0,True,False,1,0
2013-1217,2015.0,1217,53945CCG3,City of Los Angeles CA Wastewater System Revenue,2.91,18470000.0,2015-06-04,2035-06-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Water/Sewer,4.75,Sustainable Water,Infastructure,CITY,Los Angeles CA,City of Los Angeles CA,Direct government,Water/Wastewater,INTEGRATED,Single city,CA,California,HIGH,2015.0,los angeles,,True,CA_2015,los angeles_CA_2015,644000.0,los angeles,Los Angeles,existing_city_name,2015.0,True,False,1,0
2013-1218,2015.0,1218,53945CCF5,City of Los Angeles CA Wastewater System Revenue,2.77,11875000.0,2015-06-04,2028-06-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Water/Sewer,4.75,Sustainable Water,Infastructure,CITY,Los Angeles CA,City of Los Angeles CA,Direct government,Water/Wastewater,INTEGRATED,Single city,CA,California,HIGH,2015.0,los angeles,,True,CA_2015,los angeles_CA_2015,644000.0,los angeles,Los Angeles,existing_city_name,2015.0,True,False,1,0
2013-1219,2015.0,1219,53945CCL2,City of Los Angeles CA Wastewater System Revenue,3.24,9570000.0,2015-06-04,2027-06-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Water/Sewer,4.75,Sustainable Water,Infastructure,CITY,Los Angeles CA,City of Los Angeles CA,Direct government,Water/Wastewater,INTEGRATED,Single city,CA,California,HIGH,2015.0,los angeles,,True,CA_2015,los angeles_CA_2015,644000.0,los angeles,Los Angeles,existing_city_name,2015.0,True,False,1,0
2013-1220,2015.0,1220,53945CCH1,City of Los Angeles CA Wastewater System Revenue,3.01,8275000.0,2015-06-04,2032-06-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Water/Sewer,4.75,Sustainable Water,Infastructure,CITY,Los Angeles CA,City of Los Angeles CA,Direct government,Water/Wastewater,INTEGRATED,Single city,CA,California,HIGH,2015.0,los angeles,,True,CA_2015,los angeles_CA_2015,644000.0,los angeles,Los Angeles,existing_city_name,2015.0,True,False,1,0
