FIPS,City,State,Year,applicable_election_year,county_fips_int,pres_dem_two_party_share,pres_dem_vote_share,pres_rep_vote_share,pres_dem_votes,pres_rep_votes,pres_total_votes
120104,decatur,AL,2014,2012,1079,0.36355160295488775,0.35919784580498865,0.6288265306122449,5069.0,8874.0,14112
120104,decatur,AL,2015,2012,1079,0.36355160295488775,0.35919784580498865,0.6288265306122449,5069.0,8874.0,14112
120104,decatur,AL,2016,2012,1079,0.36355160295488775,0.35919784580498865,0.6288265306122449,5069.0,8874.0,14112
120104,decatur,AL,2017,2016,1079,0.2508298755186722,0.24458830669633824,0.730528019421404,3627.0,10833.0,14829
120104,decatur,AL,2018,2016,1079,0.2508298755186722,0.24458830669633824,0.730528019421404,3627.0,10833.0,14829
120104,decatur,AL,2019,2016,1079,0.2508298755186722,0.24458830669633824,0.730528019421404,3627.0,10833.0,14829
120104,decatur,AL,2020,2016,1079,0.2508298755186722,0.24458830669633824,0.730528019421404,3627.0,10833.0,14829
120104,decatur,AL,2021,2020,1079,0.22425081843364392,0.22219449815981535,0.7686357681991142,3562.0,12322.0,16031
120104,decatur,AL,2022,2020,1079,0.22425081843364392,0.22219449815981535,0.7686357681991142,3562.0,12322.0,16031
120104,decatur,AL,2023,2020,1079,0.22425081843364392,0.22219449815981535,0.7686357681991142,3562.0,12322.0,16031
120104,decatur,AL,2024,2020,1079,0.22425081843364392,0.22219449815981535,0.7686357681991142,3562.0,12322.0,16031
120104,decatur,AL,2025,2024,1079,0.18635596926344725,0.18502667162883016,0.8078402183351941,2983.0,13024.0,16122
121184,dothan,AL,2013,2012,1069,0.2970194778682422,0.29502838875900567,0.6982680471396536,12367.0,29270.0,41918
121184,dothan,AL,2014,2012,1069,0.2970194778682422,0.29502838875900567,0.6982680471396536,12367.0,29270.0,41918
121184,dothan,AL,2015,2012,1069,0.2970194778682422,0.29502838875900567,0.6982680471396536,12367.0,29270.0,41918
121184,dothan,AL,2016,2012,1069,0.2970194778682422,0.29502838875900567,0.6982680471396536,12367.0,29270.0,41918
121184,dothan,AL,2017,2016,1069,0.25763432547352144,0.25009967400736416,0.7206547995966134,10664.0,30728.0,42639
121184,dothan,AL,2018,2016,1069,0.25763432547352144,0.25009967400736416,0.7206547995966134,10664.0,30728.0,42639
121184,dothan,AL,2019,2016,1069,0.25763432547352144,0.25009967400736416,0.7206547995966134,10664.0,30728.0,42639
121184,dothan,AL,2020,2016,1069,0.25763432547352144,0.25009967400736416,0.7206547995966134,10664.0,30728.0,42639
121184,dothan,AL,2021,2020,1069,0.2836719007356978,0.27975223615532885,0.7064301648149351,12917.0,32618.0,46173
121184,dothan,AL,2022,2020,1069,0.2836719007356978,0.27975223615532885,0.7064301648149351,12917.0,32618.0,46173
121184,dothan,AL,2023,2020,1069,0.2836719007356978,0.27975223615532885,0.7064301648149351,12917.0,32618.0,46173
121184,dothan,AL,2024,2020,1069,0.2836719007356978,0.27975223615532885,0.7064301648149351,12917.0,32618.0,46173
121184,dothan,AL,2025,2024,1069,0.2590538782775382,0.25596969491984034,0.7321247378745857,11352.0,32469.0,44349
135896,hoover,AL,2013,2012,1073,0.5301649096859984,0.5260497897459183,0.46618824814588145,159876.0,141683.0,303918
135896,hoover,AL,2014,2012,1073,0.5301649096859984,0.5260497897459183,0.46618824814588145,159876.0,141683.0,303918
135896,hoover,AL,2015,2012,1073,0.5301649096859984,0.5260497897459183,0.46618824814588145,159876.0,141683.0,303918
135896,hoover,AL,2016,2012,1073,0.5301649096859984,0.5260497897459183,0.46618824814588145,159876.0,141683.0,303918
135896,hoover,AL,2017,2016,1073,0.5378976207049078,0.5157055928676391,0.4430374337176314,156873.0,134768.0,304191
135896,hoover,AL,2018,2016,1073,0.5378976207049078,0.5157055928676391,0.4430374337176314,156873.0,134768.0,304191
135896,hoover,AL,2019,2016,1073,0.5378976207049078,0.5157055928676391,0.4430374337176314,156873.0,134768.0,304191
135896,hoover,AL,2020,2016,1073,0.5378976207049078,0.5157055928676391,0.4430374337176314,156873.0,134768.0,304191
135896,hoover,AL,2021,2020,1073,0.5668344091523129,0.5575851317178562,0.426097444207115,181688.0,138843.0,325848
135896,hoover,AL,2022,2020,1073,0.5668344091523129,0.5575851317178562,0.426097444207115,181688.0,138843.0,325848
135896,hoover,AL,2023,2020,1073,0.5668344091523129,0.5575851317178562,0.426097444207115,181688.0,138843.0,325848
135896,hoover,AL,2024,2020,1073,0.5668344091523129,0.5575851317178562,0.426097444207115,181688.0,138843.0,325848
135896,hoover,AL,2025,2024,1073,0.5528398724572442,0.5427178745513953,0.43897303015694467,162112.0,131123.0,298704
137000,huntsville,AL,2013,2012,1089,0.40559454280276525,0.39994453724066326,0.5861252813445205,62015.0,90884.0,155059
137000,huntsville,AL,2014,2012,1089,0.40559454280276525,0.39994453724066326,0.5861252813445205,62015.0,90884.0,155059
137000,huntsville,AL,2015,2012,1089,0.40559454280276525,0.39994453724066326,0.5861252813445205,62015.0,90884.0,155059
