FIPS,City,city_name,State,Year,ep_state_aceee_code_rank,ep_state_has_comm_benchmark_law,ep_state_has_resid_disclosure,ep_state_net_metering,ep_state_net_metering_cap_kw,ep_state_community_solar,ep_state_muni_util_exemption,ep_state_green_bank_active,ep_state_has_green_bank_ever,ep_state_has_resilience_fund,ep_state_has_ee_program,ep_state_has_ces,ep_state_eers_target,ep_state_has_eers,ep_has_muni_electric,ep_muni_electric_customers,ep_muni_electric_rev_mil,ep_muni_electric_bond_scale
203000,anchorage,Anchorage municipality,AK,2013,40.0,0,1,1,25.0,0,0,0,1,0,0,0,,0,0,,,0
203000,anchorage,Anchorage municipality,AK,2014,40.0,0,1,1,25.0,0,0,0,1,0,0,0,,0,0,,,0
203000,anchorage,Anchorage municipality,AK,2015,40.0,0,1,1,25.0,0,0,0,1,0,0,0,,0,0,,,0
203000,anchorage,Anchorage municipality,AK,2016,40.0,0,1,1,25.0,0,0,0,1,0,0,0,,0,0,,,0
203000,anchorage,Anchorage municipality,AK,2017,40.0,0,1,1,25.0,0,0,0,1,0,0,0,,0,0,,,0
203000,anchorage,Anchorage municipality,AK,2018,40.0,0,1,1,25.0,0,0,0,1,0,0,0,,0,0,,,0
203000,anchorage,Anchorage municipality,AK,2019,40.0,0,1,1,25.0,0,0,0,1,0,0,0,,0,0,,,0
203000,anchorage,Anchorage municipality,AK,2020,40.0,0,1,1,25.0,0,0,0,1,0,0,0,,0,0,,,0
203000,anchorage,Anchorage municipality,AK,2021,40.0,0,1,1,25.0,0,0,0,1,0,0,0,,0,0,,,0
203000,anchorage,Anchorage municipality,AK,2022,40.0,0,1,1,25.0,0,0,0,1,0,0,0,,0,0,,,0
203000,anchorage,Anchorage municipality,AK,2023,40.0,0,1,1,25.0,0,0,0,1,0,0,0,,0,0,,,0
203000,anchorage,Anchorage municipality,AK,2024,40.0,0,1,1,25.0,1,0,1,1,0,0,0,,0,0,,,0
203000,anchorage,Anchorage municipality,AK,2025,40.0,0,1,1,25.0,1,0,1,1,0,0,0,,0,0,,,0
107000,birmingham,Birmingham,AL,2013,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
107000,birmingham,Birmingham,AL,2014,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
107000,birmingham,Birmingham,AL,2015,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
107000,birmingham,Birmingham,AL,2016,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
107000,birmingham,Birmingham,AL,2017,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
107000,birmingham,Birmingham,AL,2018,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
107000,birmingham,Birmingham,AL,2019,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
107000,birmingham,Birmingham,AL,2020,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
107000,birmingham,Birmingham,AL,2021,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
107000,birmingham,Birmingham,AL,2022,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
107000,birmingham,Birmingham,AL,2023,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
107000,birmingham,Birmingham,AL,2024,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
107000,birmingham,Birmingham,AL,2025,50.0,0,0,0,,0,0,1,1,0,0,0,,0,0,,,0
120104,decatur,Decatur,AL,2013,50.0,0,0,0,,0,0,0,1,0,0,0,,0,1,26935.0,100.688,1
120104,decatur,Decatur,AL,2014,50.0,0,0,0,,0,0,0,1,0,0,0,,0,1,26935.0,100.688,1
120104,decatur,Decatur,AL,2015,50.0,0,0,0,,0,0,0,1,0,0,0,,0,1,26935.0,100.688,1
120104,decatur,Decatur,AL,2016,50.0,0,0,0,,0,0,0,1,0,0,0,,0,1,26935.0,100.688,1
120104,decatur,Decatur,AL,2017,50.0,0,0,0,,0,0,0,1,0,0,0,,0,1,26935.0,100.688,1
120104,decatur,Decatur,AL,2018,50.0,0,0,0,,0,0,0,1,0,0,0,,0,1,26935.0,100.688,1
120104,decatur,Decatur,AL,2019,50.0,0,0,0,,0,0,0,1,0,0,0,,0,1,26935.0,100.688,1
120104,decatur,Decatur,AL,2020,50.0,0,0,0,,0,0,0,1,0,0,0,,0,1,26935.0,100.688,1
120104,decatur,Decatur,AL,2021,50.0,0,0,0,,0,0,0,1,0,0,0,,0,1,26935.0,100.688,1
120104,decatur,Decatur,AL,2022,50.0,0,0,0,,0,0,0,1,0,0,0,,0,1,26935.0,100.688,1
120104,decatur,Decatur,AL,2023,50.0,0,0,0,,0,0,0,1,0,0,0,,0,1,26935.0,100.688,1
120104,decatur,Decatur,AL,2024,50.0,0,0,0,,0,0,0,1,0,0,0,,0,1,26935.0,100.688,1
120104,decatur,Decatur,AL,2025,50.0,0,0,0,,0,0,1,1,0,0,0,,0,1,26935.0,100.688,1
121184,dothan,Dothan,AL,2013,50.0,0,0,0,,0,0,0,1,0,0,0,,0,1,32175.0,95.972,1
121184,dothan,Dothan,AL,2014,50.0,0,0,0,,0,0,0,1,0,0,0,,0,1,32175.0,95.972,1
121184,dothan,Dothan,AL,2015,50.0,0,0,0,,0,0,0,1,0,0,0,,0,1,32175.0,95.972,1
121184,dothan,Dothan,AL,2016,50.0,0,0,0,,0,0,0,1,0,0,0,,0,1,32175.0,95.972,1
121184,dothan,Dothan,AL,2017,50.0,0,0,0,,0,0,0,1,0,0,0,,0,1,32175.0,95.972,1
121184,dothan,Dothan,AL,2018,50.0,0,0,0,,0,0,0,1,0,0,0,,0,1,32175.0,95.972,1
121184,dothan,Dothan,AL,2019,50.0,0,0,0,,0,0,0,1,0,0,0,,0,1,32175.0,95.972,1
121184,dothan,Dothan,AL,2020,50.0,0,0,0,,0,0,0,1,0,0,0,,0,1,32175.0,95.972,1
121184,dothan,Dothan,AL,2021,50.0,0,0,0,,0,0,0,1,0,0,0,,0,1,32175.0,95.972,1
121184,dothan,Dothan,AL,2022,50.0,0,0,0,,0,0,0,1,0,0,0,,0,1,32175.0,95.972,1
121184,dothan,Dothan,AL,2023,50.0,0,0,0,,0,0,0,1,0,0,0,,0,1,32175.0,95.972,1
121184,dothan,Dothan,AL,2024,50.0,0,0,0,,0,0,0,1,0,0,0,,0,1,32175.0,95.972,1
121184,dothan,Dothan,AL,2025,50.0,0,0,0,,0,0,1,1,0,0,0,,0,1,32175.0,95.972,1
135896,hoover,Hoover,AL,2013,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
135896,hoover,Hoover,AL,2014,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
135896,hoover,Hoover,AL,2015,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
135896,hoover,Hoover,AL,2016,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
135896,hoover,Hoover,AL,2017,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
135896,hoover,Hoover,AL,2018,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
135896,hoover,Hoover,AL,2019,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
135896,hoover,Hoover,AL,2020,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
135896,hoover,Hoover,AL,2021,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
135896,hoover,Hoover,AL,2022,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
135896,hoover,Hoover,AL,2023,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
135896,hoover,Hoover,AL,2024,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
135896,hoover,Hoover,AL,2025,50.0,0,0,0,,0,0,1,1,0,0,0,,0,0,,,0
137000,huntsville,Huntsville,AL,2013,50.0,0,0,0,,0,0,0,1,0,0,0,,0,1,220576.0,592.072,1
137000,huntsville,Huntsville,AL,2014,50.0,0,0,0,,0,0,0,1,0,0,0,,0,1,220576.0,592.072,1
137000,huntsville,Huntsville,AL,2015,50.0,0,0,0,,0,0,0,1,0,0,0,,0,1,220576.0,592.072,1
137000,huntsville,Huntsville,AL,2016,50.0,0,0,0,,0,0,0,1,0,0,0,,0,1,220576.0,592.072,1
137000,huntsville,Huntsville,AL,2017,50.0,0,0,0,,0,0,0,1,0,0,0,,0,1,220576.0,592.072,1
137000,huntsville,Huntsville,AL,2018,50.0,0,0,0,,0,0,0,1,0,0,0,,0,1,220576.0,592.072,1
137000,huntsville,Huntsville,AL,2019,50.0,0,0,0,,0,0,0,1,0,0,0,,0,1,220576.0,592.072,1
137000,huntsville,Huntsville,AL,2020,50.0,0,0,0,,0,0,0,1,0,0,0,,0,1,220576.0,592.072,1
137000,huntsville,Huntsville,AL,2021,50.0,0,0,0,,0,0,0,1,0,0,0,,0,1,220576.0,592.072,1
137000,huntsville,Huntsville,AL,2022,50.0,0,0,0,,0,0,0,1,0,0,0,,0,1,220576.0,592.072,1
137000,huntsville,Huntsville,AL,2023,50.0,0,0,0,,0,0,0,1,0,0,0,,0,1,220576.0,592.072,1
137000,huntsville,Huntsville,AL,2024,50.0,0,0,0,,0,0,0,1,0,0,0,,0,1,220576.0,592.072,1
137000,huntsville,Huntsville,AL,2025,50.0,0,0,0,,0,0,1,1,0,0,0,,0,1,220576.0,592.072,1
150000,mobile,Mobile,AL,2013,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
150000,mobile,Mobile,AL,2014,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
150000,mobile,Mobile,AL,2015,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
150000,mobile,Mobile,AL,2016,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
150000,mobile,Mobile,AL,2017,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
150000,mobile,Mobile,AL,2018,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
150000,mobile,Mobile,AL,2019,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
150000,mobile,Mobile,AL,2020,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
150000,mobile,Mobile,AL,2021,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
150000,mobile,Mobile,AL,2022,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
150000,mobile,Mobile,AL,2023,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
150000,mobile,Mobile,AL,2024,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
150000,mobile,Mobile,AL,2025,50.0,0,0,0,,0,0,1,1,0,0,0,,0,0,,,0
151000,montgomery,Montgomery,AL,2013,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
151000,montgomery,Montgomery,AL,2014,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
151000,montgomery,Montgomery,AL,2015,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
151000,montgomery,Montgomery,AL,2016,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
151000,montgomery,Montgomery,AL,2017,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
151000,montgomery,Montgomery,AL,2018,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
151000,montgomery,Montgomery,AL,2019,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
151000,montgomery,Montgomery,AL,2020,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
151000,montgomery,Montgomery,AL,2021,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
151000,montgomery,Montgomery,AL,2022,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
151000,montgomery,Montgomery,AL,2023,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
151000,montgomery,Montgomery,AL,2024,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
151000,montgomery,Montgomery,AL,2025,50.0,0,0,0,,0,0,1,1,0,0,0,,0,0,,,0
177256,tuscaloosa,Tuscaloosa,AL,2013,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
177256,tuscaloosa,Tuscaloosa,AL,2014,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
177256,tuscaloosa,Tuscaloosa,AL,2015,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
177256,tuscaloosa,Tuscaloosa,AL,2016,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
177256,tuscaloosa,Tuscaloosa,AL,2017,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
177256,tuscaloosa,Tuscaloosa,AL,2018,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
177256,tuscaloosa,Tuscaloosa,AL,2019,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
177256,tuscaloosa,Tuscaloosa,AL,2020,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
177256,tuscaloosa,Tuscaloosa,AL,2021,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
177256,tuscaloosa,Tuscaloosa,AL,2022,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
177256,tuscaloosa,Tuscaloosa,AL,2023,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
177256,tuscaloosa,Tuscaloosa,AL,2024,50.0,0,0,0,,0,0,0,1,0,0,0,,0,0,,,0
177256,tuscaloosa,Tuscaloosa,AL,2025,50.0,0,0,0,,0,0,1,1,0,0,0,,0,0,,,0
523290,fayetteville,Fayetteville,AR,2013,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
523290,fayetteville,Fayetteville,AR,2014,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
523290,fayetteville,Fayetteville,AR,2015,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
523290,fayetteville,Fayetteville,AR,2016,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
523290,fayetteville,Fayetteville,AR,2017,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
523290,fayetteville,Fayetteville,AR,2018,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
523290,fayetteville,Fayetteville,AR,2019,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
523290,fayetteville,Fayetteville,AR,2020,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
523290,fayetteville,Fayetteville,AR,2021,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
523290,fayetteville,Fayetteville,AR,2022,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
523290,fayetteville,Fayetteville,AR,2023,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
523290,fayetteville,Fayetteville,AR,2024,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
523290,fayetteville,Fayetteville,AR,2025,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
535710,jonesboro,Jonesboro,AR,2013,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
535710,jonesboro,Jonesboro,AR,2014,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
535710,jonesboro,Jonesboro,AR,2015,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
535710,jonesboro,Jonesboro,AR,2016,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
535710,jonesboro,Jonesboro,AR,2017,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
535710,jonesboro,Jonesboro,AR,2018,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
535710,jonesboro,Jonesboro,AR,2019,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
535710,jonesboro,Jonesboro,AR,2020,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
535710,jonesboro,Jonesboro,AR,2021,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
535710,jonesboro,Jonesboro,AR,2022,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
535710,jonesboro,Jonesboro,AR,2023,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
535710,jonesboro,Jonesboro,AR,2024,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
535710,jonesboro,Jonesboro,AR,2025,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
541000,little rock,Little Rock,AR,2013,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
541000,little rock,Little Rock,AR,2014,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
541000,little rock,Little Rock,AR,2015,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
541000,little rock,Little Rock,AR,2016,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
541000,little rock,Little Rock,AR,2017,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
541000,little rock,Little Rock,AR,2018,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
541000,little rock,Little Rock,AR,2019,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
541000,little rock,Little Rock,AR,2020,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
541000,little rock,Little Rock,AR,2021,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
541000,little rock,Little Rock,AR,2022,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
541000,little rock,Little Rock,AR,2023,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
541000,little rock,Little Rock,AR,2024,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
541000,little rock,Little Rock,AR,2025,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
550450,north little rock,North Little Rock,AR,2013,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,1,40137.0,100.798,1
550450,north little rock,North Little Rock,AR,2014,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,1,40137.0,100.798,1
550450,north little rock,North Little Rock,AR,2015,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,1,40137.0,100.798,1
550450,north little rock,North Little Rock,AR,2016,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,1,40137.0,100.798,1
550450,north little rock,North Little Rock,AR,2017,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,1,40137.0,100.798,1
550450,north little rock,North Little Rock,AR,2018,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,1,40137.0,100.798,1
550450,north little rock,North Little Rock,AR,2019,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,1,40137.0,100.798,1
550450,north little rock,North Little Rock,AR,2020,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,1,40137.0,100.798,1
550450,north little rock,North Little Rock,AR,2021,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,1,40137.0,100.798,1
550450,north little rock,North Little Rock,AR,2022,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,1,40137.0,100.798,1
550450,north little rock,North Little Rock,AR,2023,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,1,40137.0,100.798,1
550450,north little rock,North Little Rock,AR,2024,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,1,40137.0,100.798,1
550450,north little rock,North Little Rock,AR,2025,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,1,40137.0,100.798,1
560410,rogers,Rogers,AR,2013,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
560410,rogers,Rogers,AR,2014,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
560410,rogers,Rogers,AR,2015,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
560410,rogers,Rogers,AR,2016,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
560410,rogers,Rogers,AR,2017,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
560410,rogers,Rogers,AR,2018,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
560410,rogers,Rogers,AR,2019,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
560410,rogers,Rogers,AR,2020,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
560410,rogers,Rogers,AR,2021,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
560410,rogers,Rogers,AR,2022,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
560410,rogers,Rogers,AR,2023,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
560410,rogers,Rogers,AR,2024,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
560410,rogers,Rogers,AR,2025,32.0,0,0,1,300.0,0,0,0,0,0,1,0,1.2,1,0,,,0
404720,avondale,Avondale,AZ,2013,29.0,0,0,1,,0,1,0,0,0,1,0,1.3,1,0,,,0
404720,avondale,Avondale,AZ,2014,29.0,0,0,1,,0,1,0,0,0,1,0,1.3,1,0,,,0
404720,avondale,Avondale,AZ,2015,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
404720,avondale,Avondale,AZ,2016,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
404720,avondale,Avondale,AZ,2017,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
404720,avondale,Avondale,AZ,2018,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
404720,avondale,Avondale,AZ,2019,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
404720,avondale,Avondale,AZ,2020,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
404720,avondale,Avondale,AZ,2021,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
404720,avondale,Avondale,AZ,2022,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
404720,avondale,Avondale,AZ,2023,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
404720,avondale,Avondale,AZ,2024,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
404720,avondale,Avondale,AZ,2025,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
412000,chandler,Chandler,AZ,2013,29.0,0,0,1,,0,1,0,0,0,1,0,1.3,1,0,,,0
412000,chandler,Chandler,AZ,2014,29.0,0,0,1,,0,1,0,0,0,1,0,1.3,1,0,,,0
412000,chandler,Chandler,AZ,2015,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
412000,chandler,Chandler,AZ,2016,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
412000,chandler,Chandler,AZ,2017,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
412000,chandler,Chandler,AZ,2018,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
412000,chandler,Chandler,AZ,2019,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
412000,chandler,Chandler,AZ,2020,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
412000,chandler,Chandler,AZ,2021,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
412000,chandler,Chandler,AZ,2022,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
412000,chandler,Chandler,AZ,2023,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
412000,chandler,Chandler,AZ,2024,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
412000,chandler,Chandler,AZ,2025,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
423620,flagstaff,Flagstaff,AZ,2013,29.0,0,0,1,,0,1,0,0,0,1,0,1.3,1,0,,,0
423620,flagstaff,Flagstaff,AZ,2014,29.0,0,0,1,,0,1,0,0,0,1,0,1.3,1,0,,,0
423620,flagstaff,Flagstaff,AZ,2015,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
423620,flagstaff,Flagstaff,AZ,2016,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
423620,flagstaff,Flagstaff,AZ,2017,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
423620,flagstaff,Flagstaff,AZ,2018,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
423620,flagstaff,Flagstaff,AZ,2019,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
423620,flagstaff,Flagstaff,AZ,2020,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
423620,flagstaff,Flagstaff,AZ,2021,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
423620,flagstaff,Flagstaff,AZ,2022,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
423620,flagstaff,Flagstaff,AZ,2023,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
423620,flagstaff,Flagstaff,AZ,2024,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
423620,flagstaff,Flagstaff,AZ,2025,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
427400,gilbert,Gilbert,AZ,2013,29.0,0,0,1,,0,1,0,0,0,1,0,1.3,1,0,,,0
427400,gilbert,Gilbert,AZ,2014,29.0,0,0,1,,0,1,0,0,0,1,0,1.3,1,0,,,0
427400,gilbert,Gilbert,AZ,2015,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
427400,gilbert,Gilbert,AZ,2016,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
427400,gilbert,Gilbert,AZ,2017,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
427400,gilbert,Gilbert,AZ,2018,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
427400,gilbert,Gilbert,AZ,2019,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
427400,gilbert,Gilbert,AZ,2020,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
427400,gilbert,Gilbert,AZ,2021,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
427400,gilbert,Gilbert,AZ,2022,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
427400,gilbert,Gilbert,AZ,2023,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
427400,gilbert,Gilbert,AZ,2024,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
427400,gilbert,Gilbert,AZ,2025,29.0,0,0,1,,1,1,0,0,0,1,0,1.3,1,0,,,0
427820,glendale,Glendale,AZ,2013,29.0,0,0,1,,0,1,0,0,0,1,0,1.3,1,0,,,0
