CUSIP,Issuer_Name,City,Issue_Date,Amt_Issued,Self_reported_Green,ESG_Assurance_Providers,covered,n_prospectus_matches,prospectus_filenames
4387013P7,City & County Honolulu HI Wastewater System Revenue,honolulu,2023-09-27,7030000.0,Yes,No,False,0,
4387013Q5,City & County Honolulu HI Wastewater System Revenue,honolulu,2023-09-27,7365000.0,Yes,No,False,0,
4387013R3,City & County Honolulu HI Wastewater System Revenue,honolulu,2023-09-27,7710000.0,Yes,No,False,0,
4387014A9,City & County Honolulu HI Wastewater System Revenue,honolulu,2024-09-25,14485000.0,Yes,No,False,0,
4387014B7,City & County Honolulu HI Wastewater System Revenue,honolulu,2024-09-25,15225000.0,Yes,No,False,0,
4387014C5,City & County Honolulu HI Wastewater System Revenue,honolulu,2024-09-25,16005000.0,Yes,No,False,0,
4387014D3,City & County Honolulu HI Wastewater System Revenue,honolulu,2024-09-25,16825000.0,Yes,No,False,0,
4387014E1,City & County Honolulu HI Wastewater System Revenue,honolulu,2024-09-25,17690000.0,Yes,No,False,0,
4387014F8,City & County Honolulu HI Wastewater System Revenue,honolulu,2024-09-25,18595000.0,Yes,No,False,0,
4387014G6,City & County Honolulu HI Wastewater System Revenue,honolulu,2024-09-25,61710000.0,Yes,No,False,0,
4387014H4,City & County Honolulu HI Wastewater System Revenue,honolulu,2024-09-25,126665000.0,Yes,No,False,0,
4387014W1,City & County Honolulu HI Wastewater System Revenue,honolulu,2025-09-24,8975000.0,Yes,No,False,0,
4387014X9,City & County Honolulu HI Wastewater System Revenue,honolulu,2025-09-24,9450000.0,No,,False,0,
4387014Y7,City & County Honolulu HI Wastewater System Revenue,honolulu,2025-09-24,9935000.0,No,,False,0,
4387014Z4,City & County Honolulu HI Wastewater System Revenue,honolulu,2025-09-24,10440000.0,No,,False,0,
4387015A8,City & County Honolulu HI Wastewater System Revenue,honolulu,2025-09-24,10980000.0,No,,False,0,
4387015B6,City & County Honolulu HI Wastewater System Revenue,honolulu,2025-07-24,11540000.0,No,,False,0,
4387015C4,City & County Honolulu HI Wastewater System Revenue,honolulu,2025-09-24,12150000.0,No,,False,0,
4387015D2,City & County Honolulu HI Wastewater System Revenue,honolulu,2025-09-24,12805000.0,No,,False,0,
4387015E0,City & County Honolulu HI Wastewater System Revenue,honolulu,2025-09-24,13495000.0,No,,False,0,
44420RBK5,Hudson Yards Infrastructure Corp,New York,2021-10-27,7050000.0,Yes,Yes,False,0,
44420RBL3,Hudson Yards Infrastructure Corp,New York,2021-10-27,7420000.0,Yes,Yes,False,0,
44420RBM1,Hudson Yards Infrastructure Corp,New York,2021-10-27,12085000.0,Yes,Yes,False,0,
44420RBN9,Hudson Yards Infrastructure Corp,New York,2021-10-27,14655000.0,Yes,Yes,False,0,
44420RBP4,Hudson Yards Infrastructure Corp,New York,2021-10-27,15390000.0,Yes,Yes,False,0,
44420RBQ2,Hudson Yards Infrastructure Corp,New York,2021-10-27,16160000.0,Yes,Yes,False,0,
44420RBR0,Hudson Yards Infrastructure Corp,New York,2021-10-27,16965000.0,Yes,Yes,False,0,
44420RBS8,Hudson Yards Infrastructure Corp,New York,2021-10-27,17815000.0,Yes,Yes,False,0,
44420RBT6,Hudson Yards Infrastructure Corp,New York,2021-10-27,18700000.0,Yes,Yes,False,0,
44420RBU3,Hudson Yards Infrastructure Corp,New York,2021-10-27,10695000.0,Yes,Yes,False,0,
44420RBV1,Hudson Yards Infrastructure Corp,New York,2021-10-27,8945000.0,Yes,Yes,False,0,
44420RBW9,Hudson Yards Infrastructure Corp,New York,2021-10-27,6530000.0,Yes,Yes,False,0,
44420RBX7,Hudson Yards Infrastructure Corp,New York,2021-10-27,14000000.0,Yes,Yes,False,0,
44420RBY5,Hudson Yards Infrastructure Corp,New York,2021-10-27,21420000.0,Yes,Yes,False,0,
44420RBZ2,Hudson Yards Infrastructure Corp,New York,2021-10-27,22275000.0,Yes,Yes,False,0,
44420RCA6,Hudson Yards Infrastructure Corp,New York,2021-10-27,23170000.0,Yes,Yes,False,0,
44420RCB4,Hudson Yards Infrastructure Corp,New York,2021-10-27,24095000.0,Yes,Yes,False,0,
44420RCC2,Hudson Yards Infrastructure Corp,New York,2021-10-27,25055000.0,Yes,Yes,False,0,
44420RCD0,Hudson Yards Infrastructure Corp,New York,2021-10-27,26060000.0,Yes,Yes,False,0,
44420RCE8,Hudson Yards Infrastructure Corp,New York,2021-10-27,27100000.0,Yes,Yes,False,0,
44420RCF5,Hudson Yards Infrastructure Corp,New York,2021-10-27,28180000.0,Yes,Yes,False,0,
45527CBU5,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-03-31,1000000.0,Yes,Yes,False,0,
45527CBV3,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-03-31,1025000.0,Yes,Yes,False,0,
45527CBW1,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-03-31,1055000.0,Yes,Yes,False,0,
45527CBX9,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-03-31,1080000.0,Yes,Yes,False,0,
45527CBY7,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-03-31,1105000.0,Yes,Yes,False,0,
45527CBZ4,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-03-31,1135000.0,Yes,Yes,False,0,
45527CCA8,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-03-31,1160000.0,Yes,Yes,False,0,
45527CCB6,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-03-31,1190000.0,Yes,Yes,False,0,
45527CCC4,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-03-31,1220000.0,Yes,Yes,False,0,
45527CCD2,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-03-31,1250000.0,Yes,Yes,False,0,
45527CCE0,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-03-31,1285000.0,Yes,Yes,False,0,
45527CCF7,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-03-31,1315000.0,Yes,Yes,False,0,
45527CCG5,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-03-31,1350000.0,Yes,Yes,False,0,
45527CCH3,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-03-31,1380000.0,Yes,Yes,False,0,
45527CCJ9,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-03-31,1415000.0,Yes,Yes,False,0,
45527CCK6,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-03-31,1450000.0,Yes,Yes,False,0,
45527CCL4,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-03-31,1490000.0,Yes,Yes,False,0,
45527CCM2,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-03-31,1525000.0,Yes,Yes,False,0,
45527CCN0,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-03-31,1565000.0,Yes,Yes,False,0,
45527CCP5,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-03-31,1600000.0,Yes,Yes,False,0,
45527CCQ3,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-03-31,3325000.0,Yes,Yes,False,0,
45527CCR1,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-03-31,3495000.0,Yes,Yes,False,0,
45527CCT7,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-03-31,7530000.0,Yes,Yes,False,0,
45527CCU4,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-03-31,4040000.0,Yes,Yes,False,0,
45527CCV2,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-03-31,750000.0,Yes,Yes,False,0,
45527CCW0,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-03-31,3460000.0,Yes,Yes,False,0,
45527CCY6,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-03-31,575000.0,Yes,Yes,False,0,
45527CCZ3,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-03-31,16230000.0,Yes,Yes,False,0,
45528U2F7,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-02-24,500000.0,Yes,Yes,False,0,
45528U2G5,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-02-24,500000.0,Yes,Yes,False,0,
45528U2H3,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-02-24,995000.0,Yes,Yes,False,0,
45528U2J9,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-02-24,1045000.0,Yes,Yes,False,0,
45528U2K6,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-02-24,1150000.0,Yes,Yes,False,0,
45528U2L4,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-02-24,1155000.0,Yes,Yes,False,0,
45528U2M2,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-02-24,1355000.0,Yes,Yes,False,0,
45528U2N0,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-02-24,1420000.0,Yes,Yes,False,0,
45528U2P5,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-02-24,1350000.0,Yes,Yes,False,0,
45528U2Q3,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-02-24,1415000.0,Yes,Yes,False,0,
45528U2R1,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-02-24,1485000.0,Yes,Yes,False,0,
45528U2S9,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-02-24,1560000.0,Yes,Yes,False,0,
45528U2T7,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-02-24,1640000.0,Yes,Yes,False,0,
45528U2U4,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-02-24,1705000.0,Yes,Yes,False,0,
45528U2V2,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-02-24,1775000.0,Yes,Yes,False,0,
45528U2W0,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-02-24,1845000.0,Yes,Yes,False,0,
45528U2X8,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-02-24,1920000.0,Yes,Yes,False,0,
45528U2Y6,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-02-24,1995000.0,Yes,Yes,False,0,
45528U2Z3,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-02-24,2075000.0,Yes,Yes,False,0,
45528U3A7,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-02-24,2160000.0,Yes,Yes,False,0,
45528U3B5,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-02-24,7005000.0,Yes,Yes,False,0,
45528U3C3,Indianapolis Local Public Improvement Bond Bank,Indianapolis (balance),2022-02-24,13950000.0,Yes,Yes,False,0,
479790KK2,City of Joliet IL Waterworks & Sewerage Revenue,Joliet,2025-02-04,4240000.0,Yes,No,False,0,
479790KL0,City of Joliet IL Waterworks & Sewerage Revenue,Joliet,2025-02-04,4455000.0,Yes,No,False,0,
479790KM8,City of Joliet IL Waterworks & Sewerage Revenue,Joliet,2025-04-12,4675000.0,Yes,No,False,0,
479790KN6,City of Joliet IL Waterworks & Sewerage Revenue,Joliet,2025-02-04,4915000.0,Yes,No,False,0,
479790KP1,City of Joliet IL Waterworks & Sewerage Revenue,Joliet,2025-04-12,5160000.0,Yes,No,False,0,
479790KQ9,City of Joliet IL Waterworks & Sewerage Revenue,Joliet,2025-02-04,5410000.0,Yes,No,False,0,
479790KR7,City of Joliet IL Waterworks & Sewerage Revenue,Joliet,2025-02-04,5685000.0,Yes,No,False,0,
479790KS5,City of Joliet IL Waterworks & Sewerage Revenue,Joliet,2025-04-12,5970000.0,Yes,No,False,0,
479790KT3,City of Joliet IL Waterworks & Sewerage Revenue,Joliet,2025-04-12,6265000.0,Yes,No,False,0,
479790KU0,City of Joliet IL Waterworks & Sewerage Revenue,Joliet,2025-02-04,6580000.0,Yes,No,False,0,
479790KV8,City of Joliet IL Waterworks & Sewerage Revenue,Joliet,2025-02-04,6910000.0,Yes,No,False,0,
479790KW6,City of Joliet IL Waterworks & Sewerage Revenue,Joliet,2025-02-04,7260000.0,Yes,No,False,0,
513793AP4,Lancaster Power Authority,Lancaster,2021-10-12,630000.0,--,No,False,0,
513793AQ2,Lancaster Power Authority,Lancaster,2021-10-12,735000.0,--,No,False,0,
513793AR0,Lancaster Power Authority,Lancaster,2021-10-12,785000.0,--,No,False,0,
513793AS8,Lancaster Power Authority,Lancaster,2021-10-12,830000.0,--,No,False,0,
513793AT6,Lancaster Power Authority,Lancaster,2021-10-12,945000.0,--,No,False,0,
513793AU3,Lancaster Power Authority,Lancaster,2021-10-12,1005000.0,--,No,False,0,
513793AV1,Lancaster Power Authority,Lancaster,2021-10-12,1070000.0,--,No,False,0,
513793AW9,Lancaster Power Authority,Lancaster,2021-10-12,1135000.0,--,No,False,0,
513793AX7,Lancaster Power Authority,Lancaster,2021-10-12,1215000.0,--,No,False,0,
513793AY5,Lancaster Power Authority,Lancaster,2021-10-12,1290000.0,--,No,False,0,
513793AZ2,Lancaster Power Authority,Lancaster,2021-10-12,1370000.0,--,No,False,0,
513793BA6,Lancaster Power Authority,Lancaster,2021-10-12,1460000.0,--,No,False,0,
513793BB4,Lancaster Power Authority,Lancaster,2021-10-12,1550000.0,--,No,False,0,
513793BC2,Lancaster Power Authority,Lancaster,2021-10-12,1655000.0,--,No,False,0,
513793BD0,Lancaster Power Authority,Lancaster,2021-10-12,1755000.0,--,No,False,0,
513793BE8,Lancaster Power Authority,Lancaster,2021-04-01,1875000.0,Yes,No,False,0,
53746QAV2,City of Little Rock AR Water Reclamation System Revenue,Little Rock,2020-12-03,365000.0,Yes,No,False,0,
53746QAW0,City of Little Rock AR Water Reclamation System Revenue,Little Rock,2020-12-03,1055000.0,Yes,No,False,0,
53746QAX8,City of Little Rock AR Water Reclamation System Revenue,Little Rock,2020-12-03,1070000.0,Yes,No,False,0,
53746QAY6,City of Little Rock AR Water Reclamation System Revenue,Little Rock,2020-12-03,1080000.0,Yes,No,False,0,
53746QAZ3,City of Little Rock AR Water Reclamation System Revenue,Little Rock,2020-12-03,1100000.0,Yes,No,False,0,
53746QBA7,City of Little Rock AR Water Reclamation System Revenue,Little Rock,2020-12-03,1115000.0,Yes,No,False,0,
53746QBB5,City of Little Rock AR Water Reclamation System Revenue,Little Rock,2020-12-03,1135000.0,Yes,No,False,0,
53746QBC3,City of Little Rock AR Water Reclamation System Revenue,Little Rock,2020-12-03,1160000.0,Yes,No,False,0,
53746QBD1,City of Little Rock AR Water Reclamation System Revenue,Little Rock,2020-12-03,1180000.0,Yes,No,False,0,
53746QBE9,City of Little Rock AR Water Reclamation System Revenue,Little Rock,2020-12-03,1205000.0,Yes,No,False,0,
53746QBF6,City of Little Rock AR Water Reclamation System Revenue,Little Rock,2020-12-03,1235000.0,Yes,No,False,0,
53746QBG4,City of Little Rock AR Water Reclamation System Revenue,Little Rock,2020-12-03,1265000.0,Yes,No,False,0,
53746QBH2,City of Little Rock AR Water Reclamation System Revenue,Little Rock,2020-12-03,9885000.0,Yes,No,False,0,
53945CCZ1,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2015-06-30,3965000.0,Yes,No,False,0,
53945CDA5,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2015-06-30,4160000.0,Yes,No,False,0,
53945CDB3,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2015-06-30,4370000.0,Yes,No,False,0,
53945CDC1,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2015-06-30,4590000.0,Yes,No,False,0,
53945CDD9,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2015-06-30,4815000.0,Yes,No,False,0,
53945CDE7,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2015-06-30,5060000.0,Yes,No,False,0,
53945CDF4,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2015-06-30,5310000.0,Yes,No,False,0,
53945CDG2,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2015-06-30,5575000.0,Yes,No,False,0,
53945CFQ8,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,3910000.0,Yes,No,False,0,
53945CFR6,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,4140000.0,Yes,No,False,0,
53945CFS4,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,8920000.0,Yes,No,False,0,
53945CFT2,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,11580000.0,Yes,No,False,0,
53945CFU9,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,3975000.0,Yes,No,False,0,
53945CFV7,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,4110000.0,Yes,No,False,0,
53945CFW5,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,10165000.0,Yes,No,False,0,
53945CFX3,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,4525000.0,Yes,No,False,0,
53945CFY1,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,4725000.0,Yes,No,False,0,
53945CFZ8,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,5015000.0,Yes,No,False,0,
53945CGA2,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,8340000.0,Yes,No,False,0,
53945CGB0,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,8755000.0,Yes,No,False,0,
53945CGC8,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,9200000.0,Yes,No,False,0,
53945CGD6,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,9655000.0,Yes,No,False,0,
53945CGE4,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,1105000.0,Yes,No,False,0,
53945CGF1,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,9035000.0,Yes,No,False,0,
53945CGG9,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,6025000.0,Yes,No,False,0,
53945CGH7,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,16365000.0,Yes,No,False,0,
53945CGJ3,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,16955000.0,Yes,No,False,0,
53945CGK0,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,17520000.0,Yes,No,False,0,
53945CGL8,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,18155000.0,Yes,No,False,0,
53945CGM6,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,7240000.0,Yes,No,False,0,
53945CGN4,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,7605000.0,Yes,No,False,0,
53945CGP9,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,7985000.0,Yes,No,False,0,
53945CGQ7,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,8385000.0,Yes,No,False,0,
53945CGR5,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,8805000.0,Yes,No,False,0,
53945CGU8,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,865000.0,Yes,No,False,0,
53945CGV6,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,960000.0,Yes,No,False,0,
53945CGW4,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,4460000.0,Yes,No,False,0,
53945CGX2,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,4545000.0,Yes,No,False,0,
53945CGY0,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,790000.0,Yes,No,False,0,
53945CGZ7,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,4250000.0,Yes,No,False,0,
53945CHA1,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,4780000.0,Yes,No,False,0,
53945CHB9,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,4915000.0,Yes,No,False,0,
53945CHC7,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,5060000.0,Yes,No,False,0,
53945CHD5,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,5220000.0,Yes,No,False,0,
53945CHE3,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,5390000.0,Yes,No,False,0,
53945CHF0,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,5575000.0,Yes,No,False,0,
53945CHG8,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,5765000.0,Yes,No,False,0,
53945CHH6,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,5970000.0,Yes,No,False,0,
53945CHJ2,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2017-05-24,6185000.0,Yes,No,False,0,
53945CJC5,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2018-11-15,1195000.0,Yes,No,False,0,
53945CJD3,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2018-11-15,1260000.0,Yes,No,False,0,
53945CJE1,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2018-11-15,1320000.0,Yes,No,False,0,
53945CJF8,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2018-11-15,1385000.0,Yes,No,False,0,
53945CJG6,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2018-11-15,1455000.0,Yes,No,False,0,
53945CJH4,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2018-11-15,1530000.0,Yes,No,False,0,
53945CJJ0,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2018-11-15,1605000.0,Yes,No,False,0,
53945CJK7,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2018-11-15,1685000.0,Yes,No,False,0,
53945CJL5,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2018-11-15,5835000.0,Yes,No,False,0,
53945CJM3,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2018-11-15,6125000.0,Yes,No,False,0,
53945CJN1,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2018-11-15,6755000.0,Yes,No,False,0,
53945CJP6,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2018-11-15,6430000.0,Yes,No,False,0,
53945CJQ4,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2018-11-15,7090000.0,Yes,Yes,False,0,
53945CJR2,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2018-11-15,7445000.0,Yes,No,False,0,
53945CJS0,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2018-11-15,7815000.0,Yes,No,False,0,
53945CJT8,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2018-11-15,8210000.0,Yes,No,False,0,
53945CJU5,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2018-11-15,8620000.0,Yes,No,False,0,
53945CJV3,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2018-11-15,9050000.0,Yes,No,False,0,
53945CJW1,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2018-11-15,9500000.0,Yes,No,False,0,
53945CKV1,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2022-04-19,6280000.0,Yes,No,False,0,
53945CKW9,City of Los Angeles CA Wastewater System Revenue,Los Angeles,2022-04-19,6595000.0,Yes,No,False,0,
5444452F5,City of Los Angeles Department of Airports,Los Angeles,2025-03-04,9415000.0,Yes,Yes,False,0,
5444452G3,City of Los Angeles Department of Airports,Los Angeles,2025-08-03,21770000.0,Yes,Yes,False,0,
5444452H1,City of Los Angeles Department of Airports,Los Angeles,,28595000.0,Yes,Yes,False,0,
5444452J7,City of Los Angeles Department of Airports,Los Angeles,,30875000.0,Yes,Yes,False,0,
5444452K4,City of Los Angeles Department of Airports,Los Angeles,2025-03-04,32420000.0,Yes,Yes,False,0,
5444452L2,City of Los Angeles Department of Airports,Los Angeles,,22500000.0,Yes,Yes,False,0,
5444452M0,City of Los Angeles Department of Airports,Los Angeles,2025-01-27,4565000.0,Yes,Yes,False,0,
5444452N8,City of Los Angeles Department of Airports,Los Angeles,2025-03-04,35825000.0,Yes,Yes,False,0,
5444452P3,City of Los Angeles Department of Airports,Los Angeles,,37630000.0,Yes,Yes,False,0,
5444452Q1,City of Los Angeles Department of Airports,Los Angeles,2025-11-07,39505000.0,Yes,Yes,False,0,
5444452R9,City of Los Angeles Department of Airports,Los Angeles,2025-09-22,41475000.0,Yes,Yes,False,0,
5444452S7,City of Los Angeles Department of Airports,Los Angeles,2025-03-04,42500000.0,Yes,Yes,False,0,
5444452T5,City of Los Angeles Department of Airports,Los Angeles,2025-04-27,25000000.0,Yes,Yes,False,0,
5444452U2,City of Los Angeles Department of Airports,Los Angeles,,15200000.0,Yes,Yes,False,0,
5444452V0,City of Los Angeles Department of Airports,Los Angeles,2025-03-04,50880000.0,Yes,Yes,False,0,
5444452W8,City of Los Angeles Department of Airports,Los Angeles,,62525000.0,Yes,Yes,False,0,
5444452X6,City of Los Angeles Department of Airports,Los Angeles,2025-04-10,40710000.0,Yes,No,False,0,
5444452Y4,City of Los Angeles Department of Airports,Los Angeles,,42840000.0,Yes,Yes,False,0,
5444452Z1,City of Los Angeles Department of Airports,Los Angeles,2025-04-10,45090000.0,Yes,No,False,0,
5444453A5,City of Los Angeles Department of Airports,Los Angeles,2025-04-03,47450000.0,Yes,Yes,False,0,
5444455N5,City of Los Angeles Department of Airports,Los Angeles,2025-05-29,20335000.0,Yes,Yes,False,0,
5444455P0,City of Los Angeles Department of Airports,Los Angeles,2025-04-22,21350000.0,Yes,Yes,False,0,
5444455Q8,City of Los Angeles Department of Airports,Los Angeles,2025-10-22,22420000.0,Yes,Yes,False,0,
5444455R6,City of Los Angeles Department of Airports,Los Angeles,,23540000.0,Yes,Yes,False,0,
5444455S4,City of Los Angeles Department of Airports,Los Angeles,2025-09-22,24715000.0,Yes,Yes,False,0,
5444455T2,City of Los Angeles Department of Airports,Los Angeles,2025-04-22,25955000.0,Yes,Yes,False,0,
5444455U9,City of Los Angeles Department of Airports,Los Angeles,2025-04-22,27250000.0,Yes,Yes,False,0,
5444455V7,City of Los Angeles Department of Airports,Los Angeles,2025-04-22,28615000.0,Yes,Yes,False,0,
5444455W5,City of Los Angeles Department of Airports,Los Angeles,2025-04-22,30040000.0,Yes,Yes,False,0,
5444455X3,City of Los Angeles Department of Airports,Los Angeles,2025-04-03,31545000.0,Yes,Yes,False,0,
5444455Y1,City of Los Angeles Department of Airports,Los Angeles,2025-04-22,33120000.0,Yes,Yes,False,0,
5444455Z8,City of Los Angeles Department of Airports,Los Angeles,2025-04-22,34780000.0,Yes,Yes,False,0,
5444456A2,City of Los Angeles Department of Airports,Los Angeles,2025-04-22,36520000.0,Yes,Yes,False,0,
5444456B0,City of Los Angeles Department of Airports,Los Angeles,2025-04-22,38345000.0,Yes,Yes,False,0,
5444456C8,City of Los Angeles Department of Airports,Los Angeles,2025-09-25,40260000.0,Yes,Yes,False,0,
5444456D6,City of Los Angeles Department of Airports,Los Angeles,2025-04-22,42275000.0,Yes,Yes,False,0,
5444456E4,City of Los Angeles Department of Airports,Los Angeles,2025-04-22,44390000.0,Yes,Yes,False,0,
5444456F1,City of Los Angeles Department of Airports,Los Angeles,2025-04-21,46605000.0,Yes,Yes,False,0,
5444456G9,City of Los Angeles Department of Airports,Los Angeles,2025-04-22,48940000.0,Yes,Yes,False,0,
544445W39,City of Los Angeles Department of Airports,Los Angeles,2023-04-11,8155000.0,Yes,Yes,False,0,
544445W47,City of Los Angeles Department of Airports,Los Angeles,2023-04-11,8570000.0,Yes,Yes,False,0,
