year,fips7,city_name,state_dem_governor,state_dem_legislature,state_dem_trifecta,state_govt_trifecta,state_legis_control,state_rep_trifecta
2023,1235875,jupiter,0.0,0.0,0.0,Rep,Rep,1.0
2013,1236950,kissimmee,0.0,0.0,0.0,Rep,Rep,1.0
2014,1236950,kissimmee,0.0,0.0,0.0,Rep,Rep,1.0
2015,1236950,kissimmee,0.0,0.0,0.0,Rep,Rep,1.0
2016,1236950,kissimmee,0.0,0.0,0.0,Rep,Rep,1.0
2017,1236950,kissimmee,0.0,0.0,0.0,Rep,Rep,1.0
2018,1236950,kissimmee,0.0,0.0,0.0,Rep,Rep,1.0
2019,1236950,kissimmee,0.0,0.0,0.0,Rep,Rep,1.0
2020,1236950,kissimmee,0.0,0.0,0.0,Rep,Rep,1.0
2021,1236950,kissimmee,0.0,0.0,0.0,Rep,Rep,1.0
2022,1236950,kissimmee,0.0,0.0,0.0,Rep,Rep,1.0
2023,1236950,kissimmee,0.0,0.0,0.0,Rep,Rep,1.0
2013,1238250,lakeland,0.0,0.0,0.0,Rep,Rep,1.0
2014,1238250,lakeland,0.0,0.0,0.0,Rep,Rep,1.0
2015,1238250,lakeland,0.0,0.0,0.0,Rep,Rep,1.0
2016,1238250,lakeland,0.0,0.0,0.0,Rep,Rep,1.0
2017,1238250,lakeland,0.0,0.0,0.0,Rep,Rep,1.0
2018,1238250,lakeland,0.0,0.0,0.0,Rep,Rep,1.0
2019,1238250,lakeland,0.0,0.0,0.0,Rep,Rep,1.0
2020,1238250,lakeland,0.0,0.0,0.0,Rep,Rep,1.0
2021,1238250,lakeland,0.0,0.0,0.0,Rep,Rep,1.0
2022,1238250,lakeland,0.0,0.0,0.0,Rep,Rep,1.0
2023,1238250,lakeland,0.0,0.0,0.0,Rep,Rep,1.0
2017,1239425,largo,0.0,0.0,0.0,Rep,Rep,1.0
2019,1239425,largo,0.0,0.0,0.0,Rep,Rep,1.0
2020,1239425,largo,0.0,0.0,0.0,Rep,Rep,1.0
2021,1239425,largo,0.0,0.0,0.0,Rep,Rep,1.0
2022,1239425,largo,0.0,0.0,0.0,Rep,Rep,1.0
2023,1239425,largo,0.0,0.0,0.0,Rep,Rep,1.0
2013,1239550,lauderhill,0.0,0.0,0.0,Rep,Rep,1.0
2017,1239550,lauderhill,0.0,0.0,0.0,Rep,Rep,1.0
2019,1239550,lauderhill,0.0,0.0,0.0,Rep,Rep,1.0
2020,1239550,lauderhill,0.0,0.0,0.0,Rep,Rep,1.0
2021,1239550,lauderhill,0.0,0.0,0.0,Rep,Rep,1.0
2022,1239550,lauderhill,0.0,0.0,0.0,Rep,Rep,1.0
2023,1239550,lauderhill,0.0,0.0,0.0,Rep,Rep,1.0
2013,1243975,melbourne,0.0,0.0,0.0,Rep,Rep,1.0
2014,1243975,melbourne,0.0,0.0,0.0,Rep,Rep,1.0
2015,1243975,melbourne,0.0,0.0,0.0,Rep,Rep,1.0
2016,1243975,melbourne,0.0,0.0,0.0,Rep,Rep,1.0
2017,1243975,melbourne,0.0,0.0,0.0,Rep,Rep,1.0
2018,1243975,melbourne,0.0,0.0,0.0,Rep,Rep,1.0
2019,1243975,melbourne,0.0,0.0,0.0,Rep,Rep,1.0
2020,1243975,melbourne,0.0,0.0,0.0,Rep,Rep,1.0
2021,1243975,melbourne,0.0,0.0,0.0,Rep,Rep,1.0
2022,1243975,melbourne,0.0,0.0,0.0,Rep,Rep,1.0
2023,1243975,melbourne,0.0,0.0,0.0,Rep,Rep,1.0
2013,1245000,miami,0.0,0.0,0.0,Rep,Rep,1.0
2014,1245000,miami,0.0,0.0,0.0,Rep,Rep,1.0
2015,1245000,miami,0.0,0.0,0.0,Rep,Rep,1.0
2016,1245000,miami,0.0,0.0,0.0,Rep,Rep,1.0
2017,1245000,miami,0.0,0.0,0.0,Rep,Rep,1.0
2018,1245000,miami,0.0,0.0,0.0,Rep,Rep,1.0
2019,1245000,miami,0.0,0.0,0.0,Rep,Rep,1.0
2020,1245000,miami,0.0,0.0,0.0,Rep,Rep,1.0
2021,1245000,miami,0.0,0.0,0.0,Rep,Rep,1.0
2022,1245000,miami,0.0,0.0,0.0,Rep,Rep,1.0
2023,1245000,miami,0.0,0.0,0.0,Rep,Rep,1.0
2013,1245025,miami beach,0.0,0.0,0.0,Rep,Rep,1.0
2014,1245025,miami beach,0.0,0.0,0.0,Rep,Rep,1.0
2015,1245025,miami beach,0.0,0.0,0.0,Rep,Rep,1.0
2016,1245025,miami beach,0.0,0.0,0.0,Rep,Rep,1.0
2017,1245025,miami beach,0.0,0.0,0.0,Rep,Rep,1.0
2018,1245025,miami beach,0.0,0.0,0.0,Rep,Rep,1.0
2019,1245025,miami beach,0.0,0.0,0.0,Rep,Rep,1.0
2020,1245025,miami beach,0.0,0.0,0.0,Rep,Rep,1.0
2021,1245025,miami beach,0.0,0.0,0.0,Rep,Rep,1.0
2022,1245025,miami beach,0.0,0.0,0.0,Rep,Rep,1.0
2023,1245025,miami beach,0.0,0.0,0.0,Rep,Rep,1.0
2013,1245975,miramar,0.0,0.0,0.0,Rep,Rep,1.0
2014,1245975,miramar,0.0,0.0,0.0,Rep,Rep,1.0
2015,1245975,miramar,0.0,0.0,0.0,Rep,Rep,1.0
2016,1245975,miramar,0.0,0.0,0.0,Rep,Rep,1.0
2017,1245975,miramar,0.0,0.0,0.0,Rep,Rep,1.0
2018,1245975,miramar,0.0,0.0,0.0,Rep,Rep,1.0
2019,1245975,miramar,0.0,0.0,0.0,Rep,Rep,1.0
2020,1245975,miramar,0.0,0.0,0.0,Rep,Rep,1.0
2021,1245975,miramar,0.0,0.0,0.0,Rep,Rep,1.0
2022,1245975,miramar,0.0,0.0,0.0,Rep,Rep,1.0
2023,1245975,miramar,0.0,0.0,0.0,Rep,Rep,1.0
2013,1249450,north miami,0.0,0.0,0.0,Rep,Rep,1.0
2017,1249450,north miami,0.0,0.0,0.0,Rep,Rep,1.0
2019,1249450,north miami,0.0,0.0,0.0,Rep,Rep,1.0
2020,1249450,north miami,0.0,0.0,0.0,Rep,Rep,1.0
2021,1249450,north miami,0.0,0.0,0.0,Rep,Rep,1.0
2022,1249450,north miami,0.0,0.0,0.0,Rep,Rep,1.0
2023,1249450,north miami,0.0,0.0,0.0,Rep,Rep,1.0
2013,1250750,ocala,0.0,0.0,0.0,Rep,Rep,1.0
2014,1250750,ocala,0.0,0.0,0.0,Rep,Rep,1.0
2015,1250750,ocala,0.0,0.0,0.0,Rep,Rep,1.0
2016,1250750,ocala,0.0,0.0,0.0,Rep,Rep,1.0
2017,1250750,ocala,0.0,0.0,0.0,Rep,Rep,1.0
2018,1250750,ocala,0.0,0.0,0.0,Rep,Rep,1.0
2019,1250750,ocala,0.0,0.0,0.0,Rep,Rep,1.0
2020,1250750,ocala,0.0,0.0,0.0,Rep,Rep,1.0
2021,1250750,ocala,0.0,0.0,0.0,Rep,Rep,1.0
2022,1250750,ocala,0.0,0.0,0.0,Rep,Rep,1.0
2023,1250750,ocala,0.0,0.0,0.0,Rep,Rep,1.0
2013,1253000,orlando,0.0,0.0,0.0,Rep,Rep,1.0
2014,1253000,orlando,0.0,0.0,0.0,Rep,Rep,1.0
2015,1253000,orlando,0.0,0.0,0.0,Rep,Rep,1.0
2016,1253000,orlando,0.0,0.0,0.0,Rep,Rep,1.0
2017,1253000,orlando,0.0,0.0,0.0,Rep,Rep,1.0
2018,1253000,orlando,0.0,0.0,0.0,Rep,Rep,1.0
2019,1253000,orlando,0.0,0.0,0.0,Rep,Rep,1.0
2020,1253000,orlando,0.0,0.0,0.0,Rep,Rep,1.0
2021,1253000,orlando,0.0,0.0,0.0,Rep,Rep,1.0
2022,1253000,orlando,0.0,0.0,0.0,Rep,Rep,1.0
2023,1253000,orlando,0.0,0.0,0.0,Rep,Rep,1.0
2013,1254000,palm bay,0.0,0.0,0.0,Rep,Rep,1.0
2017,1254000,palm bay,0.0,0.0,0.0,Rep,Rep,1.0
2019,1254000,palm bay,0.0,0.0,0.0,Rep,Rep,1.0
2020,1254000,palm bay,0.0,0.0,0.0,Rep,Rep,1.0
2021,1254000,palm bay,0.0,0.0,0.0,Rep,Rep,1.0
2022,1254000,palm bay,0.0,0.0,0.0,Rep,Rep,1.0
2023,1254000,palm bay,0.0,0.0,0.0,Rep,Rep,1.0
2013,1255775,pembroke pines,0.0,0.0,0.0,Rep,Rep,1.0
2014,1255775,pembroke pines,0.0,0.0,0.0,Rep,Rep,1.0
2015,1255775,pembroke pines,0.0,0.0,0.0,Rep,Rep,1.0
2016,1255775,pembroke pines,0.0,0.0,0.0,Rep,Rep,1.0
2017,1255775,pembroke pines,0.0,0.0,0.0,Rep,Rep,1.0
2018,1255775,pembroke pines,0.0,0.0,0.0,Rep,Rep,1.0
2019,1255775,pembroke pines,0.0,0.0,0.0,Rep,Rep,1.0
2020,1255775,pembroke pines,0.0,0.0,0.0,Rep,Rep,1.0
2021,1255775,pembroke pines,0.0,0.0,0.0,Rep,Rep,1.0
2022,1255775,pembroke pines,0.0,0.0,0.0,Rep,Rep,1.0
2023,1255775,pembroke pines,0.0,0.0,0.0,Rep,Rep,1.0
2013,1255925,pensacola,0.0,0.0,0.0,Rep,Rep,1.0
2014,1255925,pensacola,0.0,0.0,0.0,Rep,Rep,1.0
2015,1255925,pensacola,0.0,0.0,0.0,Rep,Rep,1.0
2016,1255925,pensacola,0.0,0.0,0.0,Rep,Rep,1.0
2017,1255925,pensacola,0.0,0.0,0.0,Rep,Rep,1.0
2018,1255925,pensacola,0.0,0.0,0.0,Rep,Rep,1.0
2019,1255925,pensacola,0.0,0.0,0.0,Rep,Rep,1.0
2020,1255925,pensacola,0.0,0.0,0.0,Rep,Rep,1.0
2021,1255925,pensacola,0.0,0.0,0.0,Rep,Rep,1.0
2022,1255925,pensacola,0.0,0.0,0.0,Rep,Rep,1.0
2023,1255925,pensacola,0.0,0.0,0.0,Rep,Rep,1.0
2017,1256975,pinellas park,0.0,0.0,0.0,Rep,Rep,1.0
2019,1256975,pinellas park,0.0,0.0,0.0,Rep,Rep,1.0
2020,1256975,pinellas park,0.0,0.0,0.0,Rep,Rep,1.0
2021,1256975,pinellas park,0.0,0.0,0.0,Rep,Rep,1.0
2022,1256975,pinellas park,0.0,0.0,0.0,Rep,Rep,1.0
2023,1256975,pinellas park,0.0,0.0,0.0,Rep,Rep,1.0
2013,1257425,plantation,0.0,0.0,0.0,Rep,Rep,1.0
2014,1257425,plantation,0.0,0.0,0.0,Rep,Rep,1.0
2015,1257425,plantation,0.0,0.0,0.0,Rep,Rep,1.0
2016,1257425,plantation,0.0,0.0,0.0,Rep,Rep,1.0
2017,1257425,plantation,0.0,0.0,0.0,Rep,Rep,1.0
2018,1257425,plantation,0.0,0.0,0.0,Rep,Rep,1.0
2019,1257425,plantation,0.0,0.0,0.0,Rep,Rep,1.0
2020,1257425,plantation,0.0,0.0,0.0,Rep,Rep,1.0
2021,1257425,plantation,0.0,0.0,0.0,Rep,Rep,1.0
2022,1257425,plantation,0.0,0.0,0.0,Rep,Rep,1.0
2023,1257425,plantation,0.0,0.0,0.0,Rep,Rep,1.0
2013,1258050,pompano beach,0.0,0.0,0.0,Rep,Rep,1.0
2014,1258050,pompano beach,0.0,0.0,0.0,Rep,Rep,1.0
2015,1258050,pompano beach,0.0,0.0,0.0,Rep,Rep,1.0
2016,1258050,pompano beach,0.0,0.0,0.0,Rep,Rep,1.0
2017,1258050,pompano beach,0.0,0.0,0.0,Rep,Rep,1.0
2018,1258050,pompano beach,0.0,0.0,0.0,Rep,Rep,1.0
2019,1258050,pompano beach,0.0,0.0,0.0,Rep,Rep,1.0
2020,1258050,pompano beach,0.0,0.0,0.0,Rep,Rep,1.0
2021,1258050,pompano beach,0.0,0.0,0.0,Rep,Rep,1.0
2022,1258050,pompano beach,0.0,0.0,0.0,Rep,Rep,1.0
2023,1258050,pompano beach,0.0,0.0,0.0,Rep,Rep,1.0
2013,1258715,port st. lucie,0.0,0.0,0.0,Rep,Rep,1.0
2014,1258715,port st. lucie,0.0,0.0,0.0,Rep,Rep,1.0
2015,1258715,port st. lucie,0.0,0.0,0.0,Rep,Rep,1.0
2016,1258715,port st. lucie,0.0,0.0,0.0,Rep,Rep,1.0
2017,1258715,port st. lucie,0.0,0.0,0.0,Rep,Rep,1.0
2018,1258715,port st. lucie,0.0,0.0,0.0,Rep,Rep,1.0
2019,1258715,port st. lucie,0.0,0.0,0.0,Rep,Rep,1.0
2020,1258715,port st. lucie,0.0,0.0,0.0,Rep,Rep,1.0
2021,1258715,port st. lucie,0.0,0.0,0.0,Rep,Rep,1.0
2022,1258715,port st. lucie,0.0,0.0,0.0,Rep,Rep,1.0
2023,1258715,port st. lucie,0.0,0.0,0.0,Rep,Rep,1.0
2013,1263000,st. petersburg,0.0,0.0,0.0,Rep,Rep,1.0
2014,1263000,st. petersburg,0.0,0.0,0.0,Rep,Rep,1.0
2015,1263000,st. petersburg,0.0,0.0,0.0,Rep,Rep,1.0
2016,1263000,st. petersburg,0.0,0.0,0.0,Rep,Rep,1.0
2017,1263000,st. petersburg,0.0,0.0,0.0,Rep,Rep,1.0
2018,1263000,st. petersburg,0.0,0.0,0.0,Rep,Rep,1.0
2019,1263000,st. petersburg,0.0,0.0,0.0,Rep,Rep,1.0
2020,1263000,st. petersburg,0.0,0.0,0.0,Rep,Rep,1.0
2021,1263000,st. petersburg,0.0,0.0,0.0,Rep,Rep,1.0
2022,1263000,st. petersburg,0.0,0.0,0.0,Rep,Rep,1.0
2023,1263000,st. petersburg,0.0,0.0,0.0,Rep,Rep,1.0
2013,1269700,sunrise,0.0,0.0,0.0,Rep,Rep,1.0
2014,1269700,sunrise,0.0,0.0,0.0,Rep,Rep,1.0
2015,1269700,sunrise,0.0,0.0,0.0,Rep,Rep,1.0
2016,1269700,sunrise,0.0,0.0,0.0,Rep,Rep,1.0
2017,1269700,sunrise,0.0,0.0,0.0,Rep,Rep,1.0
2018,1269700,sunrise,0.0,0.0,0.0,Rep,Rep,1.0
2019,1269700,sunrise,0.0,0.0,0.0,Rep,Rep,1.0
2020,1269700,sunrise,0.0,0.0,0.0,Rep,Rep,1.0
2021,1269700,sunrise,0.0,0.0,0.0,Rep,Rep,1.0
2022,1269700,sunrise,0.0,0.0,0.0,Rep,Rep,1.0
2023,1269700,sunrise,0.0,0.0,0.0,Rep,Rep,1.0
2013,1270600,tallahassee,0.0,0.0,0.0,Rep,Rep,1.0
2014,1270600,tallahassee,0.0,0.0,0.0,Rep,Rep,1.0
2015,1270600,tallahassee,0.0,0.0,0.0,Rep,Rep,1.0
2016,1270600,tallahassee,0.0,0.0,0.0,Rep,Rep,1.0
2017,1270600,tallahassee,0.0,0.0,0.0,Rep,Rep,1.0
2018,1270600,tallahassee,0.0,0.0,0.0,Rep,Rep,1.0
2019,1270600,tallahassee,0.0,0.0,0.0,Rep,Rep,1.0
2020,1270600,tallahassee,0.0,0.0,0.0,Rep,Rep,1.0
2021,1270600,tallahassee,0.0,0.0,0.0,Rep,Rep,1.0
2022,1270600,tallahassee,0.0,0.0,0.0,Rep,Rep,1.0
2023,1270600,tallahassee,0.0,0.0,0.0,Rep,Rep,1.0
2017,1270675,tamarac,0.0,0.0,0.0,Rep,Rep,1.0
2019,1270675,tamarac,0.0,0.0,0.0,Rep,Rep,1.0
2020,1270675,tamarac,0.0,0.0,0.0,Rep,Rep,1.0
2021,1270675,tamarac,0.0,0.0,0.0,Rep,Rep,1.0
2022,1270675,tamarac,0.0,0.0,0.0,Rep,Rep,1.0
2023,1270675,tamarac,0.0,0.0,0.0,Rep,Rep,1.0
2013,1271000,tampa,0.0,0.0,0.0,Rep,Rep,1.0
2014,1271000,tampa,0.0,0.0,0.0,Rep,Rep,1.0
2015,1271000,tampa,0.0,0.0,0.0,Rep,Rep,1.0
2016,1271000,tampa,0.0,0.0,0.0,Rep,Rep,1.0
2017,1271000,tampa,0.0,0.0,0.0,Rep,Rep,1.0
2018,1271000,tampa,0.0,0.0,0.0,Rep,Rep,1.0
2019,1271000,tampa,0.0,0.0,0.0,Rep,Rep,1.0
2020,1271000,tampa,0.0,0.0,0.0,Rep,Rep,1.0
2021,1271000,tampa,0.0,0.0,0.0,Rep,Rep,1.0
2022,1271000,tampa,0.0,0.0,0.0,Rep,Rep,1.0
2023,1271000,tampa,0.0,0.0,0.0,Rep,Rep,1.0
2013,1276600,west palm beach,0.0,0.0,0.0,Rep,Rep,1.0
2014,1276600,west palm beach,0.0,0.0,0.0,Rep,Rep,1.0
2015,1276600,west palm beach,0.0,0.0,0.0,Rep,Rep,1.0
2016,1276600,west palm beach,0.0,0.0,0.0,Rep,Rep,1.0
2017,1276600,west palm beach,0.0,0.0,0.0,Rep,Rep,1.0
2018,1276600,west palm beach,0.0,0.0,0.0,Rep,Rep,1.0
2019,1276600,west palm beach,0.0,0.0,0.0,Rep,Rep,1.0
2020,1276600,west palm beach,0.0,0.0,0.0,Rep,Rep,1.0
2021,1276600,west palm beach,0.0,0.0,0.0,Rep,Rep,1.0
2022,1276600,west palm beach,0.0,0.0,0.0,Rep,Rep,1.0
2023,1276600,west palm beach,0.0,0.0,0.0,Rep,Rep,1.0
2013,1301052,albany,0.0,0.0,0.0,Rep,Rep,1.0
2014,1301052,albany,0.0,0.0,0.0,Rep,Rep,1.0
2015,1301052,albany,0.0,0.0,0.0,Rep,Rep,1.0
2016,1301052,albany,0.0,0.0,0.0,Rep,Rep,1.0
2017,1301052,albany,0.0,0.0,0.0,Rep,Rep,1.0
2018,1301052,albany,0.0,0.0,0.0,Rep,Rep,1.0
2019,1301052,albany,0.0,0.0,0.0,Rep,Rep,1.0
2020,1301052,albany,0.0,0.0,0.0,Rep,Rep,1.0
2021,1301052,albany,0.0,0.0,0.0,Rep,Rep,1.0
2022,1301052,albany,0.0,0.0,0.0,Rep,Rep,1.0
2023,1301052,albany,0.0,0.0,0.0,Rep,Rep,1.0
2013,1301696,alpharetta,0.0,0.0,0.0,Rep,Rep,1.0
2014,1301696,alpharetta,0.0,0.0,0.0,Rep,Rep,1.0
2015,1301696,alpharetta,0.0,0.0,0.0,Rep,Rep,1.0
2016,1301696,alpharetta,0.0,0.0,0.0,Rep,Rep,1.0
2017,1301696,alpharetta,0.0,0.0,0.0,Rep,Rep,1.0
2018,1301696,alpharetta,0.0,0.0,0.0,Rep,Rep,1.0
2019,1301696,alpharetta,0.0,0.0,0.0,Rep,Rep,1.0
2020,1301696,alpharetta,0.0,0.0,0.0,Rep,Rep,1.0
2021,1301696,alpharetta,0.0,0.0,0.0,Rep,Rep,1.0
2022,1301696,alpharetta,0.0,0.0,0.0,Rep,Rep,1.0
2023,1301696,alpharetta,0.0,0.0,0.0,Rep,Rep,1.0
2013,1303440,athens-clarke county,0.0,0.0,0.0,Rep,Rep,1.0
2014,1303440,athens-clarke county,0.0,0.0,0.0,Rep,Rep,1.0
2015,1303440,athens-clarke county,0.0,0.0,0.0,Rep,Rep,1.0
2016,1303440,athens-clarke county,0.0,0.0,0.0,Rep,Rep,1.0
2017,1303440,athens-clarke county,0.0,0.0,0.0,Rep,Rep,1.0
2018,1303440,athens-clarke county,0.0,0.0,0.0,Rep,Rep,1.0
2019,1303440,athens-clarke county,0.0,0.0,0.0,Rep,Rep,1.0
2020,1303440,athens-clarke county,0.0,0.0,0.0,Rep,Rep,1.0
2021,1303440,athens-clarke county,0.0,0.0,0.0,Rep,Rep,1.0
2022,1303440,athens-clarke county,0.0,0.0,0.0,Rep,Rep,1.0
2023,1303440,athens-clarke county,0.0,0.0,0.0,Rep,Rep,1.0
2013,1304000,atlanta,0.0,0.0,0.0,Rep,Rep,1.0
2014,1304000,atlanta,0.0,0.0,0.0,Rep,Rep,1.0
2015,1304000,atlanta,0.0,0.0,0.0,Rep,Rep,1.0
2016,1304000,atlanta,0.0,0.0,0.0,Rep,Rep,1.0
2017,1304000,atlanta,0.0,0.0,0.0,Rep,Rep,1.0
2018,1304000,atlanta,0.0,0.0,0.0,Rep,Rep,1.0
2019,1304000,atlanta,0.0,0.0,0.0,Rep,Rep,1.0
2020,1304000,atlanta,0.0,0.0,0.0,Rep,Rep,1.0
2021,1304000,atlanta,0.0,0.0,0.0,Rep,Rep,1.0
2022,1304000,atlanta,0.0,0.0,0.0,Rep,Rep,1.0
2023,1304000,atlanta,0.0,0.0,0.0,Rep,Rep,1.0
2013,1304204,augusta-richmond county,0.0,0.0,0.0,Rep,Rep,1.0
2014,1304204,augusta-richmond county,0.0,0.0,0.0,Rep,Rep,1.0
2015,1304204,augusta-richmond county,0.0,0.0,0.0,Rep,Rep,1.0
2016,1304204,augusta-richmond county,0.0,0.0,0.0,Rep,Rep,1.0
2017,1304204,augusta-richmond county,0.0,0.0,0.0,Rep,Rep,1.0
2018,1304204,augusta-richmond county,0.0,0.0,0.0,Rep,Rep,1.0
2019,1304204,augusta-richmond county,0.0,0.0,0.0,Rep,Rep,1.0
2020,1304204,augusta-richmond county,0.0,0.0,0.0,Rep,Rep,1.0
2021,1304204,augusta-richmond county,0.0,0.0,0.0,Rep,Rep,1.0
2022,1304204,augusta-richmond county,0.0,0.0,0.0,Rep,Rep,1.0
2023,1304204,augusta-richmond county,0.0,0.0,0.0,Rep,Rep,1.0
2013,1319000,columbus,0.0,0.0,0.0,Rep,Rep,1.0
2014,1319000,columbus,0.0,0.0,0.0,Rep,Rep,1.0
2015,1319000,columbus,0.0,0.0,0.0,Rep,Rep,1.0
2016,1319000,columbus,0.0,0.0,0.0,Rep,Rep,1.0
2017,1319000,columbus,0.0,0.0,0.0,Rep,Rep,1.0
2018,1319000,columbus,0.0,0.0,0.0,Rep,Rep,1.0
2019,1319000,columbus,0.0,0.0,0.0,Rep,Rep,1.0
2020,1319000,columbus,0.0,0.0,0.0,Rep,Rep,1.0
2021,1319000,columbus,0.0,0.0,0.0,Rep,Rep,1.0
2022,1319000,columbus,0.0,0.0,0.0,Rep,Rep,1.0
2023,1319000,columbus,0.0,0.0,0.0,Rep,Rep,1.0
2013,1349756,marietta,0.0,0.0,0.0,Rep,Rep,1.0
2014,1349756,marietta,0.0,0.0,0.0,Rep,Rep,1.0
2015,1349756,marietta,0.0,0.0,0.0,Rep,Rep,1.0
2016,1349756,marietta,0.0,0.0,0.0,Rep,Rep,1.0
2017,1349756,marietta,0.0,0.0,0.0,Rep,Rep,1.0
2018,1349756,marietta,0.0,0.0,0.0,Rep,Rep,1.0
2019,1349756,marietta,0.0,0.0,0.0,Rep,Rep,1.0
2020,1349756,marietta,0.0,0.0,0.0,Rep,Rep,1.0
2021,1349756,marietta,0.0,0.0,0.0,Rep,Rep,1.0
2022,1349756,marietta,0.0,0.0,0.0,Rep,Rep,1.0
2023,1349756,marietta,0.0,0.0,0.0,Rep,Rep,1.0
2013,1367284,roswell,0.0,0.0,0.0,Rep,Rep,1.0
2014,1367284,roswell,0.0,0.0,0.0,Rep,Rep,1.0
2015,1367284,roswell,0.0,0.0,0.0,Rep,Rep,1.0
2016,1367284,roswell,0.0,0.0,0.0,Rep,Rep,1.0
2017,1367284,roswell,0.0,0.0,0.0,Rep,Rep,1.0
2018,1367284,roswell,0.0,0.0,0.0,Rep,Rep,1.0
2019,1367284,roswell,0.0,0.0,0.0,Rep,Rep,1.0
2020,1367284,roswell,0.0,0.0,0.0,Rep,Rep,1.0
2021,1367284,roswell,0.0,0.0,0.0,Rep,Rep,1.0
2022,1367284,roswell,0.0,0.0,0.0,Rep,Rep,1.0
2023,1367284,roswell,0.0,0.0,0.0,Rep,Rep,1.0
2013,1369000,savannah,0.0,0.0,0.0,Rep,Rep,1.0
2014,1369000,savannah,0.0,0.0,0.0,Rep,Rep,1.0
2015,1369000,savannah,0.0,0.0,0.0,Rep,Rep,1.0
2016,1369000,savannah,0.0,0.0,0.0,Rep,Rep,1.0
2017,1369000,savannah,0.0,0.0,0.0,Rep,Rep,1.0
2018,1369000,savannah,0.0,0.0,0.0,Rep,Rep,1.0
2019,1369000,savannah,0.0,0.0,0.0,Rep,Rep,1.0
2020,1369000,savannah,0.0,0.0,0.0,Rep,Rep,1.0
2021,1369000,savannah,0.0,0.0,0.0,Rep,Rep,1.0
2022,1369000,savannah,0.0,0.0,0.0,Rep,Rep,1.0
2023,1369000,savannah,0.0,0.0,0.0,Rep,Rep,1.0
2016,1371492,smyrna,0.0,0.0,0.0,Rep,Rep,1.0
2017,1371492,smyrna,0.0,0.0,0.0,Rep,Rep,1.0
2018,1371492,smyrna,0.0,0.0,0.0,Rep,Rep,1.0
2019,1371492,smyrna,0.0,0.0,0.0,Rep,Rep,1.0
2020,1371492,smyrna,0.0,0.0,0.0,Rep,Rep,1.0
2021,1371492,smyrna,0.0,0.0,0.0,Rep,Rep,1.0
2022,1371492,smyrna,0.0,0.0,0.0,Rep,Rep,1.0
2023,1371492,smyrna,0.0,0.0,0.0,Rep,Rep,1.0
2013,1517000,honolulu,1.0,1.0,1.0,Dem,Dem,0.0
2014,1517000,honolulu,1.0,1.0,1.0,Dem,Dem,0.0
2015,1517000,honolulu,1.0,1.0,1.0,Dem,Dem,0.0
2016,1517000,honolulu,1.0,1.0,1.0,Dem,Dem,0.0
2017,1517000,honolulu,1.0,1.0,1.0,Dem,Dem,0.0
2018,1517000,honolulu,1.0,1.0,1.0,Dem,Dem,0.0
2019,1517000,honolulu,1.0,1.0,1.0,Dem,Dem,0.0
2020,1517000,honolulu,1.0,1.0,1.0,Dem,Dem,0.0
2021,1517000,honolulu,1.0,1.0,1.0,Dem,Dem,0.0
2022,1517000,honolulu,1.0,1.0,1.0,Dem,Dem,0.0
2023,1517000,honolulu,1.0,1.0,1.0,Dem,Dem,0.0
2013,1608830,boise city,0.0,0.0,0.0,Rep,Rep,1.0
2014,1608830,boise city,0.0,0.0,0.0,Rep,Rep,1.0
2015,1608830,boise city,0.0,0.0,0.0,Rep,Rep,1.0
2016,1608830,boise city,0.0,0.0,0.0,Rep,Rep,1.0
2017,1608830,boise city,0.0,0.0,0.0,Rep,Rep,1.0
2018,1608830,boise city,0.0,0.0,0.0,Rep,Rep,1.0
2019,1608830,boise city,0.0,0.0,0.0,Rep,Rep,1.0
2020,1608830,boise city,0.0,0.0,0.0,Rep,Rep,1.0
2021,1608830,boise city,0.0,0.0,0.0,Rep,Rep,1.0
2022,1608830,boise city,0.0,0.0,0.0,Rep,Rep,1.0
2023,1608830,boise city,0.0,0.0,0.0,Rep,Rep,1.0
2013,1639700,idaho falls,0.0,0.0,0.0,Rep,Rep,1.0
2014,1639700,idaho falls,0.0,0.0,0.0,Rep,Rep,1.0
2015,1639700,idaho falls,0.0,0.0,0.0,Rep,Rep,1.0
2016,1639700,idaho falls,0.0,0.0,0.0,Rep,Rep,1.0
2017,1639700,idaho falls,0.0,0.0,0.0,Rep,Rep,1.0
2018,1639700,idaho falls,0.0,0.0,0.0,Rep,Rep,1.0
2019,1639700,idaho falls,0.0,0.0,0.0,Rep,Rep,1.0
2020,1639700,idaho falls,0.0,0.0,0.0,Rep,Rep,1.0
2021,1639700,idaho falls,0.0,0.0,0.0,Rep,Rep,1.0
2022,1639700,idaho falls,0.0,0.0,0.0,Rep,Rep,1.0
2023,1639700,idaho falls,0.0,0.0,0.0,Rep,Rep,1.0
2013,1652120,meridian,0.0,0.0,0.0,Rep,Rep,1.0
2014,1652120,meridian,0.0,0.0,0.0,Rep,Rep,1.0
2015,1652120,meridian,0.0,0.0,0.0,Rep,Rep,1.0
2016,1652120,meridian,0.0,0.0,0.0,Rep,Rep,1.0
2017,1652120,meridian,0.0,0.0,0.0,Rep,Rep,1.0
2018,1652120,meridian,0.0,0.0,0.0,Rep,Rep,1.0
2019,1652120,meridian,0.0,0.0,0.0,Rep,Rep,1.0
