jurisdiction,state_abbr,state_name,jurisdiction_type,year,iecc_comm_vintage,iecc_comm_code_type,lag_model_code_yrs,no_statewide_code,home_rule,preemption_of_stricter_local,stretch_code_available,weakening_amendments,state_bps_adopted,state_bps_effective,state_bps_year_enacted,state_bps_first_compliance_year,state_bps_law_name,state_bps_law_id,state_bps_penalty_per_sqft,state_bps_penalty_per_tco2e,bps_adopted,bps_effective,bps_year_enacted,bps_first_compliance_year,years_since_bps,bps_metric,bps_covered_threshold_comm_sqft,bps_covered_threshold_public_sqft,bps_covered_threshold_mf_sqft,bps_covers_municipal,bps_ratchet,bps_penalty_per_sqft,bps_penalty_per_tco2e,bps_law_name,bps_law_id,bps_coalition_member,bps_coalition_launch_day,bps_coalition_joined_year,benchmarking_adopted,benchmarking_effective,benchmarking_year_enacted,benchmarking_first_reporting_year,years_since_benchmarking,benchmarking_threshold_sqft,audit_tuneup_req,any_policy_active,any_policy_effective
Los Angeles,CA,California,city,2022,2019,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,0,0,,,,,,0,0
Los Angeles,CA,California,city,2023,2022,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,0,0,,,,,,0,0
Los Angeles,CA,California,city,2024,2022,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,0,0,,,,,,0,0
Los Angeles,CA,California,city,2025,2022,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,0,0,,,,,,0,0
Maryland,MD,Maryland,state,2010,2009,IECC,0,0,0,0,1,0,0,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,2022,2030,,Net direct GHG (kgCO2e/sqft); Site EUI from 2027,35000,35000,35000,1,1,,230,Climate Solutions Now Act,SB 528,0,0,2022,0,0,,,,,,0,0
Maryland,MD,Maryland,state,2011,2009,IECC,1,0,0,0,1,0,0,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,2022,2030,,Net direct GHG (kgCO2e/sqft); Site EUI from 2027,35000,35000,35000,1,1,,230,Climate Solutions Now Act,SB 528,0,0,2022,0,0,,,,,,0,0
Maryland,MD,Maryland,state,2012,2012,IECC,0,0,0,0,1,0,0,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,2022,2030,,Net direct GHG (kgCO2e/sqft); Site EUI from 2027,35000,35000,35000,1,1,,230,Climate Solutions Now Act,SB 528,0,0,2022,0,0,,,,,,0,0
Maryland,MD,Maryland,state,2013,2012,IECC,0,0,0,0,1,0,0,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,2022,2030,,Net direct GHG (kgCO2e/sqft); Site EUI from 2027,35000,35000,35000,1,1,,230,Climate Solutions Now Act,SB 528,0,0,2022,0,0,,,,,,0,0
Maryland,MD,Maryland,state,2014,2012,IECC,1,0,0,0,1,0,0,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,2022,2030,,Net direct GHG (kgCO2e/sqft); Site EUI from 2027,35000,35000,35000,1,1,,230,Climate Solutions Now Act,SB 528,0,0,2022,0,0,,,,,,0,0
Maryland,MD,Maryland,state,2015,2015,IECC,0,0,0,0,1,0,0,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,2022,2030,,Net direct GHG (kgCO2e/sqft); Site EUI from 2027,35000,35000,35000,1,1,,230,Climate Solutions Now Act,SB 528,0,0,2022,0,0,,,,,,0,0
Maryland,MD,Maryland,state,2016,2015,IECC,0,0,0,0,1,0,0,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,2022,2030,,Net direct GHG (kgCO2e/sqft); Site EUI from 2027,35000,35000,35000,1,1,,230,Climate Solutions Now Act,SB 528,0,0,2022,0,0,,,,,,0,0
Maryland,MD,Maryland,state,2017,2015,IECC,1,0,0,0,1,0,0,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,2022,2030,,Net direct GHG (kgCO2e/sqft); Site EUI from 2027,35000,35000,35000,1,1,,230,Climate Solutions Now Act,SB 528,0,0,2022,0,0,,,,,,0,0
Maryland,MD,Maryland,state,2018,2015,IECC,1,0,0,0,1,0,0,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,2022,2030,,Net direct GHG (kgCO2e/sqft); Site EUI from 2027,35000,35000,35000,1,1,,230,Climate Solutions Now Act,SB 528,0,0,2022,0,0,,,,,,0,0
Maryland,MD,Maryland,state,2019,2015,IECC,1,0,0,0,1,0,0,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,2022,2030,,Net direct GHG (kgCO2e/sqft); Site EUI from 2027,35000,35000,35000,1,1,,230,Climate Solutions Now Act,SB 528,0,0,2022,0,0,,,,,,0,0
Maryland,MD,Maryland,state,2020,2015,IECC,4,0,0,0,1,0,0,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,2022,2030,,Net direct GHG (kgCO2e/sqft); Site EUI from 2027,35000,35000,35000,1,1,,230,Climate Solutions Now Act,SB 528,0,0,2022,0,0,,,,,,0,0
Maryland,MD,Maryland,state,2021,2015,IECC,4,0,0,0,1,0,0,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,2022,2030,,Net direct GHG (kgCO2e/sqft); Site EUI from 2027,35000,35000,35000,1,1,,230,Climate Solutions Now Act,SB 528,0,0,2022,0,0,,,,,,0,0
Maryland,MD,Maryland,state,2022,2015,IECC,4,0,0,0,1,0,1,0,2022,2030,Climate Solutions Now Act,SB 528,,230,1,0,2022,2030,0,Net direct GHG (kgCO2e/sqft); Site EUI from 2027,35000,35000,35000,1,1,,230,Climate Solutions Now Act,SB 528,1,0,2022,0,0,,,,,,1,0
Maryland,MD,Maryland,state,2023,2019,ASHRAE,3,0,0,0,1,0,1,0,2022,2030,Climate Solutions Now Act,SB 528,,230,1,0,2022,2030,1,Net direct GHG (kgCO2e/sqft); Site EUI from 2027,35000,35000,35000,1,1,,230,Climate Solutions Now Act,SB 528,1,0,2022,0,0,,,,,,1,0
Maryland,MD,Maryland,state,2024,2019,ASHRAE,3,0,0,0,1,0,1,0,2022,2030,Climate Solutions Now Act,SB 528,,230,1,0,2022,2030,2,Net direct GHG (kgCO2e/sqft); Site EUI from 2027,35000,35000,35000,1,1,,230,Climate Solutions Now Act,SB 528,1,0,2022,0,0,,,,,,1,0
Maryland,MD,Maryland,state,2025,2019,ASHRAE,3,0,0,0,1,0,1,0,2022,2030,Climate Solutions Now Act,SB 528,,230,1,0,2022,2030,3,Net direct GHG (kgCO2e/sqft); Site EUI from 2027,35000,35000,35000,1,1,,230,Climate Solutions Now Act,SB 528,1,0,2022,0,0,,,,,,1,0
Milwaukee,WI,Wisconsin,city,2010,2006,IECC,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Milwaukee,WI,Wisconsin,city,2011,2009,IECC,1,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Milwaukee,WI,Wisconsin,city,2012,2009,IECC,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Milwaukee,WI,Wisconsin,city,2013,2009,IECC,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Milwaukee,WI,Wisconsin,city,2014,2009,IECC,4,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Milwaukee,WI,Wisconsin,city,2015,2009,IECC,6,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Milwaukee,WI,Wisconsin,city,2016,2009,IECC,6,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Milwaukee,WI,Wisconsin,city,2017,2009,IECC,7,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Milwaukee,WI,Wisconsin,city,2018,2009,IECC,7,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Milwaukee,WI,Wisconsin,city,2019,2009,IECC,7,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Milwaukee,WI,Wisconsin,city,2020,2009,IECC,10,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Milwaukee,WI,Wisconsin,city,2021,2009,IECC,10,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Milwaukee,WI,Wisconsin,city,2022,2009,IECC,10,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,0,0,,,,,,0,0
Milwaukee,WI,Wisconsin,city,2023,2009,IECC,13,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,0,0,,,,,,0,0
Milwaukee,WI,Wisconsin,city,2024,2009,IECC,13,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,0,0,,,,,,0,0
Milwaukee,WI,Wisconsin,city,2025,2019,ASHRAE,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,0,0,,,,,,0,0
Minneapolis,MN,Minnesota,city,2010,2004,ASHRAE,5,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,2013,2014,,50000,0,0,0
Minneapolis,MN,Minnesota,city,2011,2004,ASHRAE,6,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,2013,2014,,50000,0,0,0
Minneapolis,MN,Minnesota,city,2012,2004,ASHRAE,8,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,2013,2014,,50000,0,0,0
Minneapolis,MN,Minnesota,city,2013,2004,ASHRAE,8,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,1,0,2013,2014,0,50000,0,1,0
Minneapolis,MN,Minnesota,city,2014,2004,ASHRAE,9,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,1,1,2013,2014,1,50000,0,1,1
Minneapolis,MN,Minnesota,city,2015,2004,ASHRAE,11,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,1,1,2013,2014,2,50000,0,1,1
Minneapolis,MN,Minnesota,city,2016,2004,ASHRAE,11,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,1,1,2013,2014,3,50000,0,1,1
Minneapolis,MN,Minnesota,city,2017,2004,ASHRAE,12,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,1,1,2013,2014,4,50000,0,1,1
Minneapolis,MN,Minnesota,city,2018,2004,ASHRAE,12,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,1,1,2013,2014,5,50000,0,1,1
Minneapolis,MN,Minnesota,city,2019,2004,ASHRAE,12,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,1,1,2013,2014,6,50000,0,1,1
Minneapolis,MN,Minnesota,city,2020,2004,ASHRAE,15,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,1,1,2013,2014,7,50000,0,1,1
Minneapolis,MN,Minnesota,city,2021,2004,ASHRAE,15,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,1,1,2013,2014,8,50000,0,1,1
Minneapolis,MN,Minnesota,city,2022,2004,ASHRAE,15,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,1,1,2013,2014,9,50000,0,1,1
Minneapolis,MN,Minnesota,city,2023,2004,ASHRAE,18,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,0,2023,1,1,2013,2014,10,50000,0,1,1
Minneapolis,MN,Minnesota,city,2024,2019,ASHRAE,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,0,2023,1,1,2013,2014,11,50000,0,1,1
Minneapolis,MN,Minnesota,city,2025,2019,ASHRAE,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,0,2023,1,1,2013,2014,12,50000,0,1,1
Montgomery County,MD,Maryland,county,2010,2009,IECC,0,0,0,0,1,0,0,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,2022,,,Normalized Site EUI,25000,25000,25000,1,1,,,Building Energy Use Benchmarking and Performance Standards,Bill 16-21,0,1,2022,0,0,2014,2016,,50000,0,0,0
Montgomery County,MD,Maryland,county,2011,2009,IECC,1,0,0,0,1,0,0,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,2022,,,Normalized Site EUI,25000,25000,25000,1,1,,,Building Energy Use Benchmarking and Performance Standards,Bill 16-21,0,1,2022,0,0,2014,2016,,50000,0,0,0
Montgomery County,MD,Maryland,county,2012,2012,IECC,0,0,0,0,1,0,0,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,2022,,,Normalized Site EUI,25000,25000,25000,1,1,,,Building Energy Use Benchmarking and Performance Standards,Bill 16-21,0,1,2022,0,0,2014,2016,,50000,0,0,0
Montgomery County,MD,Maryland,county,2013,2012,IECC,0,0,0,0,1,0,0,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,2022,,,Normalized Site EUI,25000,25000,25000,1,1,,,Building Energy Use Benchmarking and Performance Standards,Bill 16-21,0,1,2022,0,0,2014,2016,,50000,0,0,0
Montgomery County,MD,Maryland,county,2014,2012,IECC,1,0,0,0,1,0,0,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,2022,,,Normalized Site EUI,25000,25000,25000,1,1,,,Building Energy Use Benchmarking and Performance Standards,Bill 16-21,0,1,2022,1,0,2014,2016,0,50000,0,1,0
Montgomery County,MD,Maryland,county,2015,2015,IECC,0,0,0,0,1,0,0,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,2022,,,Normalized Site EUI,25000,25000,25000,1,1,,,Building Energy Use Benchmarking and Performance Standards,Bill 16-21,0,1,2022,1,0,2014,2016,1,50000,0,1,0
Montgomery County,MD,Maryland,county,2016,2015,IECC,0,0,0,0,1,0,0,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,2022,,,Normalized Site EUI,25000,25000,25000,1,1,,,Building Energy Use Benchmarking and Performance Standards,Bill 16-21,0,1,2022,1,1,2014,2016,2,50000,0,1,1
Montgomery County,MD,Maryland,county,2017,2015,IECC,1,0,0,0,1,0,0,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,2022,,,Normalized Site EUI,25000,25000,25000,1,1,,,Building Energy Use Benchmarking and Performance Standards,Bill 16-21,0,1,2022,1,1,2014,2016,3,50000,0,1,1
Montgomery County,MD,Maryland,county,2018,2015,IECC,1,0,0,0,1,0,0,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,2022,,,Normalized Site EUI,25000,25000,25000,1,1,,,Building Energy Use Benchmarking and Performance Standards,Bill 16-21,0,1,2022,1,1,2014,2016,4,50000,0,1,1
Montgomery County,MD,Maryland,county,2019,2015,IECC,1,0,0,0,1,0,0,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,2022,,,Normalized Site EUI,25000,25000,25000,1,1,,,Building Energy Use Benchmarking and Performance Standards,Bill 16-21,0,1,2022,1,1,2014,2016,5,50000,0,1,1
Montgomery County,MD,Maryland,county,2020,2015,IECC,4,0,0,0,1,0,0,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,2022,,,Normalized Site EUI,25000,25000,25000,1,1,,,Building Energy Use Benchmarking and Performance Standards,Bill 16-21,0,1,2022,1,1,2014,2016,6,50000,0,1,1
Montgomery County,MD,Maryland,county,2021,2015,IECC,4,0,0,0,1,0,0,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,2022,,,Normalized Site EUI,25000,25000,25000,1,1,,,Building Energy Use Benchmarking and Performance Standards,Bill 16-21,0,1,2022,1,1,2014,2016,7,50000,0,1,1
Montgomery County,MD,Maryland,county,2022,2015,IECC,4,0,0,0,1,0,1,0,2022,2030,Climate Solutions Now Act,SB 528,,230,1,0,2022,,0,Normalized Site EUI,25000,25000,25000,1,1,,,Building Energy Use Benchmarking and Performance Standards,Bill 16-21,1,1,2022,1,1,2014,2016,8,50000,0,1,1
Montgomery County,MD,Maryland,county,2023,2019,ASHRAE,3,0,0,0,1,0,1,0,2022,2030,Climate Solutions Now Act,SB 528,,230,1,0,2022,,1,Normalized Site EUI,25000,25000,25000,1,1,,,Building Energy Use Benchmarking and Performance Standards,Bill 16-21,1,1,2022,1,1,2014,2016,9,50000,0,1,1
Montgomery County,MD,Maryland,county,2024,2019,ASHRAE,3,0,0,0,1,0,1,0,2022,2030,Climate Solutions Now Act,SB 528,,230,1,0,2022,,2,Normalized Site EUI,25000,25000,25000,1,1,,,Building Energy Use Benchmarking and Performance Standards,Bill 16-21,1,1,2022,1,1,2014,2016,10,50000,0,1,1
Montgomery County,MD,Maryland,county,2025,2019,ASHRAE,3,0,0,0,1,0,1,0,2022,2030,Climate Solutions Now Act,SB 528,,230,1,0,2022,,3,Normalized Site EUI,25000,25000,25000,1,1,,,Building Energy Use Benchmarking and Performance Standards,Bill 16-21,1,1,2022,1,1,2014,2016,11,50000,0,1,1
Montpelier,VT,Vermont,city,2010,2004,ASHRAE,5,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Montpelier,VT,Vermont,city,2011,2004,ASHRAE,6,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Montpelier,VT,Vermont,city,2012,2012,IECC,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Montpelier,VT,Vermont,city,2013,2012,IECC,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Montpelier,VT,Vermont,city,2014,2012,IECC,1,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Montpelier,VT,Vermont,city,2015,2012,IECC,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Montpelier,VT,Vermont,city,2016,2012,IECC,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Montpelier,VT,Vermont,city,2017,2012,IECC,4,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Montpelier,VT,Vermont,city,2018,2012,IECC,4,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Montpelier,VT,Vermont,city,2019,2012,IECC,4,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Montpelier,VT,Vermont,city,2020,2016,ASHRAE,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Montpelier,VT,Vermont,city,2021,2016,ASHRAE,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Montpelier,VT,Vermont,city,2022,2016,ASHRAE,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Montpelier,VT,Vermont,city,2023,2016,ASHRAE,6,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,0,2023,0,0,,,,,,0,0
Montpelier,VT,Vermont,city,2024,2016,ASHRAE,6,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,0,2023,0,0,,,,,,0,0
Montpelier,VT,Vermont,city,2025,2016,ASHRAE,6,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,0,2023,0,0,,,,,,0,0
New Jersey,NJ,New Jersey,state,2010,2007,ASHRAE,2,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,0,0,2018,2023,,25000,0,0,0
New Jersey,NJ,New Jersey,state,2011,2007,ASHRAE,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,0,0,2018,2023,,25000,0,0,0
New Jersey,NJ,New Jersey,state,2012,2007,ASHRAE,5,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,0,0,2018,2023,,25000,0,0,0
New Jersey,NJ,New Jersey,state,2013,2007,ASHRAE,5,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,0,0,2018,2023,,25000,0,0,0
New Jersey,NJ,New Jersey,state,2014,2007,ASHRAE,6,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,0,0,2018,2023,,25000,0,0,0
New Jersey,NJ,New Jersey,state,2015,2007,ASHRAE,8,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,0,0,2018,2023,,25000,0,0,0
New Jersey,NJ,New Jersey,state,2016,2007,ASHRAE,8,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,0,0,2018,2023,,25000,0,0,0
New Jersey,NJ,New Jersey,state,2017,2007,ASHRAE,9,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,0,0,2018,2023,,25000,0,0,0
New Jersey,NJ,New Jersey,state,2018,2007,ASHRAE,9,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,1,0,2018,2023,0,25000,0,1,0
New Jersey,NJ,New Jersey,state,2019,2007,ASHRAE,9,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,1,0,2018,2023,1,25000,0,1,0
New Jersey,NJ,New Jersey,state,2020,2007,ASHRAE,12,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,1,0,2018,2023,2,25000,0,1,0
New Jersey,NJ,New Jersey,state,2021,2007,ASHRAE,12,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,1,0,2018,2023,3,25000,0,1,0
New Jersey,NJ,New Jersey,state,2022,2007,ASHRAE,12,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,1,0,2018,2023,4,25000,0,1,0
New Jersey,NJ,New Jersey,state,2023,2019,ASHRAE,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,1,1,2018,2023,5,25000,0,1,1
New Jersey,NJ,New Jersey,state,2024,2019,ASHRAE,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,1,1,2018,2023,6,25000,0,1,1
New Jersey,NJ,New Jersey,state,2025,2019,ASHRAE,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,1,1,2018,2023,7,25000,0,1,1
New Orleans,LA,Louisiana,city,2010,,,,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
New Orleans,LA,Louisiana,city,2011,2007,ASHRAE,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
New Orleans,LA,Louisiana,city,2012,2007,ASHRAE,5,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
New Orleans,LA,Louisiana,city,2013,2007,ASHRAE,5,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
New Orleans,LA,Louisiana,city,2014,2007,ASHRAE,6,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
New Orleans,LA,Louisiana,city,2015,2007,ASHRAE,8,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
New Orleans,LA,Louisiana,city,2016,2007,ASHRAE,8,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
New Orleans,LA,Louisiana,city,2017,2007,ASHRAE,9,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
New Orleans,LA,Louisiana,city,2018,2007,ASHRAE,9,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
New Orleans,LA,Louisiana,city,2019,2007,ASHRAE,9,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
New Orleans,LA,Louisiana,city,2020,2007,ASHRAE,12,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
New Orleans,LA,Louisiana,city,2021,2007,ASHRAE,12,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
New Orleans,LA,Louisiana,city,2022,2007,ASHRAE,12,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
New Orleans,LA,Louisiana,city,2023,2021,IECC,1,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,0,2023,0,0,,,,,,0,0
New Orleans,LA,Louisiana,city,2024,2021,IECC,1,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,0,2023,0,0,,,,,,0,0
New Orleans,LA,Louisiana,city,2025,2021,IECC,1,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,0,2023,0,0,,,,,,0,0
New York City,NY,New York,city,2010,2007,ASHRAE,2,0,0,0,1,0,0,0,,,,,,,0,0,2019,2024,,GHG emissions (tCO2e/sqft),25000,25000,25000,0,1,,268,Sustainable Buildings NYC,Local Law 97,0,1,2022,1,0,2009,2011,1,50000,1,1,0
New York City,NY,New York,city,2011,2007,ASHRAE,3,0,0,0,1,0,0,0,,,,,,,0,0,2019,2024,,GHG emissions (tCO2e/sqft),25000,25000,25000,0,1,,268,Sustainable Buildings NYC,Local Law 97,0,1,2022,1,1,2009,2011,2,50000,1,1,1
New York City,NY,New York,city,2012,2007,ASHRAE,5,0,0,0,1,0,0,0,,,,,,,0,0,2019,2024,,GHG emissions (tCO2e/sqft),25000,25000,25000,0,1,,268,Sustainable Buildings NYC,Local Law 97,0,1,2022,1,1,2009,2011,3,50000,1,1,1
New York City,NY,New York,city,2013,2007,ASHRAE,5,0,0,0,1,0,0,0,,,,,,,0,0,2019,2024,,GHG emissions (tCO2e/sqft),25000,25000,25000,0,1,,268,Sustainable Buildings NYC,Local Law 97,0,1,2022,1,1,2009,2011,4,50000,1,1,1
New York City,NY,New York,city,2014,2007,ASHRAE,6,0,0,0,1,0,0,0,,,,,,,0,0,2019,2024,,GHG emissions (tCO2e/sqft),25000,25000,25000,0,1,,268,Sustainable Buildings NYC,Local Law 97,0,1,2022,1,1,2009,2011,5,50000,1,1,1
