fips7,pct_college_educated,pct_nonwhite,median_home_value
4740000,33.12202723319545,27.932783270873617,184200
4748000,27.860677228471314,75.92706344331275,139600
4751560,40.482782119811745,34.31560979105722,327400
4752006,45.47402103781823,45.08604698415297,351400
4801000,26.404022386805742,43.069581183323315,161800
4801924,55.23980238709395,48.70168051287887,390200
4803000,25.18084203477462,47.81593132361749,172700
4804000,32.414018706686264,63.25758827251956,251300
4805000,56.45899829857437,52.34543446997606,461500
4806128,14.466470644029213,71.1518194413196,162200
4807000,25.780277164089178,71.20962181316715,150400
4810768,20.870648132886473,95.84222375520724,112600
4810912,29.45008770069968,61.3534543739684,198300
4813024,42.12986903342234,60.830485924223645,327300
4815976,58.34401584896865,38.80582145436734,305800
4817000,23.075590793626358,71.93395929566651,180900
4819000,36.54632591603098,71.65453675953874,270700
4819972,40.023889320545976,43.062799623230376,296100
4820092,29.852144939608493,90.0898321463083,257800
4822660,28.444339207793522,91.56233905154313,159600
4824000,27.12575563354137,87.96909541171415,159300
4824768,38.72140472363052,58.58681245858184,273500
4826232,64.39404237140027,32.19235286441342,467600
4827000,31.185477938031447,62.29274881767736,250300
4827684,65.92817470433285,51.2641346034888,531400
4828068,32.23281143635126,50.13611189336338,258300
4829000,24.077904616617754,74.85554817929237,229000
4830464,26.863579271504396,79.6800470399789,242900
4835000,35.15706785521683,76.4051260902,235000
4837000,40.522815951931705,81.11326393737106,259500
4839148,22.108103973864495,73.7671428943191,175400
4841464,21.052997780452674,96.80798141743017,164400
4841980,48.108601595681336,37.47014603107457,312500
4842508,40.1060951295927,59.23313177848162,328300
4843888,22.210328638497653,46.929760514018696,170000
4845000,34.24548972075894,50.6386769433363,181600
4845384,31.75248110716562,91.83587673939547,158700
4845744,52.24516447551779,44.775183523654164,400400
4847892,17.303363490757974,74.95633669925522,208800
4848072,31.762553315238463,57.70926107630765,280700
4848804,42.90015052684396,79.63820336299099,268200
4853388,18.448775348959707,71.49788713135074,193500
4856000,15.93937011313502,76.83109812773868,171600
4856348,47.080169926059874,62.9259788878356,311100
4857200,17.400197806149972,95.37855326434524,98300
4858016,58.36012699183046,51.01457107963559,412500
4861796,55.470848022807395,49.228801572042045,379800
4863500,42.27936049091577,49.911592578757315,337500
4864472,24.389824950420838,52.428034036732306,171700
4865000,27.696532747459017,77.39526943365738,198000
4872176,29.773315939727375,48.715153402896746,191300
4874144,31.083979783732957,51.19316046599023,205200
4876000,27.946098180118966,55.11330890462129,174100
4943660,36.2705740666399,21.875535325355454,387900
4945860,38.554881412024265,24.31168538481764,290800
4955980,24.734855936901972,37.33314890379694,270000
4957300,42.22545231993268,25.360453141091654,392900
4962470,44.37886272748658,27.364510489510486,391500
4967000,50.219464655031324,34.83745633952571,458600
4967440,44.54729443511822,20.17671354629581,492300
4975360,23.617370463959155,38.39341023623366,358900
4982950,27.812662424319047,31.869774795287974,412100
4983470,15.830915358480272,57.001613042601605,333600
5101000,66.00038439361906,48.88193712958615,655700
5116000,35.761841354384636,44.82931465211306,339500
5135000,27.669761258875784,63.62768461633763,219800
5156000,28.677443239960397,59.15686210957336,233400
5157000,32.16710217051617,57.7584788140421,254200
5164000,21.24742661075105,63.58436704181385,213300
5167000,44.124794133184174,58.16675543973482,308300
5168000,28.41060838849561,42.98630219830063,162000
5176432,32.08192182158491,52.346715020662906,314400
5182000,39.78455173984275,40.05153963747543,343700
5303180,27.416832152962055,49.87678544316364,460100
5305210,69.98197904497994,55.87957983081684,1139500
5305280,46.12071900320011,23.24608934572483,528600
5322640,26.945110151353983,41.03042933051865,471200
5323515,30.63314299204698,61.73931375107917,454300
5335415,27.888110946546384,61.660587856683115,478400
5351300,47.89993746091307,28.592409929103734,409700
5357535,73.24856644228373,52.87407769097222,1026400
5357745,36.912042179073715,59.17516966446775,576800
5363000,66.65453011726791,38.805722274480225,879900
5367000,32.70500298357464,20.425408692447412,286900
5370000,32.7849112006903,42.81042174115329,415300
5374060,31.223214083250816,32.45778710015732,403400
5380010,19.346282475823326,54.7538340705221,243300
5502375,36.19312537254123,19.259180386780773,192200
5531000,25.107669490316876,33.350803960840835,172700
5539225,27.459968313054713,35.676881790678735,194400
5540775,35.153325891391425,11.651903233864303,183300
5548000,58.891546577305185,28.47279119307602,326600
5553000,26.149344012097618,67.0421542685405,157800
5560500,26.96948863232261,16.535338164615133,156900
5566000,20.979275975933394,49.72693117116187,147000
5584250,41.79496808111153,21.324970047219683,267200
5613900,31.258668897646462,24.176248167296855,283100
