state,year,state_population,state_fta_total,state_fta_formula_total,state_fta_capital_grants,state_fta_formula_5307,state_fta_rural_5311,state_fta_enhanced_mobility,state_fta_good_repair,state_fta_bus_facilities,state_fta_planning,state_fta_per_capita,state_transit_ridership,state_transit_ridership_per_capita,state_transit_pmt,state_transit_vrh,state_transit_operating_expenses,state_transit_fare_revenue,state_transit_agencies,state_transit_funding,ntd_state_funding_operations,ntd_state_funding_capital,ntd_local_funding_operations,ntd_local_funding_capital,ntd_federal_funding_operations,ntd_federal_funding_capital,state_has_transit_authority,_ridership_backcast,_fta_data_quality
PA,2024,13002700,509803324.4,500566172.0,-355470.0,161403668.0,77672746.0,529057.0,248510060.0,12450641.0,6966873.4,39.20749724288032,266785244.0,20.517680481746098,1204868965.0,12340545.0,2489093990.0,469674619.0,50.0,1779303471.0,1214949570.0,564353901.0,195365089.0,219283646.0,653919163.0,353343234.0,1,0.0,complete
PA,2025,13002700,971790418.75,949883473.42,327986.0,398686452.42,35998910.0,35002508.0,411216072.0,68979531.0,6224016.58,74.73758671275965,,,,,,,,,,,,,,,1,,preliminary_fy2025
RI,2014,1097379,33822283.0,25696479.0,4820000.0,23557956.0,,2138523.0,,,,30.820967960932368,17643056.26582759,16.077450239003653,,,,,,,,,,,,,1,1.0,complete
RI,2015,1097379,35698505.0,33698505.0,2000000.0,32205127.0,1493378.0,,,,,32.53069814530805,17152971.369554598,15.630854399031326,,,,,,,,,,,,,1,1.0,complete
RI,2016,1097379,31724382.0,26868031.0,510350.0,19435901.0,,635708.0,1639197.0,5157225.0,,28.90923008368121,16989609.737463605,15.481989119040554,,,,,,,,,,,,,1,1.0,complete
RI,2017,1097379,47529573.0,47399223.0,-510300.0,42449000.0,848800.0,1030608.0,2873315.0,197500.0,640650.0,43.311903180213946,16499524.841190616,15.03539327906823,,,,,,,,,,,,,1,1.0,complete
RI,2018,1097379,47327552.0,47554620.0,0.0,36145199.0,628710.0,1013924.0,7246712.0,2520075.0,-227068.0,43.12780907963429,16172801.577008622,14.73766271908668,,,,,,,,,,,,,1,1.0,complete
RI,2019,1097379,64498019.0,63875331.0,510300.0,43195093.0,636702.0,1036726.0,6183356.0,12823454.0,112388.0,58.774606585327405,16172801.577008622,14.73766271908668,,,,,,,,,,,,,1,1.0,complete
RI,2020,1097379,127045210.0,126780530.0,0.0,111866773.0,659294.0,1042940.0,8775673.0,4435850.0,114680.0,115.77149735870653,7841358.340367817,7.145533439557179,,,,,,,,,,,,,1,1.0,complete
RI,2021,1097379,121405217.0,120507165.0,-50.0,89374220.0,2623761.0,2167614.0,4823808.0,21517762.0,654102.0,110.6319849386584,9311613.029186783,8.48532095947415,,,,,,,,,,,,,1,1.0,complete
RI,2022,1097379,91890745.0,91222776.0,,74101780.0,3429895.0,1504554.0,1640107.0,10546440.0,667969.0,83.73656229980709,9716502.0,8.854280973118676,54303371.0,884943.0,109109557.0,14629254.0,2.0,9010554.0,8649668.0,360886.0,3731086.0,0.0,42377542.0,5221468.0,1,0.0,complete
RI,2023,1097379,54697075.0,53984877.0,0.0,42683802.0,,96000.0,4710000.0,6495075.0,712198.0,49.84337680965282,11447358.0,10.431544616764127,55208017.0,701353.0,131297654.0,15820234.0,2.0,15240143.0,14446458.0,793685.0,3415469.0,1477270.0,56535400.0,40494116.0,1,0.0,complete
RI,2024,1097379,77252840.0,76561638.0,,56052000.0,1748411.0,3203447.0,,15557780.0,691202.0,70.39759280977675,13132617.0,11.967257437949879,60426416.0,702689.0,134227467.0,18261391.0,2.0,18060535.0,18060535.0,0.0,5041478.0,0.0,50864364.0,38644293.0,1,0.0,complete
RI,2025,1097379,65091422.0,64202328.0,0.0,37450203.0,198952.0,1705960.0,15079031.0,9768182.0,889094.0,59.315352307634825,,,,,,,,,,,,,,,1,,preliminary_fy2025
SC,2014,5118425,30919542.0,28734436.0,,12845637.0,13426169.0,2462630.0,,,498551.0,6.040831310412871,13508074.184202475,2.639107573951455,,,,,,,,,,,,,0,1.0,complete
SC,2015,5118425,35981753.0,35981753.0,,17359139.0,9487459.0,4897286.0,,4237869.0,,7.0298486350781735,13132849.901307965,2.5657990302305818,,,,,,,,,,,,,0,1.0,complete
SC,2016,5118425,32736735.0,27877144.0,2936948.0,17135722.0,4190030.0,3521372.0,,3030020.0,0.0,6.395861031469641,13007775.140343126,2.54136284899029,,,,,,,,,,,,,0,1.0,complete
SC,2017,5118425,54635964.26,53832189.0,0.0,24380201.0,13427770.0,3228557.0,,12795661.0,805684.26,10.674370389328748,12632550.857448611,2.4680543052694164,,,,,,,,,,,,,0,1.0,complete
SC,2018,5118425,77904588.0,75966406.0,,40844129.0,24009725.0,5115077.0,,5997475.0,2629835.0,15.220421907129635,12382401.335518938,2.419181942788834,,,,,,,,,,,,,0,1.0,complete
SC,2019,5118425,61245505.0,61636306.0,1235000.0,32532103.0,15959564.0,4030431.0,,9114208.0,229516.0,11.965693548308318,12382401.335518938,2.419181942788834,,,,,,,,,,,,,0,1.0,complete
SC,2020,5118425,112935664.0,110584447.0,0.0,71901563.0,22591230.0,1893640.0,,14198014.0,2324372.0,22.0645343049864,6003588.526312212,1.1729366995339803,,,,,,,,,,,,,0,1.0,complete
SC,2021,5118425,95685866.0,93696325.0,0.0,39317893.0,29172965.0,4695561.0,,20509906.0,1415407.0,18.69439642077397,7129261.374995752,1.3928623306966015,,,,,,,,,,,,,0,1.0,complete
SC,2022,5118425,68959221.52,66390340.52,860000.0,34914457.52,16282096.0,4341043.0,,10852744.0,1558001.0,13.472742400250077,7439257.0,1.4534269819329189,35885482.0,1139826.0,103123662.0,13817967.0,26.0,5587130.0,3056521.0,2530609.0,38039538.0,6272979.0,47244807.0,35772904.0,0,0.0,complete
SC,2023,5118425,70809783.0,68914085.0,,52610627.0,518283.0,7058380.0,,8726795.0,1895698.0,13.834291408001484,8361381.0,1.6335847453073944,30586593.0,1175304.0,108533004.0,15785137.0,26.0,6141689.0,4816959.0,1324730.0,53993077.0,4678845.0,35661405.0,25075829.0,0,0.0,complete
SC,2024,5118425,88967549.0,86928347.0,,42454475.0,23674995.0,4194365.0,,16604512.0,2039202.0,17.381821361063217,8674134.0,1.6946881120657233,32314129.0,1160196.0,114097905.0,16948875.0,26.0,7557253.0,3970585.0,3586668.0,47853730.0,3952095.0,41971375.0,37822829.0,0,0.0,complete
SC,2025,5118425,74922873.0,71790100.0,1200000.0,34499793.0,19454132.0,7499534.0,,10336641.0,1932773.0,14.637876495210929,,,,,,,,,,,,,,,0,,preliminary_fy2025
SD,2014,886667,14104832.0,13238432.0,866400.0,4290819.0,7998849.0,817267.0,,131497.0,,15.907699282819818,3405994.3524803417,3.8413455699606973,,,,,,,,,,,,,0,1.0,complete
SD,2015,886667,17758302.0,17659732.0,,4349826.0,8961436.0,659459.0,,3689011.0,98570.0,20.02815262099525,3311383.3982447768,3.734641526350678,,,,,,,,,,,,,0,1.0,complete
SD,2016,886667,21598079.0,18801143.0,2686000.0,5414099.0,9319103.0,856787.0,,3211154.0,110936.0,24.35872655686972,3279846.413499588,3.699073511814005,,,,,,,,,,,,,0,1.0,complete
SD,2017,886667,16160943.0,15552540.0,0.0,5140274.0,8865668.0,400748.0,,1145850.0,608403.0,18.22662059149602,3185235.459264023,3.5923694682039855,,,,,,,,,,,,,0,1.0,complete
SD,2018,886667,17408018.0,16744035.0,,1229125.0,9596423.0,653707.0,,5264780.0,663983.0,19.63309562665578,3122161.4897736465,3.521233439130639,,,,,,,,,,,,,0,1.0,complete
SD,2019,886667,16573662.0,15667344.0,,5303813.0,9566603.0,716928.0,,80000.0,906318.0,18.692092972897377,3122161.4897736465,3.521233439130639,,,,,,,,,,,,,0,1.0,complete
SD,2020,886667,52385933.0,51719969.0,,12632749.0,32036725.0,956843.0,,6093652.0,665964.0,59.0818571120838,1513775.2677690408,1.70726469776031,,,,,,,,,,,,,0,1.0,complete
SD,2021,886667,13552773.0,12286908.0,,4017271.0,5293243.0,395077.0,,2581317.0,555193.0,15.285076584557675,1797608.1304757358,2.0273768285903677,,,,,,,,,,,,,0,1.0,complete
SD,2022,886667,40679240.0,39834803.0,,2309687.0,27397659.0,889678.0,,9237779.0,844437.0,45.87882485758464,1875772.0,2.11553153551446,1769126.0,489777.0,33327436.0,3787300.0,22.0,1165495.0,1160695.0,4800.0,4492642.0,903744.0,22666399.0,2723058.0,0,0.0,complete
SD,2023,886667,24219665.0,23599059.0,,6232479.0,13903621.0,1423974.0,,2038985.0,620606.0,27.31540138518745,2110055.0,2.379760383548728,2047848.0,504059.0,36002316.0,4128979.0,21.0,1197041.0,1139276.0,57765.0,12230389.0,1510766.0,16822044.0,9488746.0,0,0.0,complete
SD,2024,886667,28805742.0,28168927.0,,10492137.0,5750373.0,636608.0,,11289809.0,636815.0,32.48766673395988,2195950.0,2.476634407280298,1943588.0,533581.0,39305486.0,4268342.0,22.0,1429059.0,1429059.0,0.0,11182565.0,2331507.0,20695695.0,7731244.0,0,0.0,complete
SD,2025,886667,42659413.48,41272943.0,692758.0,11177093.0,23947644.0,1634784.0,,4513422.0,736848.0,48.11210237890888,,,,,,,,,,,,,,,0,,preliminary_fy2025
TN,2014,6910840,81657671.0,75783615.0,2708931.0,37693777.0,33562658.0,3146795.0,1380385.0,,2039949.0,11.815882150360885,34347647.03097213,4.970111741983916,,,,,,,,,,,,,0,1.0,complete
TN,2015,6910840,87056520.0,85130863.0,,64011663.0,11300250.0,6086402.0,993572.0,2738976.0,1620493.0,12.59709673498446,33393545.72455624,4.8320530824843635,,,,,,,,,,,,,0,1.0,complete
TN,2016,6910840,102891175.0,94321849.0,5770950.0,46920979.0,28544120.0,8741554.0,1360000.0,8755196.0,1395150.0,14.888374640419975,33075511.955750942,4.786033529317846,,,,,,,,,,,,,0,1.0,complete
TN,2017,6910840,106412527.0,106105877.0,-1417000.0,76708213.0,11527683.0,3333782.0,4166701.0,10369498.0,1414823.0,15.397915014672602,32121410.649335053,4.647974869818293,,,,,,,,,,,,,0,1.0,complete
TN,2018,6910840,121602303.83,118373706.93,695426.0,70122750.93,29965639.0,7592505.0,3703223.0,6989589.0,2220220.24,17.59587891341718,31485343.11172445,4.555935763485257,,,,,,,,,,,,,0,1.0,complete
TN,2019,6910840,96691150.22,94876793.14,-31.92,61773109.0,13735063.0,1818291.14,5637657.0,11912673.0,1505239.0,13.9912297520996,31485343.11172445,4.555935763485257,,,,,,,,,,,,,0,1.0,complete
TN,2020,6910840,268280643.48,266105821.0,0.0,201832041.0,32816676.0,9067470.0,6715195.0,15674439.0,1473990.0,38.82026547858148,15265620.90265428,2.2089385519928517,,,,,,,,,,,,,0,1.0,complete
TN,2021,6910840,273297205.67,271595478.45,-384.38,155528203.0,77038395.45,6879873.0,1258062.0,30890945.0,4609.6,39.54616308147779,18127924.82190196,2.6231145304915118,,,,,,,,,,,,,0,1.0,complete
TN,2022,6910840,162302833.31,157956192.72,0.0,115893255.0,29935352.0,2718349.72,3346551.0,6062685.0,4346640.59,23.485254080545925,18916166.0,2.7371731945754787,70404181.0,2778616.0,268502646.0,23218253.0,26.0,49111200.0,38799568.0,10311632.0,72639446.0,11378899.0,136806713.0,41715253.0,0,0.0,complete
TN,2023,6910840,159764396.94,154016737.0,562470.0,64991390.0,47232501.0,6101453.0,4902083.0,30789310.0,3533571.94,23.1179418044695,21072486.0,3.0491931516284563,75458343.0,2888952.0,312988840.0,27994460.0,26.0,56699208.0,42169158.0,14530050.0,122117317.0,26611586.0,106642864.0,34230780.0,0,0.0,complete
TN,2024,6910840,144050412.71,141528518.31,0.0,96138296.0,27321040.76,10925210.55,4856721.0,2287250.0,2521898.13,20.84412498480648,22781245.0,3.2964509379467617,88819731.0,2850201.0,329710777.0,28346522.0,26.0,55306156.0,44892500.0,10413656.0,137939851.0,24028327.0,103532005.0,55732540.0,0,0.0,complete
TN,2025,6910840,213309405.68,207945699.0,,91461353.0,31841809.0,8049992.0,9356551.0,67235994.0,4824969.4,30.86591581920577,,,,,,,,,,,,,,,0,,preliminary_fy2025
TX,2013,29145505,1647637.0,0.0,,,,,,,,0.0565314274019269,315868218.9751524,10.837630673242833,,,,,,,,,,,,,1,1.0,incomplete_fy2013_usaspending
TX,2014,29145505,605407469.0,396515978.0,199265394.0,297892131.0,42006556.0,11298113.0,9286666.0,36032512.0,1929867.0,20.77189841109289,318820258.4048267,10.938916941217066,,,,,,,,,,,,,1,1.0,complete
TX,2015,29145505,402116211.0,388718288.0,11600000.0,275606259.0,35015342.0,15752607.0,45319186.0,17024894.0,1797923.0,13.796851727221744,309964140.1158037,10.635058137294369,,,,,,,,,,,,,1,1.0,complete
TX,2016,29145505,494451697.0,469313581.0,17448332.0,336360739.0,59937822.0,25646896.0,11814141.0,35553983.0,1823078.0,16.96493840130751,307012100.6861294,10.533771869320137,,,,,,,,,,,,,1,1.0,complete
TX,2017,29145505,635450550.0,489811215.0,133106190.0,347022141.0,36282123.0,13694359.0,52894754.0,39917838.0,9286721.0,21.80269478947097,298155982.3971064,10.22991306539744,,,,,,,,,,,,,1,1.0,complete
TX,2018,29145505,571187804.31,467725012.0,99995683.0,339720673.0,53827860.0,19798603.0,27510382.0,26867494.0,3759604.0,19.597800906520572,292251903.5377578,10.027340529448978,,,,,,,,,,,,,1,1.0,complete
TX,2019,29145505,738683834.0,463714716.0,262185380.0,317324785.0,60728271.0,15198985.0,21932895.0,48529780.0,11421341.0,25.344691539913278,292251903.5377578,10.027340529448978,,,,,,,,,,,,,1,1.0,complete
TX,2020,29145505,1979008144.0,1936303608.0,23222000.0,1614145953.0,139310726.0,18683117.0,73603585.0,90560227.0,9682757.0,67.90097286013744,141697892.62436742,4.86174086276314,,,,,,,,,,,,,1,1.0,complete
TX,2021,29145505,1634535483.59,1570417699.0,47490221.0,1385688674.0,112224312.0,24930873.0,8843882.0,38729958.0,12432208.59,56.08190640683701,168266247.4914363,5.7733172745312284,,,,,,,,,,,,,1,1.0,complete
TX,2022,29145505,723649055.36,704784852.95,3891456.0,556519490.95,69248213.0,18455335.0,34319953.0,26241861.0,14755875.41,24.828839142090693,175582826.0,6.024353532388614,997549255.0,15503273.0,2250833896.0,142631624.0,76.0,60467200.0,31585233.0,28881967.0,551421319.0,238960860.0,893545911.0,172986758.0,1,0.0,complete
TX,2023,29145505,779821647.6,672319526.53,69113893.0,401434365.53,59629067.0,34509243.0,49026448.0,127720403.0,29175333.0,26.75615494053028,206667280.0,7.0908800516580515,1137646298.0,16883662.0,2634925004.0,165120292.0,76.0,59383440.0,42870126.0,16513314.0,1055275984.0,483717008.0,563340188.0,230125487.0,1,0.0,complete
TX,2024,29145505,712978146.0,686639034.0,3032227.0,469929376.0,67782727.0,28293289.0,35068249.0,85565393.0,17569504.0,24.462713752944065,227764688.0,7.814744949521375,1251129562.0,17845312.0,2824065849.0,175252601.0,71.0,51475299.0,47683380.0,3791919.0,1212013357.0,185067163.0,457570093.0,640430059.0,1,0.0,complete
TX,2025,29145505,1394685076.15,1108926399.5700002,271956339.0,566312628.57,83996799.0,36523983.0,149055421.0,273037568.0,3904530.58,47.85249307397488,,,,,,,,,,,,,,,1,,preliminary_fy2025
UT,2013,3271616,40604545.0,40604545.0,,40604545.0,,,,,,12.41115858340343,63279206.98898327,19.341880889744786,,,,,,,,,,,,,0,1.0,incomplete_fy2013_usaspending
UT,2014,3271616,97082028.0,92666031.0,1778460.0,85020798.0,,,7645233.0,,,29.67402898139635,63870601.44682423,19.522646131705013,,,,,,,,,,,,,0,1.0,complete
UT,2015,3271616,61816285.0,57808719.0,4007566.0,43163582.0,6848563.0,1601144.0,,6195430.0,,18.89472511443886,62096418.07330134,18.98035040582432,,,,,,,,,,,,,0,1.0,complete
UT,2016,3271616,130960744.0,126642362.0,2454500.0,71514727.0,19132226.0,2452046.0,26864362.0,6679001.0,,40.02937508558462,61505023.615460366,18.799585163864087,,,,,,,,,,,,,0,1.0,complete
UT,2017,3271616,129555608.23,55979326.0,71231999.0,28056212.0,,3677092.0,7318340.0,16927682.0,1292546.23,39.59988220805865,59730840.24193747,18.257289437983392,,,,,,,,,,,,,0,1.0,complete
UT,2018,3271616,107803947.0,107803947.0,0.0,77408163.0,396598.0,455739.0,20965990.0,8577457.0,,32.95128370811244,58548051.326255545,17.89575895406293,,,,,,,,,,,,,0,1.0,complete
UT,2019,3271616,13514518.0,10444562.0,0.0,1743708.0,6569501.0,1631353.0,0.0,500000.0,2540874.0,4.1308387047868695,58548051.326255545,17.89575895406293,,,,,,,,,,,,,0,1.0,complete
UT,2020,3271616,351682900.0,351156403.0,,301295437.0,14319326.0,1242144.0,34299496.0,,0.0,107.49516446917976,28386933.97636632,8.676731614091116,,,,,,,,,,,,,0,1.0,complete
UT,2021,3271616,167770298.0,86526248.0,78322872.0,40309933.0,14756941.0,3306620.0,0.0,28152754.0,2697178.0,51.28055920988282,33709484.09693501,10.303618791733202,,,,,,,,,,,,,0,1.0,complete
UT,2022,3271616,249228251.0,241064614.0,6254183.0,223769522.0,7799231.0,943071.0,,8552790.0,1401254.0,76.17894367798665,35175245.0,10.751642307654688,248637530.0,2629444.0,455226599.0,33729862.0,8.0,3588599.0,0.0,3588599.0,267821033.0,34574190.0,218795013.0,61770345.0,0,0.0,complete
UT,2023,3271616,164704822.0,160764388.0,885000.0,76981152.0,25756556.0,4281976.0,23524729.0,30219975.0,2432879.0,50.343567827031045,39793869.0,12.163367889141023,283404993.0,2598807.0,482735896.0,35660099.0,8.0,22789811.0,0.0,22789811.0,422253905.0,98865085.0,78659345.0,75465592.0,0,0.0,complete
UT,2024,3271616,158695490.0,153188453.0,2511153.0,73488311.0,10120959.0,2242279.0,60000000.0,7336904.0,1932421.0,48.50675935073065,45561864.0,13.926409456366518,318958007.0,2805030.0,519777072.0,39521686.0,8.0,2594500.0,0.0,2594500.0,484589022.0,94433701.0,40863283.0,55648982.0,0,0.0,complete
UT,2025,3271616,330647256.0,267225473.0,60465486.0,98141386.0,11272547.0,4578888.0,108038806.0,45193846.0,1975080.0,101.0654233259649,,,,,,,,,,,,,,,0,,preliminary_fy2025
VA,2014,8631393,131295089.0,103775154.0,22933207.0,85217222.0,10949821.0,3597902.0,,4010209.0,3436289.0,15.21134410169946,76411204.81744501,8.852708342378225,,,,,,,,,,,,,1,1.0,complete
VA,2015,8631393,275885478.0,168140001.0,104608049.0,132816736.0,16560447.0,4955002.0,4227879.0,9579937.0,3137428.0,31.963030532846783,74288671.35029377,8.606799777312164,,,,,,,,,,,,,1,1.0,complete
VA,2016,8631393,210985495.0,199803168.0,7737386.0,92249976.0,48545049.0,8480941.0,47417160.0,3110042.0,3189138.0,24.443968082556317,73581160.19457668,8.524830255623476,,,,,,,,,,,,,1,1.0,complete
VA,2017,8631393,123118362.2,119565511.2,400000.0,81680448.0,24275545.0,5142379.2,1524956.0,6942183.0,3152851.0,14.264019979162113,71458626.72742543,8.278921690557414,,,,,,,,,,,,,1,1.0,complete
VA,2018,8631393,158122258.0,154502710.0,0.0,94383786.0,16592028.0,5150368.0,32414294.0,5962234.0,3360037.0,18.31943673518284,70043604.41599126,8.114982647180039,,,,,,,,,,,,,1,1.0,complete
VA,2019,8631393,116029014.0,112401518.0,0.0,62470058.0,19772709.0,4459439.0,13137642.0,12561670.0,3387069.0,13.442675359585644,70043604.41599126,8.114982647180039,,,,,,,,,,,,,1,1.0,complete
VA,2020,8631393,272893107.82,266687652.82,-5686.0,196972607.0,32495472.07,1118097.75,32377971.0,3723505.0,2937649.0,31.616346031283708,33960535.47442001,3.9345370410569895,,,,,,,,,,,,,1,1.0,complete
VA,2021,8631393,309248712.62,305280241.0,-282378.0,227125637.0,38719715.0,9833276.0,15332527.0,14269086.0,4221468.62,35.828366593897414,40328135.87587376,4.672262736255174,,,,,,,,,,,,,1,1.0,complete
VA,2022,8631393,446812757.42,444909038.42,-2537242.0,375692404.42,29147242.0,6334969.0,22944160.0,10790263.0,4174347.0,51.7660078066194,42081690.0,4.875422773589385,229180555.0,4499389.0,572583440.0,46756759.0,40.0,213367372.0,153375696.0,59991676.0,244563955.0,43827344.0,127370607.0,54978277.0,1,0.0,complete
VA,2023,8631393,207459691.0,203455136.0,-887353.0,121833354.0,31277372.0,1587947.0,24883320.0,23873143.0,4593120.0,24.035481989987016,49251473.0,5.706086259772901,281907900.0,4685390.0,632995266.0,54692466.0,40.0,301845941.0,192918636.0,108927305.0,260449597.0,54101340.0,128563026.0,64948508.0,1,0.0,complete
VA,2024,8631393,235481539.06,229202580.0,0.0,119809016.0,33801021.0,13461005.0,25269242.0,36862296.0,5752930.0,27.281985545091043,55652455.0,6.447679418606012,312914579.0,4865711.0,692543591.0,61768848.0,39.0,299944209.0,171918724.0,128025485.0,291984691.0,73468638.0,167682451.0,94526168.0,1,0.0,complete
VA,2025,8631393,286734968.6,286067126.6,209753.0,133106328.4,-5623.0,1366850.2,75326456.0,76273115.0,-21.0,33.220010790842224,,,,,,,,,,,,,,,1,,preliminary_fy2025
VT,2014,643077,29636945.0,22200382.0,7339440.0,6421817.0,15306322.0,472243.0,,,,46.08615298012524,6854321.862899777,10.658633200844964,,,,,,,,,,,,,1,1.0,complete
VT,2015,643077,21349542.0,21019170.0,,3811462.0,13765994.0,1047582.0,,2394132.0,330372.0,33.19904459341572,6663924.033374783,10.362560056377047,,,,,,,,,,,,,1,1.0,complete
VT,2016,643077,26791453.0,26088834.0,584400.0,9495316.0,13883762.0,449633.0,,2260123.0,118219.0,41.66134537543716,6600458.090199784,10.263869008221075,,,,,,,,,,,,,1,1.0,complete
VT,2017,643077,23949842.0,23395979.0,0.0,4626675.0,14675304.0,170000.0,,3924000.0,553863.0,37.24257281787406,6410060.260674791,9.96779586375316,,,,,,,,,,,,,1,1.0,complete
VT,2018,643077,28448441.65,27882946.74,0.0,5449189.0,16322798.61,960959.13,,5150000.0,565494.91,44.23800205885143,6283128.374324795,9.770413767441216,,,,,,,,,,,,,1,1.0,complete
VT,2019,643077,21319399.0,21319399.0,0.0,8294093.0,8011863.0,,,5013443.0,0.0,33.15217151289814,6283128.374324795,9.770413767441216,,,,,,,,,,,,,1,1.0,complete
VT,2020,643077,53808934.0,53024451.0,0.0,13765110.0,35703854.0,286228.0,,3269259.0,614483.0,83.67416965619981,3046365.2723999005,4.73717031148665,,,,,,,,,,,,,1,1.0,complete
VT,2021,643077,48550937.0,46797398.0,,16119088.0,15268604.0,587869.0,,14821837.0,1172338.0,75.49785950982542,3617558.7609748817,5.625389744890397,,,,,,,,,,,,,1,1.0,complete
VT,2022,643077,26702378.39,27016165.62,-313787.23,7094573.0,18150496.62,744437.0,,1026659.0,0.0,41.522832242484185,3774858.0,5.869993795455287,8621054.0,682778.0,51821859.0,9669836.0,9.0,2700824.0,1884945.0,815879.0,3001078.0,801507.0,37133626.0,6796025.0,1,0.0,complete
VT,2023,643077,29567218.46,28282437.3,,4579216.0,20885097.3,542504.0,,2275620.0,1284781.16,45.97772655529587,4566825.0,7.101521279722335,10319587.0,672965.0,58558684.0,11113277.0,9.0,5135187.0,4310231.0,824956.0,4515242.0,380287.0,36337067.0,8639197.0,1,0.0,complete
VT,2024,643077,44423183.07,43642976.0,-0.77,13619193.0,25316835.0,668129.0,,4038819.0,780207.84,69.0791041663751,5051157.0,7.854669036522843,11432512.0,662969.0,66473297.0,13226359.0,9.0,10827135.0,8688181.0,2138954.0,5495780.0,1215229.0,35764810.0,20934107.0,1,0.0,complete
VT,2025,643077,51401311.62,51145530.620000005,0.0,8904889.0,27062589.62,699792.0,,14478260.0,293846.0,79.93025970451438,,,,,,,,,,,,,,,1,,preliminary_fy2025
WA,2013,7705281,1068496.0,175000.0,,,175000.0,,,,,0.1386706078597263,285288170.07405615,37.02501830550452,,,,,,,,,,,,,1,1.0,incomplete_fy2013_usaspending
WA,2014,7705281,376963476.0,258063418.0,117741840.0,152575177.0,12693616.0,,69751576.0,23043049.0,,48.92274220758464,287954414.6541876,37.37104651396719,,,,,,,,,,,,,1,1.0,complete
WA,2015,7705281,334003238.0,204740277.0,129262961.0,126571525.0,18529855.0,11333328.0,42253098.0,6052471.0,,43.34731439385533,279955680.91379344,36.332961888579206,,,,,,,,,,,,,1,1.0,complete
WA,2016,7705281,332956581.0,298782252.0,31610379.0,192077253.0,11751178.0,561727.0,79983699.0,14408395.0,1458313.0,43.211478075880684,277289436.3336621,35.98693368011654,,,,,,,,,,,,,1,1.0,complete
WA,2017,7705281,164228576.0,249107720.0,-86260149.0,146298353.0,23789548.0,8185584.0,42440687.0,28393548.0,1381005.0,21.313768569893817,269290702.593268,34.94884905472856,,,,,,,,,,,,,1,1.0,complete
WA,2018,7705281,338411154.99,216485236.99,117288511.0,153565818.0,9813266.99,4517454.0,38195615.0,10393083.0,4077962.0,43.9193787987745,263958213.43300524,34.256792637803244,,,,,,,,,,,,,1,1.0,complete
WA,2019,7705281,663176740.0,359860243.0,299649704.0,232815264.0,23724733.0,171279.0,69383013.0,33765954.0,3066313.0,86.06782023913209,263958213.43300524,34.256792637803244,,,,,,,,,,,,,1,1.0,complete
WA,2020,7705281,1438981465.0,1080730438.0,352967516.0,884363206.0,60235045.0,12868611.0,79883644.0,43379932.0,3259495.0,186.75262654275684,127979739.84630558,16.609354006207635,,,,,,,,,,,,,1,1.0,complete
WA,2021,7705281,1868805197.0,1303020847.0,562279295.0,973603520.0,184258079.0,6778041.0,89742115.0,48639092.0,3132145.0,242.5356319905789,151975941.06748787,19.723607882371567,,,,,,,,,,,,,1,1.0,complete
WA,2022,7705281,1580788094.0,1183991750.0,392065466.0,1095184052.0,16480850.0,8649419.0,40348529.0,23328900.0,3956576.0,205.15644971286576,158584182.0,20.581232793456852,891710710.0,9618011.0,2328051415.0,227640689.0,60.0,232951077.0,119099088.0,113851989.0,670295595.0,121890722.0,719462029.0,477518381.0,1,0.0,complete
WA,2023,7705281,969230423.0,278173272.0,683550198.0,132030407.0,42654675.0,10475167.0,45850179.0,47162844.0,4845006.0,125.78781007467477,187833176.0,24.37720000088251,1059910614.0,10168392.0,2611166319.0,242908615.0,59.0,424185894.0,215014797.0,209171097.0,869652216.0,141485016.0,286506740.0,693585780.0,1,0.0,complete
WA,2024,7705281,504010622.0,433136080.0,64605000.0,198437821.0,23825832.0,11889291.0,157889824.0,41093312.0,4635378.0,65.41106313968304,209584816.0,27.200152207297826,1189575539.0,11020527.0,2931397907.0,261640436.0,57.0,602843503.0,312114566.0,290728937.0,891165363.0,128522582.0,164555232.0,441491143.0,1,0.0,complete
WA,2025,7705281,885369947.0,555133357.0,323993354.0,326180964.0,22614844.0,14197392.0,108822322.0,83317835.0,4573572.0,114.9043035549255,,,,,,,,,,,,,,,1,,preliminary_fy2025
WI,2013,5893718,,,,,,,,,,,66977572.48519856,11.364230946441372,,,,,,,,,,,,,1,1.0,incomplete_fy2013_usaspending
WI,2014,5893718,74851049.0,74317035.0,,47432570.0,16516228.0,1643139.0,1076727.0,7648371.0,277378.0,12.700140895780898,67603531.10655555,11.470438712295966,,,,,,,,,,,,,1,1.0,complete
WI,2015,5893718,50890636.0,50310912.0,,27902378.0,17092343.0,3780191.0,,1536000.0,301702.0,8.634725312612513,65725655.24248457,11.151815414732189,,,,,,,,,,,,,1,1.0,complete
WI,2016,5893718,212231443.0,211148716.0,0.0,136656646.0,54893514.0,5204658.0,3224845.0,11169053.0,543760.0,36.0097722693892,65099696.62112757,11.045607648877596,,,,,,,,,,,,,1,1.0,complete
WI,2017,5893718,103854744.0,101381886.0,750000.0,73818274.0,18060933.0,4725512.0,845834.0,3931333.0,1440701.0,17.62126114618989,63221820.75705659,10.72698435131382,,,,,,,,,,,,,1,1.0,complete
