fips,geo_name,state_abb,year,mayor_name,mayor_pid,prob_democrat,prob_republican,election_year,election_type,source,mayor_pid_raw
1258050,pompano beach,FL,2013,lamar fisher,D,1.0,0.0,2010.0,elected,additional_candidates,D
1258050,pompano beach,FL,2014,lamar fisher,D,1.0,0.0,2013.0,elected,harvard_dataverse,D
1258050,pompano beach,FL,2015,lamar fisher,D,1.0,0.0,2013.0,elected,harvard_dataverse,D
1258050,pompano beach,FL,2016,lamar fisher,D,1.0,0.0,2013.0,elected,harvard_dataverse,D
1258050,pompano beach,FL,2017,lamar fisher,D,1.0,0.0,2016.0,elected,harvard_dataverse,D
1258050,pompano beach,FL,2018,lamar fisher,D,1.0,0.0,2016.0,elected,harvard_dataverse,D
1258050,pompano beach,FL,2019,rex hardin,D,0.88,0.12,2018.0,elected,harvard_dataverse,D
1258050,pompano beach,FL,2020,rex hardin,D,0.88,0.12,2018.0,elected,harvard_dataverse,D
1258050,pompano beach,FL,2021,rex hardin,D,0.88,0.12,2018.0,elected,harvard_dataverse,D
1258050,pompano beach,FL,2022,rex hardin,D,0.88,0.12,2018.0,elected,harvard_dataverse,D
1258050,pompano beach,FL,2023,rex hardin,D,0.88,0.12,2018.0,elected,harvard_dataverse,D
1258050,pompano beach,FL,2024,rex hardin,D,0.88,0.12,2018.0,elected,harvard_dataverse,D
1258050,pompano beach,FL,2025,rex hardin,D,0.88,0.12,2024.0,elected,additional_candidates,D
1258715,port st. lucie,FL,2010,patricia christensen,D,0.55,0.45,2006.0,elected,harvard_dataverse,D
1258715,port st. lucie,FL,2011,joann faiella,D,0.68,0.32,2010.0,elected,harvard_dataverse,D
1258715,port st. lucie,FL,2012,joann faiella,D,0.68,0.32,2010.0,elected,harvard_dataverse,D
1258715,port st. lucie,FL,2013,joann faiella,D,0.68,0.32,2010.0,elected,harvard_dataverse,D
1258715,port st. lucie,FL,2014,joann faiella,D,0.68,0.32,2010.0,elected,harvard_dataverse,D
1258715,port st. lucie,FL,2015,gregory j. oravec,D,0.58,0.42,2014.0,elected,harvard_dataverse,D
1258715,port st. lucie,FL,2016,gregory j. oravec,D,0.58,0.42,2014.0,elected,harvard_dataverse,D
1258715,port st. lucie,FL,2017,gregory j. oravec,D,0.58,0.42,2014.0,elected,harvard_dataverse,D
1258715,port st. lucie,FL,2018,gregory j. oravec,D,0.58,0.42,2014.0,elected,harvard_dataverse,D
1258715,port st. lucie,FL,2019,greg oravec,R,0.0,1.0,2018.0,unopposed,harvard_dataverse,R
1258715,port st. lucie,FL,2020,greg oravec,R,0.0,1.0,2018.0,unopposed,harvard_dataverse,R
1258715,port st. lucie,FL,2021,greg oravec,R,0.0,1.0,2018.0,unopposed,harvard_dataverse,R
1258715,port st. lucie,FL,2022,shannon martin,R,0.43,0.57,2021.0,elected,harvard_dataverse,R
1258715,port st. lucie,FL,2023,shannon martin,R,0.0,1.0,2022.0,elected,additional_candidates,R
1258715,port st. lucie,FL,2024,shannon martin,R,0.0,1.0,2022.0,elected,additional_candidates,R
1258715,port st. lucie,FL,2025,shannon martin,R,0.0,1.0,2022.0,elected,additional_candidates,R
1263000,st. petersburg,FL,2010,bill foster,R,0.0,1.0,2009.0,elected,harvard_dataverse,R
1263000,st. petersburg,FL,2011,bill foster,R,0.0,1.0,2009.0,elected,harvard_dataverse,R
1263000,st. petersburg,FL,2012,bill foster,R,0.0,1.0,2009.0,elected,harvard_dataverse,R
1263000,st. petersburg,FL,2013,bill foster,R,0.0,1.0,2009.0,elected,harvard_dataverse,R
1263000,st. petersburg,FL,2014,rick kriseman,D,1.0,0.0,2013.0,elected,harvard_dataverse,D
1263000,st. petersburg,FL,2015,rick kriseman,D,1.0,0.0,2013.0,elected,harvard_dataverse,D
1263000,st. petersburg,FL,2016,rick kriseman,D,1.0,0.0,2013.0,elected,harvard_dataverse,D
1263000,st. petersburg,FL,2017,rick kriseman,D,1.0,0.0,2013.0,elected,harvard_dataverse,D
1263000,st. petersburg,FL,2018,rick kriseman,D,1.0,0.0,2017.0,elected,harvard_dataverse,D
1263000,st. petersburg,FL,2019,rick kriseman,D,1.0,0.0,2017.0,elected,harvard_dataverse,D
1263000,st. petersburg,FL,2020,rick kriseman,D,1.0,0.0,2017.0,elected,harvard_dataverse,D
1263000,st. petersburg,FL,2021,rick kriseman,D,1.0,0.0,2017.0,elected,harvard_dataverse,D
1263000,st. petersburg,FL,2022,kenneth welch,D,1.0,0.0,2021.0,elected,harvard_dataverse,D
1263000,st. petersburg,FL,2023,kenneth welch,D,1.0,0.0,2021.0,elected,harvard_dataverse,D
1263000,st. petersburg,FL,2024,kenneth welch,D,1.0,0.0,2021.0,elected,harvard_dataverse,D
1263000,st. petersburg,FL,2025,kenneth welch,D,1.0,0.0,2021.0,elected,harvard_dataverse,D
1269700,sunrise,FL,2010,steven brian feren,D,1.0,0.0,2008.0,elected,candidates_master,D
1269700,sunrise,FL,2011,mike ryan,D,0.91,0.09,2010.0,elected,harvard_dataverse,D
1269700,sunrise,FL,2012,mike ryan,D,0.91,0.09,2010.0,elected,harvard_dataverse,D
1269700,sunrise,FL,2013,mike ryan,D,1.0,0.0,2012.0,unopposed,additional_candidates,D
1269700,sunrise,FL,2014,mike ryan,D,1.0,0.0,2012.0,unopposed,additional_candidates,D
1269700,sunrise,FL,2015,mike ryan,D,1.0,0.0,2012.0,unopposed,additional_candidates,D
1269700,sunrise,FL,2016,mike ryan,D,1.0,0.0,2012.0,unopposed,additional_candidates,D
1269700,sunrise,FL,2017,mike ryan,D,1.0,0.0,2016.0,unopposed,additional_candidates,D
1269700,sunrise,FL,2018,mike ryan,D,1.0,0.0,2016.0,unopposed,additional_candidates,D
1269700,sunrise,FL,2019,mike ryan,D,1.0,0.0,2016.0,unopposed,additional_candidates,D
1269700,sunrise,FL,2020,mike ryan,D,1.0,0.0,2016.0,unopposed,additional_candidates,D
1269700,sunrise,FL,2021,mike ryan,D,0.91,0.09,2020.0,unopposed,harvard_dataverse,D
1269700,sunrise,FL,2022,mike ryan,D,0.91,0.09,2020.0,unopposed,harvard_dataverse,D
1269700,sunrise,FL,2023,mike ryan,D,0.91,0.09,2020.0,unopposed,harvard_dataverse,D
1269700,sunrise,FL,2024,mike ryan,D,0.91,0.09,2020.0,unopposed,harvard_dataverse,D
1269700,sunrise,FL,2025,mike ryan,D,0.91,0.09,2024.0,elected,additional_candidates,D
1270600,tallahassee,FL,2010,john marks,D,1.0,0.0,2006.0,elected,harvard_dataverse,D
1270600,tallahassee,FL,2011,john marks,D,1.0,0.0,2010.0,elected,harvard_dataverse,D
1270600,tallahassee,FL,2012,john marks,D,1.0,0.0,2010.0,elected,harvard_dataverse,D
1270600,tallahassee,FL,2013,john marks,D,1.0,0.0,2010.0,elected,harvard_dataverse,D
1270600,tallahassee,FL,2014,john marks,D,1.0,0.0,2010.0,elected,harvard_dataverse,D
1270600,tallahassee,FL,2015,andrew gillum,D,1.0,0.0,2014.0,elected,harvard_dataverse,D
1270600,tallahassee,FL,2016,andrew gillum,D,1.0,0.0,2014.0,elected,harvard_dataverse,D
1270600,tallahassee,FL,2017,andrew gillum,D,1.0,0.0,2014.0,elected,harvard_dataverse,D
1270600,tallahassee,FL,2018,andrew gillum,D,1.0,0.0,2014.0,elected,harvard_dataverse,D
1270600,tallahassee,FL,2019,john dailey,D,1.0,0.0,2018.0,elected,harvard_dataverse,D
1270600,tallahassee,FL,2020,john dailey,D,1.0,0.0,2018.0,elected,harvard_dataverse,D
1270600,tallahassee,FL,2021,john dailey,D,1.0,0.0,2018.0,elected,harvard_dataverse,D
1270600,tallahassee,FL,2022,john dailey,D,1.0,0.0,2018.0,elected,harvard_dataverse,D
1270600,tallahassee,FL,2023,john e. dailey,D,1.0,0.0,2022.0,elected,additional_candidates,D
1270600,tallahassee,FL,2024,john e. dailey,D,1.0,0.0,2022.0,elected,additional_candidates,D
1270600,tallahassee,FL,2025,john e. dailey,D,1.0,0.0,2022.0,elected,additional_candidates,D
1270675,tamarac,FL,2010,beth flansbaum-talabisco,D,1.0,0.0,2009.0,elected,candidates_master,D
1270675,tamarac,FL,2011,beth flansbaum-talabisco,D,1.0,0.0,2009.0,elected,candidates_master,D
1270675,tamarac,FL,2012,beth flansbaum-talabisco,D,1.0,0.0,2009.0,elected,candidates_master,D
1270675,tamarac,FL,2013,beth flansbaum-talabisco,D,1.0,0.0,2009.0,elected,candidates_master,D
1270675,tamarac,FL,2014,beth flansbaum-talabisco,D,1.0,0.0,2009.0,elected,candidates_master,D
1270675,tamarac,FL,2015,harry dressler,,,,2014.0,elected,candidates_master,Unknown
1270675,tamarac,FL,2016,harry dressler,,,,2014.0,elected,candidates_master,Unknown
1270675,tamarac,FL,2017,harry dressler,,,,2014.0,elected,candidates_master,Unknown
1270675,tamarac,FL,2018,harry dressler,,,,2014.0,elected,candidates_master,Unknown
1270675,tamarac,FL,2019,michelle gomez,D,1.0,0.0,2018.0,elected,candidates_master,D
1270675,tamarac,FL,2020,michelle gomez,D,1.0,0.0,2018.0,elected,candidates_master,D
1270675,tamarac,FL,2021,michelle gomez,D,1.0,0.0,2018.0,elected,candidates_master,D
1270675,tamarac,FL,2022,michelle gomez,D,1.0,0.0,2018.0,elected,candidates_master,D
1270675,tamarac,FL,2023,michelle gomez,D,1.0,0.0,2022.0,elected,additional_candidates,D
1270675,tamarac,FL,2024,michelle gomez,D,1.0,0.0,2022.0,elected,additional_candidates,D
1270675,tamarac,FL,2025,michelle gomez,D,1.0,0.0,2022.0,elected,additional_candidates,D
1271000,tampa,FL,2010,pam iorio,D,1.0,0.0,2007.0,elected,harvard_dataverse,D
1271000,tampa,FL,2011,pam iorio,D,1.0,0.0,2007.0,elected,harvard_dataverse,D
1271000,tampa,FL,2012,bob buckhorn,D,1.0,0.0,2011.0,elected,harvard_dataverse,D
1271000,tampa,FL,2013,bob buckhorn,D,1.0,0.0,2011.0,elected,harvard_dataverse,D
1271000,tampa,FL,2014,bob buckhorn,D,1.0,0.0,2011.0,elected,harvard_dataverse,D
1271000,tampa,FL,2015,bob buckhorn,D,1.0,0.0,2011.0,elected,harvard_dataverse,D
1271000,tampa,FL,2016,bob buckhorn,D,1.0,0.0,2015.0,elected,harvard_dataverse,D
1271000,tampa,FL,2017,bob buckhorn,D,1.0,0.0,2015.0,elected,harvard_dataverse,D
1271000,tampa,FL,2018,bob buckhorn,D,1.0,0.0,2015.0,elected,harvard_dataverse,D
1271000,tampa,FL,2019,bob buckhorn,D,1.0,0.0,2015.0,elected,harvard_dataverse,D
1271000,tampa,FL,2020,jane castor,D,1.0,0.0,2019.0,elected,harvard_dataverse,D
1271000,tampa,FL,2021,jane castor,D,1.0,0.0,2019.0,elected,harvard_dataverse,D
1271000,tampa,FL,2022,jane castor,D,1.0,0.0,2019.0,elected,harvard_dataverse,D
1271000,tampa,FL,2023,jane castor,D,1.0,0.0,2019.0,elected,harvard_dataverse,D
1271000,tampa,FL,2024,jane castor,D,1.0,0.0,2023.0,elected,additional_candidates,D
1271000,tampa,FL,2025,jane castor,D,1.0,0.0,2023.0,elected,additional_candidates,D
1276600,west palm beach,FL,2010,lois frankel,D,1.0,0.0,2007.0,elected,harvard_dataverse,D
1276600,west palm beach,FL,2011,lois frankel,D,1.0,0.0,2007.0,elected,harvard_dataverse,D
1276600,west palm beach,FL,2012,jeri muoio,D,1.0,0.0,2011.0,elected,harvard_dataverse,D
1276600,west palm beach,FL,2013,jeri muoio,D,1.0,0.0,2011.0,elected,harvard_dataverse,D
1276600,west palm beach,FL,2014,jeri muoio,D,1.0,0.0,2011.0,elected,harvard_dataverse,D
1276600,west palm beach,FL,2015,jeri muoio,D,1.0,0.0,2011.0,elected,harvard_dataverse,D
1276600,west palm beach,FL,2016,jeri muoio,D,1.0,0.0,2015.0,elected,harvard_dataverse,D
1276600,west palm beach,FL,2017,jeri muoio,D,1.0,0.0,2015.0,elected,harvard_dataverse,D
1276600,west palm beach,FL,2018,jeri muoio,D,1.0,0.0,2015.0,elected,harvard_dataverse,D
1276600,west palm beach,FL,2019,jeri muoio,D,1.0,0.0,2015.0,elected,harvard_dataverse,D
1276600,west palm beach,FL,2020,keith james,D,0.94,0.06,2019.0,elected,harvard_dataverse,D
1276600,west palm beach,FL,2021,keith james,D,0.94,0.06,2019.0,elected,harvard_dataverse,D
1276600,west palm beach,FL,2022,keith james,D,0.94,0.06,2019.0,elected,harvard_dataverse,D
1276600,west palm beach,FL,2023,keith james,D,0.94,0.06,2019.0,elected,harvard_dataverse,D
1276600,west palm beach,FL,2024,keith james,D,0.94,0.06,2023.0,unopposed,additional_candidates,D
1276600,west palm beach,FL,2025,keith james,D,0.94,0.06,2023.0,unopposed,additional_candidates,D
1301052,albany,GA,2010,dr willie adams,D,1.0,0.0,2007.0,elected,candidates_master,D
1301052,albany,GA,2011,dr willie adams,D,1.0,0.0,2007.0,elected,candidates_master,D
1301052,albany,GA,2012,dorothy hubbard,D,1.0,0.0,2011.0,elected,candidates_master,D
1301052,albany,GA,2013,dorothy hubbard,D,1.0,0.0,2011.0,elected,candidates_master,D
1301052,albany,GA,2014,dorothy hubbard,D,1.0,0.0,2011.0,elected,candidates_master,D
1301052,albany,GA,2015,dorothy hubbard,D,1.0,0.0,2011.0,elected,candidates_master,D
1301052,albany,GA,2016,dorothy hubbard,D,1.0,0.0,2015.0,elected,candidates_master,D
1301052,albany,GA,2017,dorothy hubbard,D,1.0,0.0,2015.0,elected,candidates_master,D
1301052,albany,GA,2018,dorothy hubbard,D,1.0,0.0,2015.0,elected,candidates_master,D
1301052,albany,GA,2019,dorothy hubbard,D,1.0,0.0,2015.0,elected,candidates_master,D
1301052,albany,GA,2020,"kermit ""bo"" dorough",D,0.64,0.36,2019.0,elected,harvard_dataverse,D
1301052,albany,GA,2021,"kermit ""bo"" dorough",D,0.64,0.36,2019.0,elected,harvard_dataverse,D
1301052,albany,GA,2022,"kermit ""bo"" dorough",D,0.64,0.36,2019.0,elected,harvard_dataverse,D
1301052,albany,GA,2023,"kermit ""bo"" dorough",D,0.64,0.36,2019.0,elected,harvard_dataverse,D
1301052,albany,GA,2024,"kermit ""bo"" dorough",D,0.64,0.36,2023.0,elected,additional_candidates,D
1301052,albany,GA,2025,"kermit ""bo"" dorough",D,0.64,0.36,2023.0,elected,additional_candidates,D
1301696,alpharetta,GA,2010,arthur letchas,R,0.11,0.89,2007.0,unopposed,harvard_dataverse,R
1301696,alpharetta,GA,2011,arthur letchas,R,0.11,0.89,2007.0,unopposed,harvard_dataverse,R
1301696,alpharetta,GA,2012,david belle isle,R,0.0,1.0,2011.0,elected,candidates_master,R
1301696,alpharetta,GA,2013,david belle isle,R,0.0,1.0,2011.0,elected,candidates_master,R
1301696,alpharetta,GA,2014,david belle isle,R,0.0,1.0,2011.0,elected,candidates_master,R
1301696,alpharetta,GA,2015,david belle isle,R,0.0,1.0,2011.0,elected,candidates_master,R
1301696,alpharetta,GA,2016,david belle isle,R,0.0,1.0,2015.0,unopposed,harvard_dataverse,R
1301696,alpharetta,GA,2017,david belle isle,R,0.0,1.0,2015.0,unopposed,harvard_dataverse,R
1301696,alpharetta,GA,2018,david belle isle,R,0.0,1.0,2015.0,unopposed,harvard_dataverse,R
1301696,alpharetta,GA,2019,jim gilvin,R,0.2,0.8,2018.0,elected,harvard_dataverse,R
1301696,alpharetta,GA,2020,jim gilvin,R,0.2,0.8,2019.0,unopposed,harvard_dataverse,R
1301696,alpharetta,GA,2021,jim gilvin,R,0.2,0.8,2019.0,unopposed,harvard_dataverse,R
1301696,alpharetta,GA,2022,jim gilvin,R,0.2,0.8,2019.0,unopposed,harvard_dataverse,R
1301696,alpharetta,GA,2023,jim gilvin,R,0.2,0.8,2019.0,unopposed,harvard_dataverse,R
1301696,alpharetta,GA,2024,jim gilvin,R,0.0,1.0,2023.0,unopposed,additional_candidates,R
1301696,alpharetta,GA,2025,jim gilvin,R,0.0,1.0,2023.0,unopposed,additional_candidates,R
1303440,athens-clarke county,GA,2010,heidi w. davison,D,1.0,0.0,2006.0,elected,harvard_dataverse,D
1303440,athens-clarke county,GA,2011,nancy b. denson,D,0.92,0.08,2010.0,elected,harvard_dataverse,D
1303440,athens-clarke county,GA,2012,nancy b. denson,D,0.92,0.08,2010.0,elected,harvard_dataverse,D
1303440,athens-clarke county,GA,2013,nancy b. denson,D,0.92,0.08,2010.0,elected,harvard_dataverse,D
1303440,athens-clarke county,GA,2014,nancy b. denson,D,0.92,0.08,2010.0,elected,harvard_dataverse,D
1303440,athens-clarke county,GA,2015,nancy denson,D,0.92,0.08,2014.0,unopposed,harvard_dataverse,D
1303440,athens-clarke county,GA,2016,nancy denson,D,0.92,0.08,2014.0,unopposed,harvard_dataverse,D
1303440,athens-clarke county,GA,2017,nancy denson,D,0.92,0.08,2014.0,unopposed,harvard_dataverse,D
1303440,athens-clarke county,GA,2018,nancy denson,D,0.92,0.08,2014.0,unopposed,harvard_dataverse,D
1303440,athens-clarke county,GA,2019,kelly girtz,D,1.0,0.0,2018.0,elected,harvard_dataverse,D
1303440,athens-clarke county,GA,2020,kelly girtz,D,1.0,0.0,2018.0,elected,harvard_dataverse,D
1303440,athens-clarke county,GA,2021,kelly girtz,D,1.0,0.0,2018.0,elected,harvard_dataverse,D
1303440,athens-clarke county,GA,2022,kelly girtz,D,1.0,0.0,2018.0,elected,harvard_dataverse,D
1303440,athens-clarke county,GA,2023,kelly girtz,D,1.0,0.0,2022.0,elected,additional_candidates,D
1303440,athens-clarke county,GA,2024,kelly girtz,D,1.0,0.0,2022.0,elected,additional_candidates,D
1303440,athens-clarke county,GA,2025,kelly girtz,D,1.0,0.0,2022.0,elected,additional_candidates,D
1304000,atlanta,GA,2010,kasim reed,D,1.0,0.0,2009.0,elected,harvard_dataverse,D
1304000,atlanta,GA,2011,kasim reed,D,1.0,0.0,2009.0,elected,harvard_dataverse,D
1304000,atlanta,GA,2012,kasim reed,D,1.0,0.0,2009.0,elected,harvard_dataverse,D
1304000,atlanta,GA,2013,kasim reed,D,1.0,0.0,2009.0,elected,harvard_dataverse,D
1304000,atlanta,GA,2014,kasim reed,D,1.0,0.0,2013.0,elected,harvard_dataverse,D
1304000,atlanta,GA,2015,kasim reed,D,1.0,0.0,2013.0,elected,harvard_dataverse,D
1304000,atlanta,GA,2016,kasim reed,D,1.0,0.0,2013.0,elected,harvard_dataverse,D
1304000,atlanta,GA,2017,kasim reed,D,1.0,0.0,2013.0,elected,harvard_dataverse,D
1304000,atlanta,GA,2018,keisha lance bottoms,D,1.0,0.0,2017.0,elected,harvard_dataverse,D
1304000,atlanta,GA,2019,keisha lance bottoms,D,1.0,0.0,2017.0,elected,harvard_dataverse,D
1304000,atlanta,GA,2020,keisha lance bottoms,D,1.0,0.0,2017.0,elected,harvard_dataverse,D
1304000,atlanta,GA,2021,keisha lance bottoms,D,1.0,0.0,2017.0,elected,harvard_dataverse,D
1304000,atlanta,GA,2022,andre dickens,D,1.0,0.0,2021.0,elected,harvard_dataverse,D
1304000,atlanta,GA,2023,andre dickens,D,1.0,0.0,2021.0,elected,harvard_dataverse,D
1304000,atlanta,GA,2024,andre dickens,D,1.0,0.0,2021.0,elected,harvard_dataverse,D
1304000,atlanta,GA,2025,andre dickens,D,1.0,0.0,2021.0,elected,harvard_dataverse,D
1304204,augusta-richmond county,GA,2010,deke copenhaver,R,0.11,0.89,2006.0,elected,harvard_dataverse,R
1304204,augusta-richmond county,GA,2011,deke copenhaver,R,0.11,0.89,2010.0,elected,harvard_dataverse,R
1304204,augusta-richmond county,GA,2012,deke copenhaver,R,0.11,0.89,2010.0,elected,harvard_dataverse,R
1304204,augusta-richmond county,GA,2013,deke copenhaver,R,0.11,0.89,2010.0,elected,harvard_dataverse,R
1304204,augusta-richmond county,GA,2014,deke copenhaver,R,0.11,0.89,2010.0,elected,harvard_dataverse,R
1304204,augusta-richmond county,GA,2015,hardie davis,D,1.0,0.0,2014.0,elected,harvard_dataverse,D
1304204,augusta-richmond county,GA,2016,hardie davis,D,1.0,0.0,2014.0,elected,harvard_dataverse,D
1304204,augusta-richmond county,GA,2017,hardie davis,D,1.0,0.0,2014.0,elected,harvard_dataverse,D
1304204,augusta-richmond county,GA,2018,hardie davis,D,1.0,0.0,2014.0,elected,harvard_dataverse,D
1304204,augusta-richmond county,GA,2019,hardie davis,D,1.0,0.0,2018.0,elected,harvard_dataverse,D
1304204,augusta-richmond county,GA,2020,hardie davis,D,1.0,0.0,2018.0,elected,harvard_dataverse,D
1304204,augusta-richmond county,GA,2021,hardie davis,D,1.0,0.0,2018.0,elected,harvard_dataverse,D
1304204,augusta-richmond county,GA,2022,hardie davis,D,1.0,0.0,2018.0,elected,harvard_dataverse,D
1304204,augusta-richmond county,GA,2023,garnett johnson,D,1.0,0.0,2022.0,elected,additional_candidates,D
1304204,augusta-richmond county,GA,2024,garnett johnson,D,1.0,0.0,2022.0,elected,additional_candidates,D
1304204,augusta-richmond county,GA,2025,garnett johnson,D,1.0,0.0,2022.0,elected,additional_candidates,D
1319000,columbus,GA,2010,jim wetherington,D,1.0,0.0,2009.0,elected,candidates_master,D
1319000,columbus,GA,2011,teresa tomlinson,D,1.0,0.0,2010.0,elected,harvard_dataverse,D
1319000,columbus,GA,2012,teresa tomlinson,D,1.0,0.0,2010.0,elected,harvard_dataverse,D
1319000,columbus,GA,2013,teresa tomlinson,D,1.0,0.0,2010.0,elected,harvard_dataverse,D
1319000,columbus,GA,2014,teresa tomlinson,D,1.0,0.0,2010.0,elected,harvard_dataverse,D
1319000,columbus,GA,2015,teresa tomlinson,D,1.0,0.0,2014.0,elected,harvard_dataverse,D
1319000,columbus,GA,2016,teresa tomlinson,D,1.0,0.0,2014.0,elected,harvard_dataverse,D
1319000,columbus,GA,2017,teresa tomlinson,D,1.0,0.0,2014.0,elected,harvard_dataverse,D
1319000,columbus,GA,2018,teresa tomlinson,D,1.0,0.0,2014.0,elected,harvard_dataverse,D
1319000,columbus,GA,2019,skip henderson,R,0.0,1.0,2018.0,elected,harvard_dataverse,R
1319000,columbus,GA,2020,skip henderson,R,0.0,1.0,2018.0,elected,harvard_dataverse,R
1319000,columbus,GA,2021,skip henderson,R,0.0,1.0,2018.0,elected,harvard_dataverse,R
1319000,columbus,GA,2022,skip henderson,R,0.0,1.0,2018.0,elected,harvard_dataverse,R
1319000,columbus,GA,2023,skip henderson,R,0.0,1.0,2022.0,elected,additional_candidates,R
1319000,columbus,GA,2024,skip henderson,R,0.0,1.0,2022.0,elected,additional_candidates,R
1319000,columbus,GA,2025,skip henderson,R,0.0,1.0,2022.0,elected,additional_candidates,R
1349756,marietta,GA,2010,steve 'thunder' tumlin,R,0.0,1.0,2009.0,elected,harvard_dataverse,R
1349756,marietta,GA,2011,steve 'thunder' tumlin,R,0.0,1.0,2009.0,elected,harvard_dataverse,R
1349756,marietta,GA,2012,steve 'thunder' tumlin,R,0.0,1.0,2009.0,elected,harvard_dataverse,R
1349756,marietta,GA,2013,steve 'thunder' tumlin,R,0.0,1.0,2009.0,elected,harvard_dataverse,R
1349756,marietta,GA,2014,steve 'thunder' tumlin,R,0.0,1.0,2013.0,elected,harvard_dataverse,R
1349756,marietta,GA,2015,steve 'thunder' tumlin,R,0.0,1.0,2013.0,elected,harvard_dataverse,R
1349756,marietta,GA,2016,steve 'thunder' tumlin,R,0.0,1.0,2013.0,elected,harvard_dataverse,R
1349756,marietta,GA,2017,steve 'thunder' tumlin,R,0.0,1.0,2013.0,elected,harvard_dataverse,R
1349756,marietta,GA,2018,steve 'thunder' tumlin,R,0.0,1.0,2017.0,unopposed,harvard_dataverse,R
1349756,marietta,GA,2019,steve 'thunder' tumlin,R,0.0,1.0,2017.0,unopposed,harvard_dataverse,R
1349756,marietta,GA,2020,steve 'thunder' tumlin,R,0.0,1.0,2017.0,unopposed,harvard_dataverse,R
1349756,marietta,GA,2021,steve 'thunder' tumlin,R,0.0,1.0,2017.0,unopposed,harvard_dataverse,R
1349756,marietta,GA,2022,steve 'thunder' tumlin,R,0.0,1.0,2021.0,elected,harvard_dataverse,R
1349756,marietta,GA,2023,steve 'thunder' tumlin,R,0.0,1.0,2021.0,elected,harvard_dataverse,R
1349756,marietta,GA,2024,steve 'thunder' tumlin,R,0.0,1.0,2021.0,elected,harvard_dataverse,R
1349756,marietta,GA,2025,steve 'thunder' tumlin,R,0.0,1.0,2021.0,elected,harvard_dataverse,R
1367284,roswell,GA,2010,jere wood,R,0.0,1.0,2009.0,elected,harvard_dataverse,R
1367284,roswell,GA,2011,jere wood,R,0.0,1.0,2009.0,elected,harvard_dataverse,R
1367284,roswell,GA,2012,jere wood,R,0.0,1.0,2009.0,elected,harvard_dataverse,R
1367284,roswell,GA,2013,jere wood,R,0.0,1.0,2009.0,elected,harvard_dataverse,R
1367284,roswell,GA,2014,jere wood,R,0.0,1.0,2013.0,unopposed,harvard_dataverse,R
1367284,roswell,GA,2015,jere wood,R,0.0,1.0,2013.0,unopposed,harvard_dataverse,R
1367284,roswell,GA,2016,jere wood,R,0.0,1.0,2013.0,unopposed,harvard_dataverse,R
1367284,roswell,GA,2017,jere wood,R,0.0,1.0,2013.0,unopposed,harvard_dataverse,R
1367284,roswell,GA,2018,lori henry,R,0.0,1.0,2017.0,elected,fulton_soe,R
1367284,roswell,GA,2019,lori henry,R,0.0,1.0,2017.0,elected,fulton_soe,R
1367284,roswell,GA,2020,lori henry,R,0.0,1.0,2017.0,elected,fulton_soe,R
1367284,roswell,GA,2021,lori henry,R,0.0,1.0,2017.0,elected,fulton_soe,R
1367284,roswell,GA,2022,kurt wilson,R,0.0,1.0,2021.0,elected,harvard_dataverse,R
1367284,roswell,GA,2023,kurt wilson,R,0.0,1.0,2021.0,elected,harvard_dataverse,R
1367284,roswell,GA,2024,kurt wilson,R,0.0,1.0,2021.0,elected,harvard_dataverse,R
1367284,roswell,GA,2025,kurt wilson,R,0.0,1.0,2021.0,elected,harvard_dataverse,R
1369000,savannah,GA,2010,otis johnson,D,1.0,0.0,2007.0,elected,harvard_dataverse,D
1369000,savannah,GA,2011,otis johnson,D,1.0,0.0,2007.0,elected,harvard_dataverse,D
1369000,savannah,GA,2012,edna jackson,D,1.0,0.0,2011.0,elected,harvard_dataverse,D
1369000,savannah,GA,2013,edna jackson,D,1.0,0.0,2011.0,elected,harvard_dataverse,D
1369000,savannah,GA,2014,edna jackson,D,1.0,0.0,2011.0,elected,harvard_dataverse,D
1369000,savannah,GA,2015,edna jackson,D,1.0,0.0,2011.0,elected,harvard_dataverse,D
1369000,savannah,GA,2016,eddie deloach,R,0.0,1.0,2015.0,elected,harvard_dataverse,R
1369000,savannah,GA,2017,eddie deloach,R,0.0,1.0,2015.0,elected,harvard_dataverse,R
1369000,savannah,GA,2018,eddie deloach,R,0.0,1.0,2015.0,elected,harvard_dataverse,R
1369000,savannah,GA,2019,eddie deloach,R,0.0,1.0,2015.0,elected,harvard_dataverse,R
1369000,savannah,GA,2020,van johnson,D,1.0,0.0,2019.0,elected,harvard_dataverse,D
1369000,savannah,GA,2021,van johnson,D,1.0,0.0,2019.0,elected,harvard_dataverse,D
1369000,savannah,GA,2022,van johnson,D,1.0,0.0,2019.0,elected,harvard_dataverse,D
1369000,savannah,GA,2023,van johnson,D,1.0,0.0,2019.0,elected,harvard_dataverse,D
1369000,savannah,GA,2024,van johnson,D,1.0,0.0,2023.0,elected,additional_candidates,D
1369000,savannah,GA,2025,van johnson,D,1.0,0.0,2023.0,elected,additional_candidates,D
1371492,smyrna,GA,2010,,,,,,,,
1371492,smyrna,GA,2011,,,,,,,,
1371492,smyrna,GA,2012,a. max bacon,R,0.0,1.0,2011.0,elected,candidates_master,R
1371492,smyrna,GA,2013,a. max bacon,R,0.0,1.0,2011.0,elected,candidates_master,R
