fips,geo_name,state_abb,year,mayor_name,mayor_pid,prob_democrat,prob_republican,election_year,election_type,source,mayor_pid_raw
107000,birmingham,AL,2010,roderick royal,D,1.0,0.0,2009.0,council_elected,harvard_dataverse,D
107000,birmingham,AL,2011,william bell,D,1.0,0.0,2010.0,elected,harvard_dataverse,D
107000,birmingham,AL,2012,william bell,D,1.0,0.0,2011.0,elected,harvard_dataverse,D
107000,birmingham,AL,2013,william bell,D,1.0,0.0,2011.0,elected,harvard_dataverse,D
107000,birmingham,AL,2014,william bell,D,1.0,0.0,2013.0,elected,harvard_dataverse,D
107000,birmingham,AL,2015,william bell,D,1.0,0.0,2013.0,elected,harvard_dataverse,D
107000,birmingham,AL,2016,william bell,D,1.0,0.0,2013.0,elected,harvard_dataverse,D
107000,birmingham,AL,2017,william bell,D,1.0,0.0,2013.0,elected,harvard_dataverse,D
107000,birmingham,AL,2018,randall woodfin,D,1.0,0.0,2017.0,elected,harvard_dataverse,D
107000,birmingham,AL,2019,randall woodfin,D,1.0,0.0,2017.0,elected,harvard_dataverse,D
107000,birmingham,AL,2020,randall woodfin,D,1.0,0.0,2017.0,elected,harvard_dataverse,D
107000,birmingham,AL,2021,randall woodfin,D,1.0,0.0,2017.0,elected,harvard_dataverse,D
107000,birmingham,AL,2022,randall woodfin,D,1.0,0.0,2021.0,elected,harvard_dataverse,D
107000,birmingham,AL,2023,randall woodfin,D,1.0,0.0,2021.0,elected,harvard_dataverse,D
107000,birmingham,AL,2024,randall woodfin,D,1.0,0.0,2021.0,elected,harvard_dataverse,D
107000,birmingham,AL,2025,randall woodfin,D,1.0,0.0,2021.0,elected,harvard_dataverse,D
120104,decatur,AL,2010,don stanford,R,0.11,0.89,2008.0,elected,harvard_dataverse,R
120104,decatur,AL,2011,don stanford,R,0.11,0.89,2008.0,elected,harvard_dataverse,R
120104,decatur,AL,2012,don stanford,R,0.11,0.89,2008.0,elected,harvard_dataverse,R
120104,decatur,AL,2013,gary ivey,R,0.05,0.95,2012.0,unopposed,additional_candidates,R
120104,decatur,AL,2014,gary ivey,R,0.05,0.95,2012.0,unopposed,additional_candidates,R
120104,decatur,AL,2015,gary ivey,R,0.05,0.95,2012.0,unopposed,additional_candidates,R
120104,decatur,AL,2016,gary ivey,R,0.05,0.95,2012.0,unopposed,additional_candidates,R
120104,decatur,AL,2017,tab bowling,R,0.05,0.95,2016.0,elected,additional_candidates,R
120104,decatur,AL,2018,tab bowling,R,0.05,0.95,2016.0,elected,additional_candidates,R
120104,decatur,AL,2019,tab bowling,R,0.05,0.95,2016.0,elected,additional_candidates,R
120104,decatur,AL,2020,tab bowling,R,0.05,0.95,2016.0,elected,additional_candidates,R
120104,decatur,AL,2021,tab bowling,R,0.0,1.0,2020.0,elected,harvard_dataverse,R
120104,decatur,AL,2022,tab bowling,R,0.0,1.0,2020.0,elected,harvard_dataverse,R
120104,decatur,AL,2023,tab bowling,R,0.0,1.0,2020.0,elected,harvard_dataverse,R
120104,decatur,AL,2024,tab bowling,R,0.0,1.0,2020.0,elected,harvard_dataverse,R
120104,decatur,AL,2025,tab bowling,R,0.0,1.0,2020.0,elected,harvard_dataverse,R
121184,dothan,AL,2010,mike schmitz,R,0.2,0.8,2009.0,elected,additional_candidates,R
121184,dothan,AL,2011,mike schmitz,R,0.2,0.8,2009.0,elected,additional_candidates,R
121184,dothan,AL,2012,mike schmitz,R,0.2,0.8,2009.0,elected,additional_candidates,R
121184,dothan,AL,2013,mike schmitz,R,0.2,0.8,2009.0,elected,additional_candidates,R
121184,dothan,AL,2014,mike schmitz,R,0.05,0.95,2013.0,elected,candidates_master,R
121184,dothan,AL,2015,mike schmitz,R,0.05,0.95,2013.0,elected,candidates_master,R
121184,dothan,AL,2016,mike schmitz,R,0.05,0.95,2013.0,elected,candidates_master,R
121184,dothan,AL,2017,mike schmitz,R,0.05,0.95,2013.0,elected,candidates_master,R
121184,dothan,AL,2018,mark saliba,R,0.0,1.0,2017.0,elected,additional_candidates,R
121184,dothan,AL,2019,mark saliba,R,0.0,1.0,2017.0,elected,additional_candidates,R
121184,dothan,AL,2020,mark saliba,R,0.0,1.0,2017.0,elected,additional_candidates,R
121184,dothan,AL,2021,mark saliba,R,0.0,1.0,2017.0,elected,additional_candidates,R
121184,dothan,AL,2022,mark saliba,R,0.05,0.95,2021.0,elected,harvard_dataverse,R
121184,dothan,AL,2023,mark saliba,R,0.05,0.95,2021.0,elected,harvard_dataverse,R
121184,dothan,AL,2024,mark saliba,R,0.05,0.95,2021.0,elected,harvard_dataverse,R
121184,dothan,AL,2025,mark saliba,R,0.05,0.95,2021.0,elected,harvard_dataverse,R
135896,hoover,AL,2010,tony petelos,R,0.0,1.0,2008.0,unopposed,harvard_dataverse,R
135896,hoover,AL,2011,tony petelos,R,0.0,1.0,2008.0,unopposed,harvard_dataverse,R
135896,hoover,AL,2012,tony petelos,R,0.0,1.0,2008.0,unopposed,harvard_dataverse,R
135896,hoover,AL,2013,tony petelos,R,0.0,1.0,2008.0,unopposed,harvard_dataverse,R
135896,hoover,AL,2014,tony petelos,R,0.0,1.0,2008.0,unopposed,harvard_dataverse,R
135896,hoover,AL,2015,tony petelos,R,0.0,1.0,2008.0,unopposed,harvard_dataverse,R
135896,hoover,AL,2016,tony petelos,R,0.0,1.0,2008.0,unopposed,harvard_dataverse,R
135896,hoover,AL,2017,frank brocato,R,0.05,0.95,2016.0,elected,harvard_dataverse,R
135896,hoover,AL,2018,frank brocato,R,0.05,0.95,2016.0,elected,harvard_dataverse,R
135896,hoover,AL,2019,frank brocato,R,0.05,0.95,2016.0,elected,harvard_dataverse,R
135896,hoover,AL,2020,frank brocato,R,0.05,0.95,2016.0,elected,harvard_dataverse,R
135896,hoover,AL,2021,frank brocato,R,0.05,0.95,2020.0,elected,harvard_dataverse,R
135896,hoover,AL,2022,frank brocato,R,0.05,0.95,2020.0,elected,harvard_dataverse,R
135896,hoover,AL,2023,frank brocato,R,0.05,0.95,2020.0,elected,harvard_dataverse,R
135896,hoover,AL,2024,frank brocato,R,0.05,0.95,2020.0,elected,harvard_dataverse,R
135896,hoover,AL,2025,frank brocato,R,0.05,0.95,2020.0,elected,harvard_dataverse,R
137000,huntsville,AL,2010,tommy battle,R,0.0,1.0,2008.0,elected,harvard_dataverse,R
137000,huntsville,AL,2011,tommy battle,R,0.0,1.0,2008.0,elected,harvard_dataverse,R
137000,huntsville,AL,2012,tommy battle,R,0.0,1.0,2008.0,elected,harvard_dataverse,R
137000,huntsville,AL,2013,tommy battle,R,0.02,0.98,2012.0,elected,harvard_dataverse,R
137000,huntsville,AL,2014,tommy battle,R,0.02,0.98,2012.0,elected,harvard_dataverse,R
137000,huntsville,AL,2015,tommy battle,R,0.02,0.98,2012.0,elected,harvard_dataverse,R
137000,huntsville,AL,2016,tommy battle,R,0.02,0.98,2012.0,elected,harvard_dataverse,R
137000,huntsville,AL,2017,tommy battle,R,0.02,0.98,2016.0,elected,harvard_dataverse,R
137000,huntsville,AL,2018,tommy battle,R,0.02,0.98,2016.0,elected,harvard_dataverse,R
137000,huntsville,AL,2019,tommy battle,R,0.02,0.98,2016.0,elected,harvard_dataverse,R
137000,huntsville,AL,2020,tommy battle,R,0.02,0.98,2016.0,elected,harvard_dataverse,R
137000,huntsville,AL,2021,tommy battle,R,0.0,1.0,2020.0,elected,harvard_dataverse,R
137000,huntsville,AL,2022,tommy battle,R,0.0,1.0,2020.0,elected,harvard_dataverse,R
137000,huntsville,AL,2023,tommy battle,R,0.0,1.0,2020.0,elected,harvard_dataverse,R
137000,huntsville,AL,2024,tommy battle,R,0.0,1.0,2020.0,elected,harvard_dataverse,R
137000,huntsville,AL,2025,tommy battle,R,0.02,0.98,2024.0,unopposed,additional_candidates,R
150000,mobile,AL,2010,samuel jones,D,1.0,0.0,2009.0,unopposed,harvard_dataverse,D
150000,mobile,AL,2011,samuel jones,D,1.0,0.0,2009.0,unopposed,harvard_dataverse,D
150000,mobile,AL,2012,samuel jones,D,1.0,0.0,2009.0,unopposed,harvard_dataverse,D
150000,mobile,AL,2013,samuel jones,D,1.0,0.0,2009.0,unopposed,harvard_dataverse,D
150000,mobile,AL,2014,sandy stimpson,R,0.0,1.0,2013.0,elected,harvard_dataverse,R
150000,mobile,AL,2015,sandy stimpson,R,0.0,1.0,2013.0,elected,harvard_dataverse,R
150000,mobile,AL,2016,sandy stimpson,R,0.0,1.0,2013.0,elected,harvard_dataverse,R
150000,mobile,AL,2017,sandy stimpson,R,0.0,1.0,2013.0,elected,harvard_dataverse,R
150000,mobile,AL,2018,sandy stimpson,R,0.0,1.0,2017.0,elected,harvard_dataverse,R
150000,mobile,AL,2019,sandy stimpson,R,0.0,1.0,2017.0,elected,harvard_dataverse,R
150000,mobile,AL,2020,sandy stimpson,R,0.0,1.0,2017.0,elected,harvard_dataverse,R
150000,mobile,AL,2021,sandy stimpson,R,0.0,1.0,2017.0,elected,harvard_dataverse,R
150000,mobile,AL,2022,sandy stimpson,R,0.0,1.0,2021.0,elected,harvard_dataverse,R
150000,mobile,AL,2023,sandy stimpson,R,0.0,1.0,2021.0,elected,harvard_dataverse,R
150000,mobile,AL,2024,sandy stimpson,R,0.0,1.0,2021.0,elected,harvard_dataverse,R
150000,mobile,AL,2025,sandy stimpson,R,0.0,1.0,2021.0,elected,harvard_dataverse,R
151000,montgomery,AL,2010,todd strange,R,0.0,1.0,2009.0,elected,harvard_dataverse,R
151000,montgomery,AL,2011,todd strange,R,0.0,1.0,2009.0,elected,harvard_dataverse,R
151000,montgomery,AL,2012,todd strange,R,0.0,1.0,2011.0,elected,harvard_dataverse,R
151000,montgomery,AL,2013,todd strange,R,0.0,1.0,2011.0,elected,harvard_dataverse,R
151000,montgomery,AL,2014,todd strange,R,0.0,1.0,2011.0,elected,harvard_dataverse,R
151000,montgomery,AL,2015,todd strange,R,0.0,1.0,2011.0,elected,harvard_dataverse,R
151000,montgomery,AL,2016,todd strange,R,0.0,1.0,2015.0,elected,harvard_dataverse,R
151000,montgomery,AL,2017,todd strange,R,0.0,1.0,2015.0,elected,harvard_dataverse,R
151000,montgomery,AL,2018,todd strange,R,0.0,1.0,2015.0,elected,harvard_dataverse,R
151000,montgomery,AL,2019,todd strange,R,0.0,1.0,2015.0,elected,harvard_dataverse,R
151000,montgomery,AL,2020,steven reed,D,1.0,0.0,2019.0,elected,harvard_dataverse,D
151000,montgomery,AL,2021,steven reed,D,1.0,0.0,2019.0,elected,harvard_dataverse,D
151000,montgomery,AL,2022,steven reed,D,1.0,0.0,2019.0,elected,harvard_dataverse,D
151000,montgomery,AL,2023,steven reed,D,1.0,0.0,2019.0,elected,harvard_dataverse,D
151000,montgomery,AL,2024,steven reed,D,1.0,0.0,2023.0,elected,additional_candidates,D
151000,montgomery,AL,2025,steven reed,D,1.0,0.0,2023.0,elected,additional_candidates,D
177256,tuscaloosa,AL,2010,walter maddox,D,1.0,0.0,2009.0,unopposed,harvard_dataverse,D
177256,tuscaloosa,AL,2011,walter maddox,D,1.0,0.0,2009.0,unopposed,harvard_dataverse,D
177256,tuscaloosa,AL,2012,walter maddox,D,1.0,0.0,2009.0,unopposed,harvard_dataverse,D
177256,tuscaloosa,AL,2013,walter maddox,D,1.0,0.0,2009.0,unopposed,harvard_dataverse,D
177256,tuscaloosa,AL,2014,walter maddox,D,1.0,0.0,2013.0,unopposed,harvard_dataverse,D
177256,tuscaloosa,AL,2015,walter maddox,D,1.0,0.0,2013.0,unopposed,harvard_dataverse,D
177256,tuscaloosa,AL,2016,walter maddox,D,1.0,0.0,2013.0,unopposed,harvard_dataverse,D
177256,tuscaloosa,AL,2017,walter maddox,D,1.0,0.0,2013.0,unopposed,harvard_dataverse,D
177256,tuscaloosa,AL,2018,walter maddox,D,1.0,0.0,2017.0,elected,harvard_dataverse,D
177256,tuscaloosa,AL,2019,walter maddox,D,1.0,0.0,2017.0,elected,harvard_dataverse,D
177256,tuscaloosa,AL,2020,walter maddox,D,1.0,0.0,2017.0,elected,harvard_dataverse,D
177256,tuscaloosa,AL,2021,walter maddox,D,1.0,0.0,2017.0,elected,harvard_dataverse,D
177256,tuscaloosa,AL,2022,walter maddox,D,1.0,0.0,2021.0,elected,harvard_dataverse,D
177256,tuscaloosa,AL,2023,walter maddox,D,1.0,0.0,2021.0,elected,harvard_dataverse,D
177256,tuscaloosa,AL,2024,walter maddox,D,1.0,0.0,2021.0,elected,harvard_dataverse,D
177256,tuscaloosa,AL,2025,walter maddox,D,1.0,0.0,2021.0,elected,harvard_dataverse,D
203000,anchorage,AK,2010,daniel 'dan' sullivan,R,0.0,1.0,2009.0,elected,harvard_dataverse,R
203000,anchorage,AK,2011,daniel 'dan' sullivan,R,0.0,1.0,2009.0,elected,harvard_dataverse,R
203000,anchorage,AK,2012,daniel 'dan' sullivan,R,0.0,1.0,2009.0,elected,harvard_dataverse,R
203000,anchorage,AK,2013,daniel 'dan' sullivan,R,0.0,1.0,2012.0,elected,harvard_dataverse,R
203000,anchorage,AK,2014,daniel 'dan' sullivan,R,0.0,1.0,2012.0,elected,harvard_dataverse,R
203000,anchorage,AK,2015,daniel 'dan' sullivan,R,0.0,1.0,2012.0,elected,harvard_dataverse,R
203000,anchorage,AK,2016,ethan berkowitz,D,1.0,0.0,2015.0,elected,harvard_dataverse,D
203000,anchorage,AK,2017,ethan berkowitz,D,1.0,0.0,2015.0,elected,harvard_dataverse,D
203000,anchorage,AK,2018,ethan berkowitz,D,1.0,0.0,2015.0,elected,harvard_dataverse,D
203000,anchorage,AK,2019,ethan berkowitz,D,1.0,0.0,2018.0,elected,harvard_dataverse,D
203000,anchorage,AK,2020,ethan berkowitz,D,1.0,0.0,2018.0,elected,harvard_dataverse,D
203000,anchorage,AK,2021,austin quinn-davidson,D,,,2020.0,appointed,harvard_dataverse,D
203000,anchorage,AK,2022,dave bronson,R,0.0,1.0,2021.0,elected,harvard_dataverse,R
203000,anchorage,AK,2023,dave bronson,R,0.0,1.0,2021.0,elected,harvard_dataverse,R
203000,anchorage,AK,2024,dave bronson,R,0.0,1.0,2021.0,elected,harvard_dataverse,R
203000,anchorage,AK,2025,suzanne lafrance,D,0.92,0.08,2024.0,elected,additional_candidates,D
404720,avondale,AZ,2010,marie lopez rogers,D,1.0,0.0,2007.0,elected,harvard_dataverse,D
404720,avondale,AZ,2011,marie lopez rogers,D,1.0,0.0,2007.0,elected,harvard_dataverse,D
404720,avondale,AZ,2012,marie lopez rogers,D,1.0,0.0,2007.0,elected,harvard_dataverse,D
404720,avondale,AZ,2013,marie lopez rogers,D,1.0,0.0,2012.0,unopposed,harvard_dataverse,D
404720,avondale,AZ,2014,marie lopez rogers,D,1.0,0.0,2012.0,unopposed,harvard_dataverse,D
404720,avondale,AZ,2015,marie lopez rogers,D,1.0,0.0,2012.0,unopposed,harvard_dataverse,D
404720,avondale,AZ,2016,marie lopez rogers,D,1.0,0.0,2012.0,unopposed,harvard_dataverse,D
404720,avondale,AZ,2017,kenneth weise,R,0.0,1.0,2016.0,elected,harvard_dataverse,R
404720,avondale,AZ,2018,kenneth weise,R,0.0,1.0,2016.0,elected,harvard_dataverse,R
404720,avondale,AZ,2019,kenneth weise,R,0.0,1.0,2016.0,elected,harvard_dataverse,R
404720,avondale,AZ,2020,kenneth weise,R,0.0,1.0,2016.0,elected,harvard_dataverse,R
404720,avondale,AZ,2021,kenneth weise,R,0.25,0.75,2020.0,unopposed,harvard_dataverse,R
404720,avondale,AZ,2022,kenneth weise,R,0.25,0.75,2020.0,unopposed,harvard_dataverse,R
404720,avondale,AZ,2023,kenneth weise,R,0.25,0.75,2020.0,unopposed,harvard_dataverse,R
404720,avondale,AZ,2024,kenneth weise,R,0.25,0.75,2020.0,unopposed,harvard_dataverse,R
404720,avondale,AZ,2025,mike pineda,R,0.0,1.0,2024.0,elected,additional_candidates,R
412000,chandler,AZ,2010,boyd dunn,R,0.0,1.0,2008.0,unopposed,harvard_dataverse,R
412000,chandler,AZ,2011,jay tibshraeny,R,0.0,1.0,2010.0,unopposed,harvard_dataverse,R
412000,chandler,AZ,2012,jay tibshraeny,R,0.0,1.0,2010.0,unopposed,harvard_dataverse,R
412000,chandler,AZ,2013,jay tibshraeny,R,0.0,1.0,2012.0,unopposed,harvard_dataverse,R
412000,chandler,AZ,2014,jay tibshraeny,R,0.0,1.0,2012.0,unopposed,harvard_dataverse,R
412000,chandler,AZ,2015,jay tibshraeny,R,0.0,1.0,2014.0,unopposed,harvard_dataverse,R
412000,chandler,AZ,2016,jay tibshraeny,R,0.0,1.0,2014.0,unopposed,harvard_dataverse,R
412000,chandler,AZ,2017,jay tibshraeny,R,0.0,1.0,2014.0,unopposed,harvard_dataverse,R
412000,chandler,AZ,2018,jay tibshraeny,R,0.0,1.0,2014.0,unopposed,harvard_dataverse,R
412000,chandler,AZ,2019,kevin hartke,R,0.12,0.88,2018.0,unopposed,harvard_dataverse,R
412000,chandler,AZ,2020,kevin hartke,R,0.12,0.88,2018.0,unopposed,harvard_dataverse,R
412000,chandler,AZ,2021,kevin hartke,R,0.12,0.88,2018.0,unopposed,harvard_dataverse,R
412000,chandler,AZ,2022,kevin hartke,R,0.12,0.88,2018.0,unopposed,harvard_dataverse,R
412000,chandler,AZ,2023,kevin hartke,R,0.12,0.88,2022.0,elected,additional_candidates,R
412000,chandler,AZ,2024,kevin hartke,R,0.12,0.88,2022.0,elected,additional_candidates,R
412000,chandler,AZ,2025,kevin hartke,R,0.12,0.88,2022.0,elected,additional_candidates,R
423620,flagstaff,AZ,2010,sara presler,D,0.9,0.1,2008.0,elected,harvard_dataverse,D
423620,flagstaff,AZ,2011,sara presler,D,0.9,0.1,2010.0,elected,harvard_dataverse,D
423620,flagstaff,AZ,2012,sara presler,D,0.9,0.1,2010.0,elected,harvard_dataverse,D
423620,flagstaff,AZ,2013,jerry nabours,R,0.15,0.85,2012.0,elected,harvard_dataverse,R
423620,flagstaff,AZ,2014,jerry nabours,R,0.15,0.85,2012.0,elected,harvard_dataverse,R
423620,flagstaff,AZ,2015,jerry nabours,R,0.15,0.85,2014.0,elected,harvard_dataverse,R
423620,flagstaff,AZ,2016,jerry nabours,R,0.15,0.85,2014.0,elected,harvard_dataverse,R
423620,flagstaff,AZ,2017,coral evans,D,1.0,0.0,2016.0,elected,harvard_dataverse,D
423620,flagstaff,AZ,2018,coral evans,D,1.0,0.0,2016.0,elected,harvard_dataverse,D
423620,flagstaff,AZ,2019,coral evans,D,1.0,0.0,2018.0,unopposed,harvard_dataverse,D
423620,flagstaff,AZ,2020,coral evans,D,1.0,0.0,2018.0,unopposed,harvard_dataverse,D
423620,flagstaff,AZ,2021,paul deasy,D,1.0,0.0,2020.0,elected,harvard_dataverse,D
423620,flagstaff,AZ,2022,paul deasy,D,1.0,0.0,2020.0,elected,harvard_dataverse,D
423620,flagstaff,AZ,2023,becky daggett,D,0.97,0.03,2022.0,elected,additional_candidates,D
423620,flagstaff,AZ,2024,becky daggett,D,0.97,0.03,2022.0,elected,additional_candidates,D
423620,flagstaff,AZ,2025,becky daggett,D,0.97,0.03,2022.0,elected,additional_candidates,D
427400,gilbert,AZ,2010,john lewis,R,0.07,0.93,2009.0,unopposed,harvard_dataverse,R
427400,gilbert,AZ,2011,john lewis,R,0.07,0.93,2009.0,unopposed,harvard_dataverse,R
427400,gilbert,AZ,2012,john lewis,R,0.07,0.93,2009.0,unopposed,harvard_dataverse,R
427400,gilbert,AZ,2013,john lewis,R,0.07,0.93,2012.0,elected,harvard_dataverse,R
427400,gilbert,AZ,2014,john lewis,R,0.07,0.93,2012.0,elected,harvard_dataverse,R
427400,gilbert,AZ,2015,john lewis,R,0.07,0.93,2012.0,elected,harvard_dataverse,R
427400,gilbert,AZ,2016,john lewis,R,0.07,0.93,2012.0,elected,harvard_dataverse,R
427400,gilbert,AZ,2017,jenn daniels,R,0.0,1.0,2016.0,unopposed,harvard_dataverse,R
427400,gilbert,AZ,2018,jenn daniels,R,0.0,1.0,2016.0,unopposed,harvard_dataverse,R
427400,gilbert,AZ,2019,jenn daniels,R,0.0,1.0,2016.0,unopposed,harvard_dataverse,R
427400,gilbert,AZ,2020,jenn daniels,R,0.0,1.0,2016.0,unopposed,harvard_dataverse,R
427400,gilbert,AZ,2021,brigette peterson,R,0.0,1.0,2020.0,elected,harvard_dataverse,R
427400,gilbert,AZ,2022,brigette peterson,R,0.0,1.0,2020.0,elected,harvard_dataverse,R
427400,gilbert,AZ,2023,brigette peterson,R,0.0,1.0,2020.0,elected,harvard_dataverse,R
427400,gilbert,AZ,2024,brigette peterson,R,0.0,1.0,2020.0,elected,harvard_dataverse,R
427400,gilbert,AZ,2025,scott anderson,R,0.0,1.0,2024.0,elected,additional_candidates,R
427820,glendale,AZ,2010,elaine scruggs,R,0.0,1.0,2008.0,unopposed,harvard_dataverse,R
427820,glendale,AZ,2011,elaine scruggs,R,0.0,1.0,2008.0,unopposed,harvard_dataverse,R
427820,glendale,AZ,2012,elaine scruggs,R,0.0,1.0,2008.0,unopposed,harvard_dataverse,R
427820,glendale,AZ,2013,jerry weiers,R,0.0,1.0,2012.0,elected,harvard_dataverse,R
427820,glendale,AZ,2014,jerry weiers,R,0.0,1.0,2012.0,elected,harvard_dataverse,R
427820,glendale,AZ,2015,jerry weiers,R,0.0,1.0,2012.0,elected,harvard_dataverse,R
427820,glendale,AZ,2016,jerry weiers,R,0.0,1.0,2012.0,elected,harvard_dataverse,R
427820,glendale,AZ,2017,jerry weiers,R,0.0,1.0,2016.0,elected,harvard_dataverse,R
427820,glendale,AZ,2018,jerry weiers,R,0.0,1.0,2016.0,elected,harvard_dataverse,R
427820,glendale,AZ,2019,jerry weiers,R,0.0,1.0,2016.0,elected,harvard_dataverse,R
427820,glendale,AZ,2020,jerry weiers,R,0.0,1.0,2016.0,elected,harvard_dataverse,R
427820,glendale,AZ,2021,jerry weiers,R,0.0,1.0,2020.0,elected,harvard_dataverse,R
427820,glendale,AZ,2022,jerry weiers,R,0.0,1.0,2020.0,elected,harvard_dataverse,R
427820,glendale,AZ,2023,jerry weiers,R,0.0,1.0,2020.0,elected,harvard_dataverse,R
427820,glendale,AZ,2024,jerry weiers,R,0.0,1.0,2020.0,elected,harvard_dataverse,R
427820,glendale,AZ,2025,jerry weiers,R,0.0,1.0,2020.0,elected,harvard_dataverse,R
439370,lake havasu city,AZ,2010,mark nexsen,R,0.17,0.83,2006.0,elected,harvard_dataverse,R
439370,lake havasu city,AZ,2011,mark nexsen,R,0.0,1.0,2010.0,unopposed,additional_candidates,R
439370,lake havasu city,AZ,2012,mark nexsen,R,0.0,1.0,2010.0,unopposed,additional_candidates,R
439370,lake havasu city,AZ,2013,mark nexsen,R,0.0,1.0,2010.0,unopposed,additional_candidates,R
439370,lake havasu city,AZ,2014,mark nexsen,R,0.0,1.0,2010.0,unopposed,additional_candidates,R
439370,lake havasu city,AZ,2015,mark nexsen,R,0.0,1.0,2014.0,appointed,additional_candidates,R
439370,lake havasu city,AZ,2016,mark nexsen,R,0.0,1.0,2014.0,appointed,additional_candidates,R
439370,lake havasu city,AZ,2017,mark nexsen,R,0.0,1.0,2014.0,appointed,additional_candidates,R
439370,lake havasu city,AZ,2018,mark nexsen,R,0.0,1.0,2014.0,appointed,additional_candidates,R
439370,lake havasu city,AZ,2019,cal sheehy,R,0.0,1.0,2018.0,elected,additional_candidates,R
439370,lake havasu city,AZ,2020,cal sheehy,R,0.0,1.0,2018.0,elected,additional_candidates,R
439370,lake havasu city,AZ,2021,cal sheehy,R,0.0,1.0,2018.0,elected,additional_candidates,R
439370,lake havasu city,AZ,2022,cal sheehy,R,0.0,1.0,2018.0,elected,additional_candidates,R
439370,lake havasu city,AZ,2023,cal sheehy,R,0.0,1.0,2022.0,elected,additional_candidates,R
439370,lake havasu city,AZ,2024,cal sheehy,R,0.0,1.0,2022.0,elected,additional_candidates,R
439370,lake havasu city,AZ,2025,cal sheehy,R,0.0,1.0,2022.0,elected,additional_candidates,R
446000,mesa,AZ,2010,scott smith,R,0.0,1.0,2008.0,elected,harvard_dataverse,R
446000,mesa,AZ,2011,scott smith,R,0.0,1.0,2008.0,elected,harvard_dataverse,R
446000,mesa,AZ,2012,scott smith,R,0.0,1.0,2008.0,elected,harvard_dataverse,R
446000,mesa,AZ,2013,scott smith,R,0.0,1.0,2012.0,unopposed,harvard_dataverse,R
446000,mesa,AZ,2014,scott smith,R,0.0,1.0,2012.0,unopposed,harvard_dataverse,R
446000,mesa,AZ,2015,john giles,R,0.03,0.97,2014.0,elected,harvard_dataverse,R
446000,mesa,AZ,2016,john giles,R,0.03,0.97,2014.0,elected,harvard_dataverse,R
446000,mesa,AZ,2017,john giles,R,0.03,0.97,2016.0,unopposed,harvard_dataverse,R
446000,mesa,AZ,2018,john giles,R,0.03,0.97,2016.0,unopposed,harvard_dataverse,R
446000,mesa,AZ,2019,john giles,R,0.03,0.97,2016.0,unopposed,harvard_dataverse,R
446000,mesa,AZ,2020,john giles,R,0.03,0.97,2016.0,unopposed,harvard_dataverse,R
446000,mesa,AZ,2021,john giles,R,0.0,1.0,2020.0,elected,harvard_dataverse,R
446000,mesa,AZ,2022,john giles,R,0.0,1.0,2020.0,elected,harvard_dataverse,R
446000,mesa,AZ,2023,john giles,R,0.0,1.0,2020.0,elected,harvard_dataverse,R
446000,mesa,AZ,2024,john giles,R,0.0,1.0,2020.0,elected,harvard_dataverse,R
446000,mesa,AZ,2025,mark freeman,R,0.11,0.89,2024.0,elected,additional_candidates,R
454050,peoria,AZ,2010,bob barrett,R,0.0,1.0,2006.0,elected,harvard_dataverse,R
454050,peoria,AZ,2011,bob barrett,R,0.0,1.0,2010.0,unopposed,harvard_dataverse,R
454050,peoria,AZ,2012,bob barrett,R,0.0,1.0,2010.0,unopposed,harvard_dataverse,R
454050,peoria,AZ,2013,bob barrett,R,0.0,1.0,2010.0,unopposed,harvard_dataverse,R
454050,peoria,AZ,2014,bob barrett,R,0.0,1.0,2010.0,unopposed,harvard_dataverse,R
454050,peoria,AZ,2015,cathy carlat,R,0.0,1.0,2014.0,unopposed,harvard_dataverse,R
454050,peoria,AZ,2016,cathy carlat,R,0.0,1.0,2014.0,unopposed,harvard_dataverse,R
454050,peoria,AZ,2017,cathy carlat,R,0.0,1.0,2014.0,unopposed,harvard_dataverse,R
454050,peoria,AZ,2018,cathy carlat,R,0.0,1.0,2014.0,unopposed,harvard_dataverse,R
454050,peoria,AZ,2019,cathy carlat,R,0.0,1.0,2018.0,unopposed,harvard_dataverse,R
454050,peoria,AZ,2020,cathy carlat,R,0.0,1.0,2018.0,unopposed,harvard_dataverse,R
454050,peoria,AZ,2021,cathy carlat,R,0.0,1.0,2018.0,unopposed,harvard_dataverse,R
454050,peoria,AZ,2022,cathy carlat,R,0.0,1.0,2018.0,unopposed,harvard_dataverse,R
454050,peoria,AZ,2023,jason beck,R,0.0,1.0,2022.0,elected,additional_candidates,R
454050,peoria,AZ,2024,jason beck,R,0.0,1.0,2022.0,elected,additional_candidates,R
454050,peoria,AZ,2025,jason beck,R,0.0,1.0,2022.0,elected,additional_candidates,R
455000,phoenix,AZ,2010,phil gordon,D,1.0,0.0,2007.0,elected,harvard_dataverse,D
455000,phoenix,AZ,2011,phil gordon,D,1.0,0.0,2007.0,elected,harvard_dataverse,D
455000,phoenix,AZ,2012,greg stanton,D,1.0,0.0,2011.0,elected,harvard_dataverse,D
455000,phoenix,AZ,2013,greg stanton,D,1.0,0.0,2011.0,elected,harvard_dataverse,D
455000,phoenix,AZ,2014,greg stanton,D,1.0,0.0,2011.0,elected,harvard_dataverse,D
455000,phoenix,AZ,2015,greg stanton,D,1.0,0.0,2011.0,elected,harvard_dataverse,D
