year,fips7,city_name,epa_state_insp_rate_npdes,epa_state_response_rate_npdes,epa_state_response_rate_air,epa_state_insp_rate_npdes_norm,epa_state_response_rate_npdes_norm,epa_state_stringency_index
2013,203000,anchorage,,0.0357142857142857,0.5,0.0,0.00037397157816,0.00012465719272
2014,203000,anchorage,,0.06,10.0,0.0,0.0021428571428571,0.0007142857142857
2015,203000,anchorage,,0.056701030927835,2.0,0.0,0.0049500900016363,0.0016500300005454
2016,203000,anchorage,,0.059322033898305,4.0,0.0,0.0074152542372881,0.0024717514124293
2017,203000,anchorage,,0.014018691588785,3.0,0.0,0.0035509086873967,0.0011836362291322
2018,203000,anchorage,,0.0220125786163522,0.5,0.0,0.0022012578616352,0.000733752620545
2019,203000,anchorage,,0.0200573065902578,0.2,0.0,0.0044571792422795,0.0014857264140931
2020,203000,anchorage,,0.0261136712749615,1.0,0.0,0.0052227342549923,0.0017409114183307
2021,203000,anchorage,,0.0308123249299719,0.0,0.0,0.0034235916588857,0.0011411972196285
2022,203000,anchorage,,0.0276497695852534,4.0,0.0,0.0039499670836076,0.0013166556945358
2023,203000,anchorage,,0.0165289256198347,0.0,0.0,0.0055700215102456,0.0018566738367485
2013,404720,avondale,,,2.0,0.0,,0.0
2014,404720,avondale,,,,0.0,,0.0
2015,404720,avondale,,2.0,0.4,0.0,0.1746031746031746,0.0582010582010582
2016,404720,avondale,,,,0.0,,0.0
2017,404720,avondale,,0.6666666666666666,1.0,0.0,0.1688654353562005,0.0562884784520668
2018,404720,avondale,,0.1764705882352941,,0.0,0.0176470588235294,0.0058823529411764
2019,404720,avondale,,0.0,0.0,0.0,0.0,0.0
2020,404720,avondale,,0.0,,0.0,0.0,0.0
2021,404720,avondale,,0.0149253731343283,,0.0,0.0016583747927031,0.0005527915975677
2022,404720,avondale,,0.0150375939849624,15.0,0.0,0.0021482277121374,0.0007160759040458
2023,404720,avondale,,0.005813953488372,3.5,0.0,0.0019592226823829,0.0006530742274609
2013,412000,chandler,,,2.0,0.0,,0.0
2014,412000,chandler,,,,0.0,,0.0
2015,412000,chandler,,2.0,0.4,0.0,0.1746031746031746,0.0582010582010582
2016,412000,chandler,,,,0.0,,0.0
2017,412000,chandler,,0.6666666666666666,1.0,0.0,0.1688654353562005,0.0562884784520668
2018,412000,chandler,,0.1764705882352941,,0.0,0.0176470588235294,0.0058823529411764
2019,412000,chandler,,0.0,0.0,0.0,0.0,0.0
2020,412000,chandler,,0.0,,0.0,0.0,0.0
2021,412000,chandler,,0.0149253731343283,,0.0,0.0016583747927031,0.0005527915975677
2022,412000,chandler,,0.0150375939849624,15.0,0.0,0.0021482277121374,0.0007160759040458
2023,412000,chandler,,0.005813953488372,3.5,0.0,0.0019592226823829,0.0006530742274609
2013,423620,flagstaff,,,2.0,0.0,,0.0
2014,423620,flagstaff,,,,0.0,,0.0
2015,423620,flagstaff,,2.0,0.4,0.0,0.1746031746031746,0.0582010582010582
2016,423620,flagstaff,,,,0.0,,0.0
2017,423620,flagstaff,,0.6666666666666666,1.0,0.0,0.1688654353562005,0.0562884784520668
2018,423620,flagstaff,,0.1764705882352941,,0.0,0.0176470588235294,0.0058823529411764
2019,423620,flagstaff,,0.0,0.0,0.0,0.0,0.0
2020,423620,flagstaff,,0.0,,0.0,0.0,0.0
2021,423620,flagstaff,,0.0149253731343283,,0.0,0.0016583747927031,0.0005527915975677
2022,423620,flagstaff,,0.0150375939849624,15.0,0.0,0.0021482277121374,0.0007160759040458
2023,423620,flagstaff,,0.005813953488372,3.5,0.0,0.0019592226823829,0.0006530742274609
2013,427400,gilbert,,,2.0,0.0,,0.0
2014,427400,gilbert,,,,0.0,,0.0
2015,427400,gilbert,,2.0,0.4,0.0,0.1746031746031746,0.0582010582010582
2016,427400,gilbert,,,,0.0,,0.0
2017,427400,gilbert,,0.6666666666666666,1.0,0.0,0.1688654353562005,0.0562884784520668
2018,427400,gilbert,,0.1764705882352941,,0.0,0.0176470588235294,0.0058823529411764
2019,427400,gilbert,,0.0,0.0,0.0,0.0,0.0
2020,427400,gilbert,,0.0,,0.0,0.0,0.0
2021,427400,gilbert,,0.0149253731343283,,0.0,0.0016583747927031,0.0005527915975677
2022,427400,gilbert,,0.0150375939849624,15.0,0.0,0.0021482277121374,0.0007160759040458
2023,427400,gilbert,,0.005813953488372,3.5,0.0,0.0019592226823829,0.0006530742274609
2013,427820,glendale,,,2.0,0.0,,0.0
2014,427820,glendale,,,,0.0,,0.0
2015,427820,glendale,,2.0,0.4,0.0,0.1746031746031746,0.0582010582010582
2016,427820,glendale,,,,0.0,,0.0
