CUSIP,Issuer_Name,Issue_Date,primary_prospectus,bloomberg_self_reported_green,bloomberg_industry,federally_compelled,state_compelled_substantive,state_legal_compelled,voter_compelled,n_state_compulsion_hits,kw_calgreen,kw_title_24,kw_energy_code,kw_leed_required,kw_energy_star,kw_ashrae,kw_sb_32,kw_ab_32,kw_cap_and_trade,kw_state_ghg_target,kw_rps,kw_renewable_mandate,kw_clean_energy_mandate,kw_executive_order,kw_state_statute,kw_state_law_required,kw_voter_approved,kw_measure_prop,kw_rate_covenant,kw_seismic_retrofit,kw_unsafe_building,kw_required_by_law,kw_statutory_mandate
198502AS5,City of Columbia SC Stormwater System Revenue,2018-12-19,ER1175794-ER919055-ER1319618,Yes,Special Assessment,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0
198502AN6,City of Columbia SC Stormwater System Revenue,2018-12-19,ER1175794-ER919055-ER1319618,Yes,Special Assessment,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0
198502AU0,City of Columbia SC Stormwater System Revenue,2018-12-19,ER1175794-ER919055-ER1319618,Yes,Special Assessment,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0
198502AV8,City of Columbia SC Stormwater System Revenue,2018-12-19,ER1175794-ER919055-ER1319618,Yes,Special Assessment,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0
198502AT3,City of Columbia SC Stormwater System Revenue,2018-12-19,ER1175794-ER919055-ER1319618,Yes,Special Assessment,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0
198502AH9,City of Columbia SC Stormwater System Revenue,2018-12-19,ER1175794-ER919055-ER1319618,Yes,Special Assessment,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0
198502AW6,City of Columbia SC Stormwater System Revenue,2018-12-19,ER1175794-ER919055-ER1319618,Yes,Special Assessment,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0
249176CQ9,Denver Wastewater Management Division Department of Public Works,2018-02-22,ES1103078-ES861962-ES1263095,--,Water/Sewer,0,1,0,1,25,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,13,0,0,0,0,0
249176CW6,Denver Wastewater Management Division Department of Public Works,2018-02-22,ES1103078-ES861962-ES1263095,--,Water/Sewer,0,1,0,1,25,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,13,0,0,0,0,0
249176CZ9,Denver Wastewater Management Division Department of Public Works,2018-02-22,ES1103078-ES861962-ES1263095,--,Water/Sewer,0,1,0,1,25,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,13,0,0,0,0,0
249176DE5,Denver Wastewater Management Division Department of Public Works,2018-02-22,ES1103078-ES861962-ES1263095,--,Water/Sewer,0,1,0,1,25,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,13,0,0,0,0,0
249176CN6,Denver Wastewater Management Division Department of Public Works,2018-02-22,ES1103078-ES861962-ES1263095,--,Water/Sewer,0,1,0,1,25,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,13,0,0,0,0,0
249176CS5,Denver Wastewater Management Division Department of Public Works,2018-02-22,ES1103078-ES861962-ES1263095,--,Water/Sewer,0,1,0,1,25,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,13,0,0,0,0,0
249176CU0,Denver Wastewater Management Division Department of Public Works,2018-02-22,ES1103078-ES861962-ES1263095,--,Water/Sewer,0,1,0,1,25,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,13,0,0,0,0,0
249176CX4,Denver Wastewater Management Division Department of Public Works,2018-02-22,ES1103078-ES861962-ES1263095,--,Water/Sewer,0,1,0,1,25,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,13,0,0,0,0,0
249176DA3,Denver Wastewater Management Division Department of Public Works,2018-02-22,ES1103078-ES861962-ES1263095,--,Water/Sewer,0,1,0,1,25,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,13,0,0,0,0,0
249176CT3,Denver Wastewater Management Division Department of Public Works,2018-02-22,ES1103078-ES861962-ES1263095,--,Water/Sewer,0,1,0,1,25,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,13,0,0,0,0,0
249176CV8,Denver Wastewater Management Division Department of Public Works,2018-02-22,ES1103078-ES861962-ES1263095,--,Water/Sewer,0,1,0,1,25,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,13,0,0,0,0,0
249176CY2,Denver Wastewater Management Division Department of Public Works,2018-02-22,ES1103078-ES861962-ES1263095,--,Water/Sewer,0,1,0,1,25,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,13,0,0,0,0,0
249176DC9,Denver Wastewater Management Division Department of Public Works,2018-02-22,ES1103078-ES861962-ES1263095,--,Water/Sewer,0,1,0,1,25,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,13,0,0,0,0,0
249176CM8,Denver Wastewater Management Division Department of Public Works,2018-02-22,ES1103078-ES861962-ES1263095,--,Water/Sewer,0,1,0,1,25,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,13,0,0,0,0,0
249176CR7,Denver Wastewater Management Division Department of Public Works,2018-02-22,ES1103078-ES861962-ES1263095,--,Water/Sewer,0,1,0,1,25,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,13,0,0,0,0,0
249176DF2,Denver Wastewater Management Division Department of Public Works,2018-02-22,ES1103078-ES861962-ES1263095,--,Water/Sewer,0,1,0,1,25,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,13,0,0,0,0,0
561076R93,City of Malden MA,2018-11-28,ES1213307-ES947485-ES1348269,--,General Obligation,0,1,1,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0
561076S50,City of Malden MA,2018-11-28,ES1213307-ES947485-ES1348269,--,General Obligation,0,1,1,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0
561076S68,City of Malden MA,2018-11-28,ES1213307-ES947485-ES1348269,--,General Obligation,0,1,1,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0
561076S92,City of Malden MA,2018-11-28,ES1213307-ES947485-ES1348269,--,General Obligation,0,1,1,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0
561076R85,City of Malden MA,2018-11-28,ES1213307-ES947485-ES1348269,--,General Obligation,0,1,1,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0
561076S27,City of Malden MA,2018-11-28,ES1213307-ES947485-ES1348269,--,General Obligation,0,1,1,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0
561076S35,City of Malden MA,2018-11-28,ES1213307-ES947485-ES1348269,--,General Obligation,0,1,1,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0
561076S76,City of Malden MA,2018-11-28,ES1213307-ES947485-ES1348269,--,General Obligation,0,1,1,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0
561076S84,City of Malden MA,2018-11-28,ES1213307-ES947485-ES1348269,--,General Obligation,0,1,1,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0
561076S43,City of Malden MA,2018-11-28,ES1213307-ES947485-ES1348269,--,General Obligation,0,1,1,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0
736564ED3,City of Portland ME General Airport Revenue,2019-12-05,ER1272920-ER993617-ER1396484,Yes,Airport,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0
736564EJ0,City of Portland ME General Airport Revenue,2019-12-05,ER1272920-ER993617-ER1396484,Yes,Airport,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0
736564EL5,City of Portland ME General Airport Revenue,2019-12-05,ER1272920-ER993617-ER1396484,Yes,Airport,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0
736564EP6,City of Portland ME General Airport Revenue,2019-12-05,ER1272920-ER993617-ER1396484,Yes,Airport,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0
736564EQ4,City of Portland ME General Airport Revenue,2019-12-05,ER1272920-ER993617-ER1396484,Yes,Airport,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0
736564EB7,City of Portland ME General Airport Revenue,2019-12-05,ER1272920-ER993617-ER1396484,Yes,Airport,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0
736564EC5,City of Portland ME General Airport Revenue,2019-12-05,ER1272920-ER993617-ER1396484,Yes,Airport,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0
736564EE1,City of Portland ME General Airport Revenue,2019-12-05,ER1272920-ER993617-ER1396484,Yes,Airport,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0
736564EK7,City of Portland ME General Airport Revenue,2019-12-05,ER1272920-ER993617-ER1396484,Yes,Airport,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0
736564EM3,City of Portland ME General Airport Revenue,2019-12-05,ER1272920-ER993617-ER1396484,Yes,Airport,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0
736564EN1,City of Portland ME General Airport Revenue,2019-12-05,ER1272920-ER993617-ER1396484,Yes,Airport,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0
71779QBJ0,Philadelphia Authority for Industrial Development,2018-04-26,ES1143102-ES894276-ES1295551,Yes,Appropriation,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,0,0,0,0
71779QBK7,Philadelphia Authority for Industrial Development,2018-04-26,ES1143102-ES894276-ES1295551,Yes,Appropriation,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,0,0,0,0
71779QBS0,Philadelphia Authority for Industrial Development,2018-04-26,ES1143102-ES894276-ES1295551,Yes,Appropriation,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,0,0,0,0
71779QBN1,Philadelphia Authority for Industrial Development,2018-04-26,ES1143102-ES894276-ES1295551,Yes,Appropriation,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,0,0,0,0
71779QBL5,Philadelphia Authority for Industrial Development,2018-04-26,ES1143102-ES894276-ES1295551,Yes,Appropriation,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,0,0,0,0
71779QBP6,Philadelphia Authority for Industrial Development,2018-04-26,ES1143102-ES894276-ES1295551,Yes,Appropriation,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,0,0,0,0
71779QBQ4,Philadelphia Authority for Industrial Development,2018-04-26,ES1143102-ES894276-ES1295551,Yes,Appropriation,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,0,0,0,0
71779QBR2,Philadelphia Authority for Industrial Development,2018-04-26,ES1143102-ES894276-ES1295551,Yes,Appropriation,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,0,0,0,0
45528UJ51,Indianapolis Local Public Improvement Bond Bank,2019-10-16,ER1262285-ER985960-ER1388083,--,Bond Bank,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
45528UG96,Indianapolis Local Public Improvement Bond Bank,2019-10-16,ER1262285-ER985960-ER1388083,--,Bond Bank,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
45528UH53,Indianapolis Local Public Improvement Bond Bank,2019-10-16,ER1262285-ER985960-ER1388083,--,Bond Bank,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
45528UJ44,Indianapolis Local Public Improvement Bond Bank,2019-10-16,ER1262285-ER985960-ER1388083,--,Bond Bank,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
45528UJ69,Indianapolis Local Public Improvement Bond Bank,2019-10-16,ER1262285-ER985960-ER1388083,--,Bond Bank,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
45528UJ28,Indianapolis Local Public Improvement Bond Bank,2019-10-16,ER1262285-ER985960-ER1388083,--,Bond Bank,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
45528UH46,Indianapolis Local Public Improvement Bond Bank,2019-10-16,ER1262285-ER985960-ER1388083,--,Bond Bank,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
53945CJK7,City of Los Angeles CA Wastewater System Revenue,2018-11-15,ER1165936-ER911496-ER1311964,Yes,Water/Sewer,0,1,0,1,43,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,34,6,0,0,0,0
60375BEH5,City of Minneapolis MN,2018-10-31,ES1208424-ES943762-ES1344533,Yes,General Obligation,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,2,0
60375BEG7,City of Minneapolis MN,2018-10-31,ES1208424-ES943762-ES1344533,Yes,General Obligation,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,2,0
60375BEK8,City of Minneapolis MN,2018-10-31,ES1208424-ES943762-ES1344533,Yes,General Obligation,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,2,0
60375BEP7,City of Minneapolis MN,2018-10-31,ES1208424-ES943762-ES1344533,Yes,General Obligation,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,2,0
60375BER3,City of Minneapolis MN,2018-10-31,ES1208424-ES943762-ES1344533,Yes,General Obligation,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,2,0
60375BEU6,City of Minneapolis MN,2018-10-31,ES1208424-ES943762-ES1344533,Yes,General Obligation,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,2,0
60375BGS9,City of Minneapolis MN,2019-12-05,ER1276794-ER996504-ER1399663,Yes,General Obligation,0,1,1,1,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0
60375BHB5,City of Minneapolis MN,2019-12-05,ER1276794-ER996504-ER1399663,Yes,General Obligation,0,1,1,1,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0
60375BHE9,City of Minneapolis MN,2019-12-05,ER1276794-ER996504-ER1399663,Yes,General Obligation,0,1,1,1,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0
60375BHF6,City of Minneapolis MN,2019-12-05,ER1276794-ER996504-ER1399663,Yes,General Obligation,0,1,1,1,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0
60375BHJ8,City of Minneapolis MN,2019-12-05,ER1276794-ER996504-ER1399663,Yes,General Obligation,0,1,1,1,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0
60375BEF9,City of Minneapolis MN,2018-10-31,ES1208424-ES943762-ES1344533,Yes,General Obligation,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,2,0
60375BEJ1,City of Minneapolis MN,2018-10-31,ES1208424-ES943762-ES1344533,Yes,General Obligation,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,2,0
60375BEL6,City of Minneapolis MN,2018-10-31,ES1208424-ES943762-ES1344533,Yes,General Obligation,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,2,0
60375BEN2,City of Minneapolis MN,2018-10-31,ES1208424-ES943762-ES1344533,Yes,General Obligation,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,2,0
60375BEQ5,City of Minneapolis MN,2018-10-31,ES1208424-ES943762-ES1344533,Yes,General Obligation,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,2,0
60375BEM4,City of Minneapolis MN,2018-10-31,ES1208424-ES943762-ES1344533,Yes,General Obligation,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,2,0
60375BET9,City of Minneapolis MN,2018-10-31,ES1208424-ES943762-ES1344533,Yes,General Obligation,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,2,0
60375BEV4,City of Minneapolis MN,2018-10-31,ES1208424-ES943762-ES1344533,Yes,General Obligation,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,2,0
60375BEW2,City of Minneapolis MN,2018-10-31,ES1208424-ES943762-ES1344533,Yes,General Obligation,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,2,0
60375BGT7,City of Minneapolis MN,2019-12-05,ER1276794-ER996504-ER1399663,Yes,General Obligation,0,1,1,1,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0
60375BGW0,City of Minneapolis MN,2019-12-05,ER1276794-ER996504-ER1399663,Yes,General Obligation,0,1,1,1,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0
60375BGX8,City of Minneapolis MN,2019-12-05,ER1276794-ER996504-ER1399663,Yes,General Obligation,0,1,1,1,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0
60375BGZ3,City of Minneapolis MN,2019-12-05,ER1276794-ER996504-ER1399663,Yes,General Obligation,0,1,1,1,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0
60375BHA7,City of Minneapolis MN,2019-12-05,ER1276794-ER996504-ER1399663,Yes,General Obligation,0,1,1,1,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0
60375BHC3,City of Minneapolis MN,2019-12-05,ER1276794-ER996504-ER1399663,Yes,General Obligation,0,1,1,1,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0
60375BHD1,City of Minneapolis MN,2019-12-05,ER1276794-ER996504-ER1399663,Yes,General Obligation,0,1,1,1,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0
60375BHG4,City of Minneapolis MN,2019-12-05,ER1276794-ER996504-ER1399663,Yes,General Obligation,0,1,1,1,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0
60375BHK5,City of Minneapolis MN,2019-12-05,ER1276794-ER996504-ER1399663,Yes,General Obligation,0,1,1,1,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0
60375BHL3,City of Minneapolis MN,2019-12-05,ER1276794-ER996504-ER1399663,Yes,General Obligation,0,1,1,1,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0
60375BHM1,City of Minneapolis MN,2019-12-05,ER1276794-ER996504-ER1399663,Yes,General Obligation,0,1,1,1,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0
60375BHN9,City of Minneapolis MN,2019-12-05,ER1276794-ER996504-ER1399663,Yes,General Obligation,0,1,1,1,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0
60375BHP4,City of Minneapolis MN,2019-12-05,ER1276794-ER996504-ER1399663,Yes,General Obligation,0,1,1,1,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0
851103TK7,City of Springfield OH,2019-03-27,ER1205814-ER944110-ER1345157,Yes,General Obligation,0,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
851103TE1,City of Springfield OH,2019-03-27,ER1205814-ER944110-ER1345157,Yes,General Obligation,0,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
851103SW2,City of Springfield OH,2019-03-27,ER1205814-ER944110-ER1345157,Yes,General Obligation,0,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
60375BES1,City of Minneapolis MN,2018-10-31,ES1208424-ES943762-ES1344533,Yes,General Obligation,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,2,0
60375BFC5,City of Minneapolis MN,2018-10-31,ES1208424-ES943762-ES1344533,Yes,General Obligation,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,2,0
79768HER5,San Francisco City & County Public Utilities Commission Wastewater Revenue,2018-08-09,P21519443-P21175017-P21591296,Yes,Water/Sewer,0,0,0,1,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,56,23,0,0,0,0
79768HET1,San Francisco City & County Public Utilities Commission Wastewater Revenue,2018-08-09,P21519443-P21175017-P21591296,Yes,Water/Sewer,0,0,0,1,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,56,23,0,0,0,0
799317BX9,San Rafael Joint Powers Financing Authority,2018-03-28,ES1122236-ES877569-ES1278825,Yes,Appropriation,0,0,0,1,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,111,0,0,0,0,0
799317BY7,San Rafael Joint Powers Financing Authority,2018-03-28,ES1122236-ES877569-ES1278825,Yes,Appropriation,0,0,0,1,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,111,0,0,0,0,0
799317CA8,San Rafael Joint Powers Financing Authority,2018-03-28,ES1122236-ES877569-ES1278825,Yes,Appropriation,0,0,0,1,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,111,0,0,0,0,0
799317CB6,San Rafael Joint Powers Financing Authority,2018-03-28,ES1122236-ES877569-ES1278825,Yes,Appropriation,0,0,0,1,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,111,0,0,0,0,0
799317CD2,San Rafael Joint Powers Financing Authority,2018-03-28,ES1122236-ES877569-ES1278825,Yes,Appropriation,0,0,0,1,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,111,0,0,0,0,0
802089AC6,City of Santa Fe NM Wastewater Utility System Revenue,2019-03-20,ES1249162-ES976727-ES1377889,Yes,Water/Sewer,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0,0,0,0
802089AD4,City of Santa Fe NM Wastewater Utility System Revenue,2019-03-20,ES1249162-ES976727-ES1377889,Yes,Water/Sewer,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0,0,0,0
802089AE2,City of Santa Fe NM Wastewater Utility System Revenue,2019-03-20,ES1249162-ES976727-ES1377889,Yes,Water/Sewer,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0,0,0,0
802089AG7,City of Santa Fe NM Wastewater Utility System Revenue,2019-03-20,ES1249162-ES976727-ES1377889,Yes,Water/Sewer,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0,0,0,0
802089AH5,City of Santa Fe NM Wastewater Utility System Revenue,2019-03-20,ES1249162-ES976727-ES1377889,Yes,Water/Sewer,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0,0,0,0
802089AK8,City of Santa Fe NM Wastewater Utility System Revenue,2019-03-20,ES1249162-ES976727-ES1377889,Yes,Water/Sewer,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0,0,0,0
802089AL6,City of Santa Fe NM Wastewater Utility System Revenue,2019-03-20,ES1249162-ES976727-ES1377889,Yes,Water/Sewer,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0,0,0,0
802089AM4,City of Santa Fe NM Wastewater Utility System Revenue,2019-03-20,ES1249162-ES976727-ES1377889,Yes,Water/Sewer,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0,0,0,0
802089AN2,City of Santa Fe NM Wastewater Utility System Revenue,2019-03-20,ES1249162-ES976727-ES1377889,Yes,Water/Sewer,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0,0,0,0
802089AP7,City of Santa Fe NM Wastewater Utility System Revenue,2019-03-20,ES1249162-ES976727-ES1377889,Yes,Water/Sewer,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0,0,0,0
802089AQ5,City of Santa Fe NM Wastewater Utility System Revenue,2019-03-20,ES1249162-ES976727-ES1377889,Yes,Water/Sewer,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0,0,0,0
802089AR3,City of Santa Fe NM Wastewater Utility System Revenue,2019-03-20,ES1249162-ES976727-ES1377889,Yes,Water/Sewer,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0,0,0,0
861398BQ7,Stockton Public Financing Authority,2018-11-20,ER1168298-ER913308-ER1313780,Yes,Water/Sewer,0,1,0,1,87,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,72,6,0,0,0,0
861398BZ7,Stockton Public Financing Authority,2018-11-20,ER1168298-ER913308-ER1313780,Yes,Water/Sewer,0,1,0,1,87,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,72,6,0,0,0,0
861398CL7,Stockton Public Financing Authority,2019-12-05,ES1328982-ES1036897-ES1439752,Yes,Water/Sewer,0,1,0,1,81,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,68,9,0,0,0,0
861398CR4,Stockton Public Financing Authority,2019-12-05,ES1328982-ES1036897-ES1439752,Yes,Water/Sewer,0,1,0,1,81,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,68,9,0,0,0,0
861398CN3,Stockton Public Financing Authority,2019-12-05,ES1328982-ES1036897-ES1439752,Yes,Water/Sewer,0,1,0,1,81,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,68,9,0,0,0,0
