CUSIP,Issuer_Name,Issue_Date,Self_reported_Green,Amt_Issued,State,n_prospectuses,match_kind,prospectus_files
79772EBE8,City & County of San Francisco CA Community Facilities District No 2014-1,2017-11-09,Yes,3545000.0,CA,3,prefix+split_suffix;prefix+suffix,EP1028838-ES833343-ES1234413;P21502980-P21162007-P21576850;SS1381600-SS1075701-SS1483050
79772EBH1,City & County of San Francisco CA Community Facilities District No 2014-1,2017-11-09,Yes,4545000.0,CA,1,prefix+suffix,EP1028838-ES833343-ES1234413
79772EBA6,City & County of San Francisco CA Community Facilities District No 2014-1,2017-11-09,Yes,2470000.0,CA,1,prefix+suffix,EP1028838-ES833343-ES1234413
79772EBC2,City & County of San Francisco CA Community Facilities District No 2014-1,2017-11-09,Yes,2980000.0,CA,1,prefix+suffix,EP1028838-ES833343-ES1234413
79772EBG3,City & County of San Francisco CA Community Facilities District No 2014-1,2017-11-09,Yes,4185000.0,CA,1,prefix+suffix,EP1028838-ES833343-ES1234413
79772EBD0,City & County of San Francisco CA Community Facilities District No 2014-1,2017-11-09,Yes,3250000.0,CA,1,prefix+suffix,EP1028838-ES833343-ES1234413
793071QA2,City of St Paul MN Sewer Revenue,2016-04-14,Yes,460000.0,MN,1,full,ES778368-ES612030-ES1007776
793071QC8,City of St Paul MN Sewer Revenue,2016-04-14,Yes,485000.0,MN,1,full,ES778368-ES612030-ES1007776
793071QF1,City of St Paul MN Sewer Revenue,2016-04-14,Yes,525000.0,MN,1,full,ES778368-ES612030-ES1007776
793071RD5,City of St Paul MN Sewer Revenue,2017-04-06,Yes,375000.0,MN,11,full;prefix+split_suffix,EP985874-EP764592-EP1166360;ER1151669-ER900832-ER1301301;ER1312402-ER1022705-ER1428839;ER861983-ER673540-ER1075290;ES1272341-ES995769-ES1397201;ES778368-ES612030-ES1007776;P11522928-P11177998-P11594334;P11620089-P11248857-P11673211;P11698661-P11306161-P11737312;P21845120-P21411829-P21854445;P21949006-P21488358-P21939864
793071RK9,City of St Paul MN Sewer Revenue,2017-04-06,Yes,450000.0,MN,1,full,EP985874-EP764592-EP1166360
793071PV7,City of St Paul MN Sewer Revenue,2016-04-14,Yes,410000.0,MN,1,full,ES778368-ES612030-ES1007776
793071PX3,City of St Paul MN Sewer Revenue,2016-04-14,Yes,425000.0,MN,1,full,ES778368-ES612030-ES1007776
793071QE4,City of St Paul MN Sewer Revenue,2016-04-14,Yes,510000.0,MN,1,full,ES778368-ES612030-ES1007776
793071RF0,City of St Paul MN Sewer Revenue,2017-04-06,Yes,395000.0,MN,1,full,EP985874-EP764592-EP1166360
793071RH6,City of St Paul MN Sewer Revenue,2017-04-06,Yes,830000.0,MN,1,full,EP985874-EP764592-EP1166360
793071RJ2,City of St Paul MN Sewer Revenue,2017-04-06,Yes,435000.0,MN,1,full,EP985874-EP764592-EP1166360
793071RM5,City of St Paul MN Sewer Revenue,2017-04-06,Yes,955000.0,MN,11,full;prefix+split_suffix,EP985874-EP764592-EP1166360;ER1151669-ER900832-ER1301301;ER1312402-ER1022705-ER1428839;ER861983-ER673540-ER1075290;ES1272341-ES995769-ES1397201;ES778368-ES612030-ES1007776;P11522928-P11177998-P11594334;P11620089-P11248857-P11673211;P11698661-P11306161-P11737312;P21845120-P21411829-P21854445;P21949006-P21488358-P21939864
793071RP8,City of St Paul MN Sewer Revenue,2017-04-06,Yes,1025000.0,MN,1,full,EP985874-EP764592-EP1166360
793071PY1,City of St Paul MN Sewer Revenue,2016-04-14,Yes,435000.0,MN,1,full,ES778368-ES612030-ES1007776
793071RE3,City of St Paul MN Sewer Revenue,2017-04-06,Yes,385000.0,MN,9,full;prefix+split_suffix,EP985874-EP764592-EP1166360;ER1151669-ER900832-ER1301301;ER1312402-ER1022705-ER1428839;ES1272341-ES995769-ES1397201;P11522928-P11177998-P11594334;P11620089-P11248857-P11673211;P11698661-P11306161-P11737312;P21845120-P21411829-P21854445;P21949006-P21488358-P21939864
793071PW5,City of St Paul MN Sewer Revenue,2016-04-14,Yes,415000.0,MN,1,full,ES778368-ES612030-ES1007776
793071QB0,City of St Paul MN Sewer Revenue,2016-04-14,Yes,470000.0,MN,1,full,ES778368-ES612030-ES1007776
793071RC7,City of St Paul MN Sewer Revenue,2017-04-06,Yes,370000.0,MN,1,full,EP985874-EP764592-EP1166360
793071PZ8,City of St Paul MN Sewer Revenue,2016-04-14,Yes,445000.0,MN,1,full,ES778368-ES612030-ES1007776
793071QD6,City of St Paul MN Sewer Revenue,2016-04-14,Yes,495000.0,MN,1,full,ES778368-ES612030-ES1007776
243127VL8,City of Decatur IL,2016-11-09,Yes,1030000.0,IL,1,prefix+suffix,ER993766-ER777992-ER1179255
198502AX4,City of Columbia SC Stormwater System Revenue,2018-12-19,Yes,10780000.0,SC,1,full,ER1175794-ER919055-ER1319618
254845QE3,District of Columbia Water & Sewer Authority,2019-11-06,Yes,39310000.0,DC,1,full,ES1311861-ES1025042-ES1426916
438687EQ4,City & County of Honolulu HI,2018-09-05,Yes,14885000.0,HI,1,prefix+suffix,ES1195945-ER896332-ER1296861
79765DY95,City & County of San Francisco CA,2019-10-23,Yes,4590000.0,CA,1,prefix+suffix,ES1312722-ES1025651-ES1427554
60375BGV2,City of Minneapolis MN,2019-12-05,Yes,3750000.0,MN,1,prefix+suffix,ER1276794-ER996504-ER1399663
861398BX2,Stockton Public Financing Authority,2018-11-20,Yes,9005000.0,CA,1,full,ER1168298-ER913308-ER1313780
254845QF0,District of Columbia Water & Sewer Authority,2019-11-06,Yes,49180000.0,DC,1,full,ES1311861-ES1025042-ES1426916
45528UH95,Indianapolis Local Public Improvement Bond Bank,2019-10-16,--,3605000.0,IN,1,full,ER1262285-ER985960-ER1388083
79765DZ94,City & County of San Francisco CA,2019-10-23,Yes,7340000.0,CA,0,,
861398CB9,Stockton Public Financing Authority,2018-11-20,Yes,11635000.0,CA,1,full,ER1168298-ER913308-ER1313780
53945CJL5,City of Los Angeles CA Wastewater System Revenue,2018-11-15,Yes,5835000.0,CA,1,prefix+suffix,ER1165936-ER911496-ER1311964
45528UH87,Indianapolis Local Public Improvement Bond Bank,2019-10-16,--,3435000.0,IN,1,full,ER1262285-ER985960-ER1388083
861398CU7,Stockton Public Financing Authority,2019-12-05,Yes,45170000.0,CA,1,full,ES1328982-ES1036897-ES1439752
254845PB0,District of Columbia Water & Sewer Authority,2018-04-30,Yes,8260000.0,DC,1,full,ES1143696-ES894297-ES1295573
094780W41,City of Bloomington MN,2018-12-05,Yes,755000.0,MN,1,prefix+split_suffix,ER1167878-ER912933-ER1313398
53945CJT8,City of Los Angeles CA Wastewater System Revenue,2018-11-15,Yes,8210000.0,CA,0,,
875143AS8,City of Tampa FL,2018-04-26,Yes,3180000.0,FL,2,full;prefix+split_suffix,ES1137721-ES890247-ES1291554;P21496670-P21158908-P21573465
736564ER2,City of Portland ME General Airport Revenue,2019-12-05,Yes,11230000.0,ME,1,prefix+suffix,ER1272920-ER993617-ER1396484
45528UH38,Indianapolis Local Public Improvement Bond Bank,2019-10-16,--,2690000.0,IN,1,full,ER1262285-ER985960-ER1388083
793071SF9,City of St Paul MN Sewer Revenue,2018-10-10,Yes,465000.0,MN,1,full,ER1151669-ER900832-ER1301301
438687EM3,City & County of Honolulu HI,2018-09-05,Yes,13215000.0,HI,1,prefix+suffix,ES1195945-ER896332-ER1296861
53945CJY7,City of Los Angeles CA Wastewater System Revenue,2018-11-15,Yes,70355000.0,CA,1,full,ER1165936-ER911496-ER1311964
60375BGU4,City of Minneapolis MN,2019-12-05,Yes,3640000.0,MN,1,prefix+suffix,ER1276794-ER996504-ER1399663
861398CC7,Stockton Public Financing Authority,2018-11-20,Yes,12195000.0,CA,1,full,ER1168298-ER913308-ER1313780
79768HEN4,San Francisco City & County Public Utilities Commission Wastewater Revenue,2018-08-09,Yes,10845000.0,CA,2,prefix+suffix,ES1184461-ES925614-ES1326629;P21853260-ES925634-ES1326652
254845PE4,District of Columbia Water & Sewer Authority,2018-04-30,Yes,65000000.0,DC,1,full,ES1143696-ES894297-ES1295573
254845QC7,District of Columbia Water & Sewer Authority,2019-11-06,Yes,6455000.0,DC,1,full,ES1311861-ES1025042-ES1426916
53945CJQ4,City of Los Angeles CA Wastewater System Revenue,2018-11-15,Yes,7090000.0,CA,0,,
799317CC4,San Rafael Joint Powers Financing Authority,2018-03-28,Yes,4190000.0,CA,1,prefix+suffix,ES1122236-ES877569-ES1278825
861398BU8,Stockton Public Financing Authority,2018-11-20,Yes,7700000.0,CA,1,full,ER1168298-ER913308-ER1313780
79765DZ45,City & County of San Francisco CA,2019-10-23,Yes,5975000.0,CA,0,,
79765D2C3,City & County of San Francisco CA,2019-10-23,Yes,8260000.0,CA,0,,
861398BY0,Stockton Public Financing Authority,2018-11-20,Yes,9485000.0,CA,1,full,ER1168298-ER913308-ER1313780
198502AM8,City of Columbia SC Stormwater System Revenue,2018-12-19,Yes,1065000.0,SC,1,full,ER1175794-ER919055-ER1319618
249176DB1,Denver Wastewater Management Division Department of Public Works,2018-02-22,--,4340000.0,CO,1,prefix+suffix,ES1103078-ES861962-ES1263095
45528UH79,Indianapolis Local Public Improvement Bond Bank,2019-10-16,--,3270000.0,IN,1,full,ER1262285-ER985960-ER1388083
53945CJS0,City of Los Angeles CA Wastewater System Revenue,2018-11-15,Yes,7815000.0,CA,0,,
799317BW1,San Rafael Joint Powers Financing Authority,2018-03-28,Yes,2645000.0,CA,1,prefix+suffix,ES1122236-ES877569-ES1278825
861398CA1,Stockton Public Financing Authority,2018-11-20,Yes,8875000.0,CA,1,full,ER1168298-ER913308-ER1313780
79768HEL8,San Francisco City & County Public Utilities Commission Wastewater Revenue,2018-08-09,Yes,9815000.0,CA,2,prefix+suffix,ES1184461-ES925614-ES1326629;P21853260-ES925634-ES1326652
79768HEQ7,San Francisco City & County Public Utilities Commission Wastewater Revenue,2018-08-09,Yes,11985000.0,CA,2,prefix+suffix,ES1184461-ES925614-ES1326629;P21853260-ES925634-ES1326652
736564EV3,City of Portland ME General Airport Revenue,2019-12-05,Yes,,ME,0,,
736564EH4,City of Portland ME General Airport Revenue,2019-12-05,Yes,3270000.0,ME,1,prefix+suffix,ER1272920-ER993617-ER1396484
71779QBM3,Philadelphia Authority for Industrial Development,2018-04-26,Yes,505000.0,PA,1,full,ES1143102-ES894276-ES1295551
45528UH20,Indianapolis Local Public Improvement Bond Bank,2019-10-16,--,2565000.0,IN,1,full,ER1262285-ER985960-ER1388083
45528UH61,Indianapolis Local Public Improvement Bond Bank,2019-10-16,--,3110000.0,IN,1,full,ER1262285-ER985960-ER1388083
45528UG88,Indianapolis Local Public Improvement Bond Bank,2019-10-16,--,2325000.0,IN,1,full,ER1262285-ER985960-ER1388083
53945CJR2,City of Los Angeles CA Wastewater System Revenue,2018-11-15,Yes,7445000.0,CA,0,,
60375BHH2,City of Minneapolis MN,2019-12-05,Yes,5235000.0,MN,1,prefix+suffix,ER1276794-ER996504-ER1399663
85233GAA2,City of St Louis Park MN,2018-12-28,Yes,43650000.0,MN,1,full,ES1226847-ES956288-ES1357279
799317CF7,San Rafael Joint Powers Financing Authority,2018-03-28,Yes,3830000.0,CA,1,prefix+suffix,ES1122236-ES877569-ES1278825
802089AJ1,City of Santa Fe NM Wastewater Utility System Revenue,2019-03-20,Yes,860000.0,NM,1,full,ES1249162-ES976727-ES1377889
861398BR5,Stockton Public Financing Authority,2018-11-20,Yes,6600000.0,CA,1,full,ER1168298-ER913308-ER1313780
875143AH2,City of Tampa FL,2018-04-26,Yes,2050000.0,FL,1,full,ES1137721-ES890247-ES1291554
875143AP4,City of Tampa FL,2018-04-26,Yes,2745000.0,FL,1,full,ES1137721-ES890247-ES1291554
79768HEH7,San Francisco City & County Public Utilities Commission Wastewater Revenue,2018-08-09,Yes,8445000.0,CA,2,prefix+suffix,ES1184461-ES925614-ES1326629;P21853260-ES925634-ES1326652
79765D2A7,City & County of San Francisco CA,2019-10-23,Yes,7635000.0,CA,0,,
79765D2E9,City & County of San Francisco CA,2019-10-23,Yes,8930000.0,CA,0,,
79765DZ86,City & County of San Francisco CA,2019-10-23,Yes,7060000.0,CA,0,,
04787CAB0,City of Atlanta GA Water & Wastewater Revenue,2019-01-31,--,2675000.0,GA,1,full,ES1235917-ES965388-ES1366271
254845PA2,District of Columbia Water & Sewer Authority,2018-04-30,Yes,8405000.0,DC,1,full,ES1143696-ES894297-ES1295573
254845PC8,District of Columbia Water & Sewer Authority,2018-04-30,Yes,7670000.0,DC,1,full,ES1143696-ES894297-ES1295573
254845QB9,District of Columbia Water & Sewer Authority,2019-11-06,Yes,2290000.0,DC,1,full,ES1311861-ES1025042-ES1426916
198502AK2,City of Columbia SC Stormwater System Revenue,2018-12-19,Yes,965000.0,SC,1,full,ER1175794-ER919055-ER1319618
198502AQ9,City of Columbia SC Stormwater System Revenue,2018-12-19,Yes,1220000.0,SC,1,full,ER1175794-ER919055-ER1319618
249176CP1,Denver Wastewater Management Division Department of Public Works,2018-02-22,--,2795000.0,CO,1,prefix+suffix,ES1103078-ES861962-ES1263095
249176CL0,Denver Wastewater Management Division Department of Public Works,2018-02-22,--,2415000.0,CO,1,prefix+suffix,ES1103078-ES861962-ES1263095
249176DD7,Denver Wastewater Management Division Department of Public Works,2018-02-22,--,4625000.0,CO,1,prefix+suffix,ES1103078-ES861962-ES1263095
736564EG6,City of Portland ME General Airport Revenue,2019-12-05,Yes,3090000.0,ME,1,prefix+suffix,ER1272920-ER993617-ER1396484
736564EF8,City of Portland ME General Airport Revenue,2019-12-05,Yes,2165000.0,ME,1,prefix+suffix,ER1272920-ER993617-ER1396484
438687EG6,City & County of Honolulu HI,2018-09-05,Yes,10945000.0,HI,1,prefix+suffix,ES1195945-ER896332-ER1296861
45528UJ36,Indianapolis Local Public Improvement Bond Bank,2019-10-16,--,3975000.0,IN,1,full,ER1262285-ER985960-ER1388083
53945CJM3,City of Los Angeles CA Wastewater System Revenue,2018-11-15,Yes,6125000.0,CA,0,,
53945CJW1,City of Los Angeles CA Wastewater System Revenue,2018-11-15,Yes,9500000.0,CA,0,,
53945CJJ0,City of Los Angeles CA Wastewater System Revenue,2018-11-15,Yes,1605000.0,CA,1,prefix+suffix,ER1165936-ER911496-ER1311964
53945CJX9,City of Los Angeles CA Wastewater System Revenue,2018-11-15,Yes,55125000.0,CA,1,full,ER1165936-ER911496-ER1311964
53945CJH4,City of Los Angeles CA Wastewater System Revenue,2018-11-15,Yes,1530000.0,CA,1,prefix+suffix,ER1165936-ER911496-ER1311964
544552B50,Port of Los Angeles,2019-09-18,Yes,10680000.0,CA,1,full,ER1252791-ER979149-ER1380636
544552B43,Port of Los Angeles,2019-09-18,Yes,4995000.0,CA,1,full,ER1252791-ER979149-ER1380636
60375BEZ5,City of Minneapolis MN,2018-10-31,Yes,11095000.0,MN,1,full,ES1208424-ES943762-ES1344533
60375BGY6,City of Minneapolis MN,2019-12-05,Yes,4020000.0,MN,1,prefix+suffix,ER1276794-ER996504-ER1399663
851103TA9,City of Springfield OH,2019-03-27,Yes,335000.0,OH,0,,
851103SY8,City of Springfield OH,2019-03-27,Yes,310000.0,OH,0,,
851103SV4,City of Springfield OH,2019-03-27,Yes,270000.0,OH,1,prefix+suffix,ER1205814-ER944110-ER1345157
851103SX0,City of Springfield OH,2019-03-27,Yes,295000.0,OH,0,,
851103TB7,City of Springfield OH,2019-03-27,Yes,350000.0,OH,0,,
799317BZ4,San Rafael Joint Powers Financing Authority,2018-03-28,Yes,3355000.0,CA,1,prefix+suffix,ES1122236-ES877569-ES1278825
799317CE0,San Rafael Joint Powers Financing Authority,2018-03-28,Yes,4825000.0,CA,1,prefix+suffix,ES1122236-ES877569-ES1278825
802089AF9,City of Santa Fe NM Wastewater Utility System Revenue,2019-03-20,Yes,745000.0,NM,1,full,ES1249162-ES976727-ES1377889
861398BS3,Stockton Public Financing Authority,2018-11-20,Yes,6955000.0,CA,1,full,ER1168298-ER913308-ER1313780
861398BT1,Stockton Public Financing Authority,2018-11-20,Yes,7325000.0,CA,2,full;prefix+split_suffix,ER1168298-ER913308-ER1313780;ES1328982-ES1036897-ES1439752
861398BW4,Stockton Public Financing Authority,2018-11-20,Yes,8545000.0,CA,1,full,ER1168298-ER913308-ER1313780
79765D2M1,City & County of San Francisco CA,2019-10-23,Yes,11755000.0,CA,0,,
875143AJ8,City of Tampa FL,2018-04-26,Yes,2150000.0,FL,1,full,ES1137721-ES890247-ES1291554
875143AN9,City of Tampa FL,2018-04-26,Yes,2615000.0,FL,1,full,ES1137721-ES890247-ES1291554
875143AT6,City of Tampa FL,2018-04-26,Yes,3335000.0,FL,1,full,ES1137721-ES890247-ES1291554
79768HED6,San Francisco City & County Public Utilities Commission Wastewater Revenue,2018-08-09,Yes,6915000.0,CA,3,prefix+split_suffix;prefix+suffix,ES1184461-ES925614-ES1326629;P21519443-P21175017-P21591296;P21853260-ES925634-ES1326652
79768HEJ3,San Francisco City & County Public Utilities Commission Wastewater Revenue,2018-08-09,Yes,8880000.0,CA,2,prefix+suffix,ES1184461-ES925614-ES1326629;P21853260-ES925634-ES1326652
79768HEM6,San Francisco City & County Public Utilities Commission Wastewater Revenue,2018-08-09,Yes,10315000.0,CA,2,prefix+suffix,ES1184461-ES925614-ES1326629;P21853260-ES925634-ES1326652
79772ECN7,City & County of San Francisco CA Community Facilities District No 2014-1,2019-02-26,Yes,3410000.0,CA,1,prefix+suffix,ER1196139-ER936152-ER1337167
79772ECS6,City & County of San Francisco CA Community Facilities District No 2014-1,2019-02-26,Yes,28175000.0,CA,1,full,ER1196139-ER936152-ER1337167
79772ECT4,City & County of San Francisco CA Community Facilities District No 2014-1,2019-02-26,Yes,90310000.0,CA,5,full;prefix+split_suffix,EP1028838-ES833343-ES1234413;ER1196139-ER936152-ER1337167;P11636214-P11260306-P11685894;P21502980-P21162007-P21576850;SS1381600-SS1075701-SS1483050
79765DZ37,City & County of San Francisco CA,2019-10-23,Yes,5805000.0,CA,1,prefix+suffix,ES1312722-ES1025651-ES1427554
79765D2H2,City & County of San Francisco CA,2019-10-23,Yes,10045000.0,CA,0,,
79765D2L3,City & County of San Francisco CA,2019-10-23,Yes,11300000.0,CA,0,,
59225CAH1,Metropolitan Pier & Exposition Authority,2019-05-08,--,1395000.0,IL,0,,
561076R44,City of Malden MA,2018-11-28,--,450000.0,MA,1,prefix+suffix,ES1213307-ES947485-ES1348269
561076R69,City of Malden MA,2018-11-28,--,450000.0,MA,1,prefix+suffix,ES1213307-ES947485-ES1348269
561076R36,City of Malden MA,2018-11-28,--,450000.0,MA,1,prefix+suffix,ES1213307-ES947485-ES1348269
561076R77,City of Malden MA,2018-11-28,--,450000.0,MA,1,prefix+suffix,ES1213307-ES947485-ES1348269
561076R28,City of Malden MA,2018-11-28,--,450000.0,MA,1,prefix+suffix,ES1213307-ES947485-ES1348269
561076R51,City of Malden MA,2018-11-28,--,450000.0,MA,1,prefix+suffix,ES1213307-ES947485-ES1348269
094780V67,City of Bloomington MN,2018-12-05,Yes,580000.0,MN,1,prefix+split_suffix,ER1167878-ER912933-ER1313398
094780V75,City of Bloomington MN,2018-12-05,Yes,610000.0,MN,1,prefix+split_suffix,ER1167878-ER912933-ER1313398
736564DX0,City of Portland ME General Airport Revenue,2019-12-05,Yes,270000.0,ME,1,prefix+suffix,ER1272920-ER993617-ER1396484
736564DY8,City of Portland ME General Airport Revenue,2019-12-05,Yes,285000.0,ME,1,prefix+suffix,ER1272920-ER993617-ER1396484
736564DW2,City of Portland ME General Airport Revenue,2019-12-05,Yes,250000.0,ME,1,prefix+suffix,ER1272920-ER993617-ER1396484
736564DZ5,City of Portland ME General Airport Revenue,2019-12-05,Yes,295000.0,ME,1,prefix+suffix,ER1272920-ER993617-ER1396484
094780V42,City of Bloomington MN,2018-12-05,Yes,470000.0,MN,1,prefix+split_suffix,ER1167878-ER912933-ER1313398
094780V83,City of Bloomington MN,2018-12-05,Yes,635000.0,MN,1,prefix+split_suffix,ER1167878-ER912933-ER1313398
094780V59,City of Bloomington MN,2018-12-05,Yes,555000.0,MN,1,prefix+split_suffix,ER1167878-ER912933-ER1313398
198502AC0,City of Columbia SC Stormwater System Revenue,2018-12-19,Yes,685000.0,SC,1,full,ER1175794-ER919055-ER1319618
198502AD8,City of Columbia SC Stormwater System Revenue,2018-12-19,Yes,720000.0,SC,1,full,ER1175794-ER919055-ER1319618
198502AE6,City of Columbia SC Stormwater System Revenue,2018-12-19,Yes,760000.0,SC,1,full,ER1175794-ER919055-ER1319618
198502AB2,City of Columbia SC Stormwater System Revenue,2018-12-19,Yes,660000.0,SC,1,full,ER1175794-ER919055-ER1319618
198502AA4,City of Columbia SC Stormwater System Revenue,2018-12-19,Yes,430000.0,SC,1,full,ER1175794-ER919055-ER1319618
438687EB7,City & County of Honolulu HI,2018-09-05,Yes,9260000.0,HI,1,prefix+suffix,ES1195945-ER896332-ER1296861
438687EC5,City & County of Honolulu HI,2018-09-05,Yes,9555000.0,HI,1,prefix+suffix,ES1195945-ER896332-ER1296861
438687DX0,City & County of Honolulu HI,2018-09-05,Yes,1150000.0,HI,1,prefix+suffix,ES1195945-ER896332-ER1296861
438687EA9,City & County of Honolulu HI,2018-09-05,Yes,8980000.0,HI,1,prefix+suffix,ES1195945-ER896332-ER1296861
438687DZ5,City & County of Honolulu HI,2018-09-05,Yes,8725000.0,HI,1,prefix+suffix,ES1195945-ER896332-ER1296861
438687DY8,City & County of Honolulu HI,2018-09-05,Yes,2185000.0,HI,1,prefix+suffix,ES1195945-ER896332-ER1296861
438687DW2,City & County of Honolulu HI,2018-09-05,Yes,4110000.0,HI,1,prefix+suffix,ES1195945-ER896332-ER1296861
53945CJG6,City of Los Angeles CA Wastewater System Revenue,2018-11-15,Yes,1455000.0,CA,1,prefix+suffix,ER1165936-ER911496-ER1311964
53945CJD3,City of Los Angeles CA Wastewater System Revenue,2018-11-15,Yes,1260000.0,CA,1,prefix+suffix,ER1165936-ER911496-ER1311964
53945CJE1,City of Los Angeles CA Wastewater System Revenue,2018-11-15,Yes,1320000.0,CA,1,prefix+suffix,ER1165936-ER911496-ER1311964
53945CJC5,City of Los Angeles CA Wastewater System Revenue,2018-11-15,Yes,1195000.0,CA,1,prefix+suffix,ER1165936-ER911496-ER1311964
53945CJF8,City of Los Angeles CA Wastewater System Revenue,2018-11-15,Yes,1385000.0,CA,1,prefix+suffix,ER1165936-ER911496-ER1311964
249176CD8,Denver Wastewater Management Division Department of Public Works,2018-02-22,--,2890000.0,CO,1,prefix+suffix,ES1103078-ES861962-ES1263095
249176CF3,Denver Wastewater Management Division Department of Public Works,2018-02-22,--,1895000.0,CO,1,prefix+suffix,ES1103078-ES861962-ES1263095
249176CK2,Denver Wastewater Management Division Department of Public Works,2018-02-22,--,2300000.0,CO,1,prefix+suffix,ES1103078-ES861962-ES1263095
249176CE6,Denver Wastewater Management Division Department of Public Works,2018-02-22,--,1805000.0,CO,1,prefix+suffix,ES1103078-ES861962-ES1263095
249176CG1,Denver Wastewater Management Division Department of Public Works,2018-02-22,--,1990000.0,CO,1,prefix+suffix,ES1103078-ES861962-ES1263095
249176CH9,Denver Wastewater Management Division Department of Public Works,2018-02-22,--,2085000.0,CO,1,prefix+suffix,ES1103078-ES861962-ES1263095
249176CJ5,Denver Wastewater Management Division Department of Public Works,2018-02-22,--,2190000.0,CO,1,prefix+suffix,ES1103078-ES861962-ES1263095
793071RR4,City of St Paul MN Sewer Revenue,2018-10-10,Yes,270000.0,MN,1,full,ER1151669-ER900832-ER1301301
793071RU7,City of St Paul MN Sewer Revenue,2018-10-10,Yes,310000.0,MN,1,full,ER1151669-ER900832-ER1301301
793071SM4,City of St Paul MN Sewer Revenue,2019-06-19,Yes,250000.0,MN,1,full,ES1272341-ES995769-ES1397201
793071SP7,City of St Paul MN Sewer Revenue,2019-06-19,Yes,275000.0,MN,1,full,ES1272341-ES995769-ES1397201
793071SL6,City of St Paul MN Sewer Revenue,2019-06-19,Yes,115000.0,MN,1,full,ES1272341-ES995769-ES1397201
793071RQ6,City of St Paul MN Sewer Revenue,2018-10-10,Yes,215000.0,MN,1,full,ER1151669-ER900832-ER1301301
793071RS2,City of St Paul MN Sewer Revenue,2018-10-10,Yes,280000.0,MN,11,full;prefix+split_suffix,EP985874-EP764592-EP1166360;ER1151669-ER900832-ER1301301;ER1312402-ER1022705-ER1428839;ER861983-ER673540-ER1075290;ES1272341-ES995769-ES1397201;ES778368-ES612030-ES1007776;P11522928-P11177998-P11594334;P11620089-P11248857-P11673211;P11698661-P11306161-P11737312;P21845120-P21411829-P21854445;P21949006-P21488358-P21939864
793071RV5,City of St Paul MN Sewer Revenue,2018-10-10,Yes,320000.0,MN,1,full,ER1151669-ER900832-ER1301301
793071SN2,City of St Paul MN Sewer Revenue,2019-06-19,Yes,260000.0,MN,1,full,ES1272341-ES995769-ES1397201
793071SQ5,City of St Paul MN Sewer Revenue,2019-06-19,Yes,290000.0,MN,1,full,ES1272341-ES995769-ES1397201
793071RT0,City of St Paul MN Sewer Revenue,2018-10-10,Yes,295000.0,MN,1,full,ER1151669-ER900832-ER1301301
60375BEA0,City of Minneapolis MN,2018-10-31,Yes,3835000.0,MN,1,prefix+suffix,ES1208424-ES943762-ES1344533
60375BGR1,City of Minneapolis MN,2019-12-05,Yes,3325000.0,MN,1,prefix+suffix,ER1276794-ER996504-ER1399663
799317BS0,San Rafael Joint Powers Financing Authority,2018-03-28,Yes,1910000.0,CA,1,full,ES1122236-ES877569-ES1278825
799317BV3,San Rafael Joint Powers Financing Authority,2018-03-28,Yes,2435000.0,CA,1,prefix+suffix,ES1122236-ES877569-ES1278825
799317BT8,San Rafael Joint Powers Financing Authority,2018-03-28,Yes,2070000.0,CA,1,prefix+suffix,ES1122236-ES877569-ES1278825
799317BU5,San Rafael Joint Powers Financing Authority,2018-03-28,Yes,2240000.0,CA,1,prefix+suffix,ES1122236-ES877569-ES1278825
60375BDZ6,City of Minneapolis MN,2018-10-31,Yes,2760000.0,MN,1,prefix+suffix,ES1208424-ES943762-ES1344533
60375BEE2,City of Minneapolis MN,2018-10-31,Yes,1925000.0,MN,1,prefix+suffix,ES1208424-ES943762-ES1344533
60375BGP5,City of Minneapolis MN,2019-12-05,Yes,4745000.0,MN,1,prefix+suffix,ER1276794-ER996504-ER1399663
60375BGQ3,City of Minneapolis MN,2019-12-05,Yes,3235000.0,MN,1,prefix+suffix,ER1276794-ER996504-ER1399663
60375BEB8,City of Minneapolis MN,2018-10-31,Yes,3860000.0,MN,1,prefix+suffix,ES1208424-ES943762-ES1344533
60375BEC6,City of Minneapolis MN,2018-10-31,Yes,3900000.0,MN,1,prefix+suffix,ES1208424-ES943762-ES1344533
60375BED4,City of Minneapolis MN,2018-10-31,Yes,1815000.0,MN,2,prefix+split_suffix;prefix+suffix,ER1276794-ER996504-ER1399663;ES1208424-ES943762-ES1344533
71779QBB7,Philadelphia Authority for Industrial Development,2018-04-26,Yes,405000.0,PA,1,full,ES1143102-ES894276-ES1295551
71779QBC5,Philadelphia Authority for Industrial Development,2018-04-26,Yes,325000.0,PA,1,full,ES1143102-ES894276-ES1295551
71779QBF8,Philadelphia Authority for Industrial Development,2018-04-26,Yes,375000.0,PA,1,full,ES1143102-ES894276-ES1295551
802089AA0,City of Santa Fe NM Wastewater Utility System Revenue,2019-03-20,Yes,580000.0,NM,1,full,ES1249162-ES976727-ES1377889
802089AB8,City of Santa Fe NM Wastewater Utility System Revenue,2019-03-20,Yes,610000.0,NM,1,full,ES1249162-ES976727-ES1377889
71779QBD3,Philadelphia Authority for Industrial Development,2018-04-26,Yes,340000.0,PA,1,full,ES1143102-ES894276-ES1295551
