CUSIP,Issuer_Name,Issue_Date,Self_reported_Green,Amt_Issued,State,n_prospectuses,match_kind,prospectus_files
544445F95,City of Los Angeles Department of Airports,2022-08-24,Yes,4655000.0,CA,1,full,P21608101-P21238032-P21661618
544445G45,City of Los Angeles Department of Airports,2022-08-24,Yes,5385000.0,CA,1,full,P21608101-P21238032-P21661618
544445B73,City of Los Angeles Department of Airports,2022-08-24,Yes,24575000.0,CA,1,full,P21608101-P21238032-P21661618
544445B99,City of Los Angeles Department of Airports,2022-08-24,Yes,27350000.0,CA,1,full,P21608101-P21238032-P21661618
544445G52,City of Los Angeles Department of Airports,2022-08-24,Yes,5655000.0,CA,1,full,P21608101-P21238032-P21661618
544445H28,City of Los Angeles Department of Airports,2022-08-24,Yes,7220000.0,CA,1,full,P21608101-P21238032-P21661618
53945CKX7,City of Los Angeles CA Wastewater System Revenue,2022-04-19,Yes,38270000.0,CA,1,full,P11591429-P11228081-P11650034
79816NAQ0,San Jose Financing Authority,2022-12-15,Yes,7200000.0,CA,1,prefix+suffix,P11636800-P11260714-P11686344
793071VH1,City of St Paul MN Sewer Revenue,2022-09-14,Yes,380000.0,MN,1,full,P11620089-P11248857-P11673211
793071VQ1,City of St Paul MN Sewer Revenue,2022-09-14,Yes,485000.0,MN,1,full,P11620089-P11248857-P11673211
812728XJ7,City of Seattle WA Water System Revenue,2022-07-28,Yes,1125000.0,WA,1,full,P21594452-P21230082-P21652868
875291BF2,City of Tampa FL Water & Wastewater System Revenue,2022-06-21,Yes,5545000.0,FL,1,full,P21580179-P21219787-P21641518
875291BE5,City of Tampa FL Water & Wastewater System Revenue,2022-06-21,Yes,5280000.0,FL,1,full,P21580179-P21219787-P21641518
79772EEP0,City & County of San Francisco CA Community Facilities District No 2014-1,2022-12-15,Yes,1060000.0,CA,1,prefix+suffix,P11636214-P11260306-P11685894
79816NAK3,San Jose Financing Authority,2022-12-15,Yes,5605000.0,CA,1,prefix+suffix,P11636800-P11260714-P11686344
83756UAD7,South Dallas Water Authority Inc,2022-01-25,Yes,235000.0,TX,1,full,P21533908-P21185611-P21603404
79816NAM9,San Jose Financing Authority,2022-12-15,Yes,6195000.0,CA,1,prefix+suffix,P11636800-P11260714-P11686344
10146HMC7,City of Boulder CO Water & Sewer Revenue,2022-06-01,--,2190000.0,CO,1,prefix+suffix,P11604243-P11237326-P11660407
10146HMD5,City of Boulder CO Water & Sewer Revenue,2022-06-01,--,1280000.0,CO,1,prefix+suffix,P11604243-P11237326-P11660407
10146HME3,City of Boulder CO Water & Sewer Revenue,2022-06-01,--,1345000.0,CO,1,prefix+suffix,P11604243-P11237326-P11660407
094743NK3,City of Bloomington IN Waterworks Revenue,2022-06-23,Yes,270000.0,IN,1,prefix+suffix,P21579687-P21219463-P21641161
736754SF0,City of Portland OR Water System Revenue,2022-04-07,--,2080000.0,OR,1,prefix+suffix,P21565303-P21209256-P21630047
736754SE3,City of Portland OR Water System Revenue,2022-04-07,--,2015000.0,OR,1,prefix+suffix,P21565303-P21209256-P21630047
630412ZU1,City of Naperville IL,2022-03-09,--,910000.0,IL,1,full,P11568935-P11211286-P11631402
630412ZV9,City of Naperville IL,2022-03-09,--,250000.0,IL,1,full,P11568935-P11211286-P11631402
630412ZT4,City of Naperville IL,2022-03-09,--,275000.0,IL,1,full,P11568935-P11211286-P11631402
25483VZD9,District of Columbia,2022-05-05,Yes,6550000.0,DC,1,full,P11591594-P11227520-P11649431
25483VA79,District of Columbia,2022-05-05,Yes,14350000.0,DC,1,full,P11591594-P11227520-P11649431
09747AAB2,City of Boise City ID Water Renewal Revenue,2022-06-30,--,420000.0,ID,0,,
243127XR3,City of Decatur IL,2022-04-28,Yes,825000.0,IL,1,prefix+suffix,P21570039-P21212802-P21633963
483273GC6,City of Kalamazoo MI Wastewater System Revenue,2022-04-14,Yes,860000.0,MI,1,full,P21565480-P21209389-P21630189
68825RLR9,City of Oshkosh WI Storm Water Utility Revenue,2022-07-07,--,140000.0,WI,1,prefix+suffix,P11609142-P11240564-P11664310
68825RLS7,City of Oshkosh WI Storm Water Utility Revenue,2022-07-07,--,275000.0,WI,1,prefix+suffix,P11609142-P11240564-P11664310
483278UF2,City of Kalamazoo MI Water Supply System Revenue,2022-05-03,Yes,645000.0,MI,1,full,P31435196-P31115104-P31526400
483273GB8,City of Kalamazoo MI Wastewater System Revenue,2022-04-14,Yes,825000.0,MI,1,full,P21565480-P21209389-P21630189
483278UG0,City of Kalamazoo MI Water Supply System Revenue,2022-05-03,Yes,680000.0,MI,1,full,P31435196-P31115104-P31526400
483273GA0,City of Kalamazoo MI Wastewater System Revenue,2022-04-14,Yes,265000.0,MI,1,full,P21565480-P21209389-P21630189
37530ABM9,Gilbert Water Resource Municipal Property Corp,2022-06-14,Yes,11515000.0,AZ,1,prefix+suffix,P21755397-P11238816-P11662055
37530ABL1,Gilbert Water Resource Municipal Property Corp,2022-06-14,Yes,10955000.0,AZ,1,prefix+suffix,P21755397-P11238816-P11662055
243127XS1,City of Decatur IL,2022-04-28,Yes,860000.0,IL,1,prefix+suffix,P21570039-P21212802-P21633963
793071UZ2,City of St Paul MN Sewer Revenue,2022-09-14,Yes,260000.0,MN,1,full,P11620089-P11248857-P11673211
793071UY5,City of St Paul MN Sewer Revenue,2022-09-14,Yes,180000.0,MN,1,full,P11620089-P11248857-P11673211
812728WW9,City of Seattle WA Water System Revenue,2022-07-28,Yes,17305000.0,WA,1,full,P21594452-P21230082-P21652868
812728WV1,City of Seattle WA Water System Revenue,2022-07-28,Yes,900000.0,WA,1,full,P21594452-P21230082-P21652868
812728WX7,City of Seattle WA Water System Revenue,2022-07-28,Yes,8890000.0,WA,1,full,P21594452-P21230082-P21652868
45527CBX9,Indianapolis Local Public Improvement Bond Bank,2022-03-31,Yes,1080000.0,IN,1,prefix+suffix,P11689191-P11216480-P11637253
45527CBV3,Indianapolis Local Public Improvement Bond Bank,2022-03-31,Yes,1025000.0,IN,1,prefix+suffix,P11689191-P11216480-P11637253
45527CBU5,Indianapolis Local Public Improvement Bond Bank,2022-03-31,Yes,1000000.0,IN,1,prefix+suffix,P11689191-P11216480-P11637253
45527CCY6,Indianapolis Local Public Improvement Bond Bank,2022-03-31,Yes,575000.0,IN,1,prefix+suffix,P11689191-P11216480-P11637253
45527CBW1,Indianapolis Local Public Improvement Bond Bank,2022-03-31,Yes,1055000.0,IN,1,prefix+suffix,P11689191-P11216480-P11637253
349298SR1,City of Fort Wayne IN Sewage Works Revenue,2022-05-25,Yes,300000.0,IN,1,prefix+suffix,P11602915-P11236416-P11659389
349298SS9,City of Fort Wayne IN Sewage Works Revenue,2022-05-25,Yes,300000.0,IN,1,prefix+suffix,P11602915-P11236416-P11659389
45528U2F7,Indianapolis Local Public Improvement Bond Bank,2022-02-24,Yes,500000.0,IN,1,prefix+suffix,P11568220-P11210716-P11630729
546589W81,Louisville and Jefferson County Metropolitan Sewer District,2022-10-05,--,226340000.0,KY,1,full,P21617486-P21246237-P21670689
546589S94,Louisville and Jefferson County Metropolitan Sewer District,2022-02-01,Yes,250000.0,KY,1,prefix+suffix,P21536543-P21187636-P21605628
546589T36,Louisville and Jefferson County Metropolitan Sewer District,2022-02-01,Yes,750000.0,KY,1,prefix+suffix,P21536543-P21187636-P21605628
546589T28,Louisville and Jefferson County Metropolitan Sewer District,2022-02-01,Yes,500000.0,KY,1,prefix+suffix,P21536543-P21187636-P21605628
79816NAC1,San Jose Financing Authority,2022-12-15,Yes,3950000.0,CA,1,prefix+suffix,P11636800-P11260714-P11686344
79816NAD9,San Jose Financing Authority,2022-12-15,Yes,4155000.0,CA,1,prefix+suffix,P11636800-P11260714-P11686344
79772EEC9,City & County of San Francisco CA Community Facilities District No 2014-1,2022-12-15,Yes,860000.0,CA,1,prefix+suffix,P11636214-P11260306-P11685894
79772EED7,City & County of San Francisco CA Community Facilities District No 2014-1,2022-12-15,Yes,125000.0,CA,2,prefix+split_suffix;prefix+suffix,P11636214-P11260306-P11685894;P21502980-P21162007-P21576850
83756UAA3,South Dallas Water Authority Inc,2022-01-25,Yes,215000.0,TX,1,full,P21533908-P21185611-P21603404
09747AAE6,City of Boise City ID Water Renewal Revenue,2022-06-30,--,2480000.0,ID,0,,
09747AAG1,City of Boise City ID Water Renewal Revenue,2022-06-30,--,2735000.0,ID,0,,
09747AAJ5,City of Boise City ID Water Renewal Revenue,2022-06-30,--,3015000.0,ID,0,,
09747AAL0,City of Boise City ID Water Renewal Revenue,2022-06-30,--,3265000.0,ID,0,,
09747AAM8,City of Boise City ID Water Renewal Revenue,2022-06-30,--,3400000.0,ID,0,,
09747AAK2,City of Boise City ID Water Renewal Revenue,2022-06-30,--,3135000.0,ID,0,,
09747AAN6,City of Boise City ID Water Renewal Revenue,2022-06-30,--,3545000.0,ID,0,,
094743NR8,City of Bloomington IN Waterworks Revenue,2022-06-23,Yes,310000.0,IN,1,prefix+suffix,P21579687-P21219463-P21641161
094743PB1,City of Bloomington IN Waterworks Revenue,2022-06-23,Yes,2745000.0,IN,1,prefix+suffix,P21579687-P21219463-P21641161
09747AAH9,City of Boise City ID Water Renewal Revenue,2022-06-30,--,2870000.0,ID,0,,
09747AAP1,City of Boise City ID Water Renewal Revenue,2022-06-30,--,3695000.0,ID,0,,
09747AAR7,City of Boise City ID Water Renewal Revenue,2022-06-30,--,21185000.0,ID,1,full,P11610223-P11241605-P11665208
094743NT4,City of Bloomington IN Waterworks Revenue,2022-06-23,Yes,330000.0,IN,1,prefix+suffix,P21579687-P21219463-P21641161
094743NN7,City of Bloomington IN Waterworks Revenue,2022-06-23,Yes,290000.0,IN,1,prefix+suffix,P21579687-P21219463-P21641161
094743NP2,City of Bloomington IN Waterworks Revenue,2022-06-23,Yes,295000.0,IN,1,prefix+suffix,P21579687-P21219463-P21641161
094743NU1,City of Bloomington IN Waterworks Revenue,2022-06-23,Yes,335000.0,IN,1,prefix+suffix,P21579687-P21219463-P21641161
094743NQ0,City of Bloomington IN Waterworks Revenue,2022-06-23,Yes,305000.0,IN,1,prefix+suffix,P21579687-P21219463-P21641161
094743NS6,City of Bloomington IN Waterworks Revenue,2022-06-23,Yes,320000.0,IN,1,prefix+suffix,P21579687-P21219463-P21641161
094743NW7,City of Bloomington IN Waterworks Revenue,2022-06-23,Yes,355000.0,IN,1,prefix+suffix,P21579687-P21219463-P21641161
094743NV9,City of Bloomington IN Waterworks Revenue,2022-06-23,Yes,345000.0,IN,1,prefix+suffix,P21579687-P21219463-P21641161
094743NX5,City of Bloomington IN Waterworks Revenue,2022-06-23,Yes,360000.0,IN,1,prefix+suffix,P21579687-P21219463-P21641161
094743NY3,City of Bloomington IN Waterworks Revenue,2022-06-23,Yes,750000.0,IN,1,prefix+suffix,P21579687-P21219463-P21641161
094743PA3,City of Bloomington IN Waterworks Revenue,2022-06-23,Yes,830000.0,IN,1,prefix+suffix,P21579687-P21219463-P21641161
094743PC9,City of Bloomington IN Waterworks Revenue,2022-06-23,Yes,3190000.0,IN,1,prefix+suffix,P21579687-P21219463-P21641161
10146HMJ2,City of Boulder CO Water & Sewer Revenue,2022-06-01,--,1635000.0,CO,1,prefix+suffix,P11604243-P11237326-P11660407
10146HMK9,City of Boulder CO Water & Sewer Revenue,2022-06-01,--,1720000.0,CO,1,prefix+suffix,P11604243-P11237326-P11660407
10146HML7,City of Boulder CO Water & Sewer Revenue,2022-06-01,--,1805000.0,CO,1,prefix+suffix,P11604243-P11237326-P11660407
10146HMN3,City of Boulder CO Water & Sewer Revenue,2022-06-01,--,1990000.0,CO,1,prefix+suffix,P11604243-P11237326-P11660407
10146HMQ6,City of Boulder CO Water & Sewer Revenue,2022-06-01,--,2195000.0,CO,1,prefix+suffix,P11604243-P11237326-P11660407
10146HMS2,City of Boulder CO Water & Sewer Revenue,2022-06-01,--,2420000.0,CO,1,prefix+suffix,P11604243-P11237326-P11660407
10146HMU7,City of Boulder CO Water & Sewer Revenue,2022-06-01,--,2640000.0,CO,1,prefix+suffix,P11604243-P11237326-P11660407
10146HMW3,City of Boulder CO Water & Sewer Revenue,2022-06-01,--,2850000.0,CO,1,prefix+suffix,P11604243-P11237326-P11660407
10146HMY9,City of Boulder CO Water & Sewer Revenue,2022-06-01,--,3080000.0,CO,1,full,P11604243-P11237326-P11660407
10146HMF0,City of Boulder CO Water & Sewer Revenue,2022-06-01,--,1415000.0,CO,1,prefix+suffix,P11604243-P11237326-P11660407
10146HMH6,City of Boulder CO Water & Sewer Revenue,2022-06-01,--,1560000.0,CO,1,prefix+suffix,P11604243-P11237326-P11660407
10146HMM5,City of Boulder CO Water & Sewer Revenue,2022-06-01,--,1895000.0,CO,1,prefix+suffix,P11604243-P11237326-P11660407
10146HMP8,City of Boulder CO Water & Sewer Revenue,2022-06-01,--,2090000.0,CO,1,prefix+suffix,P11604243-P11237326-P11660407
10146HMR4,City of Boulder CO Water & Sewer Revenue,2022-06-01,--,2305000.0,CO,1,prefix+suffix,P11604243-P11237326-P11660407
10146HMT0,City of Boulder CO Water & Sewer Revenue,2022-06-01,--,2540000.0,CO,1,prefix+suffix,P11604243-P11237326-P11660407
10146HMV5,City of Boulder CO Water & Sewer Revenue,2022-06-01,--,2740000.0,CO,1,prefix+suffix,P11604243-P11237326-P11660407
10146HMX1,City of Boulder CO Water & Sewer Revenue,2022-06-01,--,2960000.0,CO,1,prefix+suffix,P11604243-P11237326-P11660407
25483VZN7,District of Columbia,2022-05-05,Yes,4670000.0,DC,1,full,P11591594-P11227520-P11649431
25483VZR8,District of Columbia,2022-05-05,Yes,5025000.0,DC,1,full,P11591594-P11227520-P11649431
254845RU6,District of Columbia Water & Sewer Authority,2022-03-23,Yes,5880000.0,DC,1,full,P21554235-P21200604-P21620362
254845RW2,District of Columbia Water & Sewer Authority,2022-03-23,Yes,6485000.0,DC,1,full,P21554235-P21200604-P21620362
254845RX0,District of Columbia Water & Sewer Authority,2022-03-23,Yes,6810000.0,DC,1,full,P21554235-P21200604-P21620362
254845SA9,District of Columbia Water & Sewer Authority,2022-03-23,Yes,7885000.0,DC,1,full,P21554235-P21200604-P21620362
349298ST7,City of Fort Wayne IN Sewage Works Revenue,2022-05-25,Yes,300000.0,IN,1,prefix+suffix,P11602915-P11236416-P11659389
349298SX8,City of Fort Wayne IN Sewage Works Revenue,2022-05-25,Yes,1100000.0,IN,1,prefix+suffix,P11602915-P11236416-P11659389
349298TB5,City of Fort Wayne IN Sewage Works Revenue,2022-05-25,Yes,1335000.0,IN,1,prefix+suffix,P11602915-P11236416-P11659389
349298TF6,City of Fort Wayne IN Sewage Works Revenue,2022-05-25,Yes,1490000.0,IN,1,prefix+suffix,P11602915-P11236416-P11659389
349298TK5,City of Fort Wayne IN Sewage Works Revenue,2022-05-25,Yes,1645000.0,IN,1,prefix+suffix,P11602915-P11236416-P11659389
349298TX7,City of Fort Wayne IN Sewage Works Revenue,2022-05-25,Yes,,IN,0,,
25483VZF4,District of Columbia,2022-05-05,Yes,3770000.0,DC,1,full,P11591594-P11227520-P11649431
25483VZH0,District of Columbia,2022-05-05,Yes,4060000.0,DC,1,full,P11591594-P11227520-P11649431
25483VZP2,District of Columbia,2022-05-05,Yes,4765000.0,DC,1,full,P11591594-P11227520-P11649431
25483VZT4,District of Columbia,2022-05-05,Yes,5300000.0,DC,1,full,P11591594-P11227520-P11649431
25483VZU1,District of Columbia,2022-05-05,Yes,5475000.0,DC,1,full,P11591594-P11227520-P11649431
25483VZX5,District of Columbia,2022-05-05,Yes,5905000.0,DC,1,full,P11591594-P11227520-P11649431
254845RV4,District of Columbia Water & Sewer Authority,2022-03-23,Yes,6175000.0,DC,1,full,P21554235-P21200604-P21620362
254845SB7,District of Columbia Water & Sewer Authority,2022-03-23,Yes,8275000.0,DC,1,full,P21554235-P21200604-P21620362
349298TS8,City of Fort Wayne IN Sewage Works Revenue,2022-05-25,Yes,1815000.0,IN,1,prefix+suffix,P11602915-P11236416-P11659389
349298TW9,City of Fort Wayne IN Sewage Works Revenue,2022-05-25,Yes,,IN,0,,
349298TD1,City of Fort Wayne IN Sewage Works Revenue,2022-05-25,Yes,1420000.0,IN,1,prefix+suffix,P11602915-P11236416-P11659389
349298TU3,City of Fort Wayne IN Sewage Works Revenue,2022-05-25,Yes,870000.0,IN,1,prefix+suffix,P11602915-P11236416-P11659389
349298SY6,City of Fort Wayne IN Sewage Works Revenue,2022-05-25,Yes,1155000.0,IN,1,prefix+suffix,P11602915-P11236416-P11659389
349298TA7,City of Fort Wayne IN Sewage Works Revenue,2022-05-25,Yes,1270000.0,IN,1,prefix+suffix,P11602915-P11236416-P11659389
349298TT6,City of Fort Wayne IN Sewage Works Revenue,2022-05-25,Yes,865000.0,IN,1,prefix+suffix,P11602915-P11236416-P11659389
349298TV1,City of Fort Wayne IN Sewage Works Revenue,2022-05-25,Yes,875000.0,IN,1,prefix+suffix,P11602915-P11236416-P11659389
349298TY5,City of Fort Wayne IN Sewage Works Revenue,2022-05-25,Yes,,IN,0,,
37530ABZ0,Gilbert Water Resource Municipal Property Corp,2022-06-14,Yes,26480000.0,AZ,1,prefix+suffix,P21755397-P11238816-P11662055
37530ACB2,Gilbert Water Resource Municipal Property Corp,2022-06-14,Yes,12745000.0,AZ,1,prefix+suffix,P21755397-P11238816-P11662055
37530ABS6,Gilbert Water Resource Municipal Property Corp,2022-06-14,Yes,14790000.0,AZ,1,prefix+suffix,P21755397-P11238816-P11662055
37530ABV9,Gilbert Water Resource Municipal Property Corp,2022-06-14,Yes,21680000.0,AZ,1,prefix+suffix,P21755397-P11238816-P11662055
37530ACA4,Gilbert Water Resource Municipal Property Corp,2022-06-14,Yes,15020000.0,AZ,1,prefix+suffix,P21755397-P11238816-P11662055
37530ABW7,Gilbert Water Resource Municipal Property Corp,2022-06-14,Yes,22795000.0,AZ,1,prefix+suffix,P21755397-P11238816-P11662055
37530ACG1,Gilbert Water Resource Municipal Property Corp,2022-06-14,Yes,34330000.0,AZ,1,prefix+suffix,P21755397-P11238816-P11662055
349298SU4,City of Fort Wayne IN Sewage Works Revenue,2022-05-25,Yes,950000.0,IN,1,prefix+suffix,P11602915-P11236416-P11659389
349298SW0,City of Fort Wayne IN Sewage Works Revenue,2022-05-25,Yes,1045000.0,IN,1,prefix+suffix,P11602915-P11236416-P11659389
349298SZ3,City of Fort Wayne IN Sewage Works Revenue,2022-05-25,Yes,1210000.0,IN,1,prefix+suffix,P11602915-P11236416-P11659389
243127XX0,City of Decatur IL,2022-04-28,Yes,1050000.0,IL,1,prefix+suffix,P21570039-P21212802-P21633963
243127XZ5,City of Decatur IL,2022-04-28,Yes,1140000.0,IL,1,prefix+suffix,P21570039-P21212802-P21633963
243127YE1,City of Decatur IL,2022-04-28,Yes,1390000.0,IL,1,prefix+suffix,P21570039-P21212802-P21633963
243127YF8,City of Decatur IL,2022-04-28,Yes,2955000.0,IL,1,full,P21570039-P21212802-P21633963
243127YH4,City of Decatur IL,2022-04-28,Yes,3470000.0,IL,1,full,P21570039-P21212802-P21633963
243127XW2,City of Decatur IL,2022-04-28,Yes,1010000.0,IL,1,prefix+suffix,P21570039-P21212802-P21633963
243127YA9,City of Decatur IL,2022-04-28,Yes,1185000.0,IL,1,prefix+suffix,P21570039-P21212802-P21633963
243127YD3,City of Decatur IL,2022-04-28,Yes,1335000.0,IL,1,prefix+suffix,P21570039-P21212802-P21633963
243127XY8,City of Decatur IL,2022-04-28,Yes,1095000.0,IL,1,prefix+suffix,P21570039-P21212802-P21633963
243127XU6,City of Decatur IL,2022-04-28,Yes,935000.0,IL,1,prefix+suffix,P21570039-P21212802-P21633963
243127YB7,City of Decatur IL,2022-04-28,Yes,1235000.0,IL,1,prefix+suffix,P21570039-P21212802-P21633963
243127YG6,City of Decatur IL,2022-04-28,Yes,3205000.0,IL,1,full,P21570039-P21212802-P21633963
160429ZX7,City of Charleston SC Waterworks & Sewer System Revenue,2022-06-30,--,800000.0,SC,1,full,P11611405-P11242428-P11666133
160429ZW9,City of Charleston SC Waterworks & Sewer System Revenue,2022-06-30,--,600000.0,SC,1,full,P11611405-P11242428-P11666133
160429A22,City of Charleston SC Waterworks & Sewer System Revenue,2022-06-30,--,2000000.0,SC,1,full,P11611405-P11242428-P11666133
160429A30,City of Charleston SC Waterworks & Sewer System Revenue,2022-06-30,--,2000000.0,SC,1,full,P11611405-P11242428-P11666133
160429A55,City of Charleston SC Waterworks & Sewer System Revenue,2022-06-30,--,2300000.0,SC,1,full,P11611405-P11242428-P11666133
160429A63,City of Charleston SC Waterworks & Sewer System Revenue,2022-06-30,--,650000.0,SC,1,full,P11611405-P11242428-P11666133
160429A89,City of Charleston SC Waterworks & Sewer System Revenue,2022-06-30,--,5265000.0,SC,1,full,P11611405-P11242428-P11666133
160429A97,City of Charleston SC Waterworks & Sewer System Revenue,2022-06-30,--,5530000.0,SC,1,full,P11611405-P11242428-P11666133
160429B39,City of Charleston SC Waterworks & Sewer System Revenue,2022-06-30,--,6095000.0,SC,1,full,P11611405-P11242428-P11666133
160429B47,City of Charleston SC Waterworks & Sewer System Revenue,2022-06-30,--,6400000.0,SC,1,full,P11611405-P11242428-P11666133
160429B54,City of Charleston SC Waterworks & Sewer System Revenue,2022-06-30,--,6720000.0,SC,1,full,P11611405-P11242428-P11666133
160429ZZ2,City of Charleston SC Waterworks & Sewer System Revenue,2022-06-30,--,2000000.0,SC,1,full,P11611405-P11242428-P11666133
736754SG8,City of Portland OR Water System Revenue,2022-04-07,--,2180000.0,OR,1,prefix+suffix,P21565303-P21209256-P21630047
736754SJ2,City of Portland OR Water System Revenue,2022-04-07,--,2405000.0,OR,1,prefix+suffix,P21565303-P21209256-P21630047
736754SK9,City of Portland OR Water System Revenue,2022-04-07,--,2525000.0,OR,1,prefix+suffix,P21565303-P21209256-P21630047
736754SL7,City of Portland OR Water System Revenue,2022-04-07,--,2655000.0,OR,1,prefix+suffix,P21565303-P21209256-P21630047
736754SP8,City of Portland OR Water System Revenue,2022-04-07,--,3070000.0,OR,1,prefix+suffix,P21565303-P21209256-P21630047
736754SQ6,City of Portland OR Water System Revenue,2022-04-07,--,3225000.0,OR,1,prefix+suffix,P21565303-P21209256-P21630047
736754SU7,City of Portland OR Water System Revenue,2022-04-07,--,3845000.0,OR,1,prefix+suffix,P21565303-P21209256-P21630047
736754SH6,City of Portland OR Water System Revenue,2022-04-07,--,2290000.0,OR,1,prefix+suffix,P21565303-P21209256-P21630047
736754SM5,City of Portland OR Water System Revenue,2022-04-07,--,2790000.0,OR,1,prefix+suffix,P21565303-P21209256-P21630047
736754SN3,City of Portland OR Water System Revenue,2022-04-07,--,2925000.0,OR,1,prefix+suffix,P21565303-P21209256-P21630047
736754SR4,City of Portland OR Water System Revenue,2022-04-07,--,3385000.0,OR,1,prefix+suffix,P21565303-P21209256-P21630047
736754ST0,City of Portland OR Water System Revenue,2022-04-07,--,3700000.0,OR,1,prefix+suffix,P21565303-P21209256-P21630047
483273GE2,City of Kalamazoo MI Wastewater System Revenue,2022-04-14,Yes,930000.0,MI,1,full,P21565480-P21209389-P21630189
483273GG7,City of Kalamazoo MI Wastewater System Revenue,2022-04-14,Yes,1000000.0,MI,1,full,P21565480-P21209389-P21630189
483273GK8,City of Kalamazoo MI Wastewater System Revenue,2022-04-14,Yes,1110000.0,MI,1,full,P21565480-P21209389-P21630189
483273GS1,City of Kalamazoo MI Wastewater System Revenue,2022-04-14,Yes,7270000.0,MI,1,full,P21565480-P21209389-P21630189
483278UM7,City of Kalamazoo MI Water Supply System Revenue,2022-05-03,Yes,865000.0,MI,1,full,P31435196-P31115104-P31526400
483278UQ8,City of Kalamazoo MI Water Supply System Revenue,2022-05-03,Yes,1005000.0,MI,1,full,P31435196-P31115104-P31526400
483278UW5,City of Kalamazoo MI Water Supply System Revenue,2022-05-03,Yes,2540000.0,MI,1,full,P31435196-P31115104-P31526400
483273GH5,City of Kalamazoo MI Wastewater System Revenue,2022-04-14,Yes,1035000.0,MI,1,full,P21565480-P21209389-P21630189
483273GM4,City of Kalamazoo MI Wastewater System Revenue,2022-04-14,Yes,1660000.0,MI,1,full,P21565480-P21209389-P21630189
483273GP7,City of Kalamazoo MI Wastewater System Revenue,2022-04-14,Yes,2015000.0,MI,1,full,P21565480-P21209389-P21630189
483273GR3,City of Kalamazoo MI Wastewater System Revenue,2022-04-14,Yes,2450000.0,MI,1,full,P21565480-P21209389-P21630189
483278UN5,City of Kalamazoo MI Water Supply System Revenue,2022-05-03,Yes,910000.0,MI,1,full,P31435196-P31115104-P31526400
483278US4,City of Kalamazoo MI Water Supply System Revenue,2022-05-03,Yes,1105000.0,MI,1,full,P31435196-P31115104-P31526400
483273GF9,City of Kalamazoo MI Wastewater System Revenue,2022-04-14,Yes,965000.0,MI,1,full,P21565480-P21209389-P21630189
483273GJ1,City of Kalamazoo MI Wastewater System Revenue,2022-04-14,Yes,1080000.0,MI,1,full,P21565480-P21209389-P21630189
483273GL6,City of Kalamazoo MI Wastewater System Revenue,2022-04-14,Yes,1155000.0,MI,1,full,P21565480-P21209389-P21630189
483273GQ5,City of Kalamazoo MI Wastewater System Revenue,2022-04-14,Yes,2225000.0,MI,1,full,P21565480-P21209389-P21630189
483278UH8,City of Kalamazoo MI Water Supply System Revenue,2022-05-03,Yes,715000.0,MI,1,full,P31435196-P31115104-P31526400
483278UL9,City of Kalamazoo MI Water Supply System Revenue,2022-05-03,Yes,825000.0,MI,1,full,P31435196-P31115104-P31526400
483278UU9,City of Kalamazoo MI Water Supply System Revenue,2022-05-03,Yes,1195000.0,MI,1,full,P31435196-P31115104-P31526400
483278UZ8,City of Kalamazoo MI Water Supply System Revenue,2022-05-03,Yes,4215000.0,MI,1,full,P31435196-P31115104-P31526400
483273GD4,City of Kalamazoo MI Wastewater System Revenue,2022-04-14,Yes,890000.0,MI,1,full,P21565480-P21209389-P21630189
483273GN2,City of Kalamazoo MI Wastewater System Revenue,2022-04-14,Yes,1825000.0,MI,1,full,P21565480-P21209389-P21630189
483278UJ4,City of Kalamazoo MI Water Supply System Revenue,2022-05-03,Yes,750000.0,MI,1,full,P31435196-P31115104-P31526400
483278UP0,City of Kalamazoo MI Water Supply System Revenue,2022-05-03,Yes,955000.0,MI,1,full,P31435196-P31115104-P31526400
483278UT2,City of Kalamazoo MI Water Supply System Revenue,2022-05-03,Yes,1150000.0,MI,1,full,P31435196-P31115104-P31526400
4387012K9,City & County Honolulu HI Wastewater System Revenue,2022-05-25,Yes,6390000.0,HI,1,prefix+suffix,P11603229-P11236637-P11659652
4387012S2,City & County Honolulu HI Wastewater System Revenue,2022-05-25,Yes,9025000.0,HI,1,prefix+suffix,P11603229-P11236637-P11659652
4387012T0,City & County Honolulu HI Wastewater System Revenue,2022-05-25,Yes,9395000.0,HI,1,prefix+suffix,P11603229-P11236637-P11659652
4387012E3,City & County Honolulu HI Wastewater System Revenue,2022-05-25,Yes,4980000.0,HI,1,prefix+suffix,P11603229-P11236637-P11659652
4387012J2,City & County Honolulu HI Wastewater System Revenue,2022-05-25,Yes,6080000.0,HI,1,prefix+suffix,P11603229-P11236637-P11659652
4387012R4,City & County Honolulu HI Wastewater System Revenue,2022-05-25,Yes,8630000.0,HI,1,prefix+suffix,P11603229-P11236637-P11659652
4387012U7,City & County Honolulu HI Wastewater System Revenue,2022-05-25,Yes,9825000.0,HI,1,prefix+suffix,P11603229-P11236637-P11659652
4387012D5,City & County Honolulu HI Wastewater System Revenue,2022-05-25,Yes,4735000.0,HI,1,prefix+suffix,P11603229-P11236637-P11659652
45527CCD2,Indianapolis Local Public Improvement Bond Bank,2022-03-31,Yes,1250000.0,IN,1,prefix+suffix,P11689191-P11216480-P11637253
