CUSIP,Issuer_Name,Issue_Date,primary_prospectus,n_prospectus_matches,match_kind,prospectus_total_words,green_section_chars,n_green_keywords,green_keyword_density_per_1k,n_frameworks_cited,frameworks_cited,has_SPO,spo_verifiers,bloomberg_self_reported_green,bloomberg_esg_assurance,bloomberg_esg_framework,bloomberg_project_category,bloomberg_industry,city_fips7,State
287605FX2,City of Elkhart IN Sewage Works Revenue,2021-07-29,P21480325-P21147765-P21561430,1,prefix+suffix,36960,7610,18,0.487,1,Sustainable Development Goals,1,Build America Mutual,Yes,No,No,Sustainable Water,Water/Sewer,1820728.0,IN
287605GA1,City of Elkhart IN Sewage Works Revenue,2021-07-29,P21480325-P21147765-P21561430,1,prefix+suffix,36960,7610,18,0.487,1,Sustainable Development Goals,1,Build America Mutual,Yes,No,No,Sustainable Water,Water/Sewer,1820728.0,IN
562361AE5,City of Manchester NH Sewer Revenue,2021-12-23,P11550252-P11197056-P11615130,1,full,96056,8000,154,1.603,0,,0,,Yes,No,Yes,Sustainable Water,Water/Sewer,3345140.0,NH
562361AF2,City of Manchester NH Sewer Revenue,2021-12-23,P11550252-P11197056-P11615130,1,full,96056,8000,154,1.603,0,,0,,Yes,No,Yes,Sustainable Water,Water/Sewer,3345140.0,NH
562361AA3,City of Manchester NH Sewer Revenue,2021-12-23,P11550252-P11197056-P11615130,2,full;prefix+suffix,96056,8000,154,1.603,0,,0,,Yes,No,Yes,Sustainable Water,Water/Sewer,3345140.0,NH
562361AG0,City of Manchester NH Sewer Revenue,2021-12-23,P11550252-P11197056-P11615130,1,full,96056,8000,154,1.603,0,,0,,Yes,No,Yes,Sustainable Water,Water/Sewer,3345140.0,NH
562361AB1,City of Manchester NH Sewer Revenue,2021-12-23,P11550252-P11197056-P11615130,1,full,96056,8000,154,1.603,0,,0,,Yes,No,Yes,Sustainable Water,Water/Sewer,3345140.0,NH
562361AJ4,City of Manchester NH Sewer Revenue,2021-12-23,P11550252-P11197056-P11615130,1,full,96056,8000,154,1.603,0,,0,,Yes,No,Yes,Sustainable Water,Water/Sewer,3345140.0,NH
44420RBV1,Hudson Yards Infrastructure Corp,2021-10-27,P11539380-P11189325-P11606560,1,prefix+suffix,256072,3225,268,1.047,0,,1,Kestrel,Yes,Yes,Yes,Clean Transportation,Payment in Lieu of Taxes,3651000.0,NY
44420RBP4,Hudson Yards Infrastructure Corp,2021-10-27,P11539380-P11189325-P11606560,1,prefix+suffix,256072,3225,268,1.047,0,,1,Kestrel,Yes,Yes,Yes,Clean Transportation,Payment in Lieu of Taxes,3651000.0,NY
44420RBX7,Hudson Yards Infrastructure Corp,2021-10-27,P11539380-P11189325-P11606560,1,prefix+suffix,256072,3225,268,1.047,0,,1,Kestrel,Yes,Yes,Yes,Clean Transportation,Payment in Lieu of Taxes,3651000.0,NY
44420RCB4,Hudson Yards Infrastructure Corp,2021-10-27,P11539380-P11189325-P11606560,1,prefix+suffix,256072,3225,268,1.047,0,,1,Kestrel,Yes,Yes,Yes,Clean Transportation,Payment in Lieu of Taxes,3651000.0,NY
513793AV1,Lancaster Power Authority,2021-10-12,P11533832-P11185464-P11602414,1,prefix+suffix,115646,0,90,0.778,0,,0,,--,No,No,Renewable Energy,Appropriation,640130.0,CA
513793AU3,Lancaster Power Authority,2021-10-12,P11533832-P11185464-P11602414,1,prefix+suffix,115646,0,90,0.778,0,,0,,--,No,No,Renewable Energy,Appropriation,640130.0,CA
513793AZ2,Lancaster Power Authority,2021-10-12,P11533832-P11185464-P11602414,1,prefix+suffix,115646,0,90,0.778,0,,0,,--,No,No,Renewable Energy,Appropriation,640130.0,CA
513793AT6,Lancaster Power Authority,2021-10-12,P11533832-P11185464-P11602414,1,prefix+suffix,115646,0,90,0.778,0,,0,,--,No,No,Renewable Energy,Appropriation,640130.0,CA
513793AW9,Lancaster Power Authority,2021-10-12,P11533832-P11185464-P11602414,1,prefix+suffix,115646,0,90,0.778,0,,0,,--,No,No,Renewable Energy,Appropriation,640130.0,CA
513793BB4,Lancaster Power Authority,2021-10-12,P11533832-P11185464-P11602414,1,prefix+suffix,115646,0,90,0.778,0,,0,,--,No,No,Renewable Energy,Appropriation,640130.0,CA
513793BC2,Lancaster Power Authority,2021-10-12,P11533832-P11185464-P11602414,1,prefix+suffix,115646,0,90,0.778,0,,0,,--,No,No,Renewable Energy,Appropriation,640130.0,CA
513793BE8,Lancaster Power Authority,2021-04-01,P11533832-P11185464-P11602414,1,prefix+suffix,115646,0,90,0.778,0,,0,,Yes,No,No,Sustainable Water,Texas Municipal Utility District,640130.0,CA
691879GD6,Oxnard Financing Authority,2021-03-03,P31413978-P31099449-P31509204,1,full,151154,2348,85,0.562,1,ICMA Green Bond Principles,1,Green Bond Principles,Yes,No,No,Sustainable Water,Water/Sewer,654652.0,CA
691879GE4,Oxnard Financing Authority,2021-03-03,P31413978-P31099449-P31509204,1,full,151154,2348,85,0.562,1,ICMA Green Bond Principles,1,Green Bond Principles,Yes,No,No,Sustainable Water,Water/Sewer,654652.0,CA
691879GF1,Oxnard Financing Authority,2021-03-03,P31413978-P31099449-P31509204,1,full,151154,2348,85,0.562,1,ICMA Green Bond Principles,1,Green Bond Principles,Yes,No,No,Sustainable Water,Water/Sewer,654652.0,CA
691879GJ3,Oxnard Financing Authority,2021-03-03,P31413978-P31099449-P31509204,1,full,151154,2348,85,0.562,1,ICMA Green Bond Principles,1,Green Bond Principles,Yes,No,No,Sustainable Water,Water/Sewer,654652.0,CA
691879GC8,Oxnard Financing Authority,2021-03-03,P31413978-P31099449-P31509204,1,full,151154,2348,85,0.562,1,ICMA Green Bond Principles,1,Green Bond Principles,Yes,No,No,Sustainable Water,Water/Sewer,654652.0,CA
691879GG9,Oxnard Financing Authority,2021-03-03,P31413978-P31099449-P31509204,1,full,151154,2348,85,0.562,1,ICMA Green Bond Principles,1,Green Bond Principles,Yes,No,No,Sustainable Water,Water/Sewer,654652.0,CA
60242MEQ2,City of Milwaukee WI Sewerage System Revenue,2021-05-14,P21458655-P21132163-P21544598,1,full,149221,8000,66,0.442,1,ICMA Green Bond Principles,1,Green Bond Principles,Yes,No,Yes,,Water/Sewer,5553000.0,WI
60242MEX7,City of Milwaukee WI Sewerage System Revenue,2021-05-14,P21458655-P21132163-P21544598,1,full,149221,8000,66,0.442,1,ICMA Green Bond Principles,1,Green Bond Principles,Yes,No,Yes,Natural Resource Management,Water/Sewer,5553000.0,WI
60242MEM1,City of Milwaukee WI Sewerage System Revenue,2021-05-14,P21458655-P21132163-P21544598,1,full,149221,8000,66,0.442,1,ICMA Green Bond Principles,1,Green Bond Principles,Yes,No,Yes,Natural Resource Management,Water/Sewer,5553000.0,WI
60242MEU3,City of Milwaukee WI Sewerage System Revenue,2021-05-14,P21458655-P21132163-P21544598,1,full,149221,8000,66,0.442,1,ICMA Green Bond Principles,1,Green Bond Principles,Yes,No,Yes,Natural Resource Management,Water/Sewer,5553000.0,WI
60242MEK5,City of Milwaukee WI Sewerage System Revenue,2021-05-14,P21458655-P21132163-P21544598,1,full,149221,8000,66,0.442,1,ICMA Green Bond Principles,1,Green Bond Principles,Yes,No,Yes,Natural Resource Management,Water/Sewer,5553000.0,WI
60242MET6,City of Milwaukee WI Sewerage System Revenue,2021-05-14,P21458655-P21132163-P21544598,1,full,149221,8000,66,0.442,1,ICMA Green Bond Principles,1,Green Bond Principles,Yes,No,Yes,Natural Resource Management,Water/Sewer,5553000.0,WI
60242MEZ2,City of Milwaukee WI Sewerage System Revenue,2021-05-14,P21458655-P21132163-P21544598,1,full,149221,8000,66,0.442,1,ICMA Green Bond Principles,1,Green Bond Principles,Yes,No,Yes,Natural Resource Management,Water/Sewer,5553000.0,WI
60242MES8,City of Milwaukee WI Sewerage System Revenue,2021-05-14,P21458655-P21132163-P21544598,1,full,149221,8000,66,0.442,1,ICMA Green Bond Principles,1,Green Bond Principles,Yes,No,Yes,Natural Resource Management,Water/Sewer,5553000.0,WI
60242MEW9,City of Milwaukee WI Sewerage System Revenue,2021-05-14,P21458655-P21132163-P21544598,1,full,149221,8000,66,0.442,1,ICMA Green Bond Principles,1,Green Bond Principles,Yes,No,Yes,Natural Resource Management,Water/Sewer,5553000.0,WI
60242MEY5,City of Milwaukee WI Sewerage System Revenue,2021-05-14,P21458655-P21132163-P21544598,1,full,149221,8000,66,0.442,1,ICMA Green Bond Principles,1,Green Bond Principles,Yes,No,Yes,Natural Resource Management,Water/Sewer,5553000.0,WI
60242MFA6,City of Milwaukee WI Sewerage System Revenue,2021-05-14,P21458655-P21132163-P21544598,1,full,149221,8000,66,0.442,1,ICMA Green Bond Principles,1,Green Bond Principles,Yes,No,Yes,Natural Resource Management,Water/Sewer,5553000.0,WI
604841EA0,City of Mishawaka IN Waterworks Revenue,2021-05-19,P21460562-P21133535-P21546142,1,prefix+suffix,90581,8000,24,0.265,2,ICMA Green Bond Principles;Sustainable Development Goals,1,Climate Bond Initiative;Green Bond Principles;Build America Mutual,Yes,No,No,Sustainable Water,Water/Sewer,1849932.0,IN
604841EB8,City of Mishawaka IN Waterworks Revenue,2021-05-19,P21460562-P21133535-P21546142,1,prefix+suffix,90581,8000,24,0.265,2,ICMA Green Bond Principles;Sustainable Development Goals,1,Climate Bond Initiative;Green Bond Principles;Build America Mutual,Yes,No,No,Sustainable Water,Water/Sewer,1849932.0,IN
604841ED4,City of Mishawaka IN Waterworks Revenue,2021-05-19,P21460562-P21133535-P21546142,1,prefix+suffix,90581,8000,24,0.265,2,ICMA Green Bond Principles;Sustainable Development Goals,1,Climate Bond Initiative;Green Bond Principles;Build America Mutual,Yes,No,No,Sustainable Water,Water/Sewer,1849932.0,IN
604841EF9,City of Mishawaka IN Waterworks Revenue,2021-05-19,P21460562-P21133535-P21546142,1,prefix+suffix,90581,8000,24,0.265,2,ICMA Green Bond Principles;Sustainable Development Goals,1,Climate Bond Initiative;Green Bond Principles;Build America Mutual,Yes,No,No,Sustainable Water,Water/Sewer,1849932.0,IN
604841EK8,City of Mishawaka IN Waterworks Revenue,2021-05-19,P21460562-P21133535-P21546142,1,prefix+suffix,90581,8000,24,0.265,2,ICMA Green Bond Principles;Sustainable Development Goals,1,Climate Bond Initiative;Green Bond Principles;Build America Mutual,Yes,No,No,Sustainable Water,Water/Sewer,1849932.0,IN
604841EW2,City of Mishawaka IN Waterworks Revenue,2021-05-19,P21460562-P21133535-P21546142,1,prefix+suffix,90581,8000,24,0.265,2,ICMA Green Bond Principles;Sustainable Development Goals,1,Climate Bond Initiative;Green Bond Principles;Build America Mutual,Yes,No,No,Sustainable Water,Water/Sewer,1849932.0,IN
604841FA9,City of Mishawaka IN Waterworks Revenue,2021-05-19,P21460562-P21133535-P21546142,1,prefix+suffix,90581,8000,24,0.265,2,ICMA Green Bond Principles;Sustainable Development Goals,1,Climate Bond Initiative;Green Bond Principles;Build America Mutual,Yes,No,No,Sustainable Water,Water/Sewer,1849932.0,IN
604841EC6,City of Mishawaka IN Waterworks Revenue,2021-05-19,P21460562-P21133535-P21546142,1,prefix+suffix,90581,8000,24,0.265,2,ICMA Green Bond Principles;Sustainable Development Goals,1,Climate Bond Initiative;Green Bond Principles;Build America Mutual,Yes,No,No,Sustainable Water,Water/Sewer,1849932.0,IN
604841EG7,City of Mishawaka IN Waterworks Revenue,2021-05-19,P21460562-P21133535-P21546142,1,prefix+suffix,90581,8000,24,0.265,2,ICMA Green Bond Principles;Sustainable Development Goals,1,Climate Bond Initiative;Green Bond Principles;Build America Mutual,Yes,No,No,Sustainable Water,Water/Sewer,1849932.0,IN
604841EH5,City of Mishawaka IN Waterworks Revenue,2021-05-19,P21460562-P21133535-P21546142,1,prefix+suffix,90581,8000,24,0.265,2,ICMA Green Bond Principles;Sustainable Development Goals,1,Climate Bond Initiative;Green Bond Principles;Build America Mutual,Yes,No,No,Sustainable Water,Water/Sewer,1849932.0,IN
604841EL6,City of Mishawaka IN Waterworks Revenue,2021-05-19,P21460562-P21133535-P21546142,1,prefix+suffix,90581,8000,24,0.265,2,ICMA Green Bond Principles;Sustainable Development Goals,1,Climate Bond Initiative;Green Bond Principles;Build America Mutual,Yes,No,No,Sustainable Water,Water/Sewer,1849932.0,IN
604841EQ5,City of Mishawaka IN Waterworks Revenue,2021-05-19,P21460562-P21133535-P21546142,1,prefix+suffix,90581,8000,24,0.265,2,ICMA Green Bond Principles;Sustainable Development Goals,1,Climate Bond Initiative;Green Bond Principles;Build America Mutual,Yes,No,No,Sustainable Water,Water/Sewer,1849932.0,IN
604841FF8,City of Mishawaka IN Waterworks Revenue,2021-05-19,P21460562-P21133535-P21546142,1,prefix+suffix,90581,8000,24,0.265,2,ICMA Green Bond Principles;Sustainable Development Goals,1,Climate Bond Initiative;Green Bond Principles;Build America Mutual,Yes,No,No,Sustainable Water,Water/Sewer,1849932.0,IN
604841FG6,City of Mishawaka IN Waterworks Revenue,2021-05-19,P21460562-P21133535-P21546142,1,prefix+suffix,90581,8000,24,0.265,2,ICMA Green Bond Principles;Sustainable Development Goals,1,Climate Bond Initiative;Green Bond Principles;Build America Mutual,Yes,No,No,Sustainable Water,Water/Sewer,1849932.0,IN
604841FJ0,City of Mishawaka IN Waterworks Revenue,2021-05-19,P21460562-P21133535-P21546142,1,prefix+suffix,90581,8000,24,0.265,2,ICMA Green Bond Principles;Sustainable Development Goals,1,Climate Bond Initiative;Green Bond Principles;Build America Mutual,Yes,No,No,Sustainable Water,Water/Sewer,1849932.0,IN
604841EE2,City of Mishawaka IN Waterworks Revenue,2021-05-19,P21460562-P21133535-P21546142,1,prefix+suffix,90581,8000,24,0.265,2,ICMA Green Bond Principles;Sustainable Development Goals,1,Climate Bond Initiative;Green Bond Principles;Build America Mutual,Yes,No,No,Sustainable Water,Water/Sewer,1849932.0,IN
604841EJ1,City of Mishawaka IN Waterworks Revenue,2021-05-19,P21460562-P21133535-P21546142,1,prefix+suffix,90581,8000,24,0.265,2,ICMA Green Bond Principles;Sustainable Development Goals,1,Climate Bond Initiative;Green Bond Principles;Build America Mutual,Yes,No,No,Sustainable Water,Water/Sewer,1849932.0,IN
604841EN2,City of Mishawaka IN Waterworks Revenue,2021-05-19,P21460562-P21133535-P21546142,1,prefix+suffix,90581,8000,24,0.265,2,ICMA Green Bond Principles;Sustainable Development Goals,1,Climate Bond Initiative;Green Bond Principles;Build America Mutual,Yes,No,No,Sustainable Water,Water/Sewer,1849932.0,IN
604841ES1,City of Mishawaka IN Waterworks Revenue,2021-05-19,P21460562-P21133535-P21546142,1,prefix+suffix,90581,8000,24,0.265,2,ICMA Green Bond Principles;Sustainable Development Goals,1,Climate Bond Initiative;Green Bond Principles;Build America Mutual,Yes,No,No,Sustainable Water,Water/Sewer,1849932.0,IN
604841EY8,City of Mishawaka IN Waterworks Revenue,2021-05-19,P21460562-P21133535-P21546142,1,prefix+suffix,90581,8000,24,0.265,2,ICMA Green Bond Principles;Sustainable Development Goals,1,Climate Bond Initiative;Green Bond Principles;Build America Mutual,Yes,No,No,Sustainable Water,Water/Sewer,1849932.0,IN
604841FE1,City of Mishawaka IN Waterworks Revenue,2021-05-19,P21460562-P21133535-P21546142,1,prefix+suffix,90581,8000,24,0.265,2,ICMA Green Bond Principles;Sustainable Development Goals,1,Climate Bond Initiative;Green Bond Principles;Build America Mutual,Yes,No,No,Sustainable Water,Water/Sewer,1849932.0,IN
604841FH4,City of Mishawaka IN Waterworks Revenue,2021-05-19,P21460562-P21133535-P21546142,1,prefix+suffix,90581,8000,24,0.265,2,ICMA Green Bond Principles;Sustainable Development Goals,1,Climate Bond Initiative;Green Bond Principles;Build America Mutual,Yes,No,No,Sustainable Water,Water/Sewer,1849932.0,IN
60242MEL3,City of Milwaukee WI Sewerage System Revenue,2021-05-14,P21458655-P21132163-P21544598,1,full,149221,8000,66,0.442,1,ICMA Green Bond Principles,1,Green Bond Principles,Yes,No,Yes,,Water/Sewer,5553000.0,WI
60242MEV1,City of Milwaukee WI Sewerage System Revenue,2021-05-14,P21458655-P21132163-P21544598,1,full,149221,8000,66,0.442,1,ICMA Green Bond Principles,1,Green Bond Principles,Yes,No,Yes,,Water/Sewer,5553000.0,WI
919259BW0,City of Vallejo CA Water Revenue,2021-02-24,P31413949-P31099429-P31509183,1,prefix+suffix,146202,7999,66,0.451,1,Sustainable Development Goals,1,Climate Bond Initiative,Yes,No,No,Sustainable Water,Water/Sewer,681666.0,CA
919259CC3,City of Vallejo CA Water Revenue,2021-02-24,P31413949-P31099429-P31509183,1,full,146202,7999,66,0.451,1,Sustainable Development Goals,1,Climate Bond Initiative,Yes,No,No,Sustainable Water,Water/Sewer,681666.0,CA
919259CE9,City of Vallejo CA Water Revenue,2021-02-24,P31413949-P31099429-P31509183,1,full,146202,7999,66,0.451,1,Sustainable Development Goals,1,Climate Bond Initiative,Yes,No,No,Sustainable Water,Water/Sewer,681666.0,CA
919259CJ8,City of Vallejo CA Water Revenue,2021-02-24,P31413949-P31099429-P31509183,1,full,146202,7999,66,0.451,1,Sustainable Development Goals,1,Climate Bond Initiative,Yes,No,No,Sustainable Water,Water/Sewer,681666.0,CA
919259CA7,City of Vallejo CA Water Revenue,2021-02-24,P31413949-P31099429-P31509183,1,full,146202,7999,66,0.451,1,Sustainable Development Goals,1,Climate Bond Initiative,Yes,No,No,Sustainable Water,Water/Sewer,681666.0,CA
919259CD1,City of Vallejo CA Water Revenue,2021-02-24,P31413949-P31099429-P31509183,1,full,146202,7999,66,0.451,1,Sustainable Development Goals,1,Climate Bond Initiative,Yes,No,No,Sustainable Water,Water/Sewer,681666.0,CA
919259CF6,City of Vallejo CA Water Revenue,2021-02-24,P31413949-P31099429-P31509183,1,full,146202,7999,66,0.451,1,Sustainable Development Goals,1,Climate Bond Initiative,Yes,No,No,Sustainable Water,Water/Sewer,681666.0,CA
919259CH2,City of Vallejo CA Water Revenue,2021-02-24,P31413949-P31099429-P31509183,1,full,146202,7999,66,0.451,1,Sustainable Development Goals,1,Climate Bond Initiative,Yes,No,No,Sustainable Water,Water/Sewer,681666.0,CA
919259CL3,City of Vallejo CA Water Revenue,2021-02-24,P31413949-P31099429-P31509183,1,full,146202,7999,66,0.451,1,Sustainable Development Goals,1,Climate Bond Initiative,Yes,No,No,Sustainable Water,Water/Sewer,681666.0,CA
919259CP4,City of Vallejo CA Water Revenue,2021-02-24,P31413949-P31099429-P31509183,1,full,146202,7999,66,0.451,1,Sustainable Development Goals,1,Climate Bond Initiative,Yes,No,No,Sustainable Water,Water/Sewer,681666.0,CA
919259CQ2,City of Vallejo CA Water Revenue,2021-02-24,P31413949-P31099429-P31509183,1,full,146202,7999,66,0.451,1,Sustainable Development Goals,1,Climate Bond Initiative,Yes,No,No,Sustainable Water,Water/Sewer,681666.0,CA
793071UF6,City of St Paul MN Sewer Revenue,2021-09-15,P11522928-P11177998-P11594334,1,full,91280,3502,83,0.909,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,2758000.0,MN
793071UH2,City of St Paul MN Sewer Revenue,2021-09-15,P11522928-P11177998-P11594334,1,full,91280,3502,83,0.909,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,2758000.0,MN
793071UJ8,City of St Paul MN Sewer Revenue,2021-09-15,P11522928-P11177998-P11594334,1,full,91280,3502,83,0.909,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,2758000.0,MN
793071UL3,City of St Paul MN Sewer Revenue,2021-09-15,P11522928-P11177998-P11594334,1,full,91280,3502,83,0.909,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,2758000.0,MN
793071UM1,City of St Paul MN Sewer Revenue,2021-09-15,P21845120-P21411829-P21854445,4,full;prefix+split_suffix,142963,8000,106,0.741,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,2758000.0,MN
793071UQ2,City of St Paul MN Sewer Revenue,2021-09-15,P11522928-P11177998-P11594334,1,full,91280,3502,83,0.909,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,2758000.0,MN
793071US8,City of St Paul MN Sewer Revenue,2021-09-15,P11698661-P11306161-P11737312,4,full;prefix+split_suffix,143324,7588,302,2.107,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,2758000.0,MN
793071UX7,City of St Paul MN Sewer Revenue,2021-09-15,P11522928-P11177998-P11594334,1,full,91280,3502,83,0.909,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,2758000.0,MN
919259BX8,City of Vallejo CA Water Revenue,2021-02-24,P31413949-P31099429-P31509183,1,prefix+suffix,146202,7999,66,0.451,1,Sustainable Development Goals,1,Climate Bond Initiative,Yes,No,No,Sustainable Water,Water/Sewer,681666.0,CA
919259BZ3,City of Vallejo CA Water Revenue,2021-02-24,P31413949-P31099429-P31509183,1,full,146202,7999,66,0.451,1,Sustainable Development Goals,1,Climate Bond Initiative,Yes,No,No,Sustainable Water,Water/Sewer,681666.0,CA
919259CK5,City of Vallejo CA Water Revenue,2021-02-24,P31413949-P31099429-P31509183,1,full,146202,7999,66,0.451,1,Sustainable Development Goals,1,Climate Bond Initiative,Yes,No,No,Sustainable Water,Water/Sewer,681666.0,CA
793071UG4,City of St Paul MN Sewer Revenue,2021-09-15,P11522928-P11177998-P11594334,1,full,91280,3502,83,0.909,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,2758000.0,MN
793071UK5,City of St Paul MN Sewer Revenue,2021-09-15,P11522928-P11177998-P11594334,1,full,91280,3502,83,0.909,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,2758000.0,MN
793071UN9,City of St Paul MN Sewer Revenue,2021-09-15,P11522928-P11177998-P11594334,1,full,91280,3502,83,0.909,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,2758000.0,MN
793071UP4,City of St Paul MN Sewer Revenue,2021-09-15,P11522928-P11177998-P11594334,1,full,91280,3502,83,0.909,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,2758000.0,MN
793071UR0,City of St Paul MN Sewer Revenue,2021-09-15,P11522928-P11177998-P11594334,1,full,91280,3502,83,0.909,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,2758000.0,MN
793071UU3,City of St Paul MN Sewer Revenue,2021-09-15,P11522928-P11177998-P11594334,1,full,91280,3502,83,0.909,0,,0,,Yes,No,No,Sustainable Water,Water/Sewer,2758000.0,MN
919259CB5,City of Vallejo CA Water Revenue,2021-02-24,P31413949-P31099429-P31509183,1,full,146202,7999,66,0.451,1,Sustainable Development Goals,1,Climate Bond Initiative,Yes,No,No,Sustainable Water,Water/Sewer,681666.0,CA
919259BY6,City of Vallejo CA Water Revenue,2021-02-24,P31413949-P31099429-P31509183,1,prefix+suffix,146202,7999,66,0.451,1,Sustainable Development Goals,1,Climate Bond Initiative,Yes,No,No,Sustainable Water,Water/Sewer,681666.0,CA
919259CG4,City of Vallejo CA Water Revenue,2021-02-24,P31413949-P31099429-P31509183,1,full,146202,7999,66,0.451,1,Sustainable Development Goals,1,Climate Bond Initiative,Yes,No,No,Sustainable Water,Water/Sewer,681666.0,CA
919259CN9,City of Vallejo CA Water Revenue,2021-02-24,P31413949-P31099429-P31509183,1,full,146202,7999,66,0.451,1,Sustainable Development Goals,1,Climate Bond Initiative,Yes,No,No,Sustainable Water,Water/Sewer,681666.0,CA
873519PU0,City of Tacoma WA Electric System Revenue,2021-09-14,P11528735-P21155952-P21570195,1,prefix+suffix,91812,3490,393,4.28,0,,1,Kestrel,Yes,Yes,No,Renewable Energy,Public Power,5370000.0,WA
873519PT3,City of Tacoma WA Electric System Revenue,2021-09-14,P11528735-P21155952-P21570195,1,prefix+suffix,91812,3490,393,4.28,0,,1,Kestrel,Yes,Yes,No,Renewable Energy,Public Power,5370000.0,WA
873519PX4,City of Tacoma WA Electric System Revenue,2021-09-14,P11528735-P21155952-P21570195,1,prefix+suffix,91812,3490,393,4.28,0,,1,Kestrel,Yes,Yes,No,Renewable Energy,Public Power,5370000.0,WA
875143BE8,City of Tampa FL,2021-10-07,P21496670-P21158908-P21573465,1,full,149037,2163,1301,8.729,0,,0,,Yes,Yes,Yes,Sustainable Water,Special Assessment,1271000.0,FL
875143BP3,City of Tampa FL,2021-10-07,P21496670-P21158908-P21573465,1,full,149037,2163,1301,8.729,0,,0,,Yes,Yes,Yes,Sustainable Water,Special Assessment,1271000.0,FL
875143BT5,City of Tampa FL,2021-10-07,P21496670-P21158908-P21573465,1,full,149037,2163,1301,8.729,0,,0,,Yes,Yes,Yes,Sustainable Water,Special Assessment,1271000.0,FL
875143BJ7,City of Tampa FL,2021-10-07,P21496670-P21158908-P21573465,1,full,149037,2163,1301,8.729,0,,0,,Yes,Yes,Yes,Sustainable Water,Special Assessment,1271000.0,FL
875143BL2,City of Tampa FL,2021-10-07,P21496670-P21158908-P21573465,1,full,149037,2163,1301,8.729,0,,0,,Yes,Yes,Yes,Sustainable Water,Special Assessment,1271000.0,FL
875143BU2,City of Tampa FL,2021-10-07,P21496670-P21158908-P21573465,1,full,149037,2163,1301,8.729,0,,0,,Yes,Yes,Yes,Sustainable Water,Special Assessment,1271000.0,FL
875143BC2,City of Tampa FL,2021-10-07,P21496670-P21158908-P21573465,1,full,149037,2163,1301,8.729,0,,0,,Yes,Yes,Yes,Sustainable Water,Special Assessment,1271000.0,FL
875143BD0,City of Tampa FL,2021-10-07,P21496670-P21158908-P21573465,1,full,149037,2163,1301,8.729,0,,0,,Yes,Yes,Yes,Sustainable Water,Special Assessment,1271000.0,FL
875143BH1,City of Tampa FL,2021-10-07,P21496670-P21158908-P21573465,1,full,149037,2163,1301,8.729,0,,0,,Yes,Yes,Yes,Sustainable Water,Special Assessment,1271000.0,FL
875143BK4,City of Tampa FL,2021-10-07,P21496670-P21158908-P21573465,1,full,149037,2163,1301,8.729,0,,0,,Yes,Yes,Yes,Sustainable Water,Special Assessment,1271000.0,FL
873519PW6,City of Tacoma WA Electric System Revenue,2021-09-14,P11528735-P21155952-P21570195,1,prefix+suffix,91812,3490,393,4.28,0,,1,Kestrel,Yes,Yes,No,Renewable Energy,Public Power,5370000.0,WA
812728WM1,City of Seattle WA Water System Revenue,2021-06-17,P21467249-P21138349-P21551271,1,full,99427,2475,195,1.961,0,,0,,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5363000.0,WA
812728WS8,City of Seattle WA Water System Revenue,2021-06-17,P21467249-P21138349-P21551271,1,full,99427,2475,195,1.961,0,,0,,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5363000.0,WA
812728WJ8,City of Seattle WA Water System Revenue,2021-06-17,P21467249-P21138349-P21551271,1,full,99427,2475,195,1.961,0,,0,,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5363000.0,WA
812728WL3,City of Seattle WA Water System Revenue,2021-06-17,P21467249-P21138349-P21551271,1,full,99427,2475,195,1.961,0,,0,,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5363000.0,WA
812728WP4,City of Seattle WA Water System Revenue,2021-06-17,P21467249-P21138349-P21551271,1,full,99427,2475,195,1.961,0,,0,,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5363000.0,WA
812728WR0,City of Seattle WA Water System Revenue,2021-06-17,P21467249-P21138349-P21551271,1,full,99427,2475,195,1.961,0,,0,,Yes,Yes,Yes,Sustainable Water,Water/Sewer,5363000.0,WA
873519PV8,City of Tacoma WA Electric System Revenue,2021-09-14,P11528735-P21155952-P21570195,1,prefix+suffix,91812,3490,393,4.28,0,,1,Kestrel,Yes,Yes,No,Renewable Energy,Public Power,5370000.0,WA
875143BF5,City of Tampa FL,2021-10-07,P21496670-P21158908-P21573465,1,full,149037,2163,1301,8.729,0,,0,,Yes,Yes,Yes,Sustainable Water,Special Assessment,1271000.0,FL
