CUSIP,Issuer_Name,Issue_Date,primary_prospectus,prospectus_total_words,bloomberg_industry,bloomberg_project_category,bloomberg_self_reported_green,n_compliance_keywords,compliance_density_per_1k,compelled_by_text,compelled_by_text_strict,kw_clean_water_act,kw_safe_drinking_water,kw_cercla,kw_npdes,kw_consent_decree,kw_epa_enforcement,kw_administrative_order,kw_ms4_permit,kw_compliance_schedule,kw_court_order,kw_regulatory_mandate,kw_tmdl,kw_violation,kw_enforcement_action
79771KBK1,San Francisco City & County Public Utilities Commission Power Revenue,2021-12-21,P21525393-P21179406-P21596352,104044,Public Power,"Renewable Energy, Energy Efficiency",Yes,3,0.029,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
79771KBH8,San Francisco City & County Public Utilities Commission Power Revenue,2021-12-21,P21525393-P21179406-P21596352,104044,Public Power,"Renewable Energy, Energy Efficiency",Yes,3,0.029,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
97951QBM8,Woodland Finance Authority,2021-12-16,P21520298-P21175673-P21592007,130204,Water/Sewer,Sustainable Water,Yes,6,0.046,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0
988522AK4,City of Yuma AZ Water & Sewer Revenue,2021-12-28,P31433916-P31114116-P31525247,80993,Water/Sewer,Sustainable Water,Yes,7,0.086,0,0,0,1,0,0,0,0,0,0,0,2,4,0,0,0
988522AS7,City of Yuma AZ Water & Sewer Revenue,2021-12-28,P31433916-P31114116-P31525247,80993,Water/Sewer,Sustainable Water,Yes,7,0.086,0,0,0,1,0,0,0,0,0,0,0,2,4,0,0,0
988522AM0,City of Yuma AZ Water & Sewer Revenue,2021-12-28,P31433916-P31114116-P31525247,80993,Water/Sewer,Sustainable Water,Yes,7,0.086,0,0,0,1,0,0,0,0,0,0,0,2,4,0,0,0
988522AU2,City of Yuma AZ Water & Sewer Revenue,2021-12-28,P31433916-P31114116-P31525247,80993,Water/Sewer,Sustainable Water,Yes,7,0.086,0,0,0,1,0,0,0,0,0,0,0,2,4,0,0,0
988522AG3,City of Yuma AZ Water & Sewer Revenue,2021-12-28,P31433916-P31114116-P31525247,80993,Water/Sewer,Sustainable Water,Yes,7,0.086,0,0,0,1,0,0,0,0,0,0,0,2,4,0,0,0
101029WT9,Boston Water & Sewer Commission,2021-07-07,P21471764-P21141645-P21554828,88019,Water/Sewer,Sustainable Water,Yes,86,0.977,1,1,13,18,0,30,17,0,0,0,0,2,3,2,0,1
101029WU6,Boston Water & Sewer Commission,2021-07-07,P21471764-P21141645-P21554828,88019,Water/Sewer,Sustainable Water,Yes,86,0.977,1,1,13,18,0,30,17,0,0,0,0,2,3,2,0,1
101029WV4,Boston Water & Sewer Commission,2021-07-07,P21471764-P21141645-P21554828,88019,Water/Sewer,Sustainable Water,Yes,86,0.977,1,1,13,18,0,30,17,0,0,0,0,2,3,2,0,1
101029WW2,Boston Water & Sewer Commission,2021-07-07,P21471764-P21141645-P21554828,88019,Water/Sewer,Sustainable Water,Yes,86,0.977,1,1,13,18,0,30,17,0,0,0,0,2,3,2,0,1
119732AB1,Buffalo Sewer Authority,2021-06-16,P11502927-P11163904-P11579113,156696,Water/Sewer,Sustainable Water,Yes,53,0.338,0,0,21,0,0,0,0,0,20,7,0,0,4,0,0,1
119732AC9,Buffalo Sewer Authority,2021-06-16,P11502927-P11163904-P11579113,156696,Water/Sewer,Sustainable Water,Yes,53,0.338,0,0,21,0,0,0,0,0,20,7,0,0,4,0,0,1
119732AA3,Buffalo Sewer Authority,2021-06-16,P11502927-P11163904-P11579113,156696,Water/Sewer,Sustainable Water,Yes,53,0.338,0,0,21,0,0,0,0,0,20,7,0,0,4,0,0,1
094615AA9,City of Bloomington IN,2021-12-21,P11550123-P11196959-P11615014,35117,Appropriation,Renewable Energy,--,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
094725MM7,City of Bloomington IN Sewage Works Revenue,2021-12-21,P21520597-P21175877-P21592245,49540,Water/Sewer,Sustainable Water,Yes,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
094615AD3,City of Bloomington IN,2021-12-21,P11550123-P11196959-P11615014,35117,Appropriation,Renewable Energy,--,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
094615AB7,City of Bloomington IN,2021-12-21,P11550123-P11196959-P11615014,35117,Appropriation,Renewable Energy,--,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
094725ML9,City of Bloomington IN Sewage Works Revenue,2021-12-21,P21520597-P21175877-P21592245,49540,Water/Sewer,Sustainable Water,Yes,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
094615AE1,City of Bloomington IN,2021-12-21,P11550123-P11196959-P11615014,35117,Appropriation,Renewable Energy,--,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
094615AC5,City of Bloomington IN,2021-12-21,P11550123-P11196959-P11615014,35117,Appropriation,Renewable Energy,--,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287605FJ3,City of Elkhart IN Sewage Works Revenue,2021-07-29,P21480325-P21147765-P21561430,36960,Water/Sewer,Sustainable Water,Yes,1,0.027,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
287605FL8,City of Elkhart IN Sewage Works Revenue,2021-07-29,P21480325-P21147765-P21561430,36960,Water/Sewer,Sustainable Water,Yes,1,0.027,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
287605FN4,City of Elkhart IN Sewage Works Revenue,2021-07-29,P21480325-P21147765-P21561430,36960,Water/Sewer,Sustainable Water,Yes,1,0.027,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
604841DU7,City of Mishawaka IN Waterworks Revenue,2021-05-19,P21460562-P21133535-P21546142,90581,Water/Sewer,Sustainable Water,Yes,5,0.055,1,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0
604841DV5,City of Mishawaka IN Waterworks Revenue,2021-05-19,P21460562-P21133535-P21546142,90581,Water/Sewer,Sustainable Water,Yes,5,0.055,1,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0
287605FK0,City of Elkhart IN Sewage Works Revenue,2021-07-29,P21480325-P21147765-P21561430,36960,Water/Sewer,Sustainable Water,Yes,1,0.027,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
