year,fips7,city_name,state_abb,muni_aaa_yield,c40_member,mayors_climate_signatory,iclei_member,climate_commitment_score,state_rps_active,state_rps_target_pct,state_carbon_pricing,state_carbon_price,state_climate_plan
2016,606000,berkeley,CA,2.84,0,1,1,2,1,60.0,1,12.73,1
2017,606000,berkeley,CA,3.0,0,1,1,2,1,60.0,1,14.75,1
2018,606000,berkeley,CA,3.27,0,1,1,2,1,60.0,1,15.05,1
2022,606000,berkeley,CA,3.07,0,1,1,2,1,60.0,1,28.26,1
2013,611194,carlsbad,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2014,611194,carlsbad,CA,3.38,0,0,0,0,1,60.0,1,11.48,1
2015,611194,carlsbad,CA,3.16,0,0,0,0,1,60.0,1,12.52,1
2016,611194,carlsbad,CA,2.84,0,0,0,0,1,60.0,1,12.73,1
2017,611194,carlsbad,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2018,611194,carlsbad,CA,3.27,0,0,0,0,1,60.0,1,15.05,1
2019,611194,carlsbad,CA,2.86,0,0,0,0,1,60.0,1,17.45,1
2020,611194,carlsbad,CA,2.21,0,0,0,0,1,60.0,1,16.93,1
2021,611194,carlsbad,CA,1.79,0,0,0,0,1,60.0,1,20.0,1
2022,611194,carlsbad,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2023,611194,carlsbad,CA,3.61,0,0,0,0,1,60.0,1,32.0,1
2013,611530,carson,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2017,611530,carson,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2019,611530,carson,CA,2.86,0,0,0,0,1,60.0,1,17.45,1
2020,611530,carson,CA,2.21,0,0,0,0,1,60.0,1,16.93,1
2021,611530,carson,CA,1.79,0,0,0,0,1,60.0,1,20.0,1
2022,611530,carson,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2023,611530,carson,CA,3.61,0,0,0,0,1,60.0,1,32.0,1
2017,612048,cathedral city,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2019,612048,cathedral city,CA,2.86,0,0,0,0,1,60.0,1,17.45,1
2020,612048,cathedral city,CA,2.21,0,0,0,0,1,60.0,1,16.93,1
2021,612048,cathedral city,CA,1.79,0,0,0,0,1,60.0,1,20.0,1
2022,612048,cathedral city,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2023,612048,cathedral city,CA,3.61,0,0,0,0,1,60.0,1,32.0,1
2013,613210,chino,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2017,613210,chino,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2022,613210,chino,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2013,613392,chula vista,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2014,613392,chula vista,CA,3.38,0,0,0,0,1,60.0,1,11.48,1
2015,613392,chula vista,CA,3.16,0,0,0,0,1,60.0,1,12.52,1
2016,613392,chula vista,CA,2.84,0,0,0,0,1,60.0,1,12.73,1
2017,613392,chula vista,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2018,613392,chula vista,CA,3.27,0,0,0,0,1,60.0,1,15.05,1
2019,613392,chula vista,CA,2.86,0,0,0,0,1,60.0,1,17.45,1
2020,613392,chula vista,CA,2.21,0,0,0,0,1,60.0,1,16.93,1
2021,613392,chula vista,CA,1.79,0,0,0,0,1,60.0,1,20.0,1
2022,613392,chula vista,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2023,613392,chula vista,CA,3.61,0,0,0,0,1,60.0,1,32.0,1
2013,614890,colton,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2017,614890,colton,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2022,614890,colton,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2013,615044,compton,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2017,615044,compton,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2022,615044,compton,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2022,616532,costa mesa,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2013,621712,el cajon,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2017,621712,el cajon,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2022,621712,el cajon,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2013,622020,elk grove,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2017,622020,elk grove,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2019,622020,elk grove,CA,2.86,0,0,0,0,1,60.0,1,17.45,1
2020,622020,elk grove,CA,2.21,0,0,0,0,1,60.0,1,16.93,1
2021,622020,elk grove,CA,1.79,0,0,0,0,1,60.0,1,20.0,1
2022,622020,elk grove,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2023,622020,elk grove,CA,3.61,0,0,0,0,1,60.0,1,32.0,1
2013,622230,el monte,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2017,622230,el monte,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2022,622230,el monte,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2017,622678,encinitas,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2022,622678,encinitas,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2013,622804,escondido,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2014,622804,escondido,CA,3.38,0,0,0,0,1,60.0,1,11.48,1
2015,622804,escondido,CA,3.16,0,0,0,0,1,60.0,1,12.52,1
2016,622804,escondido,CA,2.84,0,0,0,0,1,60.0,1,12.73,1
2017,622804,escondido,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2018,622804,escondido,CA,3.27,0,0,0,0,1,60.0,1,15.05,1
2022,622804,escondido,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2013,623182,fairfield,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2017,623182,fairfield,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2019,623182,fairfield,CA,2.86,0,0,0,0,1,60.0,1,17.45,1
2020,623182,fairfield,CA,2.21,0,0,0,0,1,60.0,1,16.93,1
2021,623182,fairfield,CA,1.79,0,0,0,0,1,60.0,1,20.0,1
2022,623182,fairfield,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2023,623182,fairfield,CA,3.61,0,0,0,0,1,60.0,1,32.0,1
2013,624680,fontana,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2017,624680,fontana,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2019,624680,fontana,CA,2.86,0,0,0,0,1,60.0,1,17.45,1
2020,624680,fontana,CA,2.21,0,0,0,0,1,60.0,1,16.93,1
2021,624680,fontana,CA,1.79,0,0,0,0,1,60.0,1,20.0,1
2022,624680,fontana,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2023,624680,fontana,CA,3.61,0,0,0,0,1,60.0,1,32.0,1
2013,626000,fremont,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2014,626000,fremont,CA,3.38,0,0,0,0,1,60.0,1,11.48,1
2015,626000,fremont,CA,3.16,0,0,0,0,1,60.0,1,12.52,1
2016,626000,fremont,CA,2.84,0,0,0,0,1,60.0,1,12.73,1
2017,626000,fremont,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2018,626000,fremont,CA,3.27,0,0,0,0,1,60.0,1,15.05,1
2019,626000,fremont,CA,2.86,0,0,0,0,1,60.0,1,17.45,1
2020,626000,fremont,CA,2.21,0,0,0,0,1,60.0,1,16.93,1
2021,626000,fremont,CA,1.79,0,0,0,0,1,60.0,1,20.0,1
2022,626000,fremont,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2023,626000,fremont,CA,3.61,0,0,0,0,1,60.0,1,32.0,1
2013,627000,fresno,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2014,627000,fresno,CA,3.38,0,0,0,0,1,60.0,1,11.48,1
2015,627000,fresno,CA,3.16,0,0,0,0,1,60.0,1,12.52,1
2016,627000,fresno,CA,2.84,0,0,0,0,1,60.0,1,12.73,1
2017,627000,fresno,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2018,627000,fresno,CA,3.27,0,0,0,0,1,60.0,1,15.05,1
2019,627000,fresno,CA,2.86,0,0,0,0,1,60.0,1,17.45,1
2020,627000,fresno,CA,2.21,0,0,0,0,1,60.0,1,16.93,1
2021,627000,fresno,CA,1.79,0,0,0,0,1,60.0,1,20.0,1
2022,627000,fresno,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2023,627000,fresno,CA,3.61,0,0,0,0,1,60.0,1,32.0,1
2017,628168,gardena,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2022,628168,gardena,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2013,629000,garden grove,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2014,629000,garden grove,CA,3.38,0,0,0,0,1,60.0,1,11.48,1
2015,629000,garden grove,CA,3.16,0,0,0,0,1,60.0,1,12.52,1
2016,629000,garden grove,CA,2.84,0,0,0,0,1,60.0,1,12.73,1
2017,629000,garden grove,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2018,629000,garden grove,CA,3.27,0,0,0,0,1,60.0,1,15.05,1
2022,629000,garden grove,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2017,629504,gilroy,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2019,629504,gilroy,CA,2.86,0,0,0,0,1,60.0,1,17.45,1
2020,629504,gilroy,CA,2.21,0,0,0,0,1,60.0,1,16.93,1
2021,629504,gilroy,CA,1.79,0,0,0,0,1,60.0,1,20.0,1
2022,629504,gilroy,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2023,629504,gilroy,CA,3.61,0,0,0,0,1,60.0,1,32.0,1
2013,632548,hawthorne,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2017,632548,hawthorne,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2019,632548,hawthorne,CA,2.86,0,0,0,0,1,60.0,1,17.45,1
2020,632548,hawthorne,CA,2.21,0,0,0,0,1,60.0,1,16.93,1
2021,632548,hawthorne,CA,1.79,0,0,0,0,1,60.0,1,20.0,1
2022,632548,hawthorne,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2023,632548,hawthorne,CA,3.61,0,0,0,0,1,60.0,1,32.0,1
2013,633000,hayward,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2017,633000,hayward,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2019,633000,hayward,CA,2.86,0,0,0,0,1,60.0,1,17.45,1
2020,633000,hayward,CA,2.21,0,0,0,0,1,60.0,1,16.93,1
2021,633000,hayward,CA,1.79,0,0,0,0,1,60.0,1,20.0,1
2022,633000,hayward,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2023,633000,hayward,CA,3.61,0,0,0,0,1,60.0,1,32.0,1
2013,636546,inglewood,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2014,636546,inglewood,CA,3.38,0,0,0,0,1,60.0,1,11.48,1
2015,636546,inglewood,CA,3.16,0,0,0,0,1,60.0,1,12.52,1
2016,636546,inglewood,CA,2.84,0,0,0,0,1,60.0,1,12.73,1
2017,636546,inglewood,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2018,636546,inglewood,CA,3.27,0,0,0,0,1,60.0,1,15.05,1
2022,636546,inglewood,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2013,636770,irvine,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2014,636770,irvine,CA,3.38,0,0,0,0,1,60.0,1,11.48,1
2015,636770,irvine,CA,3.16,0,0,0,0,1,60.0,1,12.52,1
2016,636770,irvine,CA,2.84,0,0,0,0,1,60.0,1,12.73,1
2017,636770,irvine,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2018,636770,irvine,CA,3.27,0,0,0,0,1,60.0,1,15.05,1
2019,636770,irvine,CA,2.86,0,0,0,0,1,60.0,1,17.45,1
2020,636770,irvine,CA,2.21,0,0,0,0,1,60.0,1,16.93,1
2021,636770,irvine,CA,1.79,0,0,0,0,1,60.0,1,20.0,1
2022,636770,irvine,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2023,636770,irvine,CA,3.61,0,0,0,0,1,60.0,1,32.0,1
2017,640004,la mesa,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2022,640004,la mesa,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2013,640130,lancaster,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2017,640130,lancaster,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2022,640130,lancaster,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2013,641992,livermore,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2014,641992,livermore,CA,3.38,0,0,0,0,1,60.0,1,11.48,1
2015,641992,livermore,CA,3.16,0,0,0,0,1,60.0,1,12.52,1
2016,641992,livermore,CA,2.84,0,0,0,0,1,60.0,1,12.73,1
2017,641992,livermore,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2018,641992,livermore,CA,3.27,0,0,0,0,1,60.0,1,15.05,1
2022,641992,livermore,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2013,643000,long beach,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2014,643000,long beach,CA,3.38,0,0,0,0,1,60.0,1,11.48,1
2015,643000,long beach,CA,3.16,0,0,0,0,1,60.0,1,12.52,1
2016,643000,long beach,CA,2.84,0,0,0,0,1,60.0,1,12.73,1
2017,643000,long beach,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2018,643000,long beach,CA,3.27,0,0,0,0,1,60.0,1,15.05,1
2019,643000,long beach,CA,2.86,0,0,0,0,1,60.0,1,17.45,1
2020,643000,long beach,CA,2.21,0,0,0,0,1,60.0,1,16.93,1
2021,643000,long beach,CA,1.79,0,0,0,0,1,60.0,1,20.0,1
2022,643000,long beach,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2023,643000,long beach,CA,3.61,0,0,0,0,1,60.0,1,32.0,1
2013,644000,los angeles,CA,3.67,1,1,1,3,1,60.0,1,12.22,1
2014,644000,los angeles,CA,3.38,1,1,1,3,1,60.0,1,11.48,1
2015,644000,los angeles,CA,3.16,1,1,1,3,1,60.0,1,12.52,1
2016,644000,los angeles,CA,2.84,1,1,1,3,1,60.0,1,12.73,1
2017,644000,los angeles,CA,3.0,1,1,1,3,1,60.0,1,14.75,1
2018,644000,los angeles,CA,3.27,1,1,1,3,1,60.0,1,15.05,1
2019,644000,los angeles,CA,2.86,1,1,1,3,1,60.0,1,17.45,1
2020,644000,los angeles,CA,2.21,1,1,1,3,1,60.0,1,16.93,1
2021,644000,los angeles,CA,1.79,1,1,1,3,1,60.0,1,20.0,1
2022,644000,los angeles,CA,3.07,1,1,1,3,1,60.0,1,28.26,1
2023,644000,los angeles,CA,3.61,1,1,1,3,1,60.0,1,32.0,1
2017,645022,madera,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2022,645022,madera,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2017,645484,manteca,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2022,645484,manteca,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2013,646898,merced,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2017,646898,merced,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2022,646898,merced,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2017,647766,milpitas,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2019,647766,milpitas,CA,2.86,0,0,0,0,1,60.0,1,17.45,1
2020,647766,milpitas,CA,2.21,0,0,0,0,1,60.0,1,16.93,1
2021,647766,milpitas,CA,1.79,0,0,0,0,1,60.0,1,20.0,1
2022,647766,milpitas,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2023,647766,milpitas,CA,3.61,0,0,0,0,1,60.0,1,32.0,1
2013,648354,modesto,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2014,648354,modesto,CA,3.38,0,0,0,0,1,60.0,1,11.48,1
2015,648354,modesto,CA,3.16,0,0,0,0,1,60.0,1,12.52,1
2016,648354,modesto,CA,2.84,0,0,0,0,1,60.0,1,12.73,1
2017,648354,modesto,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2018,648354,modesto,CA,3.27,0,0,0,0,1,60.0,1,15.05,1
2019,648354,modesto,CA,2.86,0,0,0,0,1,60.0,1,17.45,1
2020,648354,modesto,CA,2.21,0,0,0,0,1,60.0,1,16.93,1
2021,648354,modesto,CA,1.79,0,0,0,0,1,60.0,1,20.0,1
2022,648354,modesto,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2023,648354,modesto,CA,3.61,0,0,0,0,1,60.0,1,32.0,1
2017,648914,monterey park,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2022,648914,monterey park,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2017,649270,moreno valley,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2019,649270,moreno valley,CA,2.86,0,0,0,0,1,60.0,1,17.45,1
2020,649270,moreno valley,CA,2.21,0,0,0,0,1,60.0,1,16.93,1
2021,649270,moreno valley,CA,1.79,0,0,0,0,1,60.0,1,20.0,1
2022,649270,moreno valley,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2023,649270,moreno valley,CA,3.61,0,0,0,0,1,60.0,1,32.0,1
2017,650258,napa,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2019,650258,napa,CA,2.86,0,0,0,0,1,60.0,1,17.45,1
2020,650258,napa,CA,2.21,0,0,0,0,1,60.0,1,16.93,1
2021,650258,napa,CA,1.79,0,0,0,0,1,60.0,1,20.0,1
2022,650258,napa,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2023,650258,napa,CA,3.61,0,0,0,0,1,60.0,1,32.0,1
2013,650398,national city,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2017,650398,national city,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2022,650398,national city,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2013,653000,oakland,CA,3.67,0,1,1,2,1,60.0,1,12.22,1
2014,653000,oakland,CA,3.38,0,1,1,2,1,60.0,1,11.48,1
2015,653000,oakland,CA,3.16,0,1,1,2,1,60.0,1,12.52,1
2016,653000,oakland,CA,2.84,0,1,1,2,1,60.0,1,12.73,1
2017,653000,oakland,CA,3.0,0,1,1,2,1,60.0,1,14.75,1
2018,653000,oakland,CA,3.27,0,1,1,2,1,60.0,1,15.05,1
2019,653000,oakland,CA,2.86,0,1,1,2,1,60.0,1,17.45,1
2020,653000,oakland,CA,2.21,0,1,1,2,1,60.0,1,16.93,1
2021,653000,oakland,CA,1.79,0,1,1,2,1,60.0,1,20.0,1
2022,653000,oakland,CA,3.07,0,1,1,2,1,60.0,1,28.26,1
2023,653000,oakland,CA,3.61,0,1,1,2,1,60.0,1,32.0,1
2013,653322,oceanside,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2014,653322,oceanside,CA,3.38,0,0,0,0,1,60.0,1,11.48,1
2015,653322,oceanside,CA,3.16,0,0,0,0,1,60.0,1,12.52,1
2016,653322,oceanside,CA,2.84,0,0,0,0,1,60.0,1,12.73,1
2017,653322,oceanside,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2018,653322,oceanside,CA,3.27,0,0,0,0,1,60.0,1,15.05,1
2019,653322,oceanside,CA,2.86,0,0,0,0,1,60.0,1,17.45,1
2020,653322,oceanside,CA,2.21,0,0,0,0,1,60.0,1,16.93,1
2021,653322,oceanside,CA,1.79,0,0,0,0,1,60.0,1,20.0,1
2022,653322,oceanside,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2023,653322,oceanside,CA,3.61,0,0,0,0,1,60.0,1,32.0,1
2013,653896,ontario,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2014,653896,ontario,CA,3.38,0,0,0,0,1,60.0,1,11.48,1
2015,653896,ontario,CA,3.16,0,0,0,0,1,60.0,1,12.52,1
2016,653896,ontario,CA,2.84,0,0,0,0,1,60.0,1,12.73,1
2017,653896,ontario,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2018,653896,ontario,CA,3.27,0,0,0,0,1,60.0,1,15.05,1
2019,653896,ontario,CA,2.86,0,0,0,0,1,60.0,1,17.45,1
2020,653896,ontario,CA,2.21,0,0,0,0,1,60.0,1,16.93,1
2021,653896,ontario,CA,1.79,0,0,0,0,1,60.0,1,20.0,1
2022,653896,ontario,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2023,653896,ontario,CA,3.61,0,0,0,0,1,60.0,1,32.0,1
2013,653980,orange,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2017,653980,orange,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2019,653980,orange,CA,2.86,0,0,0,0,1,60.0,1,17.45,1
2020,653980,orange,CA,2.21,0,0,0,0,1,60.0,1,16.93,1
2021,653980,orange,CA,1.79,0,0,0,0,1,60.0,1,20.0,1
2022,653980,orange,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2023,653980,orange,CA,3.61,0,0,0,0,1,60.0,1,32.0,1
2013,654652,oxnard,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2014,654652,oxnard,CA,3.38,0,0,0,0,1,60.0,1,11.48,1
2015,654652,oxnard,CA,3.16,0,0,0,0,1,60.0,1,12.52,1
2016,654652,oxnard,CA,2.84,0,0,0,0,1,60.0,1,12.73,1
2017,654652,oxnard,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2018,654652,oxnard,CA,3.27,0,0,0,0,1,60.0,1,15.05,1
2019,654652,oxnard,CA,2.86,0,0,0,0,1,60.0,1,17.45,1
2020,654652,oxnard,CA,2.21,0,0,0,0,1,60.0,1,16.93,1
2021,654652,oxnard,CA,1.79,0,0,0,0,1,60.0,1,20.0,1
2022,654652,oxnard,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2023,654652,oxnard,CA,3.61,0,0,0,0,1,60.0,1,32.0,1
2013,655156,palmdale,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2017,655156,palmdale,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2022,655156,palmdale,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2013,656000,pasadena,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2014,656000,pasadena,CA,3.38,0,0,0,0,1,60.0,1,11.48,1
2015,656000,pasadena,CA,3.16,0,0,0,0,1,60.0,1,12.52,1
2016,656000,pasadena,CA,2.84,0,0,0,0,1,60.0,1,12.73,1
2017,656000,pasadena,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2018,656000,pasadena,CA,3.27,0,0,0,0,1,60.0,1,15.05,1
2019,656000,pasadena,CA,2.86,0,0,0,0,1,60.0,1,17.45,1
2020,656000,pasadena,CA,2.21,0,0,0,0,1,60.0,1,16.93,1
2021,656000,pasadena,CA,1.79,0,0,0,0,1,60.0,1,20.0,1
2022,656000,pasadena,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2023,656000,pasadena,CA,3.61,0,0,0,0,1,60.0,1,32.0,1
2017,656700,perris,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2022,656700,perris,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2017,656784,petaluma,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2019,656784,petaluma,CA,2.86,0,0,0,0,1,60.0,1,17.45,1
2020,656784,petaluma,CA,2.21,0,0,0,0,1,60.0,1,16.93,1
2021,656784,petaluma,CA,1.79,0,0,0,0,1,60.0,1,20.0,1
2022,656784,petaluma,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2023,656784,petaluma,CA,3.61,0,0,0,0,1,60.0,1,32.0,1
2017,656924,pico rivera,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2022,656924,pico rivera,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2013,657792,pleasanton,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2017,657792,pleasanton,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2022,657792,pleasanton,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2013,658072,pomona,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2017,658072,pomona,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2019,658072,pomona,CA,2.86,0,0,0,0,1,60.0,1,17.45,1
2020,658072,pomona,CA,2.21,0,0,0,0,1,60.0,1,16.93,1
2021,658072,pomona,CA,1.79,0,0,0,0,1,60.0,1,20.0,1
2022,658072,pomona,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2023,658072,pomona,CA,3.61,0,0,0,0,1,60.0,1,32.0,1
2013,659451,rancho cucamonga,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2017,659451,rancho cucamonga,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2019,659451,rancho cucamonga,CA,2.86,0,0,0,0,1,60.0,1,17.45,1
2020,659451,rancho cucamonga,CA,2.21,0,0,0,0,1,60.0,1,16.93,1
2021,659451,rancho cucamonga,CA,1.79,0,0,0,0,1,60.0,1,20.0,1
2022,659451,rancho cucamonga,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2023,659451,rancho cucamonga,CA,3.61,0,0,0,0,1,60.0,1,32.0,1
2013,660018,redondo beach,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2017,660018,redondo beach,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2022,660018,redondo beach,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2013,660466,rialto,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2017,660466,rialto,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2022,660466,rialto,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2013,660620,richmond,CA,3.67,0,1,0,1,1,60.0,1,12.22,1
2017,660620,richmond,CA,3.0,0,1,0,1,1,60.0,1,14.75,1
2019,660620,richmond,CA,2.86,0,1,0,1,1,60.0,1,17.45,1
2020,660620,richmond,CA,2.21,0,1,0,1,1,60.0,1,16.93,1
2021,660620,richmond,CA,1.79,0,1,0,1,1,60.0,1,20.0,1
2022,660620,richmond,CA,3.07,0,1,0,1,1,60.0,1,28.26,1
2023,660620,richmond,CA,3.61,0,1,0,1,1,60.0,1,32.0,1
2013,662000,riverside,CA,3.67,0,0,0,0,1,60.0,1,12.22,1
2014,662000,riverside,CA,3.38,0,0,0,0,1,60.0,1,11.48,1
2015,662000,riverside,CA,3.16,0,0,0,0,1,60.0,1,12.52,1
2016,662000,riverside,CA,2.84,0,0,0,0,1,60.0,1,12.73,1
2017,662000,riverside,CA,3.0,0,0,0,0,1,60.0,1,14.75,1
2018,662000,riverside,CA,3.27,0,0,0,0,1,60.0,1,15.05,1
2019,662000,riverside,CA,2.86,0,0,0,0,1,60.0,1,17.45,1
2020,662000,riverside,CA,2.21,0,0,0,0,1,60.0,1,16.93,1
2021,662000,riverside,CA,1.79,0,0,0,0,1,60.0,1,20.0,1
2022,662000,riverside,CA,3.07,0,0,0,0,1,60.0,1,28.26,1
2023,662000,riverside,CA,3.61,0,0,0,0,1,60.0,1,32.0,1
2013,664000,sacramento,CA,3.67,0,1,1,2,1,60.0,1,12.22,1
2014,664000,sacramento,CA,3.38,0,1,1,2,1,60.0,1,11.48,1
2015,664000,sacramento,CA,3.16,0,1,1,2,1,60.0,1,12.52,1
2016,664000,sacramento,CA,2.84,0,1,1,2,1,60.0,1,12.73,1
2017,664000,sacramento,CA,3.0,0,1,1,2,1,60.0,1,14.75,1
2018,664000,sacramento,CA,3.27,0,1,1,2,1,60.0,1,15.05,1
