state_abb,year,state_green_bond_count,state_green_bond_amt,state_green_bond_cum_count,state_green_bond_cum_amt,state_green_bond_ever,state_green_bond_cum_count_lag1,state_green_bond_cum_amt_lag1,state_green_bond_ever_lag1,state_green_bond_issued_prior_yr,asinh_state_green_bond_amt,asinh_state_green_bond_cum_amt_lag1
OR,2018,0,0.0,35,7080000.0,1,35,7080000.0,1,1,0.0,16.46593164622985
OR,2019,0,0.0,35,7080000.0,1,35,7080000.0,1,0,0.0,16.46593164622985
OR,2020,0,0.0,35,7080000.0,1,35,7080000.0,1,0,0.0,16.46593164622985
OR,2021,12,338380000.0,47,345460000.0,1,35,7080000.0,1,0,20.33282726285487,16.46593164622985
OR,2022,0,0.0,47,345460000.0,1,47,345460000.0,1,1,0.0,20.35353460078936
OR,2023,17,566120000.0,64,911580000.0,1,47,345460000.0,1,0,20.847463808389858,20.35353460078936
PA,2013,7,48000000.0,7,48000000.0,1,0,0.0,0,0,18.37985874943211,0.0
PA,2014,0,0.0,7,48000000.0,1,7,48000000.0,1,1,0.0,18.37985874943211
PA,2015,20,65000000.0,27,113000000.0,1,7,48000000.0,1,0,18.683045008419857,18.37985874943211
PA,2016,0,0.0,27,113000000.0,1,27,113000000.0,1,1,0.0,19.23604555723656
PA,2017,0,0.0,27,113000000.0,1,27,113000000.0,1,0,0.0,19.23604555723656
PA,2018,0,0.0,27,113000000.0,1,27,113000000.0,1,0,0.0,19.23604555723656
PA,2019,9,90825000.0,36,203825000.0,1,27,113000000.0,1,0,19.017592316631486,19.23604555723656
PA,2020,40,294060000.0,76,497885000.0,1,36,203825000.0,1,1,20.19244156667373,19.825919521073192
PA,2021,0,0.0,76,497885000.0,1,76,497885000.0,1,1,0.0,20.71902686518711
PA,2022,2,12000000.0,78,509885000.0,1,76,497885000.0,1,0,16.993564388312222,20.71902686518711
PA,2023,0,0.0,78,509885000.0,1,78,509885000.0,1,1,0.0,20.742842948619774
RI,2013,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
RI,2014,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
RI,2015,42,78915000.0,42,78915000.0,1,0,0.0,0,0,18.8770290623751,0.0
RI,2016,21,18790000.0,63,97705000.0,1,42,78915000.0,1,1,17.441982551949593,18.8770290623751
RI,2017,37,39480000.0,100,137185000.0,1,63,97705000.0,1,1,18.1844519530895,19.090610473336127
RI,2018,42,46220000.0,142,183405000.0,1,100,137185000.0,1,1,18.342070343370455,19.42998811839304
RI,2019,33,144470000.0,175,327875000.0,1,142,183405000.0,1,1,19.48172961206551,19.720354560788483
RI,2020,36,210330000.0,211,538205000.0,1,175,327875000.0,1,1,19.857335464411204,20.30129017671126
RI,2021,0,0.0,211,538205000.0,1,211,538205000.0,1,1,0.0,20.796897267000553
RI,2022,0,0.0,211,538205000.0,1,211,538205000.0,1,0,0.0,20.796897267000553
RI,2023,17,77260000.0,228,615465000.0,1,211,538205000.0,1,0,18.855834095762354,20.796897267000553
SC,2013,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
SC,2014,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
SC,2015,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
SC,2016,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
SC,2017,3,43850000.0,3,43850000.0,1,0,0.0,0,0,18.28943245734241,0.0
SC,2018,2,12500000.0,5,56350000.0,1,3,43850000.0,1,1,17.034386382832476,18.28943245734241
SC,2019,4,19500000.0,9,75850000.0,1,5,56350000.0,1,1,17.47907220409392,18.540239979010003
SC,2020,3,14500000.0,12,90350000.0,1,9,75850000.0,1,1,17.182806387950748,18.83741544431876
SC,2021,4,60000000.0,16,150350000.0,1,12,90350000.0,1,1,18.60300230074632,19.012348755562456
SC,2022,0,0.0,16,150350000.0,1,16,150350000.0,1,1,0.0,19.52162364795876
SC,2023,0,0.0,16,150350000.0,1,16,150350000.0,1,0,0.0,19.52162364795876
SD,2013,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
SD,2014,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
SD,2015,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
SD,2016,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
SD,2017,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
SD,2018,20,96355000.0,20,96355000.0,1,0,0.0,0,0,19.076697026174102,0.0
SD,2019,0,0.0,20,96355000.0,1,20,96355000.0,1,1,0.0,19.076697026174102
SD,2020,0,0.0,20,96355000.0,1,20,96355000.0,1,0,0.0,19.076697026174102
SD,2021,0,0.0,20,96355000.0,1,20,96355000.0,1,0,0.0,19.076697026174102
SD,2022,46,156675000.0,66,253030000.0,1,20,96355000.0,1,0,19.562831334634957,19.076697026174102
SD,2023,0,0.0,66,253030000.0,1,66,253030000.0,1,1,0.0,20.042165797297134
TN,2013,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
TN,2014,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
TN,2015,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
TN,2016,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
TN,2017,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
TN,2018,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
TN,2019,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
TN,2020,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
TN,2021,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
TN,2022,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
TN,2023,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
TX,2013,22,187990000.0,22,187990000.0,1,0,0.0,0,0,19.74504650845009,0.0
TX,2014,0,0.0,22,187990000.0,1,22,187990000.0,1,1,0.0,19.74504650845009
TX,2015,0,0.0,22,187990000.0,1,22,187990000.0,1,0,0.0,19.74504650845009
TX,2016,4,206040000.0,26,394030000.0,1,22,187990000.0,1,0,19.836728063221603,19.74504650845009
TX,2017,0,0.0,26,394030000.0,1,26,394030000.0,1,1,0.0,20.485084787055467
TX,2018,0,0.0,26,394030000.0,1,26,394030000.0,1,0,0.0,20.485084787055467
TX,2019,36,835825000.0,62,1229855000.0,1,26,394030000.0,1,0,21.23707699955277,20.485084787055467
TX,2020,36,697315000.0,98,1927170000.0,1,62,1229855000.0,1,1,21.055894984064345,21.6233092937627
TX,2021,4,120000000.0,102,2047170000.0,1,98,1927170000.0,1,1,19.296149481306266,22.072465623078564
TX,2022,53,1196400000.0,155,3243570000.0,1,102,2047170000.0,1,1,21.595730065280012,22.132871369100645
TX,2023,140,1355100000.0,295,4598670000.0,1,155,3243570000.0,1,1,21.720288269852887,22.593087592569237
UT,2013,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
UT,2014,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
UT,2015,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
UT,2016,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
UT,2017,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
UT,2018,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
UT,2019,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
UT,2020,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
UT,2021,15,8605000.0,15,8605000.0,1,0,0.0,0,0,16.661001168187724,0.0
UT,2022,42,664715000.0,57,673320000.0,1,15,8605000.0,1,1,21.00801611588852,16.661001168187724
UT,2023,38,318170000.0,95,991490000.0,1,57,673320000.0,1,1,20.2712435696564,21.0208784380751
VA,2013,9,104275000.0,9,104275000.0,1,0,0.0,0,0,19.155689378607228,0.0
VA,2014,17,178935000.0,26,283210000.0,1,9,104275000.0,1,1,19.69568034992624,19.155689378607228
VA,2015,24,279775000.0,50,562985000.0,1,26,283210000.0,1,1,20.14264344722831,20.154846410454837
VA,2016,0,0.0,50,562985000.0,1,50,562985000.0,1,1,0.0,20.841910723324965
VA,2017,1,40000000.0,51,602985000.0,1,50,562985000.0,1,0,18.197537192638155,20.841910723324965
VA,2018,1,30000000.0,52,632985000.0,1,51,602985000.0,1,1,17.909855120186375,20.910550059320112
VA,2019,0,0.0,52,632985000.0,1,52,632985000.0,1,1,0.0,20.95910446370516
VA,2020,23,104980000.0,75,737965000.0,1,52,632985000.0,1,0,19.162427594348372,20.95910446370516
VA,2021,0,0.0,75,737965000.0,1,75,737965000.0,1,1,0.0,21.112554136525812
VA,2022,2,65000000.0,77,802965000.0,1,75,737965000.0,1,0,18.683045008419857,21.112554136525812
VA,2023,0,0.0,77,802965000.0,1,77,802965000.0,1,1,0.0,21.196968864970625
VT,2013,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
VT,2014,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
VT,2015,49,46980000.0,49,46980000.0,1,0,0.0,0,0,18.358379717754985,0.0
VT,2016,7,89000000.0,56,135980000.0,1,49,46980000.0,1,1,18.99729410825636,18.358379717754985
VT,2017,18,6115000.0,74,142095000.0,1,56,135980000.0,1,1,16.319402507663362,19.421165554622533
VT,2018,0,0.0,74,142095000.0,1,74,142095000.0,1,1,0.0,19.465153586519826
VT,2019,0,0.0,74,142095000.0,1,74,142095000.0,1,0,0.0,19.465153586519826
VT,2020,0,0.0,74,142095000.0,1,74,142095000.0,1,0,0.0,19.465153586519826
VT,2021,0,0.0,74,142095000.0,1,74,142095000.0,1,0,0.0,19.465153586519826
VT,2022,1,35000000.0,75,177095000.0,1,74,142095000.0,1,0,18.064005800013632,19.465153586519826
VT,2023,0,0.0,75,177095000.0,1,75,177095000.0,1,1,0.0,19.685344050277532
WA,2013,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
WA,2014,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
WA,2015,13,51085000.0,13,51085000.0,1,0,0.0,0,0,18.442148650567606,0.0
WA,2016,0,0.0,13,51085000.0,1,13,51085000.0,1,1,0.0,18.442148650567606
WA,2017,0,0.0,13,51085000.0,1,13,51085000.0,1,0,0.0,18.442148650567606
WA,2018,0,0.0,13,51085000.0,1,13,51085000.0,1,0,0.0,18.442148650567606
WA,2019,15,65010000.0,28,116095000.0,1,13,51085000.0,1,0,18.683198842740598,18.442148650567606
WA,2020,17,60765000.0,45,176860000.0,1,28,116095000.0,1,1,18.61567170384698,19.263066559978547
WA,2021,1,50775000.0,46,227635000.0,1,45,176860000.0,1,1,18.436061845990668,19.68401619767181
WA,2022,16,180950000.0,62,408585000.0,1,46,227635000.0,1,1,19.70687848853397,19.93640120751256
WA,2023,1,160000000.0,63,568585000.0,1,62,408585000.0,1,1,19.583831553758046,20.521357709514355
WI,2013,13,82845000.0,13,82845000.0,1,0,0.0,0,0,18.92562913054548,0.0
WI,2014,0,0.0,13,82845000.0,1,13,82845000.0,1,1,0.0,18.92562913054548
WI,2015,12,133235000.0,25,216080000.0,1,13,82845000.0,1,0,19.400772224877183,18.92562913054548
WI,2016,13,120890000.0,38,336970000.0,1,25,216080000.0,1,1,19.30353877973812,19.88430644800858
WI,2017,18,218705000.0,56,555675000.0,1,38,336970000.0,1,1,19.896381528314144,20.328651644142482
WI,2018,7,92080000.0,63,647755000.0,1,56,555675000.0,1,1,19.031315502937847,20.82884132949505
WI,2019,0,0.0,63,647755000.0,1,63,647755000.0,1,1,0.0,20.982170276964048
WI,2020,19,80000000.0,82,727755000.0,1,63,647755000.0,1,0,18.890684373198102,20.982170276964048
WI,2021,40,415230000.0,122,1142985000.0,1,82,727755000.0,1,1,20.53749032210094,21.09862219161759
WI,2022,20,50000000.0,142,1192985000.0,1,122,1142985000.0,1,1,18.420680743952367,21.55005627887334
WI,2023,0,0.0,142,1192985000.0,1,142,1192985000.0,1,1,0.0,21.59287158719858
WV,2013,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
WV,2014,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
WV,2015,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
WV,2016,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
WV,2017,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
WV,2018,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
WV,2019,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
WV,2020,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
WV,2021,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
WV,2022,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
WV,2023,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
WY,2013,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
WY,2014,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
WY,2015,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
WY,2016,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
WY,2017,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
WY,2018,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
WY,2019,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
WY,2020,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
WY,2021,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
WY,2022,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
WY,2023,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0
